,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,2985.90000,2337.60000,648.30000,29.90000,203.70000,444.60010,-31.80000,412.80000,109.20000,303.60000,305.90000,297.20000,,444.60010,387.90000,392.10000,0.77000,0.76000
2022-09-30,2637.70000,2216.20000,421.50000,18.50000,79.70000,341.80000,-10.40000,331.40000,76.40000,255.00000,257.50000,251.80000,422.30000,341.80000,390.60000,394.10000,0.64000,0.64000
2022-06-30,2735.70000,2300.20000,435.50000,19.40000,86.40000,349.10010,-34.30000,314.80000,83.70000,231.10000,231.80000,229.60000,429.70010,349.10010,393.10000,396.80000,0.58000,0.58000
2022-03-31,2568.50000,2229.10000,339.39990,19.30000,93.70000,245.69970,-35.80000,209.90000,49.10000,160.80000,160.90000,159.40000,326.69970,245.69970,394.50000,398.40000,0.40000,0.40000
2021-12-31,2932.10000,2354.20000,577.90010,32.50000,120.59900,457.30130,-24.00000,433.30000,67.40000,365.90000,368.00000,357.90000,545.50120,457.30080,393.00000,398.40000,0.91000,0.90000
2021-09-30,2542.00000,2092.40000,449.60010,32.20000,98.10000,351.50020,-33.20000,318.30000,73.90000,244.40000,244.60000,239.90000,437.60020,351.50020,393.50000,399.80000,0.61000,0.60000
2021-06-30,2509.60000,2025.90000,483.70010,29.40000,99.30000,384.40010,-30.30000,354.10000,86.70000,267.40000,267.80000,263.30000,477.50020,384.40010,393.30000,399.00000,0.67000,0.66000
2021-03-31,2257.00000,1915.30000,341.70000,28.20000,98.70000,243.00000,-126.60000,116.40000,23.80000,92.60000,92.40000,91.70000,335.20000,243.00000,391.50000,396.00000,0.23000,0.23000
2020-12-31,2550.00000,1976.60000,573.39990,22.40000,349.99900,223.40060,-49.80000,173.60000,58.10000,115.50000,117.00000,112.30000,310.50060,223.40040,389.40000,393.20000,0.29000,0.29000
2020-09-30,2125.50000,1748.70000,376.79990,9.90000,128.20000,248.59990,-56.00000,192.60000,-86.30000,278.90000,278.50000,279.70000,343.49980,248.59990,389.60000,393.90000,0.72000,0.71000
2020-06-30,2025.70000,1795.40000,230.29990,4.10000,189.80000,40.50000,-65.40000,-24.90000,19.00000,-43.90000,-43.90000,-45.60000,129.20000,40.50000,389.40000,389.40000,-0.12000,-0.12000
2020-03-31,2359.80000,2188.70000,171.10010,22.40000,95.20000,75.90020,-55.90000,20.00000,17.20000,2.80000,2.60000,4.70000,174.20010,75.90020,387.70000,391.70000,0.01000,0.01000
2019-12-31,2901.80000,2320.60000,581.20020,24.50000,89.90000,491.30000,-63.50000,427.80000,86.10000,341.70000,342.20000,328.90000,580.90000,491.30030,386.10000,391.20000,0.85000,0.85000
2019-09-30,2438.10000,2079.00000,359.10010,9.80000,78.80000,280.30000,-47.60000,232.70000,64.60000,168.10000,168.40000,165.60000,365.90010,280.30000,386.70000,391.80000,0.43000,0.42000
2019-06-30,2520.20000,2162.80000,357.39990,18.10000,93.20000,264.19970,-47.70000,216.50000,43.60000,172.90000,172.80000,169.50000,355.39970,264.19970,386.20000,391.20000,0.44000,0.43000
2019-03-31,2361.20000,2166.70000,194.50000,41.40000,144.30000,50.20000,-48.90000,1.30000,10.50000,-9.20000,-9.50000,-8.00000,151.80000,50.20000,384.50000,384.50000,-0.02000,-0.02000
2018-12-31,2856.00000,2247.00000,609.00020,81.00000,149.90100,459.09990,-55.20000,403.90000,62.20000,341.70000,342.50000,326.20000,552.79980,459.09990,383.30000,389.00000,0.85000,0.85000
2018-09-30,2297.50000,1970.20000,327.29990,21.60000,65.60000,261.70000,-37.60000,224.10000,60.70000,163.40000,163.50000,161.00000,320.90000,261.70000,382.60000,388.40000,0.42000,0.41000
2018-06-30,2391.80000,2069.80000,322.00000,28.80000,72.80000,249.20000,-37.70000,211.50000,63.60000,147.90000,147.80000,145.80000,310.49990,249.20000,383.60000,389.50000,0.38000,0.37000
2018-03-31,2169.10000,2049.20000,119.90010,35.10000,81.10000,38.80010,-40.30000,-1.50000,12.70000,-14.20000,-16.10000,-14.10000,116.20010,38.80010,383.40000,383.40000,-0.04000,-0.04000
2017-12-31,2589.80000,2085.20000,504.59940,49.40000,81.60000,422.99930,-19.50000,403.50000,135.10000,268.40000,269.20000,252.30000,479.39930,422.99930,389.60000,397.30000,0.65000,0.64000
2017-09-30,2208.20000,1897.40000,310.80000,13.60000,55.80000,255.00010,-26.80000,228.20000,54.90000,173.30000,172.30000,169.70000,312.40010,255.00010,389.50000,397.20000,0.44000,0.43000
2017-06-30,2185.80000,1898.50000,287.30000,20.30000,61.60000,225.70000,-36.40000,189.30000,81.60000,107.70000,107.60000,107.70000,284.70000,225.70000,392.30000,400.30000,0.27000,0.27000
2017-03-31,2063.80000,1952.90000,110.90000,35.20000,76.20000,34.70010,-14.90000,19.80000,-0.30000,20.10000,21.30000,24.70000,106.80010,34.70010,391.70000,399.30000,0.06000,0.06000
2016-12-31,3474.10000,2694.20000,779.90040,,298.80000,481.09960,-44.60000,436.50000,105.00000,331.49990,333.39990,314.10000,551.79960,481.09990,397.90000,408.00000,0.80000,0.77000
2016-09-30,1922.20000,1714.20000,208.00000,,0.00000,208.00000,-11.70000,196.30000,63.80000,132.50000,132.70000,128.60000,268.20000,208.00000,397.70000,407.90000,0.32000,0.32000
2016-06-30,1917.90000,1693.60000,224.30000,,0.00000,224.30000,-18.50000,205.80000,43.70000,162.10000,160.20000,156.90000,282.30000,224.30000,400.10000,409.80000,0.39000,0.38000
