,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,15497.00000,2429.00000,13068.00000,7055.00000,-2834.00000,10639.00000,2429.00000,873.00000,3302.00000,656.00000,2646.00000,2646.00000,2081.00000,,2429.00000,,285.66300,,7.28000
2022-09-30,14971.00000,2320.00000,12651.00000,6899.00000,-2850.00000,10498.00000,2153.00000,-449.00000,1704.00000,360.00000,1344.00000,1344.00000,1134.00000,2909.00000,2153.00000,285.95800,289.85200,3.97000,3.91000
2022-06-30,14820.00000,2301.00000,12519.00000,6792.00000,-2685.00000,10215.00000,2304.00000,-544.00000,1760.00000,381.00000,1379.00000,1379.00000,1155.00000,3050.00000,2304.00000,292.52700,296.06100,3.95000,3.90000
2022-03-31,14945.00000,2321.00000,12624.00000,6939.00000,-2741.00000,10412.00000,2212.00000,-398.00000,1814.00000,349.00000,1465.00000,1465.00000,1273.00000,2951.00000,2212.00000,302.44600,307.37400,4.21000,4.14000
2021-12-31,15064.00000,2414.00000,12650.00000,6999.00000,-2502.00000,10229.00000,2421.00000,165.00000,2586.00000,581.00000,2005.00000,2005.00000,1814.00000,3155.00000,2421.00000,323.31500,328.75200,5.76000,5.66000
2021-09-30,15276.00000,2463.00000,12813.00000,7094.00000,-2495.00000,10305.00000,2508.00000,649.00000,3157.00000,685.00000,2472.00000,2472.00000,2269.00000,3231.00000,2508.00000,318.07200,324.02900,7.13000,7.00000
2021-06-30,14435.00000,2380.00000,12055.00000,6385.00000,-2451.00000,9548.00000,2507.00000,-390.00000,2117.00000,453.00000,1664.00000,1664.00000,1450.00000,3225.00000,2507.00000,328.17100,332.61300,4.42000,4.36000
2021-03-31,13977.00000,2224.00000,11753.00000,6301.00000,-2400.00000,9398.00000,2355.00000,-382.00000,1973.00000,393.00000,1580.00000,1580.00000,1423.00000,3060.00000,2355.00000,338.12300,343.32100,4.21000,4.14000
2020-12-31,14293.00000,2370.00000,11923.00000,6329.00000,-2476.00000,9467.00000,2456.00000,-384.00000,2072.00000,378.00000,1694.00000,1694.00000,1426.00000,3126.00000,2456.00000,338.27400,343.60500,4.21000,4.13000
2020-09-30,13311.00000,2128.00000,11183.00000,6097.00000,-2211.00000,9002.00000,2181.00000,-1193.00000,988.00000,209.00000,779.00000,779.00000,668.00000,2883.00000,2181.00000,338.16800,343.34600,1.97000,1.95000
2020-06-30,11068.00000,1748.00000,9320.00000,5330.00000,-2146.00000,8167.00000,1153.00000,407.00000,1560.00000,344.00000,1216.00000,1216.00000,1079.00000,1851.00000,1153.00000,337.76000,341.59900,3.20000,3.16000
2020-03-31,12861.00000,2123.00000,10738.00000,6118.00000,-2420.00000,9212.00000,1526.00000,-716.00000,810.00000,112.00000,698.00000,698.00000,581.00000,2207.00000,1526.00000,338.24200,344.09000,1.72000,1.69000
2019-12-31,13523.00000,2232.00000,11291.00000,6105.00000,-2448.00000,9247.00000,2044.00000,-437.00000,1607.00000,334.00000,1273.00000,1273.00000,1071.00000,2745.00000,2044.00000,341.21000,348.22600,3.15000,3.09000
2019-09-30,12694.00000,2090.00000,10604.00000,5971.00000,-2348.00000,8966.00000,1638.00000,-659.00000,979.00000,215.00000,764.00000,764.00000,612.00000,2292.00000,1638.00000,340.78900,347.48700,1.80000,1.76000
2019-06-30,12602.00000,2118.00000,10484.00000,5837.00000,-2354.00000,8827.00000,1657.00000,-459.00000,1198.00000,271.00000,927.00000,927.00000,783.00000,2301.00000,1657.00000,342.17000,348.37300,2.29000,2.25000
