,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,786.15300,235.92500,550.22800,80.55500,237.69100,443.59500,106.63300,-38.61600,68.01700,-17.60500,85.62200,85.62200,-2.21100,84.57500,,106.63300,279.42600,289.82600,0.30000,0.30000
2022-09-30,809.54600,246.96200,562.58400,87.88000,243.78400,351.94900,210.63500,-34.48800,176.14700,47.88100,128.26600,128.26600,,128.69600,230.92000,210.63500,281.31400,299.99400,0.46000,0.44000
2022-06-30,794.51300,240.84000,553.67300,86.41000,236.31700,563.75400,-10.08100,-30.33200,-40.41300,-8.04800,-32.36500,-32.36500,,-31.85800,230.94600,-10.08100,285.12600,285.12600,-0.11000,-0.11000
2022-03-31,798.63100,236.23600,562.39500,78.79400,252.59300,354.57700,207.81800,-34.07800,173.74000,-6.86700,180.60700,180.60700,,180.53300,231.00800,207.81800,284.45900,306.90200,0.63000,0.60000
2021-12-31,806.07010,234.54300,571.52720,66.36600,249.42600,339.61010,231.91710,-458.73800,-226.82100,-58.09700,-168.72400,-168.72400,,-168.63200,255.73500,231.91690,275.00400,304.84000,-0.63000,-0.53000
2021-09-30,801.83500,232.21100,569.62400,66.97400,256.89000,349.03400,220.59000,-71.06200,149.52800,18.62700,130.90100,130.90100,,131.21000,245.76000,220.59000,276.95500,316.95100,0.47000,0.43000
2021-06-30,707.76000,193.09900,514.66100,52.13300,242.31100,304.74700,209.91400,-32.57400,177.34000,37.32000,140.02000,140.02000,0.50900,140.89500,220.21700,209.91400,271.25400,311.08700,0.52000,0.46000
2021-03-31,667.61200,179.45500,488.15700,55.57600,232.65300,298.89900,189.25800,-33.15700,156.10100,-17.74700,173.84800,173.84800,,174.25000,199.92800,189.25800,268.64900,310.58500,0.65000,0.57000
2020-12-31,651.40700,173.26300,478.14400,44.83200,209.48000,265.56200,212.58200,-46.78600,165.79600,25.61700,140.17900,140.17900,,140.57900,223.83200,212.58200,266.39500,294.97500,0.53000,0.48000
2020-09-30,639.77000,169.82300,469.94700,39.28000,218.82000,269.78000,200.16710,-33.93200,166.23500,26.12200,140.11300,140.11300,0.50800,141.20700,211.84710,200.16710,260.74400,305.69600,0.54000,0.47000
2020-06-30,555.45000,148.85300,406.59700,41.92900,159.00500,211.00300,195.59400,-17.34100,178.25300,36.85600,141.39700,141.39700,-34.61100,74.91700,205.66300,195.59400,183.47700,207.84000,0.41000,0.36000
2020-03-31,544.64200,143.89400,400.74800,43.77000,203.80900,263.37600,137.37200,-28.04000,109.33200,-48.20200,157.53400,157.53400,-331.96700,-202.83000,153.16900,137.37200,183.11700,204.65800,-1.11000,-1.00000
2019-12-31,547.16700,142.07000,405.09700,38.39700,169.31100,223.74800,181.34900,-46.44400,134.90500,14.97100,119.93400,119.93400,4.33800,100.42500,197.38900,181.34900,182.59800,194.96900,0.55000,0.48000
2019-09-30,541.49300,138.22500,403.26800,36.60900,182.24900,228.03200,175.23600,-36.20500,139.03100,1.24000,137.79100,137.79100,21.98100,128.54400,184.41000,175.23600,182.15400,193.15100,0.71000,0.63000
2019-06-30,497.97300,126.66500,371.30800,32.68000,158.15500,199.99900,171.30900,-31.00700,140.30200,21.07600,119.22600,119.22600,27.56500,113.46700,147.45400,171.30900,181.60600,194.48000,0.62000,0.55000
2019-03-31,1105.84300,260.07100,845.77200,88.70000,635.47600,765.89900,79.87310,-30.49200,49.38100,-63.60400,112.98500,112.98500,,88.69500,121.59600,79.87310,83.90500,90.34000,1.06000,0.91000
2018-12-31,1104.10300,253.72200,850.38100,79.20700,570.77500,716.46100,133.92000,103.25500,237.17500,19.69800,217.47700,217.47700,,191.75200,52.78510,133.92000,439.11200,391.17400,2.29000,2.04000
2018-09-30,1104.59200,237.23800,867.35400,77.74000,577.70500,694.52200,172.83200,-19.49700,153.33500,-18.24200,171.57700,171.57700,,145.77400,211.90900,172.83200,83.43300,91.97500,1.75000,1.49000
2018-06-30,1059.12200,218.22400,840.89790,75.44500,558.02300,672.46110,168.43690,143.78500,312.22200,31.36800,280.85400,280.85400,,218.35300,207.42990,168.43690,83.60400,90.93400,2.61000,2.32000
2018-03-31,995.07500,201.96200,793.11300,76.93700,587.01600,703.16300,89.95000,-31.12400,58.82600,-29.01300,87.83900,87.83900,,71.08200,129.16000,89.95000,82.98300,89.06900,0.86000,0.71000
2017-12-31,950.58500,199.72700,750.85800,70.04400,547.68710,656.49800,94.35990,-39.25200,55.10800,31.75900,23.34900,23.34900,,32.80400,133.12690,94.35990,80.08900,85.31000,0.41000,0.40000
2017-09-30,828.43400,166.29000,662.14400,70.64500,588.45900,680.73290,-18.58890,-35.25200,-53.84100,-279.48000,225.63900,225.63900,,179.64300,3.04010,-18.58890,80.81700,87.19600,2.22000,1.79000
2017-06-30,767.38700,139.03300,628.35400,55.43000,470.32600,552.71900,75.63510,-14.49800,61.13700,-19.42000,80.55700,80.55700,,66.26800,102.59810,75.63510,79.06700,83.77800,0.84000,0.70000
2017-03-31,760.83300,145.95800,614.87500,54.76000,494.00600,577.81500,37.06000,-32.50600,4.55400,-23.90900,28.46300,28.46300,,26.20900,66.10900,37.06000,78.19300,82.50400,0.34000,0.29000
2016-12-31,811.16200,212.46800,598.69400,50.39800,400.75700,485.87380,112.82030,13.75700,126.57700,12.46000,114.11700,114.11700,,102.05100,147.53920,112.82020,80.04500,80.04500,1.29000,1.35000
2016-09-30,764.10200,179.13100,584.97100,49.70400,417.46500,499.38700,85.58400,-15.41800,70.16600,17.82600,52.34000,52.34000,,43.16200,117.80200,85.58400,79.53200,81.61900,0.54000,0.49000
2016-06-30,745.43900,170.39700,575.04200,53.56500,444.00600,827.48800,-252.44600,-34.83600,-287.28200,-96.74000,-190.54200,-190.54200,,-194.77500,77.47100,-252.44600,79.52300,79.52300,-2.45000,-2.45000
2016-03-31,819.17900,193.73400,625.44500,59.09800,515.31500,604.02800,21.41710,-11.96300,9.45400,1.52000,7.93400,7.93400,,8.28200,51.03210,21.41710,82.02700,84.82500,0.10000,0.09000
2015-12-31,848.72800,214.08400,634.64400,58.07700,451.78100,640.07400,-5.43010,-31.17600,-36.60600,-5.20600,-31.40000,-31.40000,,-31.84900,124.78590,-5.43010,82.94400,88.26700,-0.39000,-0.39000
2015-09-30,838.56100,199.37700,639.18400,46.85900,477.23200,552.05400,87.12990,18.40600,105.53600,40.51000,65.02600,65.02600,0.01700,65.61100,115.09290,87.12990,82.91000,88.90000,0.79000,0.74000
2015-06-30,771.13200,177.96300,593.16900,46.43000,454.05900,530.40000,62.76900,-16.85200,45.91700,-11.96800,57.88500,57.88500,-0.15300,59.30500,92.68000,62.76900,82.41600,87.09000,0.72000,0.68000
2015-03-31,772.51200,186.73700,585.77500,45.25700,477.27600,550.65600,35.11900,-7.07600,28.04300,6.18000,21.86300,21.86300,0.12500,26.40500,63.24200,35.11900,83.45300,88.75800,0.32000,0.30000
2014-12-31,830.75420,215.54500,615.20920,42.16300,429.63610,504.83700,110.37220,1.52800,111.90000,43.91400,67.98600,67.98600,0.62500,70.17200,143.41020,110.37200,83.29200,88.55800,0.85000,0.81000
2014-09-30,782.23100,224.69500,557.53600,40.69100,385.30800,456.58300,100.95300,-10.50800,90.44500,-59.81600,150.26100,150.26100,175.73000,326.81200,131.53700,100.95300,83.59100,88.79000,3.91000,3.68000
2014-06-30,756.31500,210.73000,545.58500,38.84500,382.38700,449.89500,95.69000,-83.79600,11.89400,29.88900,-17.99500,-17.99500,-0.86800,-17.99600,124.35300,95.69000,83.17800,83.17800,-0.22000,-0.22000
2014-03-31,740.24700,209.23400,531.01300,38.81600,393.68800,459.30100,71.71200,-16.02200,55.69000,21.38500,34.30500,34.30500,-0.81400,35.88500,98.50900,71.71200,82.48400,87.20400,0.44000,0.41000
2013-12-31,724.45500,199.83000,524.62500,35.35800,347.35100,411.67320,112.95180,-0.90900,112.04300,33.21400,78.82900,78.82900,0.02400,76.91700,141.91580,112.95180,83.48000,86.74200,0.91000,0.88000
2013-09-30,756.87200,248.85600,508.01600,35.23200,324.25900,386.01200,122.00400,5.84300,127.84700,36.12600,91.72100,91.72100,3.91400,96.94000,148.52500,122.00400,83.09400,86.07200,1.17000,1.13000
2013-06-30,799.41100,272.82200,526.58900,34.05200,350.66800,419.89300,106.69600,-8.74000,97.95600,39.41600,58.54000,58.54000,-1.06800,58.29000,141.86900,106.69600,83.60900,86.56300,0.70000,0.67000
2013-03-31,742.24900,255.84900,486.40000,35.11700,338.63800,401.84900,84.55100,-6.09600,78.45500,25.74600,52.70900,52.70900,-0.94400,53.63700,112.64500,84.55100,84.21800,87.38000,0.64000,0.61000
2012-12-31,765.25110,268.53800,496.71310,38.53700,340.17810,411.41900,85.29410,-5.03100,80.26300,35.85500,44.40800,44.40800,-2.47000,40.73900,117.99810,85.29420,86.24700,93.08900,0.47000,0.43000
2012-09-30,714.47000,262.27500,452.19500,27.59600,328.20400,374.16200,78.03300,-4.24200,73.79100,27.60600,46.18500,46.18500,-5.62400,40.71700,96.39500,78.03300,88.29600,94.69000,0.46000,0.43000
2012-06-30,680.61200,237.30400,443.30800,26.91100,300.89100,345.83200,97.47600,-20.74100,76.73500,28.63400,48.10100,48.10100,-4.64100,43.33200,115.50600,97.47600,86.17400,91.94000,0.50000,0.47000
2012-03-31,640.60000,223.57100,417.02900,23.48200,311.62600,354.26400,62.76500,-4.49200,58.27300,27.12000,31.15300,31.15300,3.68400,34.47800,81.92100,62.76500,82.80100,91.71800,0.42000,0.38000
