,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2011-12-31,596.94300,211.05700,385.88600,34.19900,270.02400,330.43110,55.45490,-11.26000,44.19500,2.39700,41.79800,41.79800,4.36600,48.76600,81.66290,55.45510,86.75500,94.32100,0.57000,0.53000
2011-09-30,516.88400,188.64200,328.24200,21.55600,237.92400,281.50200,46.74000,-10.77000,35.97000,-32.00300,67.97300,67.97300,-3.92200,64.97300,68.76200,46.74000,84.61300,93.74200,0.77000,0.69000
2011-06-30,485.40400,181.47200,303.93200,17.28000,213.77100,245.70100,58.23100,-3.08300,55.14800,9.51800,45.63000,45.63000,-2.48800,42.42400,72.88100,58.23100,90.05000,97.30200,0.47000,0.44000
2011-03-31,460.21300,172.71800,287.49500,17.72200,216.54100,250.15900,37.33600,-1.12700,36.20900,16.04100,20.16800,20.16800,-1.94800,18.07000,53.23200,37.33600,89.08100,93.67600,0.20000,0.19000
2010-12-31,451.42680,174.09600,277.33090,19.04400,217.58100,298.77800,-21.44720,-6.10500,-27.55200,5.10500,-32.65700,-32.65700,115.85300,86.96400,40.70580,-21.44710,106.27400,106.27400,0.80000,0.81000
2010-09-30,412.96600,147.93300,265.03300,16.89200,193.55700,227.34900,37.68400,0.27200,37.95600,15.51600,22.44000,22.44000,-4.79500,17.50900,54.58400,37.68400,103.15200,106.22800,0.17000,0.16000
2010-06-30,394.24400,140.63800,253.60600,14.36900,193.22300,228.97300,24.63300,-3.89900,20.73400,5.31300,15.42100,15.42100,-2.58600,13.59100,46.01400,24.63300,109.28700,112.60700,0.12000,0.12000
2010-03-31,378.17800,131.14900,247.02900,14.79200,204.34500,238.10400,8.92500,-17.37700,-8.45200,6.14500,-14.59700,-14.59700,-4.72700,-18.70500,27.89200,8.92500,116.44600,116.44600,-0.16000,-0.16000
2009-12-31,338.06290,104.17700,233.88590,10.36100,171.50900,1249.77700,-1015.89100,-21.36400,-1037.25500,-44.25900,-992.99600,-992.99600,-19.96700,-1012.93100,52.01580,-1015.89100,138.59900,138.59900,-7.31000,-7.31000
2009-09-30,336.57700,106.02900,230.54800,12.97200,179.91700,223.42700,7.12100,50.96000,58.08100,34.26900,23.81200,23.81200,-2.51400,21.68200,37.65900,7.12100,132.76400,134.86700,0.16000,0.16000
2009-06-30,340.04500,106.72100,233.32400,16.42200,187.87200,229.41700,3.90700,60.82900,64.73600,22.14300,42.59300,42.59300,-2.19600,40.81300,29.03000,3.90700,146.49200,146.49200,0.28000,0.28000
2009-03-31,332.01000,112.92200,219.08800,18.08800,206.53400,252.21200,-33.12400,0.56300,-32.56100,-2.67900,-29.88200,-29.88200,1.23800,-28.38600,-5.53400,-33.12400,147.77600,147.77600,-0.19000,-0.19000
