,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,45751.00000,7992.00000,37759.00000,3483.00000,-32094.00000,36034.00000,1725.00000,-397.00000,1328.00000,130.00000,1198.00000,1198.00000,,1169.00000,2460.00000,1725.00000,309.54600,313.06500,3.81000,3.75000
2022-09-30,45280.00000,7754.00000,37526.00000,3148.00000,-31777.00000,35385.00000,2141.00000,1350.00000,3491.00000,713.00000,2778.00000,2778.00000,,2757.00000,2867.00000,2141.00000,303.85400,307.51700,9.07000,8.97000
2022-06-30,45480.00000,8192.00000,37288.00000,3256.00000,-31150.00000,34907.00000,2381.00000,-396.00000,1985.00000,413.00000,1572.00000,1572.00000,,1559.00000,3140.00000,2381.00000,315.12200,318.30400,4.95000,4.90000
2022-03-31,44005.00000,8268.00000,35737.00000,3299.00000,-29813.00000,33570.00000,2167.00000,-618.00000,1549.00000,351.00000,1198.00000,1198.00000,,1183.00000,2884.00000,2167.00000,318.48700,321.28200,3.71000,3.68000
2021-12-31,45688.00000,8743.00000,36945.00000,3662.00000,-31247.00000,35408.00000,1537.00000,-225.00000,1312.00000,179.00000,1133.00000,1133.00000,,1116.00000,2280.00000,1537.00000,337.96200,340.96600,3.40000,3.38000
2021-09-30,44288.00000,8330.00000,35958.00000,3093.00000,-30070.00000,33664.00000,2294.00000,-235.00000,2059.00000,424.00000,1635.00000,1635.00000,,1621.00000,3028.00000,2294.00000,335.16600,337.57900,4.84000,4.80000
2021-06-30,43131.00000,8484.00000,34647.00000,2996.00000,-29001.00000,32500.00000,2147.00000,-249.00000,1898.00000,422.00000,1476.00000,1476.00000,,1467.00000,2878.00000,2147.00000,341.47900,344.92900,4.30000,4.25000
2021-03-31,40971.00000,8005.00000,32966.00000,3279.00000,-27235.00000,31009.00000,1957.00000,-444.00000,1513.00000,342.00000,1171.00000,1171.00000,,1161.00000,2672.00000,1957.00000,348.24800,351.97600,3.33000,3.30000
2020-12-31,41712.00000,8847.00000,32865.00000,3966.00000,-27059.00000,31520.00000,1345.00000,4033.00000,5378.00000,1236.00000,4142.00000,4142.00000,,4135.00000,2058.00000,1345.00000,364.97900,368.38900,11.40000,11.30000
2020-09-30,40955.00000,8429.00000,32526.00000,3301.00000,-26624.00000,30418.00000,2108.00000,-304.00000,1804.00000,406.00000,1398.00000,1398.00000,,1388.00000,2810.00000,2108.00000,364.42700,367.19000,3.81000,3.78000
