,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,3256.00000,2644.00000,612.00000,16.00000,16.00000,596.00000,-27.00000,568.00000,72.00000,496.00000,496.00000,496.00000,,596.00000,39.17850,39.17850,12.66000,12.66000
2022-09-30,3073.00000,3433.00000,-360.00000,16.00000,16.00000,-376.00000,-25.00000,-401.00000,-82.00000,-319.00000,-319.00000,-319.00000,-362.05200,-376.00000,38.80000,38.80000,-8.22000,-8.22000
2022-06-30,2834.61300,2676.07400,158.53910,15.01800,15.01800,143.52100,-24.39800,119.12300,-3.50700,122.63000,122.63000,122.63000,159.31900,143.52100,38.89800,38.89800,3.11000,3.11000
2022-03-31,2896.33100,2556.38600,339.94510,14.02000,14.02000,325.92500,-24.07800,301.84700,4.09600,297.75100,297.75100,297.75100,345.17900,325.92500,38.82300,38.83700,7.57000,7.56000
2021-12-31,3120.53700,2576.60500,543.93210,21.45400,91.45400,452.47780,,500.72400,69.56800,431.15590,431.15590,431.15600,471.47780,452.47780,39.00000,40.00000,11.04000,11.03000
2021-09-30,2925.00000,2979.00000,-54.00000,18.00000,18.00000,-72.00000,-16.00000,-88.00000,-14.00000,-74.00000,-74.00000,-74.00000,-52.92800,-72.00000,39.20000,39.20000,-1.88000,-1.88000
2021-06-30,3076.69000,2284.73400,791.95610,16.16800,16.16800,775.78810,-15.60700,760.18100,80.19900,679.98210,679.98210,679.98200,796.39310,775.78810,39.52700,39.56700,16.97000,16.95000
2021-03-31,2743.77300,2342.66100,401.11210,12.37800,12.37800,388.73410,-15.63900,373.09500,31.23300,341.86200,341.86200,341.86200,406.05710,388.73410,39.54300,39.59700,8.53000,8.52000
2020-12-31,2761.28500,2614.89900,146.38570,11.81600,47.81600,98.56960,,119.04700,55.59600,63.45100,63.45100,63.45100,115.97560,98.56980,40.00000,40.00000,1.54000,1.53000
2020-09-30,2610.18400,2320.41700,289.76710,10.61800,10.61800,279.14920,-6.64100,272.50800,29.45100,243.05700,243.05700,243.05700,291.19620,279.14920,39.48300,39.55700,6.08000,6.07000
2020-06-30,2244.51500,1991.46200,253.05300,8.73300,8.73300,244.31990,-7.25300,237.06700,46.18700,190.88000,190.88000,190.88000,256.22700,244.31990,39.44900,39.51900,4.78000,4.77000
2020-03-31,1982.01600,2008.22200,-26.20590,9.83300,9.83300,-36.03890,-7.58300,-43.62200,-60.23400,16.61200,16.61200,16.61200,-27.39890,-36.03890,40.20400,40.29600,0.41000,0.41000
