,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,6111.00000,2601.00000,3510.00000,692.00000,,692.00000,2818.00000,-114.00000,2704.00000,14.00000,2690.00000,2690.00000,2686.00000,2881.00000,2818.00000,1804.00000,1804.00000,1.50000,1.50000
2022-09-30,6550.00000,2853.00000,3697.00000,585.00000,,585.00000,3112.00000,-2705.00000,407.00000,183.00000,224.00000,224.00000,221.00000,3166.00000,3112.00000,1799.00000,1799.00000,0.12000,0.12000
2022-06-30,6543.00000,2877.00000,3666.00000,561.00000,,561.00000,3105.00000,-1500.00000,1605.00000,714.00000,891.00000,891.00000,889.00000,3162.00000,3105.00000,1809.00000,1809.00000,0.49000,0.49000
2022-03-31,5892.00000,2519.00000,3373.00000,489.00000,,489.00000,2884.00000,-211.00000,2673.00000,714.00000,1959.00000,1959.00000,1955.00000,2936.00000,2884.00000,1818.00000,1818.00000,1.08000,1.08000
2021-12-31,6255.00000,2940.00000,3315.00000,582.00000,,582.00000,2733.00000,-453.00000,2280.00000,656.00000,1624.00000,1624.00000,1621.00000,2787.00000,2733.00000,1845.00000,1845.00000,0.89000,0.89000
2021-09-30,6786.00000,3113.00000,3673.00000,722.00000,,722.00000,2951.00000,-6253.00000,-3302.00000,-582.00000,-2720.00000,-2720.00000,-2724.00000,3013.00000,2951.00000,1842.00000,1842.00000,-1.48000,-1.48000
2021-06-30,6936.00000,3204.00000,3732.00000,546.00000,,546.00000,3186.00000,-277.00000,2909.00000,759.00000,2150.00000,2150.00000,2146.00000,3251.00000,3186.00000,1849.00000,1849.00000,1.16000,1.16000
2021-03-31,6036.00000,2764.00000,3272.00000,582.00000,,582.00000,2690.00000,-753.00000,1937.00000,516.00000,1421.00000,1421.00000,1421.00000,2753.00000,2690.00000,1857.00000,1857.00000,0.77000,0.77000
2020-12-31,6304.00000,3158.00000,3146.00000,565.00000,,565.00000,2581.00000,-40.00000,2541.00000,619.00000,1922.00000,1922.00000,1918.00000,2646.00000,2581.00000,1858.00000,1859.00000,1.04000,1.04000
2020-09-30,7123.00000,3406.00000,3717.00000,557.00000,,557.00000,3160.00000,-3484.00000,-324.00000,632.00000,-956.00000,-956.00000,-952.00000,3222.00000,3160.00000,1858.00000,1859.00000,-0.51000,-0.51000
2020-06-30,6367.00000,3080.00000,3287.00000,491.00000,,491.00000,2796.00000,-231.00000,2565.00000,627.00000,1938.00000,1938.00000,1943.00000,2861.00000,2796.00000,1858.00000,1859.00000,1.04000,1.04000
2020-03-31,6359.00000,3486.00000,2873.00000,537.00000,,537.00000,2336.00000,-228.00000,2108.00000,558.00000,1550.00000,1550.00000,1550.00000,2401.00000,2336.00000,1858.00000,1858.00000,0.83000,0.83000
2019-12-31,6007.00000,2923.00000,3084.00000,572.00000,-85.00000,657.00000,2427.00000,-3650.00000,-1223.00000,591.00000,-1814.00000,-1814.00000,-1813.00000,2490.00000,2427.00000,1869.00000,1869.00000,-0.98000,-0.98000
2019-09-30,6856.00000,3359.00000,3497.00000,552.00000,-1.00000,553.00000,2944.00000,-5072.00000,-2128.00000,474.00000,-2602.00000,-2602.00000,-2601.00000,3001.00000,2944.00000,1868.00000,1868.00000,-1.39000,-1.39000
2019-06-30,6619.00000,3300.00000,3319.00000,569.00000,-33.00000,602.00000,2717.00000,-116.00000,2601.00000,604.00000,1997.00000,1997.00000,1996.00000,2770.00000,2717.00000,1870.00000,1870.00000,1.07000,1.07000
2019-03-31,5628.00000,2817.00000,2811.00000,533.00000,-40.00000,573.00000,2238.00000,-722.00000,1516.00000,395.00000,1121.00000,1121.00000,1118.00000,2291.00000,2238.00000,1874.00000,1874.00000,0.60000,0.60000
2018-12-31,6114.00000,3192.00000,2922.00000,797.00000,-381.00000,1178.00000,1744.00000,-34.00000,1710.00000,459.00000,1251.00000,1251.00000,1249.00000,1803.00000,1744.00000,1887.00000,1888.00000,0.67000,0.66000
2018-09-30,6837.00000,3582.00000,3255.00000,700.00000,2.00000,698.00000,2557.00000,51.00000,2608.00000,664.00000,1944.00000,1944.00000,1941.00000,2621.00000,2557.00000,1883.00000,1883.00000,1.03000,1.03000
2018-06-30,6305.00000,3164.00000,3141.00000,641.00000,-2.00000,643.00000,2498.00000,59.00000,2557.00000,680.00000,1877.00000,1877.00000,1873.00000,2549.00000,2498.00000,1891.00000,1891.00000,0.99000,0.99000
2018-03-31,6108.00000,3172.00000,2936.00000,618.00000,-2.00000,620.00000,2316.00000,150.00000,2466.00000,571.00000,1895.00000,1895.00000,1892.00000,2369.00000,2316.00000,1899.00000,1899.00000,1.00000,1.00000
2017-12-31,6101.00000,3199.00000,2902.00000,657.00000,-8.00000,665.00000,2237.00000,-54.00000,2183.00000,-2785.00000,4968.00000,4968.00000,4959.00000,2291.00000,2237.00000,1921.00000,1921.00000,2.59000,2.59000
2017-09-30,6729.00000,3558.00000,3171.00000,574.00000,-8.00000,582.00000,2589.00000,55.00000,2644.00000,777.00000,1867.00000,1867.00000,1864.00000,2640.00000,2589.00000,1915.00000,1915.00000,0.97000,0.97000
2017-06-30,6663.00000,3549.00000,3114.00000,574.00000,-12.00000,586.00000,2528.00000,382.00000,2910.00000,920.00000,1990.00000,1990.00000,1986.00000,2580.00000,2528.00000,1928.00000,1928.00000,1.03000,1.03000
2017-03-31,6083.00000,3307.00000,2776.00000,533.00000,-4.00000,537.00000,2239.00000,-148.00000,2091.00000,689.00000,1402.00000,1402.00000,1399.00000,2291.00000,2239.00000,1939.00000,1939.00000,0.72000,0.72000
2016-12-31,6252.00000,3443.00000,2809.00000,791.00000,-26.00000,817.00000,1992.00000,13716.00000,15708.00000,5430.00000,10278.00000,10278.00000,10255.00000,2047.00000,1992.00000,1952.00000,1952.00000,5.26000,5.26000
2016-09-30,6905.00000,3755.00000,3150.00000,766.00000,-2.00000,768.00000,2382.00000,-655.00000,1727.00000,633.00000,1094.00000,1094.00000,1092.00000,2433.00000,2382.00000,1952.00000,1952.00000,0.56000,0.56000
2016-06-30,6521.00000,3564.00000,2957.00000,546.00000,-1.00000,547.00000,2410.00000,124.00000,2534.00000,880.00000,1654.00000,1654.00000,1653.00000,2459.00000,2410.00000,1954.00000,1954.00000,0.84000,0.84000
2016-03-31,6066.00000,3410.00000,2656.00000,559.00000,-120.00000,679.00000,1977.00000,-94.00000,1883.00000,665.00000,1218.00000,1218.00000,1215.00000,2026.00000,1977.00000,1956.00000,1956.00000,0.62000,0.62000
2015-12-31,6318.00000,3596.00000,2722.00000,757.00000,,757.00000,1965.00000,8.00000,1973.00000,725.00000,1248.00000,1248.00000,1242.00000,2040.00000,1965.00000,1961.00000,1961.00000,0.63000,0.63000
2015-09-30,6699.00000,3653.00000,3046.00000,698.00000,-41.00000,739.00000,2307.00000,-18.00000,2289.00000,761.00000,1528.00000,1528.00000,1528.00000,2357.00000,2307.00000,1958.00000,1958.00000,0.78000,0.78000
2015-06-30,6613.00000,3742.00000,2871.00000,643.00000,-4.00000,647.00000,2224.00000,30.00000,2254.00000,805.00000,1449.00000,1449.00000,1445.00000,2275.00000,2224.00000,1962.00000,1962.00000,0.74000,0.74000
