,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,117154.00000,66822.00000,50332.00000,7709.00000,6607.00000,14316.00000,36016.00000,-393.00000,35623.00000,5625.00000,29998.00000,29998.00000,29998.00000,38932.00000,36016.00000,15892.72000,15955.72000,1.89000,1.88000
2022-09-30,90146.00000,52051.00000,38095.00000,6761.00000,6440.00000,13201.00000,24894.00000,-237.00000,24657.00000,3936.00000,20721.00000,20721.00000,20721.00000,27759.00000,24894.00000,16215.96000,16325.82000,1.30000,1.29000
2022-06-30,82959.00000,47074.00000,35885.00000,6797.00000,6012.00000,12809.00000,23076.00000,-10.00000,23066.00000,3624.00000,19442.00000,19442.00000,19442.00000,25881.00000,23076.00000,16162.95000,16262.20000,1.20000,1.20000
2022-03-31,97278.00000,54719.00000,42559.00000,6387.00000,6193.00000,12580.00000,29979.00000,160.00000,30139.00000,5129.00000,25010.00000,25010.00000,25010.00000,32716.00000,29979.00000,16278.80000,16403.32000,1.54000,1.52000
2021-12-31,123945.00000,69702.00000,54243.00000,6306.00000,6449.00000,12755.00000,41488.00000,-247.00000,41241.00000,6611.00000,34630.00000,34630.00000,34630.00000,44185.00000,41488.00000,16391.72000,16519.29000,2.11000,2.10000
2021-09-30,83360.00000,48186.00000,35174.00000,5772.00000,5616.00000,11388.00000,23786.00000,-538.00000,23248.00000,2697.00000,20551.00000,20551.00000,20551.00000,26775.00000,23786.00000,16701.27000,16864.92000,1.25000,1.23000
2021-06-30,81434.00000,46179.00000,35255.00000,5717.00000,5412.00000,11129.00000,24126.00000,243.00000,24369.00000,2625.00000,21744.00000,21744.00000,21744.00000,26958.00000,24126.00000,16629.37000,16781.73000,1.31000,1.30000
2021-03-31,89584.00000,51505.00000,38079.00000,5262.00000,5314.00000,10576.00000,27503.00000,508.00000,28011.00000,4381.00000,23630.00000,23630.00000,23630.00000,30300.00000,27503.00000,16753.48000,16929.16000,1.41000,1.40000
2020-12-31,111439.00000,67111.00000,44328.00000,5163.00000,5631.00000,10794.00000,33534.00000,45.00000,33579.00000,4824.00000,28755.00000,28755.00000,28755.00000,36200.00000,33534.00000,16935.12000,17113.69000,1.70000,1.68000
2020-09-30,64698.00000,40009.00000,24689.00000,4978.00000,4936.00000,9914.00000,14775.00000,126.00000,14901.00000,2228.00000,12673.00000,12673.00000,12673.00000,17477.00000,14775.00000,17352.12000,17528.21000,0.76000,0.74000
2020-06-30,59685.00000,37005.00000,22680.00000,4758.00000,4831.00000,9589.00000,13091.00000,46.00000,13137.00000,1884.00000,11253.00000,11253.00000,11253.00000,15843.00000,13091.00000,17250.29000,17419.15000,0.65000,0.65000
2020-03-31,58313.00000,35943.00000,22370.00000,4565.00000,4952.00000,9517.00000,12853.00000,282.00000,13135.00000,1886.00000,11249.00000,11249.00000,11249.00000,15639.00000,12853.00000,17440.40000,17618.77000,0.64000,0.64000
2019-12-31,91819.00000,56602.00000,35217.00000,4451.00000,5197.00000,9648.00000,25569.00000,349.00000,25918.00000,3682.00000,22236.00000,22236.00000,22236.00000,28385.00000,25569.00000,17660.16000,17818.42000,1.26000,1.25000
2019-09-30,64040.00000,39727.00000,24313.00000,4110.00000,4578.00000,8688.00000,15625.00000,502.00000,16127.00000,2441.00000,13686.00000,13686.00000,13686.00000,18804.00000,15625.00000,18471.34000,18595.65000,0.76750,0.76500
2019-06-30,53809.00000,33582.00000,20227.00000,4257.00000,4426.00000,8683.00000,11544.00000,367.00000,11911.00000,1867.00000,10044.00000,10044.00000,10044.00000,14477.00000,11544.00000,18282.53000,18405.52000,0.55000,0.54500
2019-03-31,58015.00000,36194.00000,21821.00000,3948.00000,4458.00000,8406.00000,13415.00000,378.00000,13793.00000,2232.00000,11561.00000,11561.00000,11561.00000,16455.00000,13415.00000,18696.28000,18802.58000,0.61750,0.61500
2018-12-31,84310.00000,52279.00000,32031.00000,3902.00000,4783.00000,8685.00000,23346.00000,560.00000,23906.00000,3941.00000,19965.00000,19965.00000,19965.00000,26741.00000,23346.00000,18943.28000,19093.01000,1.05500,1.04500
2018-09-30,62900.00000,38816.00000,24084.00000,3750.00000,4216.00000,7966.00000,16118.00000,303.00000,16421.00000,2296.00000,14125.00000,14125.00000,14125.00000,18872.00000,16118.00000,19821.51000,20000.44000,0.74250,0.74000
2018-06-30,53265.00000,32844.00000,20421.00000,3701.00000,4108.00000,7809.00000,12612.00000,672.00000,13284.00000,1765.00000,11519.00000,11519.00000,11519.00000,15277.00000,12612.00000,19528.67000,19706.44000,0.59000,0.58500
2018-03-31,61137.00000,37715.00000,23422.00000,3378.00000,4150.00000,7528.00000,15894.00000,274.00000,16168.00000,2346.00000,13822.00000,13822.00000,13822.00000,18633.00000,15894.00000,20099.51000,20273.97000,0.68750,0.68250
2017-12-31,88293.00000,54381.00000,33912.00000,3407.00000,4231.00000,7638.00000,26274.00000,756.00000,27030.00000,6965.00000,20065.00000,20065.00000,20065.00000,29019.00000,26274.00000,20451.51000,20631.15000,0.98000,0.97250
2017-09-30,52579.00000,32648.00000,19931.00000,2997.00000,3814.00000,6811.00000,13120.00000,797.00000,13917.00000,3203.00000,10714.00000,10714.00000,10714.00000,15604.00000,13120.00000,20868.97000,21006.77000,0.52500,0.52000
2017-06-30,45408.00000,27920.00000,17488.00000,2937.00000,3783.00000,6720.00000,10768.00000,540.00000,11308.00000,2591.00000,8717.00000,8717.00000,8717.00000,13122.00000,10768.00000,20780.35000,20934.00000,0.42000,0.41750
2017-03-31,52896.00000,32305.00000,20591.00000,2776.00000,3718.00000,6494.00000,14097.00000,587.00000,14684.00000,3655.00000,11029.00000,11029.00000,11029.00000,16429.00000,14097.00000,20903.16000,21046.75000,0.52750,0.52500
2016-12-31,78351.00000,48175.00000,30176.00000,2871.00000,3946.00000,6817.00000,23359.00000,821.00000,24180.00000,6289.00000,17891.00000,17891.00000,17891.00000,26346.00000,23359.00000,21194.64000,21311.98000,0.84500,0.84000
2016-09-30,46852.00000,29039.00000,17813.00000,2570.00000,3482.00000,6052.00000,11761.00000,427.00000,12188.00000,3174.00000,9014.00000,9014.00000,9014.00000,14309.00000,11761.00000,21883.28000,22001.12000,0.42750,0.42750
2016-06-30,42358.00000,26252.00000,16106.00000,2560.00000,3441.00000,6001.00000,10105.00000,364.00000,10469.00000,2673.00000,7796.00000,7796.00000,7796.00000,12631.00000,10105.00000,21772.23000,21891.12000,0.35750,0.35500
2016-03-31,50557.00000,30636.00000,19921.00000,2511.00000,3423.00000,5934.00000,13987.00000,155.00000,14142.00000,3626.00000,10516.00000,10516.00000,10516.00000,16464.00000,13987.00000,22057.52000,22163.54000,0.47750,0.47500
2015-12-31,75872.00000,45449.00000,30423.00000,2404.00000,3848.00000,6252.00000,24171.00000,402.00000,24573.00000,6212.00000,18361.00000,18361.00000,18361.00000,27125.00000,24171.00000,22235.72000,22376.51000,0.82500,0.82000
2015-09-30,51501.00000,30953.00000,20548.00000,2220.00000,3705.00000,5925.00000,14623.00000,439.00000,15062.00000,3938.00000,11124.00000,11124.00000,11124.00000,17742.00000,14623.00000,23013.68000,23172.28000,0.50000,0.49500
