,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-11-30,1190.30000,359.30000,831.00010,358.70000,358.70000,472.30000,2.90000,475.20000,114.90000,360.30000,360.30000,360.30000,576.30000,472.30000,360.50000,362.30000,1.00000,0.99000
2022-08-31,1206.20000,351.00000,855.20000,359.60000,359.60000,495.60000,-3.60000,492.00000,112.80000,379.20000,379.20000,379.20000,598.60000,495.60000,360.10000,362.40000,1.05000,1.05000
2022-05-31,1144.30000,360.00000,784.30020,390.30000,390.30030,393.99990,-5.20000,388.80010,92.40000,296.40010,296.40010,296.40000,501.59990,393.99990,360.60000,363.10000,0.82000,0.82000
2022-02-28,1276.00000,352.20000,923.80000,361.00000,361.00000,562.80000,-8.50000,554.30000,123.60000,430.70000,430.70000,430.70000,669.30000,562.80000,360.90000,363.40000,1.19000,1.19000
2021-11-30,1108.50000,331.60000,776.90000,336.60000,336.60000,440.30000,-2.70000,437.60000,105.50000,332.10000,332.10000,332.10000,546.30000,440.30000,360.70000,363.10000,0.92000,0.91000
2021-08-31,1082.90000,312.50000,770.40000,327.50000,327.50000,442.90000,1.00000,443.90000,110.30000,333.60000,333.60000,333.60000,545.60000,442.90000,360.10000,362.80000,0.93000,0.92000
2021-05-31,1029.20000,315.79990,713.40030,359.60000,359.60020,353.80010,-7.90000,345.90000,82.90000,263.00000,263.00000,263.00000,458.00010,353.80000,359.90000,362.10000,0.73000,0.72000
2021-02-28,1111.70000,328.40000,783.29990,314.70000,314.70000,468.60000,-6.00000,462.60000,112.10000,350.50000,350.50000,350.50000,571.80000,468.60000,360.60000,362.80000,0.97000,0.97000
2020-11-30,983.70000,319.90000,663.80000,309.50000,309.50000,354.30000,-4.70000,349.60000,77.20000,272.40000,272.40000,272.40000,459.70000,354.30000,360.00000,362.00000,0.76000,0.75000
2020-08-31,932.20000,307.10000,625.10000,341.10000,341.10000,284.00000,-7.90000,276.10000,64.50000,211.60000,211.60000,211.60000,390.40000,284.00000,359.10000,361.30000,0.59000,0.59000
2020-05-31,915.10010,291.70010,623.40000,323.79990,323.79990,299.60010,-8.00000,291.60000,70.90000,220.70000,220.70000,220.70000,408.40010,299.60000,358.50000,361.00000,0.61000,0.61000
2020-02-29,1142.70000,340.30000,802.40000,332.30000,332.30000,470.10000,-5.90000,464.20000,109.70000,354.50000,354.50000,354.50000,577.20000,470.10000,358.50000,361.00000,0.99000,0.98000
2019-11-30,990.70000,323.40000,667.30000,325.60000,325.60000,341.70000,-4.70000,337.00000,78.30000,258.70000,258.70000,258.70000,453.50000,341.70000,358.10000,360.60000,0.72000,0.72000
2019-08-31,992.00000,325.40000,666.60000,317.50000,317.50000,349.10000,-4.80000,344.30000,80.10000,264.20000,264.20000,264.20000,458.00000,349.10000,358.60000,361.50000,0.74000,0.73000
2019-05-31,980.40010,322.10010,658.30000,343.80000,343.80020,314.49980,-4.00000,310.50000,80.10000,230.40010,230.40010,230.40010,425.89980,314.49970,359.20000,361.80000,0.64000,0.64000
2019-02-28,1070.40000,325.30000,745.10000,315.80000,315.80000,429.30000,-3.70000,425.60000,101.00000,324.60000,324.60000,324.60000,538.70010,429.30000,359.20000,361.60000,0.90000,0.90000
2018-11-30,858.90000,264.90000,594.00000,286.80000,286.80000,307.20010,2.10000,309.30000,73.50000,235.80000,235.80000,235.80000,402.20010,307.20010,359.10000,361.50000,0.66000,0.65000
2018-08-31,862.80000,265.50000,597.30000,277.00000,277.00000,320.30000,2.30000,322.60000,79.00000,243.60000,243.60000,243.60000,415.20000,320.30000,359.10000,361.50000,0.68000,0.67000
2018-05-31,845.70010,265.40000,580.30000,278.20000,278.20000,302.10010,2.50000,304.60000,86.90000,217.70000,217.70000,217.70000,397.30010,302.10000,359.00000,361.50000,0.61000,0.61000
2018-02-28,936.10000,272.20000,663.90000,294.90000,294.90000,369.00000,2.30000,371.30000,4.10000,367.20000,367.20000,367.20000,552.40000,369.00000,359.20000,362.00000,1.02000,1.01000
2017-11-30,803.00000,248.60000,554.40000,251.30000,251.30000,303.10000,1.70000,304.80000,106.00000,198.80000,198.80000,198.80000,353.50000,303.10000,359.10000,361.40000,0.55000,0.55000
