,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,1198.00000,539.20000,658.80000,340.40000,482.70000,176.10000,-34.80000,141.30000,32.20000,109.10000,109.10000,,108.20000,,176.10000,122.50000,123.30000,0.88000,0.88000
2022-09-30,1244.30000,542.50000,701.80000,318.00000,458.90000,242.90000,-23.20000,219.70000,52.80000,166.90000,166.90000,,165.70000,385.80000,242.90000,122.40000,123.30000,1.35000,1.34000
2022-06-30,1316.70000,542.10000,774.60000,330.20000,470.00000,304.60000,-39.80000,264.80000,63.40000,201.40000,201.40000,,200.60000,446.50000,304.60000,122.40000,123.30000,1.64000,1.63000
2022-03-31,1363.20000,553.40000,809.79990,340.30000,477.40000,332.39990,-28.60000,303.80000,81.00000,222.80000,222.80000,,221.80000,471.69990,332.39990,122.20000,123.50000,1.82000,1.80000
2021-12-31,1253.20000,525.60000,727.59990,343.20000,475.40000,252.20000,-114.00000,138.20000,15.10000,123.10000,123.10000,,122.10000,386.90000,252.20000,121.90000,123.60000,1.00000,0.98000
2021-09-30,1222.90000,489.00000,733.90000,344.20000,460.70000,273.20000,-7.80000,265.40000,58.80000,206.60000,206.60000,,205.40000,391.70000,273.20000,121.90000,123.70000,1.68000,1.66000
2021-06-30,1234.80000,483.00000,751.80000,328.40000,445.80000,306.00000,-28.90000,277.10000,61.20000,215.90000,215.90000,,215.10000,425.70000,306.00000,121.80000,123.50000,1.77000,1.74000
2021-03-31,1213.00000,483.30000,729.70000,308.80000,423.10000,306.60000,-38.10000,268.50000,65.60000,202.90000,202.90000,,201.60000,423.30000,306.60000,121.80000,123.20000,1.66000,1.64000
2020-12-31,1118.50000,480.80000,637.70000,366.60000,468.20000,169.49990,-75.10000,94.40000,16.70000,77.70000,77.70000,,74.50000,273.59990,169.50010,121.50000,122.80000,0.61000,0.61000
2020-09-30,1068.30000,433.20000,635.10000,330.00000,430.70000,204.40000,101.70000,306.10000,76.80000,229.30000,229.30000,,228.50000,307.50000,204.40000,121.50000,123.00000,1.88000,1.86000
2020-06-30,982.80000,409.30000,573.50000,309.90000,406.70000,166.80000,-38.40000,128.40000,28.00000,100.40000,100.40000,,100.20000,264.60000,166.80000,121.40000,122.70000,0.83000,0.82000
2020-03-31,957.90000,414.10000,543.80000,316.00000,407.90000,135.90000,20.40000,156.30000,37.50000,118.80000,118.80000,,116.90000,230.20000,135.90000,121.30000,122.60000,0.96000,0.95000
2019-12-31,905.80020,382.79990,523.00020,388.99990,475.90010,47.10020,-3.90000,43.20000,17.70000,25.50010,25.50010,,23.90000,135.60020,47.10000,120.90000,122.00000,0.20000,0.24000
2019-09-30,875.70000,374.50000,501.20000,295.50000,379.60000,121.60000,-25.10000,96.50000,14.00000,82.50000,82.50000,,81.10000,207.30000,121.60000,121.00000,122.30000,0.67000,0.66000
2019-06-30,880.00000,376.90000,503.10000,306.80000,389.30000,113.80000,-24.80000,89.00000,20.70000,68.30000,68.30000,,66.80000,197.70010,113.80000,120.80000,122.00000,0.55000,0.55000
2019-03-31,846.10000,387.50000,458.60000,998.90000,1076.50000,-617.90000,-24.60000,-642.50000,-88.10000,-554.40000,-554.40000,,-555.90000,-538.70000,-617.90000,120.70000,121.60000,-4.60000,-4.60000
2018-12-31,835.30010,372.30000,463.00010,337.80000,416.90000,46.10020,-7.00000,39.10000,1.60000,37.50000,37.50000,,36.40000,126.70010,46.09990,120.40000,121.40000,0.30000,0.30000
2018-09-30,834.20000,376.70000,457.50000,317.50000,393.40000,64.10000,-25.40000,38.70000,-0.90000,39.60000,39.60000,,38.40000,141.90000,64.10000,120.50000,121.60000,0.32000,0.32000
2018-06-30,876.90000,348.60000,528.30000,257.50000,334.70000,193.60000,-24.20000,169.40000,23.30000,146.10000,146.10000,,144.80000,272.10000,193.60000,120.30000,121.40000,1.20000,1.19000
2018-03-31,865.70000,342.80000,522.90000,300.50000,378.70000,144.20000,-21.00000,123.20000,29.40000,93.80000,93.80000,,90.90000,223.20000,144.20000,120.20000,121.30000,0.76000,0.75000
2017-12-31,838.49990,318.90000,519.60000,253.50000,327.10000,192.49990,-20.20000,172.30000,-2.20000,174.50000,174.50000,,172.30000,266.70000,192.49990,120.10000,121.50000,1.44000,1.42000
2017-09-30,834.80000,297.30000,537.50000,310.40000,382.80000,154.70000,-18.70000,136.00000,35.50000,100.50000,100.50000,,96.30000,227.90000,154.70000,120.10000,121.40000,0.80000,0.79000
2017-06-30,856.70000,293.70000,563.00000,226.60000,297.10000,265.90000,-23.30000,242.60000,75.00000,167.60000,167.60000,,165.40000,337.30000,265.90000,120.30000,121.90000,1.37000,1.36000
2017-03-31,832.20000,300.80000,531.40000,241.50000,312.80000,218.60000,-22.90000,195.70000,40.30000,155.40000,155.40000,,153.30000,290.70000,218.60000,120.00000,121.90000,1.28000,1.26000
2016-12-31,801.19980,286.30000,514.89970,232.90000,303.80010,211.09970,-28.40000,182.70000,57.90000,124.80000,124.80000,,123.00000,284.39970,211.09990,119.30000,121.10000,1.03000,1.02000
2016-09-30,804.10000,288.00000,516.10000,233.40000,304.00000,212.10000,-21.90000,190.20000,55.30000,134.90000,134.90000,,132.80000,282.80000,212.10000,119.50000,121.30000,1.11000,1.09000
2016-06-30,811.30000,285.80000,525.50000,231.60000,299.80000,225.70000,-24.40000,201.30000,68.30000,133.00000,133.00000,,130.90000,293.60000,225.70000,119.20000,121.10000,1.10000,1.08000
2016-03-31,728.30000,253.30000,475.00000,243.10000,298.80000,176.20000,-22.20000,154.00000,51.60000,102.40000,102.40000,,102.10000,233.00000,176.20000,118.80000,120.80000,0.86000,0.85000
2015-12-31,666.30010,225.00000,441.30010,215.50000,264.40000,176.90010,-9.20000,167.70000,54.70000,113.00000,113.00000,,111.90000,226.50010,176.90010,118.70000,120.90000,0.93000,0.92000
2015-09-30,667.40000,226.50000,440.90000,217.20000,266.60000,174.30000,-1.40000,172.90000,53.20000,119.70000,119.70000,,117.90000,223.90000,174.30000,118.40000,120.60000,1.00000,0.98000
2015-06-30,678.10000,220.80000,457.30000,218.70000,268.80000,188.50000,-30.10000,158.40000,45.90000,112.50000,112.50000,,111.00000,239.00000,188.50000,118.60000,120.90000,0.94000,0.92000
2015-03-31,651.80000,215.10000,436.70000,232.90000,282.50000,154.20000,-16.60000,137.60000,48.00000,89.60000,89.60000,,88.30000,204.50000,154.20000,119.40000,121.70000,0.74000,0.73000
