,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,5384.00000,3547.00000,1837.00000,167.00000,796.00000,,963.00000,874.00000,-24.00000,851.00000,129.00000,722.00000,722.00000,721.00000,,874.00000,398.00000,400.30000,1.81000,1.80000
2022-09-30,5313.00000,3545.00000,1768.00000,165.00000,813.00000,,978.00000,790.00000,-71.00000,720.00000,112.00000,608.00000,608.00000,607.00000,1027.00000,790.00000,398.40000,400.30000,1.52000,1.52000
2022-06-30,5212.00000,3505.00000,1707.00000,168.00000,828.00000,,996.00000,711.00000,10.00000,720.00000,119.00000,601.00000,601.00000,601.00000,946.00000,711.00000,399.00000,400.70000,1.51000,1.50000
2022-03-31,4843.00000,3269.00000,1574.00000,165.00000,790.00000,,955.00000,619.00000,,619.00000,86.00000,533.00000,533.00000,532.00000,863.00000,619.00000,399.20000,401.80000,1.33000,1.33000
2021-12-31,4798.00000,3226.00000,1572.00000,162.00000,751.00000,,913.00000,659.00000,-34.00000,625.00000,74.00000,551.00000,551.00000,551.00000,897.00000,659.00000,398.70000,401.60000,1.38000,1.37000
2021-09-30,4923.00000,3338.00000,1585.00000,152.00000,834.00000,,986.00000,599.00000,514.00000,1113.00000,483.00000,630.00000,630.00000,629.00000,846.00000,599.00000,398.90000,401.90000,1.58000,1.57000
2021-06-30,5215.00000,3545.00000,1670.00000,154.00000,876.00000,,1030.00000,640.00000,-20.00000,620.00000,114.00000,506.00000,506.00000,506.00000,869.00000,640.00000,398.80000,401.40000,1.27000,1.26000
2021-03-31,4692.00000,3184.00000,1508.00000,148.00000,795.00000,,943.00000,565.00000,-27.00000,538.00000,79.00000,459.00000,459.00000,458.00000,773.00000,565.00000,398.30000,400.90000,1.15000,1.14000
2020-12-31,4687.00000,3178.00000,1509.00000,140.00000,765.00000,,905.00000,604.00000,-51.00000,553.00000,77.00000,476.00000,476.00000,475.00000,812.00000,604.00000,402.20000,404.00000,1.20000,1.18000
2020-09-30,4526.00000,3051.00000,1475.00000,132.00000,754.00000,,886.00000,589.00000,-64.00000,525.00000,78.00000,447.00000,447.00000,446.00000,795.00000,589.00000,400.40000,402.30000,1.11000,1.11000
2020-06-30,3856.00000,2877.00000,979.00000,126.00000,691.00000,,817.00000,162.00000,-115.00000,47.00000,-7.00000,54.00000,54.00000,51.00000,360.00000,162.00000,400.40000,401.30000,0.13000,0.13000
2020-03-31,4789.00000,3302.00000,1487.00000,153.00000,865.00000,,1018.00000,469.00000,152.00000,621.00000,183.00000,438.00000,438.00000,438.00000,668.00000,469.00000,409.30000,411.10000,1.07000,1.07000
2019-12-31,5238.00000,3556.00000,1682.00000,152.00000,874.00000,,1026.00000,656.00000,-124.00000,532.00000,79.00000,453.00000,453.00000,452.00000,872.00000,656.00000,419.00000,420.80000,1.10000,1.08000
2019-09-30,5314.00000,3512.00000,1802.00000,147.00000,885.00000,,1032.00000,770.00000,-52.00000,718.00000,116.00000,602.00000,602.00000,601.00000,996.00000,770.00000,416.60000,418.40000,1.44000,1.44000
2019-06-30,5533.00000,3697.00000,1836.00000,151.00000,907.00000,,1058.00000,778.00000,-40.00000,738.00000,102.00000,636.00000,636.00000,636.00000,999.00000,778.00000,421.60000,423.10000,1.51000,1.50000
2019-03-31,5305.00000,3573.00000,1732.00000,156.00000,917.00000,,1073.00000,659.00000,-56.00000,603.00000,81.00000,522.00000,522.00000,522.00000,880.00000,659.00000,424.00000,425.90000,1.23000,1.23000
2018-12-31,5459.00000,3670.00000,1789.00000,145.00000,869.00000,,1014.00000,775.00000,-49.00000,726.00000,94.00000,632.00000,632.00000,631.00000,998.00000,775.00000,434.30000,436.90000,1.46000,1.47000
2018-09-30,5412.00000,3597.00000,1815.00000,138.00000,889.00000,-275.00000,1302.00000,513.00000,-74.00000,439.00000,23.00000,416.00000,416.00000,416.00000,736.00000,513.00000,433.50000,436.30000,0.96000,0.95000
2018-06-30,5487.00000,3671.00000,1816.00000,145.00000,901.00000,,1046.00000,770.00000,-76.00000,694.00000,83.00000,611.00000,611.00000,610.00000,997.00000,770.00000,435.20000,437.30000,1.40000,1.39000
2018-03-31,5251.00000,3573.00000,1678.00000,156.00000,889.00000,,1045.00000,633.00000,-68.00000,565.00000,78.00000,487.00000,487.00000,488.00000,863.00000,633.00000,438.80000,441.70000,1.11000,1.10000
2017-12-31,5213.00000,3535.00000,1678.00000,144.00000,857.00000,,1001.00000,677.00000,-42.00000,635.00000,1.00000,634.00000,634.00000,634.00000,906.00000,677.00000,444.50000,447.00000,1.42000,1.43000
2017-09-30,5211.00000,3466.00000,1745.00000,147.00000,902.00000,0.00000,1049.00000,696.00000,998.00000,1694.00000,293.00000,1401.00000,1401.00000,1401.00000,928.00000,696.00000,442.60000,445.20000,3.16000,3.14000
2017-06-30,5132.00000,3448.00000,1684.00000,150.00000,891.00000,,1041.00000,643.00000,-71.00000,572.00000,55.00000,517.00000,517.00000,516.00000,871.00000,643.00000,446.30000,448.60000,1.16000,1.15000
2017-03-31,4848.00000,3307.00000,1541.00000,143.00000,876.00000,,1019.00000,522.00000,-55.00000,467.00000,33.00000,434.00000,434.00000,434.00000,747.00000,522.00000,448.80000,451.00000,0.97000,0.96000
2016-12-31,4867.00000,3315.00000,1552.00000,143.00000,822.00000,,965.00000,587.00000,-37.00000,550.00000,48.00000,502.00000,502.00000,498.00000,816.00000,587.00000,455.00000,456.50000,1.10000,1.10000
2016-09-30,4987.00000,3371.00000,1616.00000,146.00000,853.00000,,999.00000,617.00000,-44.00000,573.00000,51.00000,522.00000,522.00000,523.00000,850.00000,617.00000,453.90000,455.60000,1.15000,1.15000
2016-06-30,5080.00000,3419.00000,1661.00000,149.00000,897.00000,,1046.00000,615.00000,-62.00000,553.00000,61.00000,492.00000,492.00000,491.00000,849.00000,615.00000,457.00000,458.30000,1.08000,1.07000
2016-03-31,4813.00000,3291.00000,1522.00000,149.00000,892.00000,,1041.00000,481.00000,-39.00000,442.00000,39.00000,403.00000,403.00000,404.00000,714.00000,481.00000,458.60000,459.80000,0.88000,0.88000
2015-12-31,5057.00000,3439.00000,1618.00000,153.00000,873.00000,,1026.00000,592.00000,-49.00000,543.00000,16.00000,527.00000,527.00000,525.00000,825.00000,592.00000,465.50000,467.10000,1.13000,1.13000
2015-09-30,5203.00000,3597.00000,1606.00000,156.00000,907.00000,,1063.00000,543.00000,-56.00000,487.00000,42.00000,445.00000,445.00000,446.00000,775.00000,543.00000,465.10000,466.40000,0.96000,0.96000
2015-06-30,5372.00000,3675.00000,1697.00000,158.00000,901.00000,,1059.00000,638.00000,-40.00000,598.00000,63.00000,535.00000,535.00000,535.00000,872.00000,638.00000,467.60000,469.20000,1.14000,1.14000
2015-03-31,5223.00000,3593.00000,1630.00000,158.00000,915.00000,,1073.00000,557.00000,-52.00000,505.00000,38.00000,467.00000,467.00000,466.00000,783.00000,557.00000,467.90000,470.00000,1.00000,0.99000
2014-12-31,5565.00000,3847.00000,1718.00000,154.00000,903.00000,,1057.00000,661.00000,-52.00000,609.00000,24.00000,585.00000,585.00000,581.00000,901.00000,661.00000,474.10000,476.80000,1.23000,1.22000
2014-09-30,5728.00000,3916.00000,1812.00000,163.00000,961.00000,0.00000,1124.00000,688.00000,-46.00000,642.00000,37.00000,605.00000,605.00000,602.00000,932.00000,688.00000,474.80000,477.20000,1.27000,1.26000
2014-06-30,5767.00000,4025.00000,1742.00000,168.00000,984.00000,-644.00000,1796.00000,-54.00000,111.00000,57.00000,-115.00000,172.00000,172.00000,171.00000,196.00000,-54.00000,475.90000,478.50000,0.36000,0.36000
2014-03-31,5492.00000,3858.00000,1634.00000,162.00000,962.00000,,1124.00000,510.00000,-57.00000,453.00000,12.00000,441.00000,441.00000,439.00000,759.00000,510.00000,475.80000,478.80000,0.92000,0.92000
