,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,724.65210,413.95100,310.70110,49.68300,102.26800,153.74100,156.96010,11.21800,168.17800,14.42500,153.75300,153.75300,153.75300,168.24610,156.96000,135.34900,144.39000,1.13000,1.06000
2022-09-30,634.71300,366.79700,267.91600,44.18800,87.69300,132.47500,135.44100,-1.18600,134.25500,19.44300,114.81200,114.81200,114.81200,149.49300,135.44100,135.63300,145.96200,0.85000,0.80000
2022-06-30,530.19600,311.19100,219.00500,39.25600,85.71300,124.96900,94.03600,-1.82800,92.20800,15.23200,76.97600,76.97600,76.97600,109.28300,94.03600,135.19600,143.72500,0.57000,0.54000
2022-03-31,441.29200,264.31900,176.97300,35.71900,79.43000,115.14900,61.82400,-4.41700,57.40700,5.58600,51.82100,51.82100,51.82100,77.38200,61.82400,134.32700,144.61700,0.39000,0.37000
2021-12-31,412.71890,249.40500,163.31390,31.58900,74.03000,105.61910,57.69480,-7.15400,50.54100,-2.05000,52.59100,52.59100,52.59100,68.66680,57.69490,134.02500,142.87800,0.40000,0.37000
2021-09-30,351.51900,211.16100,140.35800,29.41100,73.59600,103.00700,37.35100,-11.64400,25.70700,3.89800,21.80900,21.80900,21.80900,45.66400,37.35100,134.72100,141.22000,0.16000,0.15000
2021-06-30,316.05700,188.25600,127.80100,22.70800,45.69300,68.40100,59.40000,-13.05400,46.34600,6.99500,39.35100,39.35100,39.35100,66.99600,59.40000,135.09400,141.53300,0.29000,0.28000
2021-03-31,301.75400,178.80500,122.94900,21.81800,39.74500,61.56300,61.38600,-63.05200,-1.66600,-33.36400,31.69800,31.69800,31.69800,66.94400,61.38600,131.30300,146.44200,0.24000,0.22000
2020-12-31,264.83900,142.90100,121.93800,15.80100,27.02300,42.82400,79.11400,-7.76200,71.35200,-1.63900,72.99100,72.99100,72.99100,84.46700,79.11400,125.56100,141.91800,0.58000,0.55000
2020-09-30,178.50300,83.52200,94.98100,15.05200,28.17000,43.22200,51.75900,-6.91400,44.84500,5.48300,39.36200,39.36200,39.36200,56.52400,51.75900,126.10900,141.82000,0.31000,0.28000
2020-06-30,125.53800,77.15100,48.38700,13.19200,24.34100,37.53300,10.85400,-64.70900,-53.85500,-6.56100,-47.29400,-47.29400,-47.29400,14.99500,10.85400,125.60300,125.60300,-0.38000,-0.38000
2020-03-31,205.54500,124.87000,80.67500,11.87600,24.08700,35.96300,44.71200,12.35600,57.06800,-11.86800,68.93600,68.93600,68.93600,48.55600,44.71200,123.53100,138.10400,0.56000,0.50000
2019-12-31,210.03200,132.15100,77.88100,11.16800,21.14000,33.43900,44.44200,-0.02100,44.42100,-72.24500,116.66600,116.66600,116.66600,47.01000,44.44200,116.71300,131.64400,1.01000,0.90000
2019-09-30,180.05700,115.35100,64.70600,11.08500,19.44600,31.00000,33.70600,-2.33500,31.37100,0.27200,31.09900,31.09900,31.09900,37.56300,33.70600,122.12300,133.61100,0.25000,0.23000
2019-06-30,134.09400,88.77500,45.31900,9.60400,17.63700,27.87200,17.44700,-6.23800,11.20900,0.59100,10.61800,10.61800,10.61800,21.56900,17.44700,113.67700,130.73700,0.09000,0.08000
2019-03-31,100.15000,66.81100,33.33900,8.52400,17.31300,26.20500,7.13400,-4.02100,3.11300,0.34800,2.76500,2.76500,2.76500,10.70600,7.13400,108.19500,115.86300,0.03000,0.02000
2018-12-31,92.28900,64.12400,28.16500,7.34000,14.28100,23.16200,5.00300,-3.71800,1.28500,0.57600,0.70900,0.70900,0.70900,5.84000,5.00300,99.61900,99.61900,0.01000,0.01000
2018-09-30,78.00200,52.73800,25.26400,8.16500,14.88500,25.63800,-0.37400,-2.84800,-3.22200,0.24800,-3.47000,-3.47000,-3.47000,3.98700,-0.37400,102.79800,102.79800,-0.03000,-0.03000
2018-06-30,75.89600,53.19500,22.70100,9.46200,13.79700,23.25900,-0.55800,-2.84100,-3.39900,0.33900,-3.73800,-3.73800,-3.73800,1.09800,-0.55800,97.32100,97.32100,-0.04000,-0.04000
2018-03-31,69.97200,51.65700,18.31500,7.62000,13.17000,20.79000,-2.47500,-2.41800,-4.89300,0.23500,-5.12800,-5.12800,-5.12800,0.33800,-2.47500,91.42200,91.42200,-0.06000,-0.06000
2017-12-31,79.67300,60.68600,18.98700,8.20800,10.92400,21.12200,-2.13500,-1.75500,-3.89000,-0.95000,-2.94000,-2.94000,-2.94000,-1.23100,-2.13500,82.93900,82.93900,-0.02000,-0.02000
2017-09-30,77.03800,60.57700,16.46100,7.39700,10.89400,22.36200,-5.90100,-1.13700,-7.03800,-0.18400,-6.85400,-6.85400,-6.85400,-3.44700,-5.90100,84.86200,84.86200,-0.08000,-0.08000
2017-06-30,74.70400,61.15700,13.54700,7.94700,11.23800,22.79400,-9.24700,-1.99200,-11.23900,0.85400,-12.09300,-12.09300,-12.09300,-6.87400,-9.24700,84.43400,84.43400,-0.14000,-0.14000
2017-03-31,54.75100,47.70300,7.04800,9.60500,12.29100,29.14300,-22.09500,-1.07900,-23.17400,0.13100,-23.30500,-23.30500,-23.30500,-18.82200,-22.09500,76.65100,76.65100,-0.30000,-0.30000
2016-12-31,90.60100,74.36800,16.23300,11.37700,13.88900,26.32600,-10.09300,-2.34400,-12.43700,0.75100,-13.18800,-13.18800,-13.18800,-7.45000,-10.09300,50.51900,50.51900,-0.17000,-0.17000
2016-09-30,88.68400,72.80500,15.87900,13.16900,17.72400,33.61000,-17.73100,-0.88100,-18.61200,0.14400,-18.75600,-18.75600,-18.75600,-15.03500,-17.73100,47.27800,47.27800,-0.40000,-0.40000
2016-06-30,79.18500,65.04900,14.13600,13.09100,16.83300,29.92400,-15.78800,-0.59100,-16.37900,0.34400,-16.72300,-16.72300,-16.72300,-13.05200,-15.78800,46.62000,46.62000,-0.36000,-0.36000
2016-03-31,64.12100,52.36100,11.76000,13.06600,17.78200,30.84800,-19.08800,0.52900,-18.55900,0.23600,-18.79500,-18.79500,-18.79500,-16.38000,-19.08800,46.20900,46.20900,-0.41000,-0.41000
2015-12-31,65.62900,49.92900,15.70000,12.54400,18.32700,30.87100,-15.17100,0.06300,-15.10800,0.67500,-15.78300,-15.78300,-15.78300,-12.29300,-15.17100,44.63200,44.63200,-0.35000,-0.35000
2015-09-30,102.87400,71.40800,31.46600,12.05900,17.62800,29.68700,1.77900,-0.84400,0.93500,0.31100,0.62400,0.62400,0.62400,4.54900,1.77900,44.73400,47.99600,0.01000,0.01000
2015-06-30,102.09300,69.06600,33.02700,12.78600,20.61000,33.39600,-0.36900,-0.00800,-0.37700,0.22600,-0.60300,-0.60300,-0.60300,2.15300,-0.36900,44.31900,44.31900,-0.01000,-0.01000
2015-03-31,86.65300,58.62900,28.02400,13.43000,20.14200,33.57200,-5.54800,-0.60500,-6.15300,0.16700,-6.32000,-6.32000,-6.32000,-3.01600,-5.54800,43.95000,43.95000,-0.14000,-0.14000
2014-12-31,105.20700,70.17200,35.03500,13.04000,20.04400,33.08400,1.95100,-1.13400,0.81700,0.41500,0.40200,0.40200,0.40200,4.68900,1.95100,42.90300,42.90300,0.01000,0.01000
2014-09-30,99.11300,66.59200,32.52100,12.11200,18.51600,30.62800,1.89300,-0.95300,0.94000,0.12700,0.81300,0.81300,0.81300,3.99500,1.89300,43.12800,48.78600,0.02000,0.02000
2014-06-30,82.00400,55.17200,26.83200,11.14800,18.17200,29.32000,-2.48800,-0.42800,-2.91600,0.11500,-3.03100,-3.03100,-3.03100,-0.49600,-2.48800,42.64800,42.64800,-0.07000,-0.07000
2014-03-31,57.58000,38.92500,18.65500,9.08600,15.35400,24.44000,-5.78500,-0.34200,-6.12700,0.10900,-6.23600,-6.23600,-6.23600,-3.87500,-5.78500,42.20500,42.20500,-0.15000,-0.15000
2013-12-31,67.05600,45.56000,21.49600,8.72100,14.38600,23.10700,-1.61100,-0.78300,-2.39400,0.41600,-2.81000,-2.81000,-2.81000,0.24800,-1.61100,41.64700,41.64700,-0.07000,-0.07000
2013-09-30,62.04600,44.61100,17.43500,8.29300,14.48700,22.78000,-5.34500,-0.81500,-6.16000,0.14100,-6.30100,-6.30100,-6.30100,-3.59200,-5.34500,41.77700,41.77700,-0.15000,-0.15000
2013-06-30,58.16700,41.88300,16.28400,8.48400,13.29100,21.77500,-5.49100,-0.78100,-6.27200,0.12400,-6.39600,-6.39600,-6.39600,-3.78200,-5.49100,41.61700,41.61700,-0.15000,-0.15000
2013-03-31,45.57700,33.37600,12.20100,9.02600,12.88600,21.91200,-9.71100,-0.51300,-10.22400,0.18200,-10.40600,-10.40600,-10.40600,-8.05100,-9.71100,41.14900,41.14900,-0.25000,-0.25000
2012-12-31,57.56800,41.51200,16.05600,8.53300,13.70200,22.23500,-6.17900,-1.25800,-7.43700,0.30500,-7.74200,-7.74200,-7.74200,-4.54900,-6.17900,30.74000,30.74000,5.24000,5.24000
2012-09-30,60.81300,44.48900,16.32400,10.57100,13.95000,24.52100,-8.19700,-0.58000,-8.77700,0.13000,-8.90700,-8.90700,-8.90700,-6.71000,-8.19700,40.75500,40.75500,-0.22000,-0.22000
2012-06-30,55.69700,42.09600,13.60100,8.65500,12.45100,21.10600,-7.50500,-3.72900,-11.23400,0.15100,-11.38500,-11.38500,-11.38500,-6.13900,-7.50500,39.46100,39.46100,-0.29000,-0.29000
2012-03-31,42.60000,33.29300,9.30700,7.84200,10.74500,18.58700,-9.28000,-0.83900,-10.11900,0.06500,-10.18400,-10.18400,-10.18400,-8.19500,-9.28000,1.70600,1.70600,-5.97000,-5.97000
2011-12-31,57.13400,44.06300,13.07100,7.18000,9.72100,16.90100,-3.83000,-1.70700,-5.53700,,-5.53700,-5.53700,-5.53700,-2.81800,-3.83000,1.25500,1.25500,-0.06000,-0.06000
2011-09-30,44.72800,36.18500,8.54300,6.43100,8.54700,14.97800,-6.43500,-0.74100,-7.17600,0.00000,-7.17600,-7.17600,-7.17600,-5.62700,-6.43500,1.50300,1.50300,-4.77000,-4.77000
2011-06-30,29.59200,24.78500,4.80700,6.14300,8.15400,14.29700,-9.49000,-0.79800,-10.28800,,-10.28800,-10.28800,-10.28800,-8.82200,-9.49000,1.03400,1.03400,-9.95000,-9.95000
2011-03-31,18.06900,15.42100,2.64800,5.34500,6.26000,11.60500,-8.95700,-0.33200,-9.28900,,-9.28900,-9.28900,-9.28900,-8.41300,-8.95700,0.84800,0.84800,-10.95000,-10.95000
2010-12-31,20.63000,18.41000,2.22000,4.44000,4.46000,8.90000,-6.68000,-0.35000,-7.03000,0.00000,-7.03000,-7.03000,-7.03000,-6.21100,-6.68000,,,,0.00000
2010-09-30,18.69000,16.65000,2.04000,3.96800,3.85400,7.82200,-5.78200,-0.32200,-6.10400,,-6.10400,-6.10400,-6.10400,-5.35100,-5.78200,,,,0.00000
2010-06-30,10.76900,9.46400,1.30500,3.16000,2.66700,5.82700,-4.52200,-0.32900,-4.85100,,-4.85100,-4.85100,-4.85100,-4.16300,-4.52200,,,,0.00000
2010-03-31,11.58700,10.63100,0.95600,2.73500,1.95400,4.68900,-3.73300,-0.06600,-3.79900,,-3.79900,-3.79900,-3.79900,-3.44200,-3.73300,,,,0.00000
2009-12-31,,,,,,,,,,,,,,,,,,,0.00000
