,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2023-01-31,14735.00000,11795.00000,2940.00000,2257.00000,2343.00000,597.00000,14.00000,611.00000,118.00000,493.00000,495.00000,,495.00000,,597.00000,220.90000,221.80000,2.24000,2.23000
2022-10-31,10587.00000,8255.00000,2332.00000,1941.00000,1967.00000,365.00000,-6.00000,359.00000,84.00000,275.00000,277.00000,,277.00000,591.00000,365.00000,225.50000,226.20000,1.23000,1.22000
2022-07-31,10329.00000,8042.00000,2287.00000,1882.00000,1916.00000,371.00000,-4.00000,367.00000,58.00000,309.00000,306.00000,,306.00000,600.00000,371.00000,225.40000,226.10000,1.36000,1.35000
2022-04-30,10647.00000,8294.00000,2353.00000,1890.00000,1891.00000,462.00000,-11.00000,451.00000,110.00000,341.00000,341.00000,,341.00000,686.00000,462.00000,226.80000,228.40000,1.50000,1.49000
2022-01-31,16365.00000,13052.00000,3313.00000,2505.00000,2510.00000,803.00000,-3.00000,800.00000,172.00000,628.00000,626.00000,,626.00000,1028.00000,803.00000,246.80000,249.30000,2.64000,2.62000
2021-10-31,11910.00000,9108.00000,2802.00000,2133.00000,2132.00000,670.00000,-6.00000,664.00000,166.00000,498.00000,499.00000,,499.00000,884.00000,670.00000,246.40000,249.10000,2.02000,2.00000
2021-07-31,11849.00000,9039.00000,2810.00000,2009.00000,2013.00000,797.00000,-3.00000,794.00000,64.00000,730.00000,734.00000,,734.00000,1011.00000,797.00000,250.20000,252.80000,2.93000,2.90000
2021-04-30,11637.00000,8922.00000,2715.00000,1988.00000,1946.00000,769.00000,-3.00000,766.00000,172.00000,594.00000,595.00000,,595.00000,985.00000,769.00000,253.10000,256.70000,2.35000,2.32000
2021-01-31,16937.00000,13394.00000,3543.00000,2368.00000,2510.00000,1033.00000,10.00000,1043.00000,227.00000,816.00000,816.00000,,816.00000,1244.00000,1033.00000,259.60000,263.00000,3.15000,3.10000
2020-10-31,11853.00000,9058.00000,2795.00000,2123.00000,2234.00000,561.00000,-6.00000,555.00000,164.00000,391.00000,391.00000,,391.00000,775.00000,561.00000,259.80000,263.70000,1.50000,1.48000
2020-07-31,9910.00000,7640.00000,2270.00000,1702.00000,1702.00000,568.00000,-7.00000,561.00000,129.00000,432.00000,432.00000,,432.00000,775.00000,568.00000,259.50000,262.10000,1.67000,1.65000
2020-04-30,8562.00000,6597.00000,1965.00000,1735.00000,1736.00000,229.00000,-11.00000,218.00000,59.00000,159.00000,159.00000,,159.00000,436.00000,229.00000,258.30000,260.40000,0.61000,0.61000
2020-01-31,15196.00000,11961.00000,3235.00000,2268.00000,2268.00000,967.00000,,967.00000,222.00000,745.00000,745.00000,,745.00000,1172.00000,967.00000,264.90000,268.10000,2.83000,2.78000
2019-10-31,9764.00000,7403.00000,2361.00000,1973.00000,1966.00000,395.00000,-6.00000,389.00000,96.00000,293.00000,293.00000,,293.00000,601.00000,395.00000,263.20000,265.20000,1.11000,1.10000
2019-07-31,9536.00000,7253.00000,2283.00000,1922.00000,1970.00000,313.00000,-6.00000,307.00000,69.00000,238.00000,238.00000,,238.00000,514.00000,313.00000,267.10000,269.40000,0.89000,0.89000
2019-04-30,9142.00000,6973.00000,2169.00000,1835.00000,1835.00000,334.00000,-4.00000,330.00000,65.00000,265.00000,265.00000,,265.00000,534.00000,334.00000,267.60000,271.50000,0.99000,0.98000
2019-01-31,14801.00000,11518.00000,3283.00000,2306.00000,2305.00000,978.00000,-6.00000,972.00000,237.00000,735.00000,735.00000,,735.00000,1198.00000,978.00000,276.40000,281.40000,2.67000,2.63000
2018-10-31,9590.00000,7266.00000,2324.00000,2002.00000,2002.00000,322.00000,8.00000,330.00000,53.00000,277.00000,277.00000,,277.00000,514.00000,322.00000,274.30000,279.30000,1.01000,0.99000
2018-07-31,9379.00000,7150.00000,2229.00000,1877.00000,1894.00000,335.00000,-6.00000,329.00000,85.00000,244.00000,244.00000,,244.00000,517.00000,335.00000,279.00000,283.70000,0.88000,0.86000
2018-04-30,9109.00000,6984.00000,2125.00000,1830.00000,1860.00000,265.00000,-8.00000,257.00000,49.00000,208.00000,208.00000,,208.00000,441.00000,265.00000,282.60000,288.30000,0.74000,0.72000
2018-01-31,15363.00000,11942.00000,3421.00000,2539.00000,2549.00000,872.00000,1.00000,873.00000,509.00000,364.00000,364.00000,,364.00000,1055.00000,872.00000,300.40000,307.10000,1.23000,1.21000
2017-10-31,9320.00000,7040.00000,2280.00000,1932.00000,1930.00000,350.00000,-8.00000,342.00000,104.00000,238.00000,238.00000,1.00000,239.00000,521.00000,350.00000,299.10000,305.40000,0.80000,0.78000
2017-07-31,8940.00000,6787.00000,2153.00000,1830.00000,1832.00000,321.00000,-11.00000,310.00000,101.00000,209.00000,209.00000,,209.00000,489.00000,321.00000,304.10000,310.80000,0.69000,0.67000
