,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2017-04-30,8528.00000,6506.00000,2022.00000,1722.00000,1722.00000,300.00000,-8.00000,292.00000,104.00000,188.00000,188.00000,,188.00000,461.00000,300.00000,309.20000,315.00000,0.61000,0.60000
2017-01-31,13482.00000,10452.00000,3030.00000,2140.00000,2149.00000,881.00000,-8.00000,873.00000,266.00000,607.00000,607.00000,,607.00000,1044.00000,881.00000,318.50000,322.60000,1.92000,1.89000
2016-10-31,8945.00000,6742.00000,2203.00000,1890.00000,1891.00000,312.00000,-8.00000,304.00000,112.00000,192.00000,192.00000,2.00000,194.00000,476.00000,312.00000,316.20000,320.00000,0.61000,0.61000
2016-07-31,8533.00000,6471.00000,2062.00000,1773.00000,1773.00000,289.00000,-10.00000,279.00000,97.00000,182.00000,182.00000,16.00000,198.00000,454.00000,289.00000,320.80000,322.90000,0.62000,0.61000
2016-04-30,8443.00000,6298.00000,2145.00000,1744.00000,1773.00000,372.00000,-12.00000,360.00000,134.00000,226.00000,226.00000,3.00000,229.00000,534.00000,372.00000,323.60000,326.70000,0.71000,0.70000
2016-01-31,13623.00000,10672.00000,2951.00000,2167.00000,2180.00000,771.00000,-21.00000,750.00000,273.00000,477.00000,477.00000,2.00000,479.00000,934.00000,771.00000,346.50000,350.70000,1.39000,1.38000
2015-10-31,8819.00000,6707.00000,2112.00000,1874.00000,1882.00000,230.00000,-17.00000,213.00000,84.00000,129.00000,129.00000,-4.00000,125.00000,398.00000,230.00000,344.70000,349.00000,0.36000,0.36000
2015-07-31,8528.00000,6430.00000,2098.00000,1811.00000,1810.00000,288.00000,-16.00000,272.00000,108.00000,164.00000,164.00000,0.00000,164.00000,451.00000,288.00000,349.60000,353.90000,0.47000,0.46000
2015-04-30,8558.00000,6528.00000,2030.00000,1766.00000,1944.00000,86.00000,-11.00000,75.00000,38.00000,37.00000,37.00000,92.00000,129.00000,249.00000,86.00000,352.40000,357.60000,0.37000,0.36000
2015-01-31,14209.00000,11183.00000,3026.00000,2223.00000,2216.00000,810.00000,-12.00000,798.00000,274.00000,524.00000,524.00000,-4.00000,519.00000,982.00000,810.00000,349.50000,353.60000,1.48000,1.46000
2014-10-31,9032.00000,6956.00000,2076.00000,1866.00000,1871.00000,205.00000,-17.00000,188.00000,72.00000,116.00000,116.00000,-9.00000,107.00000,370.00000,205.00000,350.10000,354.00000,0.30000,0.30000
2014-07-31,8459.00000,6481.00000,1978.00000,1748.00000,1753.00000,225.00000,-15.00000,210.00000,73.00000,137.00000,137.00000,10.00000,146.00000,383.00000,225.00000,349.30000,352.20000,0.42000,0.42000
2014-04-30,8639.00000,6672.00000,1967.00000,1755.00000,1757.00000,210.00000,-19.00000,191.00000,-278.00000,469.00000,469.00000,-8.00000,461.00000,371.00000,210.00000,347.40000,350.40000,1.33000,1.31000
2014-01-31,12671.00000,10045.00000,2626.00000,2048.00000,2153.00000,473.00000,-20.00000,453.00000,136.00000,317.00000,317.00000,-23.00000,293.00000,639.00000,473.00000,342.10000,347.60000,0.86000,0.84000
2013-10-31,9327.00000,7170.00000,2157.00000,2036.00000,2067.00000,90.00000,-12.00000,78.00000,34.00000,44.00000,44.00000,10.00000,54.00000,253.00000,90.00000,342.80000,348.90000,0.16000,0.16000
2013-07-31,9266.00000,6808.00000,2458.00000,2038.00000,2045.00000,413.00000,-7.00000,406.00000,169.00000,237.00000,237.00000,11.00000,266.00000,590.00000,413.00000,340.40000,344.40000,0.78000,0.77000
2013-04-30,9347.00000,7189.00000,2158.00000,1984.00000,1990.00000,168.00000,-22.00000,146.00000,49.00000,97.00000,97.00000,-170.00000,-81.00000,378.00000,168.00000,339.00000,341.00000,-0.24000,-0.24000
2013-01-31,16711.00000,12930.00000,3781.00000,2902.00000,3926.00000,-145.00000,-6.00000,-151.00000,226.00000,-377.00000,-377.00000,-2.00000,-409.00000,907.00000,-145.00000,338.10000,338.10000,-1.21000,-1.21000
2012-10-31,9381.00000,7153.00000,2228.00000,2192.00000,2226.00000,2.00000,-17.00000,-15.00000,-6.00000,-9.00000,-9.00000,10.00000,-10.00000,224.00000,2.00000,337.20000,337.20000,-0.03000,-0.03000
2012-07-31,9339.00000,7078.00000,2261.00000,2082.00000,2173.00000,88.00000,-24.00000,64.00000,33.00000,31.00000,31.00000,-38.00000,12.00000,316.00000,88.00000,338.20000,338.60000,0.04000,0.04000
2012-04-30,10373.00000,7789.00000,2584.00000,2193.00000,2320.00000,264.00000,-25.00000,239.00000,70.00000,169.00000,169.00000,-17.00000,158.00000,501.00000,264.00000,342.20000,342.80000,0.46000,0.46000
2012-02-29,,,,,,,,,,,,,,,,,,,0.00000
2012-01-31,16671.00000,12817.00000,3854.00000,2736.00000,3975.00000,-121.00000,45.00000,-76.00000,328.00000,-404.00000,-405.00000,-188.00000,-1819.00000,1310.00000,-121.00000,351.80000,351.80000,-5.17000,-5.17000
2011-11-30,12099.00000,9168.00000,2931.00000,2616.00000,2753.00000,178.00000,26.00000,204.00000,72.00000,132.00000,131.00000,,154.00000,884.00000,178.00000,359.70000,368.80000,0.43000,0.42000
2011-10-31,11145.00000,8292.00000,2853.00000,2472.00000,2472.00000,381.00000,-37.00000,344.00000,122.00000,222.00000,220.00000,-46.00000,156.00000,853.00000,381.00000,363.40000,372.40000,0.43000,0.42000
2011-08-31,11347.00000,8475.00000,2872.00000,2583.00000,2585.00000,287.00000,-28.00000,259.00000,99.00000,160.00000,160.00000,,177.00000,759.00000,287.00000,371.90000,381.40000,0.48000,0.47000
2011-07-31,10856.00000,8094.00000,2762.00000,2502.00000,2502.00000,260.00000,-25.00000,235.00000,87.00000,148.00000,148.00000,-37.00000,128.00000,-210.00000,260.00000,376.00000,385.60000,0.34000,0.34000
2011-05-31,10940.00000,8172.00000,2768.00000,2484.00000,2486.00000,282.00000,-19.00000,263.00000,99.00000,164.00000,163.00000,,136.00000,-188.00000,282.00000,387.70000,397.20000,0.35000,0.35000
2011-04-30,11369.00000,8448.00000,2921.00000,2457.00000,2461.00000,460.00000,-11.00000,449.00000,155.00000,294.00000,293.00000,-54.00000,212.00000,1166.00000,460.00000,391.10000,400.70000,0.54000,0.53000
2011-02-28,15731.00000,11884.00000,3847.00000,2444.00000,2582.00000,1265.00000,-12.00000,1253.00000,379.00000,874.00000,876.00000,,651.00000,1762.00000,1265.00000,406.10000,416.50000,1.61000,1.58000
2010-11-30,11890.00000,8907.00000,2983.00000,2598.00000,2598.00000,385.00000,-12.00000,373.00000,133.00000,240.00000,240.00000,,217.00000,1116.00000,385.00000,397.10000,407.80000,0.55000,0.54000
2010-08-31,11339.00000,8421.00000,2918.00000,2507.00000,2507.00000,411.00000,-8.00000,403.00000,146.00000,257.00000,257.00000,,254.00000,649.00000,411.00000,413.50000,423.60000,0.61000,0.60000
2010-05-31,10787.00000,7994.00000,2793.00000,2480.00000,2480.00000,313.00000,-11.00000,302.00000,121.00000,181.00000,181.00000,,155.00000,-175.00000,313.00000,420.30000,431.70000,0.37000,0.36000
2010-02-28,16102.00000,12243.00000,3859.00000,2443.00000,2443.00000,1416.00000,-9.00000,1407.00000,497.00000,910.00000,911.00000,,779.00000,1893.00000,1416.00000,416.80000,427.50000,1.87000,1.84000
2009-11-30,12024.00000,9082.00000,2942.00000,2566.00000,2566.00000,376.00000,-12.00000,364.00000,93.00000,271.00000,271.00000,,227.00000,1056.00000,376.00000,417.10000,428.60000,0.54000,0.53000
2009-08-31,11022.00000,8338.00000,2684.00000,2404.00000,2404.00000,280.00000,-4.00000,276.00000,119.00000,157.00000,157.00000,,158.00000,512.00000,280.00000,416.50000,427.00000,0.38000,0.37000
2009-05-31,10095.00000,7538.00000,2557.00000,2209.00000,2261.00000,296.00000,-14.00000,282.00000,126.00000,156.00000,156.00000,,153.00000,-167.00000,296.00000,415.20000,425.70000,0.37000,0.36000
2009-02-28,14724.00000,11101.00000,3623.00000,2499.00000,2643.00000,980.00000,-17.00000,963.00000,378.00000,585.00000,587.00000,,570.00000,1460.00000,980.00000,412.50000,422.90000,1.37000,1.35000
