,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,4674.81100,3236.81200,1437.99900,814.96600,814.96600,623.03300,-106.29000,516.74300,121.28200,395.46100,395.46100,395.23700,852.77700,623.03300,128.31300,130.04500,3.08000,3.04000
2022-09-30,4232.77500,2795.45600,1437.31900,835.80400,835.80400,601.51490,-98.17000,503.34500,115.30800,388.03700,388.03700,387.85400,755.49590,601.51490,128.42500,129.94200,3.02000,2.98000
2022-06-30,4187.83300,3387.29900,800.53390,2.07790,2.07800,798.45580,-680.28710,118.16800,-10.73800,128.90590,128.90590,128.83100,937.89780,798.45530,128.53900,130.35600,1.01000,1.00000
2022-03-31,4086.38700,2927.99100,1158.39600,412.43100,412.43100,745.96510,-311.97600,433.98900,85.90100,348.08800,348.08800,348.01700,888.66210,745.96510,128.42700,130.34400,2.71000,2.67000
2021-12-31,3824.58000,2567.59500,1256.98500,585.85800,585.85800,671.12720,-180.80300,490.32400,102.59500,387.72900,387.72900,387.60000,815.23020,671.12720,128.49400,130.58200,3.02000,2.97000
2021-09-30,3762.80900,2504.38200,1258.42700,626.74900,626.74900,631.67800,-59.93300,571.74500,120.28200,451.46300,451.46300,451.15700,777.20000,631.67800,128.72700,130.82800,3.50000,3.45000
2021-06-30,3958.86800,2832.28100,1126.58800,414.04790,414.04700,712.54030,-55.98900,656.55080,151.58200,504.96910,504.96910,504.79300,859.12230,712.54030,129.00000,130.83400,3.91000,3.88000
2021-03-31,3746.32600,2712.78500,1033.54100,386.83100,386.83100,646.71000,-47.37000,599.34000,126.10100,473.23900,473.23900,473.15300,797.25790,646.71000,129.08600,131.37800,3.67000,3.60000
2020-12-31,3411.90500,2518.16500,893.74000,356.57200,356.57200,537.16800,40.72400,577.89200,129.35000,448.54200,448.54200,448.35100,686.98600,537.16800,129.01400,131.07600,3.48000,3.42000
2020-09-30,3230.54000,2386.44900,844.09110,369.85100,369.85100,474.24000,-61.06600,413.17400,93.06300,320.11100,320.11100,319.80300,622.68200,474.24000,128.70800,130.29400,2.48000,2.45000
