,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,5582.00000,4544.00000,1038.00000,62.00000,,62.00000,976.00000,-134.00000,842.00000,177.00000,665.00000,665.00000,,656.00000,1212.00000,976.00000,904.00000,908.00000,0.73000,0.72000
2022-09-30,5357.00000,4452.00000,905.00000,59.00000,0.00000,59.00000,846.00000,-141.00000,705.00000,156.00000,549.00000,549.00000,,544.00000,1080.00000,846.00000,908.00000,910.00000,0.60000,0.60000
2022-06-30,5074.00000,4289.00000,785.00000,67.00000,-344.00000,411.00000,374.00000,-143.00000,231.00000,114.00000,117.00000,117.00000,,109.00000,612.00000,374.00000,904.00000,909.00000,0.12000,0.12000
2022-03-31,4284.00000,3699.00000,585.00000,52.00000,-22.00000,74.00000,511.00000,-179.00000,332.00000,68.00000,264.00000,264.00000,,263.00000,743.00000,511.00000,899.00000,903.00000,0.29000,0.29000
2021-12-31,4277.00000,3668.00000,609.00000,59.00000,,59.00000,550.00000,-132.00000,418.00000,-409.00000,827.00000,827.00000,,824.00000,781.00000,550.00000,892.00000,892.00000,0.92000,0.92000
2021-09-30,3860.00000,3356.00000,504.00000,46.00000,-12.00000,58.00000,446.00000,-130.00000,316.00000,76.00000,240.00000,240.00000,,236.00000,670.00000,446.00000,894.00000,894.00000,0.26000,0.26000
2021-06-30,3707.00000,3222.00000,485.00000,51.00000,0.00000,51.00000,434.00000,-139.00000,295.00000,65.00000,230.00000,230.00000,,227.00000,657.00000,434.00000,890.00000,890.00000,0.26000,0.26000
2021-03-31,3451.00000,3033.00000,418.00000,48.00000,0.00000,48.00000,370.00000,-147.00000,223.00000,52.00000,171.00000,171.00000,,170.00000,596.00000,370.00000,889.00000,889.00000,0.19000,0.19000
2020-12-31,3237.00000,2843.00000,394.00000,44.00000,-446.00000,490.00000,-96.00000,-144.00000,-240.00000,-13.00000,-227.00000,-227.00000,,-235.00000,133.00000,-96.00000,881.00000,881.00000,-0.25000,-0.25000
2020-09-30,2975.00000,2659.00000,316.00000,41.00000,-133.00000,174.00000,142.00000,-143.00000,-1.00000,18.00000,-19.00000,-19.00000,,-17.00000,372.00000,142.00000,882.00000,882.00000,-0.02000,-0.02000
2020-06-30,3196.00000,2917.00000,279.00000,43.00000,-2147.00000,2190.00000,-1911.00000,-172.00000,-2083.00000,-402.00000,-1681.00000,-1681.00000,,-1676.00000,-1660.00000,-1911.00000,877.00000,877.00000,-1.91000,-1.91000
2020-03-31,5037.00000,4481.00000,556.00000,54.00000,-1073.00000,1127.00000,-571.00000,-325.00000,-896.00000,119.00000,-1015.00000,-1015.00000,,-1017.00000,-223.00000,-571.00000,878.00000,878.00000,-1.16000,-1.16000
2019-12-31,5191.00000,4586.00000,605.00000,59.00000,-2198.00000,2257.00000,-1652.00000,-185.00000,-1837.00000,-183.00000,-1654.00000,-1654.00000,,-1653.00000,-1280.00000,-1652.00000,875.00000,875.00000,-1.89000,-1.89000
2019-09-30,5550.00000,4961.00000,589.00000,53.00000,0.00000,53.00000,536.00000,-164.00000,372.00000,76.00000,296.00000,296.00000,,295.00000,953.00000,536.00000,876.00000,876.00000,0.34000,0.34000
2019-06-30,5930.00000,5324.00000,606.00000,56.00000,-247.00000,303.00000,303.00000,-152.00000,151.00000,74.00000,77.00000,77.00000,,75.00000,723.00000,303.00000,874.00000,875.00000,0.09000,0.09000
2019-03-31,5737.00000,5252.00000,485.00000,59.00000,-61.00000,120.00000,365.00000,-173.00000,192.00000,40.00000,152.00000,152.00000,,152.00000,781.00000,365.00000,873.00000,873.00000,0.17000,0.17000
2018-12-31,5936.00000,5269.00000,667.00000,59.00000,,59.00000,608.00000,-150.00000,458.00000,-210.00000,668.00000,668.00000,,664.00000,1030.00000,608.00000,875.00000,877.00000,0.76000,0.76000
2018-09-30,6172.00000,5384.00000,788.00000,72.00000,,72.00000,716.00000,-182.00000,534.00000,100.00000,434.00000,434.00000,,435.00000,1116.00000,716.00000,877.00000,878.00000,0.50000,0.50000
2018-06-30,6147.00000,5293.00000,854.00000,65.00000,,65.00000,789.00000,-156.00000,633.00000,125.00000,508.00000,508.00000,,511.00000,1179.00000,789.00000,877.00000,880.00000,0.58000,0.58000
2018-03-31,5740.00000,5063.00000,677.00000,58.00000,-265.00000,323.00000,354.00000,-165.00000,189.00000,142.00000,47.00000,47.00000,,46.00000,748.00000,354.00000,875.00000,878.00000,0.05000,0.05000
2017-12-31,5940.00000,5101.00000,839.00000,71.00000,-385.00000,456.00000,383.00000,-139.00000,244.00000,1050.00000,-806.00000,-806.00000,,-824.00000,776.00000,383.00000,870.00000,870.00000,-0.94000,-0.94000
2017-09-30,5444.00000,4747.00000,697.00000,55.00000,,55.00000,642.00000,-146.00000,496.00000,135.00000,361.00000,361.00000,,365.00000,1036.00000,642.00000,872.00000,873.00000,0.42000,0.42000
2017-06-30,4957.00000,4474.00000,483.00000,75.00000,-262.00000,337.00000,146.00000,-147.00000,-1.00000,-29.00000,28.00000,28.00000,,28.00000,532.00000,146.00000,869.00000,871.00000,0.03000,0.03000
2017-03-31,4279.00000,4021.00000,258.00000,55.00000,,55.00000,203.00000,-260.00000,-57.00000,-25.00000,-32.00000,-32.00000,,-32.00000,586.00000,203.00000,867.00000,867.00000,-0.04000,-0.04000
2016-12-31,4021.00000,3698.00000,323.00000,94.00000,-168.00000,262.00000,61.00000,-236.00000,-175.00000,-22.00000,-153.00000,-153.00000,,-149.00000,447.00000,61.00000,861.00000,861.00000,-0.16000,-0.16000
2016-09-30,3833.00000,3662.00000,171.00000,43.00000,,43.00000,128.00000,-180.00000,-52.00000,-59.00000,7.00000,7.00000,,6.00000,503.00000,128.00000,862.00000,864.00000,0.01000,0.01000
2016-06-30,3835.00000,3732.00000,103.00000,41.00000,-423.00000,3983.00000,-3880.00000,-227.00000,-4107.00000,-902.00000,-3205.00000,-3205.00000,,-3208.00000,-3484.00000,-3880.00000,860.00000,860.00000,-3.73000,-3.73000
2016-03-31,4198.00000,3925.00000,273.00000,48.00000,-2766.00000,3352.00000,-3079.00000,-212.00000,-3291.00000,-875.00000,-2416.00000,-2416.00000,-2.00000,-2412.00000,-2733.00000,-3079.00000,858.00000,858.00000,-2.81000,-2.81000
2015-12-31,5082.00000,4556.00000,526.00000,54.00000,-282.00000,440.00000,86.00000,-179.00000,-93.00000,-67.00000,-26.00000,-26.00000,,-28.00000,488.00000,86.00000,853.00000,853.00000,-0.03000,-0.03000
2015-09-30,5582.00000,5039.00000,543.00000,37.00000,-381.00000,500.00000,43.00000,-133.00000,-90.00000,-37.00000,-53.00000,-53.00000,,-54.00000,460.00000,43.00000,855.00000,855.00000,-0.06000,-0.06000
2015-06-30,5919.00000,5233.00000,686.00000,43.00000,-306.00000,432.00000,254.00000,-129.00000,125.00000,71.00000,54.00000,54.00000,-1.00000,54.00000,710.00000,254.00000,852.00000,854.00000,0.06000,0.06000
2015-03-31,7050.00000,6285.00000,765.00000,66.00000,-1208.00000,1313.00000,-548.00000,-330.00000,-878.00000,-241.00000,-637.00000,-637.00000,-4.00000,-643.00000,12.00000,-548.00000,850.00000,850.00000,-0.76000,-0.76000
2014-12-31,8770.00000,7270.00000,1500.00000,55.00000,,201.00000,1299.00000,-59.00000,1240.00000,336.00000,904.00000,904.00000,1.00000,901.00000,1856.00000,1299.00000,848.00000,852.00000,1.06000,1.06000
2014-09-30,8701.00000,6993.00000,1708.00000,74.00000,,74.00000,1634.00000,-84.00000,1550.00000,411.00000,1139.00000,1139.00000,66.00000,1203.00000,2169.00000,1634.00000,848.00000,854.00000,1.42000,1.41000
2014-06-30,8051.00000,6768.00000,1283.00000,89.00000,,89.00000,1194.00000,-118.00000,1076.00000,299.00000,777.00000,777.00000,-2.00000,774.00000,1718.00000,1194.00000,846.00000,852.00000,0.92000,0.91000
2014-03-31,7348.00000,6303.00000,1045.00000,75.00000,,75.00000,970.00000,-124.00000,846.00000,229.00000,617.00000,617.00000,-1.00000,622.00000,1480.00000,970.00000,849.00000,853.00000,0.73000,0.73000
2013-12-31,7639.00000,6401.00000,1238.00000,94.00000,,94.00000,1144.00000,-104.00000,1040.00000,268.00000,772.00000,772.00000,23.00000,793.00000,1641.00000,1144.00000,898.00000,902.00000,0.90000,0.90000
2013-09-30,7472.00000,6284.00000,1188.00000,80.00000,0.00000,80.00000,1108.00000,-103.00000,1005.00000,296.00000,709.00000,709.00000,-1.00000,706.00000,1589.00000,1108.00000,890.00000,894.00000,0.79000,0.79000
2013-06-30,7317.00000,6246.00000,1071.00000,87.00000,,87.00000,984.00000,-82.00000,902.00000,256.00000,646.00000,646.00000,2.00000,644.00000,1458.00000,984.00000,925.00000,928.00000,0.70000,0.69000
2013-03-31,6974.00000,6000.00000,974.00000,72.00000,-1000.00000,1072.00000,-98.00000,-85.00000,-183.00000,-172.00000,-11.00000,-11.00000,-5.00000,-18.00000,350.00000,-98.00000,931.00000,931.00000,-0.02000,-0.02000
