,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,2252.98300,927.91080,1325.07300,919.49290,2.05000,917.44220,407.63020,-113.23400,294.39610,47.44500,246.95100,258.56210,,249.30500,836.97310,407.63060,275.19100,275.57600,0.90000,0.90000
2022-09-30,2285.37100,931.24900,1354.12200,918.75700,-48.93300,967.69000,386.43200,-114.79100,271.64100,14.25500,257.38600,300.16600,,290.45400,819.88420,386.43200,275.03000,275.43500,1.06000,1.05000
2022-06-30,2280.90600,962.29900,1318.60700,863.17900,-985.28600,1848.46500,-529.85820,-96.23200,-626.09000,52.77600,-678.86600,-665.05100,,-672.99900,-75.07520,-529.85820,278.18100,278.18100,-2.42000,-2.42000
2022-03-31,2156.25400,957.15800,1199.09600,823.14900,,823.14900,375.94690,-91.57200,284.37500,52.21800,232.15700,249.63600,,244.73300,830.52490,375.94690,282.10000,282.56700,0.87000,0.87000
2021-12-31,2193.98100,967.99720,1225.98400,905.00790,,905.00780,320.97610,-84.45600,236.52000,37.43400,199.08610,217.17800,,208.45300,771.39810,320.97600,292.65500,293.66900,0.73000,0.73000
2021-09-30,2202.33700,944.17200,1258.16500,858.08200,,858.08200,400.08300,-75.86700,324.21600,50.11700,274.09900,305.46300,,296.73600,842.78210,400.08300,291.50200,292.50700,1.02000,1.01000
2021-06-30,2137.43700,936.31000,1201.12700,838.56900,,838.56900,362.55810,-75.10100,287.45700,60.80800,226.64900,266.81300,,263.59000,807.52610,362.55810,294.91400,296.13900,0.89000,0.89000
2021-03-31,1990.00700,925.24600,1064.76100,789.50200,,789.50200,275.25890,-78.90700,196.35200,20.67500,175.67700,198.41000,,196.68100,721.88190,275.25890,296.42500,297.67100,0.66000,0.66000
2020-12-31,1930.19300,922.19520,1007.99800,756.01690,,756.01680,251.98080,-76.79800,175.18300,17.98100,157.20200,184.81800,,182.64300,679.28770,251.98100,299.22200,300.51600,0.61000,0.61000
2020-09-30,1917.81500,900.92100,1016.89400,726.47500,,726.47500,290.41890,-52.99300,237.42600,42.83400,194.59200,230.23000,,220.97100,717.13600,290.41890,299.25500,300.49100,0.74000,0.74000
