,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,1306.35600,561.38600,744.97000,215.71200,262.08300,477.79500,267.17490,62.70100,329.87600,36.60400,293.27200,293.27200,293.27200,,267.17490,191.61300,192.10400,1.53000,1.53000
2022-09-30,1140.43400,469.93500,670.49900,208.69200,222.43400,431.12600,239.37290,-19.10600,220.26700,9.41900,210.84800,210.84800,210.84800,278.87090,239.37290,192.67200,193.10500,1.09000,1.09000
2022-06-30,1240.83300,512.00700,728.82600,201.51800,234.56800,436.08600,292.74000,-13.77400,278.96600,21.09300,257.87300,257.87300,257.87300,334.38400,292.74000,193.07400,193.45000,1.34000,1.33000
2022-03-31,1172.66200,510.18300,662.47900,209.00600,224.91700,433.92300,228.55600,7.30800,235.86400,24.27200,211.59200,211.59200,211.59200,269.76800,228.55600,192.88700,193.57900,1.10000,1.09000
2021-12-31,1391.59000,619.48490,772.10490,204.95300,252.03300,456.98610,315.11890,-6.28200,308.83710,22.70200,286.13510,286.13510,286.13490,356.17990,315.11900,192.18000,193.04300,1.48000,1.49000
2021-09-30,1191.97300,496.02600,695.94700,198.92500,214.35200,413.27700,282.67000,-7.28400,275.38600,16.34700,259.03900,259.03900,259.03900,321.74800,282.67000,192.32200,193.18500,1.35000,1.34000
2021-06-30,1326.90500,546.05400,780.85100,186.02300,223.65600,409.67900,371.17200,0.88700,372.05900,55.06200,316.99700,316.99700,316.99700,408.96100,371.17200,192.15000,192.87100,1.65000,1.64000
2021-03-31,1072.32700,430.77100,641.55600,188.84900,203.04800,391.89700,249.65910,0.85500,250.51400,30.48500,220.02900,220.02900,220.02900,286.54910,249.65910,191.89600,192.81000,1.15000,1.14000
2020-12-31,1351.40500,560.42110,790.98340,146.32800,273.38700,419.71490,371.26860,20.19800,391.46600,57.91900,333.54700,333.54700,333.54700,407.87360,371.26830,191.08500,191.89500,1.75000,1.74000
2020-09-30,1109.19400,441.21100,667.98300,174.88200,176.00000,350.88200,317.10100,19.61600,336.71700,23.30000,313.41700,313.41700,313.41700,349.67900,317.10100,191.23400,191.99800,1.64000,1.63000
2020-06-30,869.86700,354.43700,515.43000,165.74000,161.30100,327.04100,188.38900,9.20300,197.59200,13.41200,184.18000,184.18000,184.18000,217.71700,188.38900,191.02400,191.59700,0.96000,0.96000
2020-03-31,856.10800,349.16800,506.94000,165.39200,164.06600,329.45800,177.48200,0.15300,177.63500,16.45500,161.18000,161.18000,161.18000,205.68600,177.48200,190.80300,191.68400,0.84000,0.84000
2019-12-31,1102.23200,462.77700,639.45470,162.00300,200.93000,362.93310,276.52160,10.89000,287.41190,-73.37900,360.79100,360.79100,360.79100,305.08160,276.52190,189.93100,190.89900,1.89000,1.89000
2019-09-30,934.38300,366.92500,567.45800,148.56100,157.43700,305.99800,261.46000,-3.69300,257.76700,29.90100,227.86600,227.86600,227.86600,288.34100,261.46000,190.10200,190.96200,1.20000,1.19000
2019-06-30,954.84000,379.47500,575.36500,148.88300,170.26100,319.14400,256.22100,19.55700,275.77800,52.12200,223.65600,223.65600,223.65600,282.94400,256.22100,189.85500,190.71400,1.18000,1.17000
2019-03-31,766.05000,314.35200,451.69800,145.91900,154.39600,300.31500,151.38300,14.88200,166.26500,26.09200,140.17300,140.17300,140.17300,175.39400,151.38300,189.60100,190.59900,0.74000,0.74000
2018-12-31,932.10910,382.94190,549.16710,145.15600,181.33700,326.49300,222.67410,9.19800,231.87210,41.72200,190.15010,190.15010,190.15010,247.39210,222.67410,188.63500,189.73400,1.00000,1.01000
2018-09-30,810.01100,329.26400,480.74700,138.97900,145.80900,284.78800,195.95900,5.36800,201.32700,17.11300,184.21400,184.21400,184.21400,219.21500,195.95900,188.79900,190.00500,0.98000,0.97000
2018-06-30,894.45200,371.18200,523.27000,141.71300,164.04900,305.76200,217.50800,18.56000,236.06800,45.72600,190.34200,190.34200,190.34200,242.58200,217.50800,188.54200,189.46100,1.01000,1.00000
2018-03-31,710.87200,284.33700,426.53500,141.95700,142.37600,284.33300,142.20200,11.77800,153.98000,24.60600,129.37400,129.37400,129.37400,165.34800,142.20200,188.32200,189.29200,0.69000,0.68000
2017-12-31,897.31980,393.83800,503.48180,132.55200,187.59100,320.14310,183.33870,1.11600,184.45500,41.90500,142.55000,142.55000,142.55000,205.89170,183.33890,187.82800,188.73200,0.75000,0.76000
2017-09-30,751.24400,313.72100,437.52300,129.63200,134.24300,263.87500,173.64800,16.26600,189.91400,38.84000,151.07400,151.07400,151.07400,194.51600,173.64800,187.61600,188.49000,0.81000,0.80000
2017-06-30,831.48600,347.35600,484.13000,127.24800,147.26000,274.50800,209.62200,24.70500,234.32700,57.34800,176.97900,176.97900,176.97900,230.72500,209.62200,187.75700,188.49200,0.94000,0.94000
2017-03-31,641.51000,268.70400,372.80600,122.20200,133.57600,255.77800,117.02800,-28.65300,88.37500,-150.02900,238.40400,238.40400,238.40400,138.75600,117.02800,188.33300,189.03100,1.27000,1.26000
2016-12-31,887.89810,408.16090,479.73720,128.95200,182.01410,310.96610,168.77110,8.74100,177.51200,33.99800,143.51400,143.51400,143.51400,192.56910,168.77110,188.81800,189.34300,0.77000,0.76000
