,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,20773.00000,10897.00000,9876.00000,5091.00000,,5091.00000,4785.00000,50.00000,4835.00000,876.00000,3959.00000,3959.00000,,3863.00000,5438.00000,4785.00000,2365.90000,2481.20000,1.63000,1.59000
2022-09-30,20612.00000,10846.00000,9766.00000,4827.00000,,4827.00000,4939.00000,58.00000,4997.00000,1034.00000,3963.00000,3963.00000,,3868.00000,5602.00000,4939.00000,2385.50000,2503.60000,1.62000,1.57000
2022-06-30,19515.00000,10802.00000,8713.00000,5115.00000,,5115.00000,3598.00000,52.00000,3650.00000,592.00000,3058.00000,3058.00000,,2979.00000,4320.00000,3598.00000,2410.30000,2539.10000,1.25000,1.21000
2022-03-31,19381.00000,10326.00000,9055.00000,5031.00000,,5031.00000,4024.00000,47.00000,4071.00000,704.00000,3367.00000,3367.00000,,3287.00000,4714.00000,4024.00000,2400.50000,2530.20000,1.37000,1.33000
2021-12-31,20953.00000,10664.00000,10289.00000,5121.00000,,5121.00000,5168.00000,71.00000,5239.00000,997.00000,4242.00000,4242.00000,,4153.00000,5852.00000,5168.00000,2413.40000,2544.20000,1.72000,1.66000
2021-09-30,20338.00000,10365.00000,9973.00000,4950.00000,,4950.00000,5023.00000,12.00000,5035.00000,909.00000,4126.00000,4126.00000,,4042.00000,5734.00000,5023.00000,2428.10000,2558.90000,1.66000,1.61000
2021-06-30,18946.00000,9791.00000,9155.00000,5615.00000,,5615.00000,3540.00000,24.00000,3564.00000,656.00000,2908.00000,2908.00000,,2832.00000,4250.00000,3540.00000,2465.80000,2601.00000,1.17000,1.14000
2021-03-31,18109.00000,8922.00000,9187.00000,5402.00000,,5402.00000,3785.00000,92.00000,3877.00000,628.00000,3249.00000,3249.00000,,3204.00000,4468.00000,3785.00000,2459.10000,2590.30000,1.30000,1.26000
2020-12-31,19745.00000,9253.00000,10492.00000,5112.00000,,5112.00000,5380.00000,-503.00000,4877.00000,990.00000,3887.00000,3887.00000,,3788.00000,6051.00000,5380.00000,2475.80000,2615.40000,1.53000,1.47000
2020-09-30,19318.00000,9142.00000,10176.00000,4895.00000,,4895.00000,5281.00000,16.00000,5297.00000,989.00000,4308.00000,4308.00000,,4211.00000,5952.00000,5281.00000,2486.10000,2625.30000,1.69000,1.63000
2020-06-30,17698.00000,8942.00000,8756.00000,5275.00000,,5275.00000,3481.00000,-20.00000,3461.00000,675.00000,2786.00000,2786.00000,,2730.00000,4295.00000,3481.00000,2487.10000,2625.80000,1.10000,1.07000
2020-03-31,17214.00000,8716.00000,8498.00000,5045.00000,,5045.00000,3453.00000,45.00000,3498.00000,541.00000,2957.00000,2957.00000,,2853.00000,4252.00000,3453.00000,2476.20000,2613.30000,1.15000,1.12000
