,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,4640.00000,3827.00000,813.00000,303.00000,,373.00000,440.00000,-72.00000,368.00000,25.00000,343.00000,266.00000,,233.00000,630.00000,440.00000,270.90000,271.18000,0.86000,0.87000
2022-09-30,4614.00000,3821.00000,793.00000,275.00000,,323.00000,470.00000,-38.00000,432.00000,59.00000,373.00000,306.00000,,286.00000,663.00000,470.00000,270.93000,271.10000,1.06000,1.05000
2022-06-30,4057.00000,3617.00000,440.00000,286.00000,,343.00000,97.00000,-81.00000,16.00000,16.00000,,-72.00000,,-61.00000,292.00000,97.00000,270.93000,270.93000,-0.23000,-0.23000
2022-03-31,4178.00000,3589.00000,589.00000,274.00000,,333.00000,256.00000,-82.00000,174.00000,21.00000,153.00000,90.00000,,73.00000,449.00000,256.00000,270.79000,271.16000,0.27000,0.27000
2021-12-31,4134.00000,3543.00000,591.00000,291.00000,,331.00000,260.00000,-167.00000,93.00000,,93.00000,39.00000,,15.00000,451.00000,260.00000,270.46000,271.22000,0.06000,0.05000
2021-09-30,3654.00000,3138.00000,516.00000,263.00000,,301.00000,215.00000,-35.00000,180.00000,25.00000,155.00000,104.00000,,86.00000,409.00000,215.00000,270.51000,271.20000,0.32000,0.32000
2021-06-30,3807.00000,3205.00000,602.00000,266.00000,,317.00000,285.00000,-38.00000,247.00000,28.00000,219.00000,166.00000,,147.00000,485.00000,285.00000,270.49000,271.06000,0.54000,0.54000
2021-03-31,4023.00000,3296.00000,727.00000,255.00000,,298.00000,429.00000,-39.00000,390.00000,48.00000,342.00000,300.00000,,279.00000,625.00000,429.00000,270.31000,271.14000,1.03000,1.03000
2020-12-31,4212.00000,3433.00000,779.00000,278.00000,,333.00000,446.00000,-33.00000,413.00000,55.00000,358.00000,315.00000,,283.00000,656.00000,446.00000,263.43000,270.70000,0.95000,0.90000
2020-09-30,3668.00000,3021.00000,647.00000,229.00000,,283.00000,364.00000,-37.00000,327.00000,-2.00000,329.00000,305.00000,,283.00000,559.00000,364.00000,270.03000,270.38000,1.05000,1.05000
2020-06-30,1960.00000,1947.00000,13.00000,217.00000,,324.00000,-311.00000,-50.00000,-361.00000,-14.00000,-347.00000,-365.00000,,-369.00000,-124.00000,-311.00000,258.03000,258.21000,-1.43000,-1.43000
2020-03-31,3226.00000,2725.00000,501.00000,252.00000,1434.00000,-1118.00000,1619.00000,-44.00000,1575.00000,10.00000,1565.00000,1567.00000,,1572.00000,1800.00000,1619.00000,255.51000,255.83000,6.15000,6.14000
2019-12-31,3596.00000,2909.00000,687.00000,298.00000,,363.00000,324.00000,-56.00000,268.00000,30.00000,238.00000,241.00000,,230.00000,504.00000,324.00000,256.81000,257.39000,0.89000,0.90000
2019-09-30,3559.00000,2882.00000,677.00000,262.00000,,357.00000,320.00000,-35.00000,285.00000,38.00000,247.00000,252.00000,,246.00000,499.00000,320.00000,255.89000,256.44000,0.96000,0.96000
2019-06-30,3627.00000,2958.00000,669.00000,260.00000,,334.00000,335.00000,-37.00000,298.00000,31.00000,267.00000,271.00000,,274.00000,524.00000,335.00000,257.02000,257.26000,1.07000,1.07000
2019-03-31,3575.00000,2962.00000,613.00000,256.00000,,316.00000,297.00000,-22.00000,275.00000,33.00000,242.00000,245.00000,,240.00000,472.00000,297.00000,259.08000,259.55000,0.93000,0.92000
2018-12-31,3636.00000,2967.00000,669.00000,242.00000,,314.00000,355.00000,-62.00000,293.00000,42.00000,251.00000,257.00000,,247.00000,559.00000,355.00000,264.41000,265.22000,0.94000,0.93000
2018-09-30,3485.00000,2834.00000,651.00000,232.00000,,328.00000,323.00000,-30.00000,293.00000,66.00000,227.00000,231.00000,,222.00000,487.00000,323.00000,264.56000,265.33000,0.84000,0.84000
2018-06-30,3684.00000,2958.00000,726.00000,260.00000,,305.00000,421.00000,-43.00000,378.00000,83.00000,295.00000,303.00000,,291.00000,579.00000,421.00000,264.81000,265.48000,1.10000,1.10000
2018-03-31,3630.00000,2947.00000,683.00000,259.00000,,309.00000,374.00000,-4.00000,370.00000,59.00000,311.00000,316.00000,,307.00000,531.00000,374.00000,265.69000,266.44000,1.16000,1.15000
2017-12-31,3440.00000,2730.00000,710.00000,266.00000,,324.00000,386.00000,-36.00000,350.00000,135.00000,215.00000,222.00000,55.00000,256.00000,542.00000,386.00000,265.84000,267.44000,0.96000,0.95000
2017-09-30,3148.00000,2498.00000,650.00000,230.00000,,277.00000,373.00000,-42.00000,331.00000,31.00000,300.00000,306.00000,107.00000,395.00000,511.00000,373.00000,266.24000,267.16000,1.48000,1.48000
2017-06-30,3153.00000,2498.00000,655.00000,231.00000,,291.00000,364.00000,-27.00000,337.00000,38.00000,299.00000,306.00000,80.00000,369.00000,495.00000,364.00000,267.41000,268.03000,1.38000,1.38000
2017-03-31,3143.00000,2544.00000,599.00000,225.00000,,306.00000,293.00000,-56.00000,237.00000,19.00000,218.00000,229.00000,123.00000,335.00000,421.00000,293.00000,269.20000,269.54000,1.24000,1.24000
2016-12-31,3193.00000,2325.00000,868.00000,252.00000,,343.00000,525.00000,-344.00000,181.00000,-4.00000,185.00000,197.00000,109.00000,281.00000,490.00000,525.00000,270.38000,271.64000,1.04000,1.03000
2016-09-30,4091.00000,3253.00000,838.00000,278.00000,,375.00000,463.00000,-110.00000,353.00000,57.00000,296.00000,306.00000,0.00000,293.00000,639.00000,463.00000,272.19000,272.77000,1.08000,1.07000
2016-06-30,4206.00000,3346.00000,860.00000,278.00000,,466.00000,394.00000,-46.00000,348.00000,84.00000,264.00000,271.00000,0.00000,258.00000,586.00000,394.00000,272.92000,273.37000,0.95000,0.94000
2016-03-31,4051.00000,3262.00000,789.00000,277.00000,,345.00000,444.00000,-40.00000,404.00000,75.00000,329.00000,335.00000,108.00000,425.00000,609.00000,444.00000,276.62000,277.04000,1.54000,1.53000
2015-12-31,3879.00000,3161.00000,718.00000,252.00000,,383.00000,335.00000,-56.00000,279.00000,61.00000,218.00000,224.00000,-3.00000,192.00000,288.00000,335.00000,279.29000,281.64000,0.69000,0.68000
2015-09-30,3631.00000,2862.00000,769.00000,249.00000,,308.00000,461.00000,-41.00000,420.00000,61.00000,359.00000,364.00000,54.00000,404.00000,595.00000,461.00000,282.97000,284.40000,1.43000,1.42000
