,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,7852.05300,5404.16000,2447.89300,673.92600,1224.06300,1897.98900,549.90380,-510.56800,39.33610,-15.94800,55.28420,55.28420,55.28380,4588.11800,549.90580,444.69800,451.29000,0.12000,0.12000
2022-09-30,7925.58900,4788.66500,3136.92400,662.73900,941.16700,1603.90600,1533.01800,88.82900,1621.84700,223.60500,1398.24200,1398.24200,1398.24200,5271.79700,1533.01800,444.87800,450.34400,3.14000,3.10000
2022-06-30,7970.14100,4690.75500,3279.38600,716.84600,984.25700,1701.10300,1578.28300,44.77100,1623.05400,182.10300,1440.95100,1440.95100,1440.95100,4923.13600,1578.28300,444.55700,450.16900,3.24000,3.20000
2022-03-31,7867.76700,4284.70500,3583.06200,657.53000,953.90600,1611.43700,1971.62500,8.06600,1979.69200,382.24500,1597.44700,1597.44700,1597.44700,5212.59300,1971.62500,444.14600,452.98400,3.60000,3.53000
2021-12-31,7709.31700,5239.57600,2469.74100,647.47000,1190.50300,1837.97300,631.76860,-80.91700,550.85300,-56.57600,607.42910,607.42910,607.42910,4437.07000,631.76860,443.15500,455.37200,1.38000,1.33000
2021-09-30,7483.46700,4206.58900,3276.87800,563.88700,957.73800,1521.62500,1755.25300,-94.29400,1660.95900,211.88800,1449.07100,1449.07100,1449.07100,4788.55700,1755.25300,442.77800,454.92500,3.27000,3.19000
2021-06-30,7341.77700,4018.00800,3323.76900,537.32100,938.81800,1476.13900,1847.63000,-253.84100,1593.78900,240.77600,1353.01300,1353.01300,1353.01300,4692.86700,1847.63000,443.15900,455.12900,3.05000,2.97000
2021-03-31,7163.28200,3868.51100,3294.77100,525.20700,809.70800,1334.91500,1959.85600,74.64600,2034.50200,327.78700,1706.71500,1706.71500,1706.71500,4714.79300,1959.85600,443.22400,455.64100,3.85000,3.75000
2020-12-31,6644.44300,4165.16000,2479.28300,486.93590,1038.10400,1525.04200,954.24070,-447.82500,506.41710,-35.73900,542.15590,542.15590,542.15590,3968.80900,954.24070,440.92200,454.20800,1.23000,1.18000
2020-09-30,6435.63700,3867.75100,2567.88600,453.80200,799.22090,1253.02200,1314.86400,-453.40300,861.46000,71.48400,789.97600,789.97600,789.97600,4077.19600,1314.86400,441.52600,455.08800,1.79000,1.74000
2020-06-30,6148.28600,3643.70700,2504.57900,435.04500,711.60600,1146.65100,1357.92800,-322.32600,1035.60200,315.40600,720.19600,720.19600,720.19600,3991.74800,1357.92800,440.56900,453.94500,1.63000,1.59000
2020-03-31,5767.69100,3599.70100,2167.99000,453.81700,755.91700,1209.73400,958.25630,-162.38600,795.87000,86.80300,709.06700,709.06700,709.06700,3470.15800,958.25630,439.35200,452.49400,1.61000,1.57000
2019-12-31,5467.43500,3466.02300,2001.41200,409.37600,1133.52300,1542.89900,458.51270,-309.17900,149.33290,-437.63700,586.97000,586.97000,586.97000,3066.00000,458.51150,437.79900,451.76500,1.33000,1.30000
2019-09-30,5244.90500,3097.91900,2146.98600,379.77600,786.97100,1166.74700,980.23880,32.08400,1012.32300,347.07900,665.24400,665.24400,665.24400,3286.92000,980.23880,438.09000,451.55200,1.52000,1.47000
2019-06-30,4923.11600,3005.65700,1917.45900,383.23300,827.80700,1211.04000,706.41940,-205.50300,500.91600,230.26600,270.65000,270.65000,270.65000,2963.83100,706.41940,437.58700,452.19500,0.62000,0.60000
2019-03-31,4520.99200,2870.61400,1650.37800,372.76400,818.53000,1191.29400,459.08420,-59.42500,399.65900,55.60700,344.05200,344.05200,344.05200,2607.33100,459.08420,436.94700,451.92200,0.79000,0.76000
2018-12-31,4186.84100,2733.40000,1453.44000,331.78900,905.88490,1237.67300,215.76730,-96.37100,119.39600,-14.53800,133.93410,133.93410,133.93400,2260.39900,215.76760,435.37400,451.24400,0.31000,0.30000
