,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,1485.00000,594.00000,891.00000,142.00000,470.00000,,629.00000,262.00000,-151.00000,111.00000,3.00000,108.00000,108.00000,,108.00000,,262.00000,254.36700,255.39000,0.42000,0.42000
2022-09-30,1537.00000,551.00000,986.00000,127.00000,440.00000,-8.00000,596.00000,390.00000,-108.00000,282.00000,55.00000,227.00000,227.00000,,227.00000,447.00000,390.00000,254.34800,255.06700,0.89000,0.89000
2022-06-30,1585.00000,588.00000,997.00000,106.00000,423.00000,14.00000,612.00000,385.00000,-98.00000,287.00000,53.00000,234.00000,234.00000,,234.00000,435.00000,385.00000,254.01800,255.15600,0.92000,0.92000
2022-03-31,1567.00000,561.00000,1006.00000,96.00000,371.00000,-97.00000,564.00000,442.00000,,442.00000,94.00000,348.00000,348.00000,,348.00000,495.00000,442.00000,253.58300,255.05200,1.37000,1.36000
2021-12-31,1603.00000,599.00000,1004.00000,110.00000,482.00000,5.00000,666.00000,338.00000,-102.00000,236.00000,34.00000,202.00000,202.00000,,202.00000,400.00000,338.00000,253.53800,254.19300,0.80000,0.78000
2021-09-30,1600.00000,609.00000,991.00000,86.00000,388.00000,-4.00000,504.00000,487.00000,-98.00000,389.00000,66.00000,323.00000,323.00000,,323.00000,539.00000,487.00000,253.53400,254.17200,1.27000,1.27000
2021-06-30,1595.00000,583.00000,1012.00000,76.00000,416.00000,-20.00000,513.00000,499.00000,-62.00000,437.00000,6.00000,431.00000,431.00000,-4.00000,427.00000,542.00000,499.00000,253.51600,253.82800,1.68000,1.68000
2021-03-31,1506.00000,591.00000,915.00000,67.00000,382.00000,2.00000,448.00000,467.00000,,467.00000,72.00000,395.00000,395.00000,4.00000,399.00000,505.00000,467.00000,253.51600,253.51600,1.58000,1.58000
2020-12-31,1613.00000,586.00000,1027.00000,154.00000,442.00000,53.00000,596.00000,431.00000,,525.00000,149.00000,376.00000,376.00000,-8.00000,368.00000,481.00000,431.00000,253.51600,253.51600,1.44000,1.44000
2020-09-30,1613.00000,535.00000,1078.00000,54.00000,321.00000,-10.00000,397.00000,681.00000,,681.00000,121.00000,560.00000,560.00000,-13.00000,547.00000,721.00000,681.00000,253.51600,253.51600,2.16000,2.16000
2020-06-30,1526.00000,460.00000,1066.00000,51.00000,284.00000,-10.00000,364.00000,702.00000,,702.00000,116.00000,586.00000,586.00000,-44.00000,542.00000,736.00000,702.00000,253.51600,253.51600,2.14000,2.14000
2020-03-31,1780.00000,538.00000,1242.00000,45.00000,317.00000,-24.00000,398.00000,844.00000,,844.00000,110.00000,734.00000,734.00000,-31.00000,703.00000,877.00000,844.00000,253.51600,253.51600,2.78000,2.78000
2019-12-31,,,,,,,,,,,,,,,,,,,,,0.00000
2018-12-31,,,,,,,,,,,,,,,,,,,,,0.00000
