,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,4629.00000,2055.00000,2574.00000,1633.00000,-18.00000,2372.00000,202.00000,-70.00000,132.00000,89.00000,43.00000,43.00000,5.00000,1058.00000,202.00000,836.40000,838.80000,0.00000,0.01000
2022-09-30,4455.00000,1907.00000,2548.00000,1634.00000,33.00000,1601.00000,947.00000,-55.00000,892.00000,210.00000,682.00000,682.00000,618.00000,1081.00000,947.00000,835.70000,838.50000,0.74000,0.74000
2022-06-30,4484.00000,1930.00000,2554.00000,1657.00000,-13.00000,1670.00000,884.00000,-43.00000,841.00000,202.00000,639.00000,639.00000,603.00000,1022.00000,884.00000,836.80000,839.40000,0.72000,0.72000
2022-03-31,4399.00000,1827.00000,2572.00000,1641.00000,-71.00000,1712.00000,860.00000,-65.00000,795.00000,192.00000,603.00000,603.00000,559.00000,998.00000,860.00000,840.60000,843.70000,0.67000,0.66000
2021-12-31,4403.00000,1844.00000,2559.00000,1598.00000,-25.00000,2194.00000,365.00000,-41.00000,324.00000,136.00000,188.00000,188.00000,148.00000,1078.00000,365.00000,845.00000,848.30000,0.18000,0.17000
2021-09-30,4414.00000,1791.00000,2623.00000,1636.00000,-20.00000,1656.00000,967.00000,-114.00000,853.00000,172.00000,681.00000,681.00000,634.00000,1107.00000,967.00000,843.60000,846.40000,0.75000,0.75000
2021-06-30,4260.00000,1704.00000,2556.00000,1568.00000,8.00000,1560.00000,996.00000,-43.00000,953.00000,212.00000,741.00000,741.00000,703.00000,1133.00000,996.00000,845.60000,849.40000,0.83000,0.83000
2021-03-31,4344.00000,1707.00000,2637.00000,1605.00000,-28.00000,1633.00000,1004.00000,-47.00000,957.00000,229.00000,728.00000,728.00000,681.00000,1141.00000,1004.00000,848.60000,851.40000,0.80000,0.80000
2020-12-31,4324.00000,1681.00000,2643.00000,1633.00000,-41.00000,1674.00000,969.00000,-75.00000,894.00000,202.00000,692.00000,692.00000,647.00000,1108.00000,969.00000,856.80000,859.30000,0.77000,0.76000
2020-09-30,4153.00000,1613.00000,2540.00000,1518.00000,-4.00000,1522.00000,1018.00000,-51.00000,967.00000,222.00000,745.00000,745.00000,698.00000,1152.00000,1018.00000,859.00000,861.80000,0.81000,0.81000
2020-06-30,3897.00000,1528.00000,2369.00000,1395.00000,-28.00000,1423.00000,946.00000,-55.00000,891.00000,216.00000,675.00000,675.00000,635.00000,1079.00000,946.00000,857.40000,858.90000,0.74000,0.74000
2020-03-31,4097.00000,1632.00000,2465.00000,1473.00000,-40.00000,1513.00000,952.00000,-57.00000,895.00000,147.00000,748.00000,748.00000,715.00000,1085.00000,952.00000,856.90000,858.40000,0.83000,0.83000
2019-12-31,4015.00000,1601.00000,2414.00000,1412.00000,-71.00000,1483.00000,931.00000,-61.00000,870.00000,188.00000,682.00000,682.00000,643.00000,1064.00000,931.00000,859.10000,861.10000,0.76000,0.75000
2019-09-30,3928.00000,1612.00000,2316.00000,1429.00000,-31.00000,1460.00000,856.00000,-62.00000,794.00000,167.00000,627.00000,627.00000,578.00000,986.00000,856.00000,858.70000,861.20000,0.67000,0.67000
