,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2019-10-31,3849.11700,2766.43200,1082.68500,604.60500,604.60500,478.08010,4.40200,482.48200,111.55000,370.93200,370.93200,370.93200,566.27110,478.08010,356.87900,359.29900,1.04000,1.03000
2019-07-31,3979.86900,2843.85000,1136.01900,591.97000,591.97000,544.04880,4.78200,548.83100,136.11000,412.72100,412.72100,412.72100,628.18980,544.04880,359.79400,362.07400,1.15000,1.14000
2019-04-30,3796.64200,2701.66800,1094.97400,558.25000,558.25000,536.72410,5.63500,542.35900,121.21700,421.14200,421.14200,421.14200,619.48110,536.72410,363.08500,365.91200,1.16000,1.15000
2019-01-31,4107.38900,2989.74400,1117.64400,575.96910,575.96900,541.67580,5.31300,546.98790,105.29500,441.69300,441.69300,441.69300,625.88180,541.67530,369.53300,372.67800,1.21000,1.20000
2018-10-31,3549.60800,2547.33100,1002.27700,561.57700,561.57700,440.69970,2.95300,443.65300,105.54500,338.10800,338.10800,338.10800,524.44770,440.69970,368.10200,371.06100,0.92000,0.91000
2018-07-31,3737.92600,2666.98300,1070.94300,554.58100,554.58100,516.36210,1.39300,517.75500,128.35100,389.40400,389.40400,389.40400,598.96810,516.36210,371.03100,373.71700,1.05000,1.04000
2018-04-30,3588.61900,2522.21900,1066.40000,524.42300,524.42300,541.97680,0.50300,542.48000,124.22800,418.25200,418.25200,418.25200,621.77380,541.97680,373.79700,377.06200,1.12000,1.11000
2018-01-31,4067.80600,2922.58200,1145.22400,553.30600,553.30600,591.91820,-0.38600,591.53210,140.78500,450.74690,450.74690,450.74710,677.82620,591.91820,381.17400,384.32900,1.20000,1.19000
2017-10-31,3328.89400,2369.14800,959.74610,517.29700,517.29700,442.44920,-1.78000,440.66900,166.22000,274.44900,274.44900,274.44900,518.79920,442.44920,379.43200,382.13200,0.72000,0.72000
2017-07-31,3431.60300,2420.94200,1010.66100,498.27600,498.27600,512.38530,-2.34100,510.04400,193.50500,316.53900,316.53900,316.53900,587.47030,512.38530,383.01100,385.57100,0.83000,0.82000
2017-04-30,3306.42900,2329.96600,976.46290,474.81900,474.81900,501.64380,-3.16900,498.47500,177.45700,321.01800,321.01800,321.01800,577.46380,501.64380,386.43300,389.73000,0.83000,0.82000
2017-01-31,3510.15800,2539.56300,970.59470,493.80190,493.80200,476.79270,-3.75500,473.03790,172.47000,300.56800,300.56800,300.56800,555.17180,476.79250,392.12400,394.95800,0.77000,0.77000
2016-10-31,3086.68700,2206.09200,880.59500,490.17100,490.17100,390.42410,-4.15600,386.26800,141.72200,244.54600,244.54600,244.54600,465.93010,390.42410,390.87000,393.37200,0.63000,0.62000
2016-07-31,3180.91700,2251.84500,929.07200,469.51100,469.51100,459.56100,-4.21300,455.34800,173.44200,281.90600,281.90600,281.90600,534.31300,459.56100,393.56800,395.93000,0.72000,0.71000
2016-04-30,3088.99500,2176.20500,912.79000,436.92400,436.92400,475.86600,-4.36400,471.50200,180.86800,290.63400,290.63400,290.63400,549.74400,475.86600,395.79900,398.81200,0.73000,0.73000
2016-01-31,3250.72700,2386.59100,864.13570,450.87700,450.87700,413.25900,-4.53000,408.72800,144.56700,264.16100,264.16100,264.16100,485.91300,413.25850,403.03400,406.40500,0.66000,0.66000
2015-10-31,2782.85500,2003.34700,779.50790,443.35400,443.35400,336.15380,-4.42700,331.72700,116.07100,215.65600,215.65600,215.65600,409.59880,336.15380,401.49400,404.50400,0.54000,0.53000
2015-07-31,2968.27000,2119.48000,848.79000,435.22600,435.22600,413.56400,-1.65200,411.91200,153.27300,258.63900,258.63900,258.63900,478.97700,413.56400,404.76000,407.69300,0.64000,0.63000
2015-04-30,2938.14800,2067.45500,870.69290,409.29800,409.29800,461.39480,-2.00300,459.39200,177.18700,282.20500,282.20500,282.20500,524.71080,461.39480,407.65300,411.38600,0.69000,0.69000
2015-01-31,3032.69800,2203.57000,829.12770,430.34190,430.34300,398.78490,-2.40600,396.38000,147.85000,248.53000,248.53000,248.53000,461.42290,398.78540,413.55300,418.07700,0.60500,0.60500
2014-10-31,2598.82000,1882.18500,716.63500,410.00200,410.00200,306.63310,-0.77700,305.85600,113.13600,192.72000,192.72000,192.72000,366.28410,306.63310,411.73200,415.92900,0.47000,0.46000
2014-07-31,2729.56600,1944.01700,785.54900,395.22500,395.22500,390.32400,0.09500,390.41900,150.85800,239.56100,239.56100,239.56100,444.52900,390.32400,415.13000,419.30500,0.58000,0.57000
2014-04-30,2680.59300,1908.18400,772.40910,379.80200,379.80200,392.60720,0.10400,392.71100,148.79800,243.91300,243.91300,243.91300,449.07220,392.60720,417.89800,423.03000,0.58500,0.57500
2014-01-31,2741.03900,1992.10100,748.93800,401.34500,401.34600,347.59250,0.12900,347.72310,129.77000,217.95310,217.95310,217.95300,404.29250,347.59330,425.76100,431.61000,0.52000,0.51500
2013-10-31,2398.12200,1746.23500,651.88710,381.86000,381.86000,270.02710,0.15200,270.17900,98.56100,171.61800,171.61800,171.61800,320.58510,270.02710,423.97200,429.60600,0.40500,0.40000
2013-07-31,2551.27700,1823.77700,727.50010,381.19300,381.19300,346.30710,0.17500,346.48200,133.36100,213.12100,213.12100,213.12100,396.43410,346.30710,427.67200,433.22600,0.50000,0.49000
2013-04-30,2539.91400,1798.81100,741.10300,361.96800,361.96800,379.13500,-0.20900,378.92600,144.31400,234.61200,234.61200,234.61200,427.86100,379.13500,430.81600,436.99200,0.54500,0.53500
2013-01-31,2760.64700,1993.66100,766.98560,390.00300,390.00400,376.98220,-0.94600,376.03600,139.43400,236.60200,236.60200,236.60200,428.64920,376.98190,438.26000,445.56800,0.54500,0.53500
2012-10-31,2262.72300,1648.99700,613.72600,357.98300,357.98300,255.74290,-1.64300,254.10000,94.57600,159.52400,159.52400,159.52400,301.88290,255.74290,437.16600,444.37000,0.36500,0.36000
2012-07-31,2340.85500,1689.64300,651.21200,352.08900,352.08900,299.12300,-2.08600,297.03700,115.01300,182.02400,182.02400,182.02400,343.67110,299.12300,440.13000,447.21000,0.41500,0.40500
2012-04-30,2356.84100,1679.12700,677.71410,337.81100,337.81100,339.90310,-2.23200,337.67100,129.05800,208.61300,208.61300,208.61300,383.03910,339.90310,442.20800,449.85800,0.47000,0.46500
2012-01-31,2397.87800,1745.03400,652.84450,341.79390,341.79400,311.05050,-2.69300,308.35710,116.40500,191.95210,191.95210,191.95200,353.60550,311.05050,451.83000,459.96400,0.43500,0.42500
2011-10-31,2046.42700,1490.21300,556.21400,332.22600,332.22600,223.98800,-2.56500,221.42300,77.45400,143.96900,143.96900,143.96900,263.90900,223.98800,449.08000,456.92000,0.32000,0.31500
2011-07-31,2089.41000,1524.30700,565.10290,320.88500,320.88500,244.21790,-2.56900,241.64900,93.37300,148.27600,148.27600,148.27600,281.69990,244.21790,454.61000,462.35200,0.32500,0.32000
2011-04-30,2074.57600,1481.20600,593.36990,309.16000,309.16000,284.20980,-2.49500,281.71500,108.74200,172.97300,172.97300,172.97300,324.14380,284.20980,459.05600,467.09400,0.37500,0.37000
2011-01-31,2145.24200,1562.35400,582.88770,319.62410,319.62500,263.26340,-2.51300,260.75000,98.95400,161.79600,161.79600,161.79600,303.83340,263.26330,471.28200,479.61000,0.34500,0.34250
2010-10-31,1874.32000,1365.51300,508.80700,312.27700,312.27700,196.53000,-2.23200,194.29800,72.92000,121.37800,121.37800,121.37800,236.49200,196.53000,468.15600,476.07200,0.26000,0.25500
2010-07-31,1911.76000,1395.78500,515.97500,303.40200,303.40200,212.57300,-2.43600,210.13700,80.86100,129.27600,129.27600,129.27600,252.89000,212.57300,474.46000,482.24800,0.27250,0.26750
2010-04-30,1934.77800,1406.08200,528.69590,294.47200,294.47200,234.22400,-2.38800,231.83600,89.48900,142.34700,142.34700,142.34700,274.06800,234.22400,479.31600,489.32800,0.29750,0.29000
2010-01-31,1979.83900,1462.58100,517.25790,286.11400,286.11400,231.14420,-2.60400,228.54000,85.65700,142.88300,142.88300,142.88300,274.99910,231.14400,491.54800,500.05600,0.29250,0.29000
2009-10-31,1744.13900,1284.85200,459.28700,286.51100,286.51100,172.77600,-1.94300,170.83300,65.75300,105.08000,105.08000,105.08000,212.46200,172.77600,489.50800,498.59200,0.21500,0.21000
2009-07-31,1768.63600,1311.13600,457.50000,286.15800,286.15800,171.34200,-1.39000,169.95200,66.54500,103.40700,103.40700,103.40700,209.28800,171.34200,493.86800,502.63200,0.21000,0.20500
2009-04-30,1691.59900,1268.70900,422.89000,272.03000,272.03000,150.86000,-1.65600,149.20400,57.81700,91.38700,91.38700,91.38700,188.41600,150.86000,498.76800,506.25600,0.18250,0.18000
2009-01-31,1734.11200,1321.34600,412.76610,255.31210,255.31200,157.45370,-2.53100,154.92300,57.53600,97.38700,97.38700,97.38700,198.33670,157.45420,516.94000,525.26000,0.19000,0.18750
