,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-11-30,13315.00000,7604.00000,5711.00000,4124.00000,4124.00000,1587.00000,63.00000,1650.00000,319.00000,1331.00000,1331.00000,,1331.00000,1906.00000,1587.00000,1559.00000,1572.40000,0.85000,0.85000
2022-08-31,12687.00000,7072.00000,5615.00000,3920.00000,3920.00000,1695.00000,133.00000,1828.00000,360.00000,1468.00000,1468.00000,,1468.00000,1855.00000,1695.00000,1567.10000,1585.80000,0.94000,0.93000
2022-05-31,12234.00000,6731.00000,5503.00000,4035.00000,4035.00000,1468.00000,-94.00000,1374.00000,-65.00000,1439.00000,1439.00000,,1439.00000,1764.00000,1468.00000,1578.80000,1610.80000,0.93000,0.89000
2022-02-28,10871.00000,5804.00000,5067.00000,3438.00000,3438.00000,1629.00000,41.00000,1670.00000,274.00000,1396.00000,1396.00000,,1396.00000,1812.00000,1629.00000,1579.00000,1610.70000,0.88000,0.87000
2021-11-30,11357.00000,6144.00000,5213.00000,3759.00000,3759.00000,1454.00000,47.00000,1501.00000,164.00000,1337.00000,1337.00000,,1337.00000,1647.00000,1454.00000,1582.40000,1617.40000,0.84000,0.83000
2021-08-31,12248.00000,6552.00000,5696.00000,3572.00000,3572.00000,2124.00000,-18.00000,2106.00000,232.00000,1874.00000,1874.00000,,1874.00000,2292.00000,2124.00000,1581.90000,1619.60000,1.18000,1.16000
2021-05-31,12344.00000,6689.00000,5655.00000,3742.00000,3742.00000,1913.00000,-59.00000,1854.00000,345.00000,1509.00000,1509.00000,,1509.00000,2134.00000,1913.00000,1573.00000,1609.40000,0.95000,0.93000
2021-02-28,10357.00000,5638.00000,4719.00000,3041.00000,3041.00000,1678.00000,-42.00000,1636.00000,187.00000,1449.00000,1449.00000,,1449.00000,1790.00000,1678.00000,1578.00000,1616.90000,0.92000,0.90000
2020-11-30,11243.00000,6396.00000,4847.00000,3267.00000,3267.00000,1580.00000,-124.00000,1456.00000,205.00000,1251.00000,1251.00000,,1251.00000,1827.00000,1580.00000,1573.00000,1609.50000,0.80000,0.78000
2020-08-31,10594.00000,5853.00000,4741.00000,2975.00000,2975.00000,1766.00000,-51.00000,1715.00000,197.00000,1518.00000,1518.00000,,1518.00000,1983.00000,1766.00000,1561.80000,1593.30000,0.97000,0.95000
2020-05-31,6313.00000,3960.00000,2353.00000,3191.00000,3191.00000,-838.00000,34.00000,-804.00000,-14.00000,-790.00000,-790.00000,,-790.00000,-615.00000,-838.00000,1558.80000,1591.60000,-0.49000,-0.49000
2020-02-29,10104.00000,5631.00000,4473.00000,3283.00000,3283.00000,1190.00000,-309.00000,881.00000,34.00000,847.00000,847.00000,,847.00000,1724.00000,1190.00000,1556.30000,1591.60000,0.54000,0.53000
2019-11-30,10326.00000,5782.00000,4544.00000,3324.00000,3324.00000,1220.00000,29.00000,1249.00000,134.00000,1115.00000,1115.00000,,1115.00000,1407.00000,1220.00000,1560.60000,1594.40000,0.71000,0.70000
2019-08-31,10660.00000,5789.00000,4871.00000,3328.00000,3328.00000,1543.00000,18.00000,1561.00000,194.00000,1367.00000,1367.00000,,1367.00000,1718.00000,1543.00000,1562.40000,1597.50000,0.87000,0.86000
2019-05-31,10184.00000,5551.00000,4633.00000,3406.00000,3406.00000,1227.00000,16.00000,1243.00000,254.00000,989.00000,989.00000,,989.00000,1411.00000,1227.00000,1579.70000,1618.40000,0.62000,0.62000
2019-02-28,9611.00000,5272.00000,4339.00000,3091.00000,3091.00000,1248.00000,43.00000,1291.00000,190.00000,1101.00000,1101.00000,,1101.00000,1425.00000,1248.00000,1572.80000,1609.60000,0.70000,0.68000
2018-11-30,9374.00000,5269.00000,4105.00000,3142.00000,3142.00000,963.00000,34.00000,997.00000,150.00000,847.00000,847.00000,,847.00000,1141.00000,963.00000,1581.40000,1620.70000,0.54000,0.52000
2018-08-31,9948.00000,5551.00000,4397.00000,3063.00000,3063.00000,1334.00000,-64.00000,1270.00000,178.00000,1092.00000,1092.00000,,1092.00000,1515.00000,1334.00000,1594.00000,1634.40000,0.69000,0.67000
2018-05-31,9789.00000,5411.00000,4378.00000,3120.00000,3120.00000,1258.00000,-43.00000,1215.00000,78.00000,1137.00000,1137.00000,,1137.00000,1458.00000,1258.00000,1623.80000,1659.10000,0.71000,0.71000
2018-02-28,8984.00000,5046.00000,3938.00000,2767.00000,2767.00000,1171.00000,-12.00000,1159.00000,2080.00000,-921.00000,-921.00000,,-921.00000,1369.00000,1171.00000,1623.50000,1623.50000,-0.57000,-0.57000
2017-11-30,8554.00000,4876.00000,3678.00000,2768.00000,2768.00000,910.00000,-31.00000,879.00000,112.00000,767.00000,767.00000,,767.00000,1101.00000,910.00000,1627.00000,1660.90000,0.47000,0.46000
2017-08-31,9070.00000,5108.00000,3962.00000,2856.00000,2856.00000,1106.00000,-34.00000,1072.00000,122.00000,950.00000,950.00000,,950.00000,1291.00000,1106.00000,1639.10000,1676.90000,0.58000,0.57000
2017-05-31,8677.00000,4854.00000,3823.00000,2665.00000,2665.00000,1158.00000,10.00000,1168.00000,160.00000,1008.00000,1008.00000,,1008.00000,1346.00000,1158.00000,1657.80000,1692.00000,0.61000,0.60000
2017-02-28,8432.00000,4682.00000,3750.00000,2496.00000,2496.00000,1254.00000,69.00000,1323.00000,182.00000,1141.00000,1141.00000,,1141.00000,1424.00000,1254.00000,1653.10000,1686.30000,0.69000,0.68000
2016-11-30,8180.00000,4564.00000,3616.00000,2505.00000,2505.00000,1111.00000,3.00000,1114.00000,272.00000,842.00000,842.00000,,842.00000,1289.00000,1111.00000,1659.10000,1693.20000,0.51000,0.50000
2016-08-31,9061.00000,4938.00000,4123.00000,2897.00000,2897.00000,1226.00000,55.00000,1281.00000,32.00000,1249.00000,1249.00000,,1249.00000,1406.00000,1226.00000,1672.00000,1708.90000,0.75000,0.73000
2016-05-31,8244.00000,4458.00000,3786.00000,2766.00000,2766.00000,1020.00000,53.00000,1073.00000,227.00000,846.00000,846.00000,,846.00000,1183.00000,1020.00000,1697.90000,1742.50000,0.50000,0.49000
2016-02-29,8032.00000,4343.00000,3689.00000,2566.00000,2566.00000,1123.00000,12.00000,1135.00000,185.00000,950.00000,950.00000,,950.00000,1300.00000,1123.00000,1693.80000,1737.30000,0.56000,0.55000
2015-11-30,7686.00000,4185.00000,3501.00000,2560.00000,2560.00000,941.00000,29.00000,970.00000,185.00000,785.00000,785.00000,,785.00000,1098.00000,941.00000,1706.50000,1751.40000,0.46000,0.45000
2015-08-31,8414.00000,4419.00000,3995.00000,2577.00000,2577.00000,1418.00000,27.00000,1445.00000,266.00000,1179.00000,1179.00000,,1179.00000,1583.00000,1418.00000,1709.00000,1754.50000,0.69000,0.67000
2015-05-31,7779.00000,4186.00000,3593.00000,2595.00000,2595.00000,998.00000,54.00000,1052.00000,187.00000,865.00000,865.00000,,865.00000,1166.00000,998.00000,1723.50000,1768.80000,0.50500,0.48500
