,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,1473.28600,971.30880,501.97730,441.64210,441.64220,60.33500,-53.31100,7.02390,425.13200,-418.10810,-418.10800,,-418.10800,90.11300,60.33500,349.97000,349.97000,-1.19000,-1.19000
2022-09-30,1670.74100,1107.88900,562.85190,421.40800,421.40800,141.44400,-44.93300,96.51100,16.41000,80.10100,80.10100,0.00000,80.10100,170.23900,141.44400,349.88400,350.31600,0.23000,0.23000
2022-06-30,1513.46700,941.36600,572.10100,424.84700,424.84700,147.25400,-35.61300,111.64100,18.98000,92.66100,92.66100,-0.56000,92.10100,174.07500,147.25400,349.77200,350.30300,0.26000,0.26000
2022-03-31,1576.15600,991.97800,584.17800,413.66600,413.66600,170.51200,-32.95000,137.56200,23.38500,114.17700,114.17700,4.52500,118.70200,198.68500,170.51200,350.25100,351.45300,0.34000,0.34000
2021-12-31,1752.34900,1084.62100,667.72850,512.16200,512.16100,155.56690,-82.66600,72.90050,4.94600,67.95450,67.95400,-7.92100,60.03300,184.33090,155.56640,351.02800,352.07800,0.17000,0.17000
2021-09-30,1789.55100,1089.89000,699.66100,465.01500,465.01500,234.64600,-42.67100,191.97500,15.22800,176.74700,176.74700,-24.97000,151.77700,264.35900,234.64600,351.07100,352.25100,0.43000,0.43000
2021-06-30,1751.31100,1069.68200,681.62900,464.23500,464.23500,217.39400,-44.29500,173.09900,25.23600,147.86300,147.86300,-19.18700,128.67600,247.49900,217.39400,350.98700,352.05200,0.37000,0.37000
2021-03-31,1508.02900,905.34800,602.68100,412.55900,412.55900,190.12210,-47.02100,143.10100,14.69700,128.40400,128.40400,-391.66600,-263.26200,228.04310,190.12210,351.00300,351.68600,-0.75000,-0.75000
2020-12-31,1689.14500,1589.94600,99.19900,495.70600,495.70600,-396.50740,-48.63900,-445.14600,-152.94800,-292.19800,-292.19800,-39.96600,-332.16400,-355.06950,-396.50710,352.76600,352.76600,-0.94000,-0.94000
2020-09-30,1691.86300,1120.39200,571.47110,382.38400,382.38400,189.08700,-48.39800,140.68900,22.46400,118.22500,118.22500,-14.94700,103.27800,223.83600,189.08700,350.70300,351.60400,0.29000,0.29000
2020-06-30,1543.08300,1029.22100,513.86210,311.72900,311.72900,202.13310,-45.72800,156.40500,19.83700,136.56800,136.56800,24.61300,161.18100,236.46310,202.13310,350.53800,350.82900,0.46000,0.46000
2020-03-31,1203.07000,784.90200,418.16800,370.21500,370.21500,47.95300,-42.12800,5.82500,0.70700,5.11800,5.11800,-12.99200,-7.87400,81.44700,47.95300,359.01700,359.43600,-0.02000,-0.02000
2019-12-31,1209.79800,793.68300,416.11490,211.74500,211.74500,204.37040,-45.68700,158.68300,1.09300,157.59000,157.59000,,184.98600,241.20540,204.37000,364.70900,365.51900,0.51000,0.50000
2019-09-30,1866.96700,1149.93400,717.03310,449.96200,449.96200,267.07100,-51.15700,215.91400,30.82300,185.09100,185.09100,,185.09100,302.68700,267.07100,364.74300,365.59700,0.51000,0.51000
2019-06-30,1760.92700,1085.40400,675.52290,445.92300,445.92300,229.60000,-54.77100,174.82900,25.27400,149.55500,149.55500,,149.55500,264.17300,229.60000,364.63700,365.53700,0.41000,0.41000
2019-03-31,1588.02400,967.99300,620.03110,470.38700,470.38700,149.64400,-55.51000,94.13400,13.04600,81.08800,81.08800,,81.08800,184.31800,149.64400,364.57000,365.29900,0.22000,0.22000
2018-12-31,1768.30100,1066.62600,701.67540,460.03400,460.03300,241.64200,-54.46600,187.17500,38.97200,148.20300,148.20300,,148.20300,276.45100,241.64160,363.51300,364.50500,0.40000,0.40000
2018-09-30,1848.70700,1136.04000,712.66700,455.77800,455.77800,256.88890,-60.08000,196.80900,25.38800,171.42100,171.42100,,171.42100,293.03390,256.88890,363.51000,364.63800,0.47000,0.47000
2018-06-30,1715.44300,1055.48700,659.95590,439.89300,439.89300,220.06290,-55.00000,165.06300,24.43000,140.63300,140.63300,,140.63300,255.91490,220.06290,362.01100,363.25400,0.39000,0.39000
2018-03-31,1471.50400,892.58300,578.92100,432.86300,432.86300,146.05800,-51.52400,94.53400,15.12500,79.40900,79.40900,,79.40900,180.32600,146.05800,361.88200,363.29100,0.22000,0.22000
2017-12-31,1645.17500,1019.61400,625.56130,480.13400,507.98600,117.57570,-56.88600,60.68900,433.31300,-372.62410,-372.62400,,-372.62400,152.75170,117.57530,367.68000,369.42600,-1.02000,-1.01000
2017-09-30,1799.27000,1120.81300,678.45700,419.99100,419.99100,258.46610,-50.96000,207.50600,4.15000,203.35600,203.35600,,203.35600,292.63910,258.46610,366.08300,368.16000,0.56000,0.55000
2017-06-30,1646.61000,1000.70800,645.90200,412.19700,412.19700,233.70500,-50.55200,183.15300,10.98900,172.16400,172.16400,0.36800,172.53200,265.77100,233.70500,365.91100,367.99200,0.47000,0.47000
2017-03-31,1380.35500,840.82400,539.53100,413.10200,413.10200,126.42900,-48.68200,77.74700,4.66500,73.08200,73.08200,-2.46500,70.61700,157.89500,126.42900,373.21800,375.25100,0.19000,0.19000
2016-12-31,1575.30900,963.17410,612.13510,394.05090,394.05090,218.08420,-56.78000,161.30400,5.57900,155.72500,155.72500,1.38700,157.11200,250.17720,218.08420,381.78200,384.56600,0.40000,0.40000
2016-09-30,1761.01900,1111.65300,649.36610,421.01400,421.01400,228.35210,-44.99200,183.36000,10.57000,172.79000,172.79000,1.06800,173.85800,257.81410,228.35210,379.36800,382.55800,0.46000,0.45000
2016-06-30,1472.73100,915.44000,557.29100,336.08100,336.08100,221.21000,-84.86500,136.34500,8.20200,128.14300,128.14300,0.00000,128.14300,247.25400,221.21000,379.23300,382.51100,0.34000,0.34000
2016-03-31,1219.14000,761.88400,457.25600,334.85100,334.85100,122.40500,-32.21500,90.19000,9.92100,80.26900,80.26900,0.00000,80.26900,147.01500,122.40500,386.59800,389.04300,0.21000,0.21000
2015-12-31,1409.55700,868.43100,541.12580,383.20000,383.20000,157.92570,-32.05200,125.87400,6.71100,119.16300,119.16300,,119.16300,187.93370,157.92570,399.89100,403.65900,0.30000,0.30000
2015-09-30,1591.03800,1010.28800,580.74990,372.42200,372.42200,208.32800,-32.07400,176.25400,14.10000,162.15400,162.15400,0.00000,162.15400,235.08100,208.32800,399.44500,402.97900,0.41000,0.40000
2015-06-30,1522.03300,953.80800,568.22500,429.29200,429.29200,138.93300,-29.85000,109.08300,14.18100,94.90200,94.90200,,94.90200,166.88900,138.93300,403.94900,407.51000,0.23000,0.23000
2015-03-31,1208.92100,762.69000,446.23100,356.30000,356.30000,89.93100,-27.26900,62.66200,10.02600,52.63600,52.63600,,52.63600,116.19400,89.93100,403.57800,408.26000,0.13000,0.13000
2014-12-31,1522.59600,977.03520,545.56090,414.41100,414.41080,131.15000,-30.63100,100.51900,11.08200,89.43700,89.43700,,89.43700,161.47900,131.15000,402.30000,408.04400,0.23000,0.22000
2014-09-30,1400.72800,903.01300,497.71500,343.82300,343.82300,153.89210,-24.32300,129.56900,10.62500,118.94400,118.94400,,118.94400,178.88310,153.89210,402.39200,408.52400,0.30000,0.29000
2014-06-30,1342.05200,837.69800,504.35400,297.23000,297.23000,207.12400,-21.77900,185.34500,30.76700,154.57800,154.57800,,154.57800,231.53200,207.12400,401.92000,408.22800,0.38000,0.38000
2014-03-31,1059.37000,702.59300,356.77700,284.98900,284.98900,71.78800,-22.25300,49.53500,7.97500,41.56000,41.56000,,41.56000,96.27300,71.78800,401.56400,407.87600,0.10000,0.10000
