,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2020-06-30,5143.00000,1064.00000,4079.00000,1299.00000,1239.00000,7062.00000,-2983.00000,10.00000,-2973.00000,373.00000,-3346.00000,-3346.00000,-3339.00000,-2634.00000,-2983.00000,1255.00000,1255.00000,-2.66000,-2.66000
2020-03-31,5548.00000,969.00000,4579.00000,1004.00000,1076.00000,2177.00000,2402.00000,-399.00000,2003.00000,465.00000,1538.00000,1538.00000,1551.00000,2751.00000,2402.00000,1262.00000,1270.00000,1.23000,1.22000
2019-12-31,5879.00000,1683.00000,4196.00000,973.00000,1204.00000,3103.00000,1093.00000,808.00000,1901.00000,-788.00000,2689.00000,2689.00000,2696.00000,1443.00000,1093.00000,1270.00000,1277.00000,2.13000,2.13000
2019-09-30,5604.00000,1035.00000,4569.00000,1030.00000,1052.00000,6042.00000,-1473.00000,-28.00000,-1501.00000,-333.00000,-1168.00000,-1168.00000,-1165.00000,-1126.00000,-1473.00000,1267.00000,1267.00000,-0.92000,-0.92000
2019-06-30,5685.00000,1000.00000,4685.00000,995.00000,1095.00000,2255.00000,2430.00000,-20.00000,2410.00000,535.00000,1875.00000,1875.00000,1880.00000,2778.00000,2430.00000,1277.00000,1277.00000,1.48000,1.47000
2019-03-31,5281.00000,957.00000,4324.00000,1057.00000,1030.00000,2087.00000,2237.00000,113.00000,2350.00000,382.00000,1968.00000,1968.00000,1975.00000,2596.00000,2237.00000,1276.00000,1283.00000,1.55000,1.54000
2018-12-31,5795.00000,1570.00000,4225.00000,852.00000,1131.00000,3081.00000,1144.00000,-128.00000,1016.00000,1013.00000,3.00000,3.00000,3.00000,1502.00000,1144.00000,1298.00000,1308.00000,,0.01000
2018-09-30,5596.00000,1086.00000,4510.00000,939.00000,948.00000,1887.00000,2623.00000,41.00000,2664.00000,565.00000,2099.00000,2099.00000,2097.00000,2981.00000,2623.00000,1296.00000,1307.00000,1.62000,1.60000
2018-06-30,5648.00000,1196.00000,4452.00000,1192.00000,980.00000,2172.00000,2280.00000,-194.00000,2086.00000,267.00000,1819.00000,1819.00000,1817.00000,2636.00000,2280.00000,1298.00000,1308.00000,1.40000,1.39000
2018-03-31,5088.00000,1001.00000,4087.00000,937.00000,997.00000,1934.00000,2153.00000,-120.00000,2033.00000,494.00000,1539.00000,1539.00000,1538.00000,2510.00000,2153.00000,1307.00000,1320.00000,1.18000,1.17000
2017-12-31,5949.00000,1256.00000,4693.00000,1150.00000,1252.00000,2402.00000,2291.00000,-165.00000,2126.00000,5962.00000,-3836.00000,-3836.00000,-3865.00000,2688.00000,2291.00000,1307.00000,1319.00000,-2.96000,-2.93000
2017-09-30,6512.00000,1032.00000,5480.00000,789.00000,879.00000,1668.00000,3812.00000,-141.00000,3671.00000,959.00000,2712.00000,2712.00000,2718.00000,4109.00000,3812.00000,1306.00000,1319.00000,2.08000,2.06000
2017-06-30,7141.00000,1126.00000,6015.00000,864.00000,897.00000,1761.00000,4254.00000,-139.00000,4115.00000,1046.00000,3069.00000,3069.00000,3073.00000,4552.00000,4254.00000,1307.00000,1317.00000,2.35000,2.33000
2017-03-31,6505.00000,957.00000,5548.00000,931.00000,850.00000,1781.00000,3767.00000,-150.00000,3617.00000,918.00000,2699.00000,2699.00000,2702.00000,4061.00000,3767.00000,1308.00000,1320.00000,2.07000,2.05000
2016-12-31,7320.00000,1075.00000,6245.00000,1208.00000,992.00000,2200.00000,4045.00000,-125.00000,3920.00000,821.00000,3099.00000,3099.00000,3108.00000,4337.00000,4045.00000,1339.00000,1358.00000,2.36000,2.34000
2016-09-30,7500.00000,1129.00000,6371.00000,1141.00000,831.00000,1972.00000,4399.00000,-123.00000,4276.00000,951.00000,3325.00000,3325.00000,3330.00000,4698.00000,4399.00000,1322.00000,1339.00000,2.52000,2.49000
2016-06-30,7776.00000,864.00000,6912.00000,1484.00000,890.00000,2374.00000,4538.00000,-139.00000,4399.00000,902.00000,3497.00000,3497.00000,3497.00000,4822.00000,4538.00000,1335.00000,1355.00000,2.62000,2.58000
2016-03-31,7794.00000,1193.00000,6601.00000,1265.00000,685.00000,1950.00000,4651.00000,-149.00000,4502.00000,935.00000,3567.00000,3567.00000,3566.00000,4934.00000,4651.00000,1383.00000,1412.00000,2.58000,2.53000
2015-12-31,8506.00000,1062.00000,7444.00000,757.00000,1066.00000,1823.00000,5621.00000,-184.00000,5437.00000,752.00000,4685.00000,4685.00000,4683.00000,5899.00000,5621.00000,1464.00000,1521.00000,3.27000,3.17000
2015-09-30,8295.00000,1064.00000,7231.00000,743.00000,903.00000,1646.00000,5585.00000,-113.00000,5472.00000,880.00000,4592.00000,4592.00000,4600.00000,5863.00000,5585.00000,1463.00000,1503.00000,3.14000,3.06000
2015-06-30,8244.00000,998.00000,7246.00000,818.00000,812.00000,1630.00000,5616.00000,-105.00000,5511.00000,1014.00000,4497.00000,4497.00000,4492.00000,5889.00000,5616.00000,1472.00000,1540.00000,3.05000,2.92000
2015-03-31,7594.00000,882.00000,6712.00000,696.00000,645.00000,1341.00000,5371.00000,-132.00000,5239.00000,907.00000,4332.00000,4332.00000,4333.00000,5640.00000,5371.00000,1488.00000,1569.00000,2.91000,2.76000
2014-12-31,7314.00000,1063.00000,6251.00000,1045.00000,876.00000,1921.00000,4330.00000,-100.00000,4230.00000,768.00000,3462.00000,3462.00000,3487.00000,4605.00000,4330.00000,1522.00000,1647.00000,2.31000,2.15000
2014-09-30,6042.00000,987.00000,5055.00000,630.00000,945.00000,1575.00000,3480.00000,-109.00000,3371.00000,647.00000,2724.00000,2724.00000,2731.00000,3748.00000,3480.00000,1514.00000,1637.00000,1.80000,1.67000
2014-06-30,6535.00000,925.00000,5610.00000,584.00000,614.00000,1198.00000,4412.00000,-106.00000,4306.00000,656.00000,3650.00000,3650.00000,3656.00000,4678.00000,4412.00000,1533.00000,1664.00000,2.39000,2.20000
2014-03-31,4999.00000,813.00000,4186.00000,595.00000,548.00000,1143.00000,3043.00000,-94.00000,2949.00000,726.00000,2223.00000,2223.00000,2227.00000,3284.00000,3043.00000,1537.00000,1680.00000,1.45000,1.33000
2013-12-31,3120.13800,858.02100,2262.11700,552.22200,512.85300,1065.07500,1197.04200,-84.47800,1112.56400,326.10800,786.45610,786.45610,791.60310,1325.29700,1197.04200,1529.00000,1695.00000,0.52000,0.45000
2013-09-30,2782.83300,681.86800,2100.96500,546.24400,406.86000,953.10400,1147.86100,-68.17200,1079.68900,294.47300,785.21590,785.21590,788.60600,1217.10300,1147.86100,1532.10500,1691.89800,0.51000,0.47000
2013-06-30,2767.39400,684.66300,2082.73100,523.90200,404.99100,928.89300,1153.83800,-78.23900,1075.59900,307.98100,767.61800,767.61800,772.60500,1227.01500,1153.83800,1526.94500,1694.57700,0.51000,0.46000
2013-03-31,2531.63500,634.44800,1897.18700,497.63200,374.29600,871.92800,1025.25900,-85.11100,940.14800,222.43800,717.71000,717.71000,722.18600,1099.58500,1025.25900,1521.37200,1665.06000,0.47000,0.43000
2012-12-31,2587.76800,675.45500,1912.31300,439.71390,365.79100,805.50500,1106.80800,-84.32500,1022.48300,263.12300,759.36010,759.36010,762.97490,1180.23300,1106.80800,1515.00000,1583.00000,0.50000,0.47000
2012-09-30,2426.59700,597.26900,1829.32800,465.83100,319.58300,785.41400,1043.91400,-92.82700,951.08700,280.05200,671.03500,671.03500,675.50500,1114.91000,1043.91400,1514.77000,1584.60800,0.45000,0.43000
2012-06-30,2405.18600,617.34500,1787.84100,396.24400,332.50500,728.74900,1059.09200,-89.49300,969.59900,263.52500,706.07400,706.07400,711.56400,1126.50400,1059.09200,1513.90200,1561.01200,0.47000,0.46000
2012-03-31,2282.44900,580.93100,1701.51800,458.21100,443.12100,901.33200,800.18590,-131.35500,668.83100,231.30000,437.53100,437.53100,441.95600,866.35290,800.18590,1512.57200,1554.77600,0.29000,0.28000
2011-12-31,2200.37800,584.44690,1615.93100,402.23600,346.21900,748.45510,867.47580,-48.63300,818.84280,157.08400,661.75900,661.75900,665.14490,940.90080,867.47620,1549.80600,1580.23600,0.44000,0.43000
2011-09-30,2121.66000,531.98900,1589.67100,290.06600,295.92700,585.99300,1003.67800,-28.69100,974.98700,237.44900,737.53800,737.53800,741.12400,1076.67900,1003.67800,1534.06600,1562.62400,0.48500,0.47500
2011-06-30,2137.25300,533.86300,1603.39000,282.40300,304.26900,586.67200,1016.71800,-34.12900,982.58900,240.13000,742.45900,742.45900,746.22700,1091.61000,1016.71800,1569.61400,1601.60000,0.47500,0.46500
2011-03-31,1926.09400,474.11100,1451.98300,254.44600,295.56800,550.01400,901.96900,-27.38400,874.58500,227.28200,647.30300,647.30300,651.14100,982.88300,901.96900,1592.23000,1623.71400,0.41000,0.40000
2010-12-31,1998.68700,496.33700,1502.35000,392.76010,280.20900,672.96900,829.38020,-29.85800,799.52290,173.15800,626.36490,626.36490,629.41910,906.89720,829.38070,1712.12000,1746.79200,0.38500,0.39000
2010-09-30,1937.65600,477.58400,1460.07200,230.44000,250.55900,480.99910,979.07290,-18.02700,961.04600,258.88300,702.16300,702.16300,704.87600,1048.12600,979.07290,1666.01200,1694.45600,0.42500,0.41500
2010-06-30,1927.22400,455.52500,1471.69900,231.06600,248.00600,479.07200,992.62700,0.52100,993.14800,284.02100,709.12700,709.12700,712.06100,1051.42800,992.62700,1763.60400,1797.50600,0.40500,0.39500
2010-03-31,2085.85300,440.43000,1645.42300,218.66400,265.61800,484.28200,1161.14100,-1.31000,1159.83100,307.73700,852.09410,852.09410,854.90100,1221.24700,1161.14100,1803.21200,1856.73600,0.47500,0.46000
2009-12-31,2032.37900,473.39890,1558.98000,239.64500,253.89700,493.54230,1065.43800,-5.99100,1059.44700,260.05400,799.39300,799.39300,802.21200,1129.54700,1065.43800,1809.20800,1868.21800,0.44000,0.43000
2009-09-30,1801.38900,409.70000,1391.68900,269.85600,227.42700,497.28300,894.40600,-3.20000,891.20600,220.72800,670.47800,670.47800,673.03300,951.45700,894.40600,1806.63800,1864.84800,0.37500,0.36000
2009-06-30,1647.15500,383.04500,1264.11000,241.63800,261.41100,503.04900,761.06100,-5.56100,755.50000,186.35500,569.14500,569.14500,571.39800,813.69600,761.06100,1811.22200,1868.95600,0.31500,0.30500
2009-03-31,1530.46000,329.41400,1201.04600,188.77900,203.95100,392.73000,808.31600,-12.51300,795.80300,209.22700,586.57600,586.57600,589.11200,847.46400,808.31600,1819.56000,1884.95800,0.32500,0.31500
