,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,3649.62200,2107.28100,1542.34100,1088.78600,1260.39200,281.94920,-11.19000,270.75810,69.45600,201.30210,201.30210,201.30200,453.55520,281.94900,104.14100,105.27600,1.94000,1.93000
2022-09-30,3838.25700,2272.57300,1565.68400,1036.87600,1203.45600,362.22800,-13.56200,348.66600,79.28400,269.38200,269.38200,269.38200,528.80800,362.22800,103.75700,104.92400,2.60000,2.57000
2022-06-30,3837.53200,2312.84200,1524.69000,1014.03600,1171.60700,353.08280,-12.84200,340.24100,84.89900,255.34200,255.34200,255.34200,510.65380,353.08280,104.25200,105.38700,2.45000,2.42000
2022-03-31,3488.58800,2133.74500,1354.84300,871.78600,1020.54900,334.29390,-12.58600,321.70800,78.38300,243.32500,243.32500,243.32500,483.05690,334.29390,104.89400,106.07500,2.32000,2.29000
2021-12-31,3496.97100,2140.94100,1356.03000,892.27280,1033.52700,322.50340,-9.69800,312.80500,70.59600,242.20900,242.20900,242.20910,463.75740,322.50320,105.35900,106.59300,2.30000,2.28000
2021-09-30,3144.81200,1904.93200,1239.88000,827.12800,966.05100,273.82910,-11.97700,261.85200,62.02300,199.82900,199.82900,199.82900,412.75210,273.82910,105.17300,106.43600,1.90000,1.88000
2021-06-30,2908.37000,1756.09200,1152.27800,771.36100,910.73200,241.54610,-12.05900,229.48700,57.32500,172.16200,172.16200,172.16200,380.91710,241.54610,105.50900,106.81600,1.63000,1.61000
2021-03-31,2618.14900,1547.03900,1071.11000,725.91300,863.45800,207.65190,-12.02400,195.62800,49.02200,146.60600,146.60600,146.60600,345.19680,207.65190,105.67800,106.81600,1.39000,1.37000
2020-12-31,2737.65200,1663.40800,1074.24400,731.96110,866.55100,207.69260,-10.34500,197.34700,43.34000,154.00700,154.00700,154.00700,342.28160,207.69210,105.70000,106.76600,1.46000,1.44000
2020-09-30,2472.52300,1470.78600,1001.73700,693.84200,826.23400,175.50290,-11.89500,163.60800,38.11200,125.49600,125.49600,125.49600,307.89590,175.50290,105.65300,106.79800,1.19000,1.18000
2020-06-30,2145.57300,1188.89000,956.68300,651.20200,781.50000,175.18310,-12.81800,162.36500,40.66700,121.69800,121.69800,121.69800,305.48110,175.18310,105.50500,106.58000,1.15000,1.14000
