,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,1348.30000,257.90010,1090.40000,232.20000,411.00010,0.60000,642.59990,447.80000,11.50000,459.30010,60.90000,398.40000,398.40000,398.40000,483.20010,447.79990,619.00000,624.20000,0.66000,0.65000
2022-09-30,1319.00000,253.80000,1065.20000,233.60000,377.30000,-51.90000,662.80000,402.40000,4.90000,407.30000,63.80000,343.50000,343.50000,343.50000,437.80000,402.40000,619.80000,624.50000,0.55000,0.55000
2022-06-30,1373.90000,269.40000,1104.50000,250.80000,409.00000,14.80000,645.00000,459.50000,5.20000,464.70000,58.30000,406.40000,406.40000,406.40000,493.60000,459.50000,620.90000,626.70000,0.65000,0.65000
2022-03-31,1341.20000,299.30000,1041.90000,228.60000,370.30000,-4.20000,603.10000,438.79990,-2.70000,436.10000,62.50000,373.60000,373.60000,373.60000,473.49990,438.79990,622.10000,629.40000,0.60000,0.59000
2021-12-31,1329.70000,309.50000,1020.20000,232.80000,423.99990,11.00000,645.80020,374.39990,1.90000,376.30000,41.00000,335.30000,335.30000,335.30000,407.39990,374.40000,623.30000,631.20000,0.53000,0.52000
2021-09-30,1310.20000,311.70000,998.49990,238.00000,364.40000,-5.80000,608.20000,390.30000,0.60000,390.90000,50.80000,340.10000,340.10000,340.10000,423.90000,390.30000,623.60000,631.70000,0.55000,0.54000
2021-06-30,1376.00000,334.30000,1041.70000,225.30000,374.50000,100.20000,499.60000,542.10000,3.40000,545.50000,56.00000,489.50000,489.50000,489.50000,577.90000,542.10000,622.30000,629.90000,0.79000,0.78000
2021-03-31,1216.60000,293.40000,923.20000,207.00000,330.80000,-1.90000,539.70000,383.50000,5.80000,389.30000,51.10000,338.20000,338.20000,338.20000,415.90000,383.50000,623.20000,631.30000,0.54000,0.54000
2020-12-31,1191.70000,296.30000,895.40000,195.70000,338.50010,-9.80000,544.00020,351.39980,4.70000,356.10000,46.60000,309.50000,309.50000,309.50000,383.99980,351.39960,622.60000,631.90000,0.50000,0.49000
2020-09-30,1140.90000,281.00000,859.90000,195.50000,307.20000,0.60000,502.10000,357.80000,6.50000,364.30000,39.10000,325.20000,325.20000,325.20000,383.40000,357.80000,622.10000,631.00000,0.52000,0.52000
2020-06-30,925.00000,238.20000,686.80000,182.10000,274.90000,-399.50000,856.50000,-169.70000,1.50000,-168.20000,-46.30000,-121.90000,-121.90000,-121.90000,-145.20000,-169.70000,620.30000,620.30000,-0.20000,-0.20000
2020-03-31,1128.70000,265.10000,863.60000,187.40000,307.80000,-10.30000,505.50000,358.10000,6.40000,364.50000,53.90000,310.60000,310.60000,310.60000,382.60000,358.10000,624.60000,635.10000,0.50000,0.49000
2019-12-31,1174.10000,286.20000,887.90010,193.90000,347.20000,-36.00000,577.10000,310.80010,4.70000,315.50000,35.30000,280.20000,280.20000,280.20000,334.70010,310.80000,624.80000,636.70000,0.45000,0.43670
2019-09-30,1094.00000,292.40000,801.60000,195.50000,306.20000,-5.60000,507.30000,294.30000,7.40000,301.70000,27.00000,274.70000,274.70000,274.70000,317.40010,294.30000,624.60000,636.30000,0.44000,0.43000
2019-06-30,1086.90000,304.00000,782.90000,191.90000,308.50000,-15.00000,515.40000,267.50000,3.80000,271.30000,29.00000,242.30000,242.30000,242.30000,289.20000,267.50000,624.40000,636.20000,0.39000,0.38000
2019-03-31,993.00000,231.80000,761.20000,171.40000,280.30000,-35.30000,487.00000,274.20000,3.80000,278.00000,28.30000,249.70000,249.70000,249.70000,294.80000,274.20000,623.70000,636.60000,0.40000,0.39330
2018-12-31,977.70030,234.70000,743.00020,163.10000,288.10000,-297.10000,748.30020,-5.29990,3.50000,-1.80000,-8.80000,7.00000,7.00000,7.00000,14.60010,-5.30000,627.60000,640.90000,0.01330,0.01670
2018-09-30,906.60000,224.90000,681.70000,161.80000,269.50000,-1.50000,432.80000,248.90000,-0.20000,248.70000,22.80000,225.90000,225.90000,225.90000,268.10000,248.90000,627.00000,639.60000,0.36000,0.35330
2018-06-30,943.70000,246.20000,697.50000,154.10000,274.90000,-16.40000,445.40000,252.10000,-1.10000,251.00000,-31.70000,282.70000,282.70000,282.70000,271.30000,252.10000,628.50000,642.00000,0.45000,0.44000
2018-03-31,894.80000,233.60000,661.20000,143.20000,256.00000,-9.50000,408.70000,252.50000,11.00000,263.50000,56.90000,206.60000,206.60000,206.60000,271.60000,252.50000,630.60000,645.30000,0.32670,0.32000
2017-12-31,888.50000,235.30000,653.20000,146.60000,272.80000,70.70000,348.69990,304.50010,19.40000,323.90000,326.70000,-2.80000,-2.80000,-2.80000,325.70010,304.50020,632.70000,647.70000,-0.00330,-0.00330
2017-09-30,821.50000,213.30000,608.20000,142.90000,244.60000,7.00000,380.50000,227.70000,-15.90000,211.80000,41.70000,170.10000,170.10000,170.10000,248.39990,227.70000,633.90000,648.60000,0.27000,0.26330
2017-06-30,841.80000,211.10000,630.70000,134.40000,243.80000,-3.80000,382.00000,248.70000,-43.10000,205.60000,19.50000,186.10000,186.10000,186.10000,267.60000,248.70000,631.50000,647.10000,0.29330,0.28670
2017-03-31,883.50000,215.60000,667.90000,128.70000,229.60000,-1.10000,359.40000,308.50000,-14.90000,293.60000,63.40000,230.20000,230.20000,230.20000,329.60000,308.50000,633.60000,649.20000,0.36330,0.35330
