,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,3798.66800,2983.95500,814.71290,576.90800,576.90800,237.80490,-40.32400,197.48100,50.10300,147.37800,147.37800,-0.70800,135.64700,315.55690,237.80490,126.82400,127.49600,1.07000,1.06000
2022-09-30,3881.04800,3045.36700,835.68120,527.14100,527.14100,308.54050,-28.68000,279.86000,39.35700,240.50300,240.50300,0.54400,225.20600,384.78650,308.54050,128.66500,129.44500,1.75000,1.75000
2022-06-30,3827.09300,3002.61800,824.47510,558.71300,558.71300,265.76200,6.35300,272.11500,59.49100,212.62400,212.62400,-0.34300,195.98300,342.61400,265.76200,128.22500,128.93300,1.53000,1.52000
2022-03-31,3834.05900,2963.64900,870.41020,704.19500,704.19500,166.21510,-10.93300,155.28200,46.16600,109.11600,109.11600,-0.00100,88.81600,241.02910,166.21510,129.33300,129.97300,0.69000,0.68000
2021-12-31,3380.62500,2584.15100,796.47410,619.14100,619.14100,177.33300,-8.24300,169.09000,15.88900,153.20100,153.20100,-0.23200,134.03400,250.47700,177.33300,129.34200,130.29400,1.04000,1.03000
2021-09-30,3586.48600,2758.72300,827.76320,576.24910,576.24900,251.51420,-81.13700,170.37800,99.34400,71.03400,71.03400,-1.68200,43.14300,324.52220,251.51490,130.19400,131.27400,0.33000,0.33000
2021-06-30,3576.43600,2759.50100,816.93510,553.18900,553.18900,263.74610,19.64800,283.39400,109.18600,174.20800,174.20800,0.38400,165.79400,339.70610,263.74610,130.38500,131.42000,0.83000,0.83000
2021-03-31,3547.87300,2780.86000,767.01290,808.12500,808.12500,-41.11210,-71.16900,-112.28100,-20.77200,-91.50900,-91.50900,11.32000,11.04500,14.57590,-41.11210,130.26200,130.26200,0.08000,0.08000
2020-12-31,3381.83600,2749.77600,632.06010,418.12000,418.12000,213.93990,140.17100,354.11100,87.02300,267.08800,267.08800,-0.01400,257.04800,260.08400,213.93990,129.96800,131.15000,1.98000,1.96000
2020-09-30,3519.68900,2854.75200,664.93680,642.46200,642.46300,22.47390,37.68400,60.15800,-19.72100,79.87900,79.87900,12.47400,81.99300,70.03890,22.47360,131.51400,132.72100,0.62000,0.62000
2020-06-30,3260.05700,2631.03100,629.02590,434.65000,434.65000,194.37600,109.30500,303.68100,67.67400,236.00700,236.00700,18.04300,244.92900,239.78700,194.37600,130.21500,131.26300,1.88000,1.87000
2020-03-31,3427.18000,2779.04500,648.13500,480.35700,480.35700,167.77810,-344.58300,-176.80500,-61.12200,-115.68300,-115.68300,29.88000,-92.08700,212.43810,167.77810,132.53100,132.53100,-0.69000,-0.69000
2019-12-31,3360.04900,2715.47800,644.57100,493.22600,493.22600,151.34500,102.82400,254.16900,68.48900,185.68000,185.68000,77.58700,257.01000,195.34200,151.34500,133.13400,134.61800,1.93000,1.91000
2019-09-30,3392.86200,2727.32900,665.53370,566.44710,566.44600,99.08690,-45.54900,53.53700,24.12400,29.41300,29.41300,120.37800,142.32400,142.34690,99.08640,137.90700,139.20600,1.03000,1.01000
2019-06-30,3169.62200,2543.48800,626.13400,536.18000,536.18000,89.95410,3.44500,93.39900,-1.98100,95.38000,95.38000,435.68400,524.44200,134.18810,89.95410,136.61100,137.82300,3.83000,3.80000
2019-03-31,3091.59600,2474.75500,616.84110,514.16000,514.16000,102.68120,9.15100,111.83200,-7.94700,119.77900,119.77900,-57.00600,56.91700,144.85020,102.68120,138.33500,139.31600,0.41000,0.41000
2018-12-31,3083.78800,2515.26800,568.52000,455.39000,455.39000,113.12990,-20.93900,92.19100,22.75800,69.43300,69.43300,60.15800,124.29600,152.73590,113.12990,142.15400,143.57800,0.87000,0.86000
2018-09-30,2991.85600,2385.62200,606.23410,445.38710,445.38800,160.84670,-18.44600,142.40000,215.40200,-73.00200,-73.00200,41.58000,-37.54100,212.22370,160.84660,137.53600,137.53600,-0.23000,-0.23000
2018-06-30,2933.62300,2325.02800,608.59500,446.08300,446.08300,162.51200,-15.87900,146.63300,31.17400,115.45900,115.45900,34.61200,150.22200,214.53500,162.51200,142.01500,143.02900,1.05000,1.05000
2018-03-31,2870.29500,2268.66700,601.62790,532.87300,532.87300,68.75490,-20.10400,48.65100,51.85600,-3.20500,-3.20500,55.13700,48.58700,124.41490,68.75490,141.78500,141.78500,0.34000,0.34000
2017-12-31,1783.99900,1441.90500,342.09400,346.76400,346.76400,-4.67000,-2.03300,-6.70300,27.20000,-33.90300,-33.90300,36.46400,2.16300,34.85700,-4.67000,124.12200,125.14500,0.02000,0.02000
2017-09-30,-1038.79600,-1000.87000,-37.92580,3.20800,3.20790,-41.13380,10.52100,-30.61300,-6.71700,-23.89600,-23.89600,,95.63900,-6.22980,-41.13380,119.37000,120.14700,0.78000,0.77000
2017-06-30,2514.75100,2055.38600,459.36500,330.89000,330.89000,128.47510,-1.07900,127.39600,38.76700,88.62900,88.62900,,88.12800,158.39210,128.47510,119.20600,119.85600,0.74000,0.74000
2017-03-31,2302.56700,1883.28300,419.28390,351.11100,351.11100,68.17290,-7.68200,60.49100,16.32600,44.16500,44.16500,,49.42400,97.32990,68.17290,120.91900,120.91900,0.41000,0.41000
2016-12-31,2551.60400,2132.29200,419.31200,330.68400,330.68400,88.62790,-2.74800,85.88000,24.72700,61.15300,61.15300,,60.53600,117.16290,88.62790,119.43800,121.85100,0.50000,0.50000
2016-09-30,2640.58700,2208.89600,431.69190,348.88110,348.88000,82.81150,-47.13800,35.67300,5.79000,29.88300,29.88300,,29.64400,113.83650,82.81080,120.13300,121.48300,0.25000,0.24000
2016-06-30,2693.87300,2242.42400,451.44900,341.89300,341.89300,109.55590,-6.74900,102.80700,31.87000,70.93700,70.93700,,69.05500,141.82490,109.55590,119.85000,121.44600,0.58000,0.57000
2016-03-31,2781.76300,2337.54700,444.21580,357.43500,357.43500,86.78080,3.67500,90.45600,27.06700,63.38900,63.38900,,65.25000,119.56480,86.78080,120.21600,121.14300,0.54000,0.54000
2015-12-31,2847.93400,2407.46000,440.47410,381.02400,381.02400,59.45020,-1.66300,57.78700,7.48100,50.30600,50.30600,,46.51400,93.34320,59.45020,120.88800,121.95900,0.38000,0.38000
2015-09-30,3116.95400,2643.60300,473.35110,419.52610,419.52500,53.82590,-4.53300,49.29200,12.02300,37.26900,37.26900,,29.86300,89.30990,53.82540,125.00700,126.11000,0.25000,0.26000
2015-06-30,2907.54100,2422.94400,484.59690,384.16300,384.16300,100.43380,-3.24600,97.18800,-0.12000,97.30800,97.30800,,91.06200,137.55180,100.43380,123.39200,124.60100,0.74000,0.73000
2015-03-31,2903.33200,2412.38800,490.94410,357.89900,357.89900,133.04520,-4.08300,128.96200,40.85200,88.11000,88.11000,,81.96700,170.74820,133.04520,125.99200,127.16600,0.65000,0.64000
2014-12-31,3187.00500,2667.55900,519.44580,361.22300,361.22300,158.22290,-3.52800,154.69500,48.50000,106.19500,106.19500,,100.07900,197.20990,158.22290,128.65200,129.97300,0.78000,0.77000
