,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,1184.10000,314.70000,869.39970,522.10010,522.10030,347.29940,-104.30000,243.00000,46.90000,196.09990,196.09990,1732.30000,1928.40000,533.59940,347.29960,105.90000,106.80000,18.17000,18.03000
2022-09-30,1350.30000,408.50000,941.80000,548.60000,548.60000,393.20010,-37.70000,355.50000,78.60000,276.90000,276.90000,50.10000,327.00000,552.50010,393.20010,106.00000,106.80000,3.08000,3.06000
2022-06-30,1310.80000,399.30000,911.50010,548.60000,548.60000,362.90010,-46.00000,316.90000,91.90000,225.00000,225.00000,43.80000,268.80000,517.00010,362.90010,105.90000,106.80000,2.54000,2.52000
2022-03-31,1526.60000,496.50000,1030.10000,609.00000,609.00000,421.10000,-54.50000,366.60000,79.00000,287.60000,287.60000,1732.90000,2020.50000,583.30000,421.10000,105.60000,106.70000,19.13000,18.94000
2021-12-31,1035.80000,275.09990,760.69970,462.79990,557.20030,203.49950,-55.80000,147.70000,27.50000,120.20000,120.20000,167.60000,287.80000,454.29960,203.49960,105.30000,106.50000,2.73000,2.69000
2021-09-30,1232.10000,360.40000,871.70000,524.80000,524.80000,346.90000,-60.30000,286.60000,75.80000,210.80000,210.80000,78.70000,289.50000,503.80000,346.90000,105.40000,106.70000,2.75000,2.71000
2021-06-30,1189.80000,350.60000,839.20010,523.00000,523.00000,316.20010,-59.70000,256.50000,52.10000,204.40000,204.40000,81.90000,286.30000,469.50010,316.20010,105.30000,106.40000,2.72000,2.69000
2021-03-31,1376.10000,440.10000,936.00000,561.40000,561.40000,374.60000,-33.50000,341.10000,71.20000,269.90000,269.90000,19.10000,289.00000,537.40000,374.60000,105.00000,106.00000,2.75000,2.73000
2020-12-31,168.50000,-149.40000,317.90000,248.30000,248.30000,69.60000,-63.20000,6.40000,-0.90000,7.30000,7.30000,248.50000,255.80000,212.70000,69.60000,104.60000,105.70000,2.44000,2.41000
2020-09-30,1198.20000,388.30000,809.90000,479.40000,479.40000,330.50000,-64.30000,266.20000,59.20000,207.00000,207.00000,27.40000,234.40000,457.50000,330.50000,104.70000,105.90000,2.24000,2.21000
