,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,333.53900,272.71500,60.82400,26.62000,51.24100,-61.74600,149.30400,-88.48000,8.43600,-80.04400,12.85100,-92.89500,-92.89500,-92.89500,,-88.48000,48.72000,48.72000,-1.91000,-1.91000
2022-09-30,349.00600,198.58200,150.42400,25.43600,53.19600,21.37000,57.26200,93.16200,3.92600,97.08800,20.39000,76.69800,76.69800,76.26400,115.91000,93.16200,51.62900,51.73700,1.48000,1.47000
2022-06-30,377.02300,204.67900,172.34400,30.60800,52.42100,-17.64000,100.66900,71.67500,1.79500,73.47000,16.13900,57.33100,57.33100,56.96800,95.34400,71.67500,51.68700,51.79500,1.10000,1.10000
2022-03-31,369.97900,198.15800,171.82100,33.45000,51.03800,5.81000,78.67800,93.14300,-0.30600,92.83700,23.20900,69.62800,69.62800,69.57200,116.57800,93.14300,52.81000,53.10000,1.32000,1.31000
2021-12-31,364.46700,198.46200,166.00500,36.76600,51.58300,7.14700,81.20190,84.80310,-0.28200,84.52100,19.25300,65.26800,65.26800,65.08700,109.00610,84.80310,53.41000,53.93000,1.22000,1.21000
2021-09-30,379.15000,193.27600,185.87400,34.27700,53.24500,3.63400,83.88800,101.98600,-0.49900,101.48700,26.78800,74.69900,74.69900,75.40200,126.13700,101.98600,53.38700,53.83400,1.41000,1.40000
2021-06-30,371.65800,191.13000,180.52800,35.19100,50.25900,-2.82600,88.27600,92.25200,-0.37900,91.87300,22.19600,69.67700,69.67700,69.80000,116.40900,92.25200,53.47200,53.99900,1.31000,1.29000
2021-03-31,345.58500,181.59400,163.99100,33.33900,48.97500,7.16500,75.14900,88.84200,-0.24200,88.60000,20.37800,68.22200,68.22200,68.12700,112.66100,88.84200,53.54100,54.20100,1.27000,1.26000
2020-12-31,336.62990,189.75100,146.87890,31.76600,44.68600,-4.68000,81.63800,65.24090,0.35500,65.59600,15.92000,49.67600,49.67600,49.33900,65.24090,65.24090,53.18600,53.78500,0.92000,0.92000
2020-09-30,318.44100,165.64900,152.79200,31.71000,46.37000,11.29000,111.37900,41.41300,1.10900,42.52200,6.99200,35.53000,35.53000,35.60400,109.84000,41.41300,53.09800,53.66400,0.67000,0.66000
2020-06-30,296.41100,159.96200,136.44900,31.58400,43.72500,-13.93100,89.24000,47.20900,2.30500,49.51400,11.14800,38.36600,38.36600,38.22600,70.46000,47.20900,53.04000,53.53000,0.72000,0.71000
2020-03-31,249.24200,146.36600,102.87600,31.83800,45.80700,19.56500,58.08000,44.79600,3.26400,48.06000,11.29400,36.76600,36.76600,36.40300,68.89500,44.79600,53.07500,53.67600,0.69000,0.68000
2019-12-31,306.62710,182.42410,124.20300,30.46900,43.90900,-12.46200,123.96000,0.24300,2.71700,2.96000,7.26300,-4.30300,-4.30300,-4.45000,61.10000,0.24300,53.06100,53.83900,-0.08000,-0.08000
2019-09-30,329.13800,176.28000,152.85800,32.16000,45.74500,-0.80800,78.71300,74.14500,3.21400,77.35900,20.23200,57.12700,57.12700,57.25300,99.19000,74.14500,52.92800,53.62200,1.08000,1.07000
2019-06-30,363.76900,183.53200,180.23700,34.87200,49.20100,-5.07400,89.14700,91.09000,4.70900,95.79900,23.27800,72.52100,72.52100,72.27200,115.77400,91.09000,53.04200,53.84800,1.36000,1.34000
2019-03-31,315.04700,166.13600,148.91100,32.49600,46.48700,-1.61300,80.59600,68.31500,3.94300,72.25800,17.34200,54.91600,54.91600,55.15900,91.11700,68.31500,53.00100,53.87400,1.04000,1.02000
2018-12-31,330.05100,163.30400,166.74700,31.50100,43.85600,4.66100,70.69600,96.05110,4.81400,100.86500,25.39900,75.46600,75.46600,75.55900,117.42810,96.05100,53.52200,54.72600,1.42000,1.40000
2018-09-30,356.34600,161.16200,195.18400,30.90900,38.72400,-1.68800,71.32100,123.86300,4.30700,128.17000,27.41800,100.75200,100.75200,100.51700,144.03000,123.86300,53.57100,54.69600,1.88000,1.84000
2018-06-30,413.61300,178.63800,234.97500,31.81300,38.65300,-2.11800,72.58400,162.39100,1.11500,163.50600,41.88900,121.61700,121.61700,121.61700,181.89500,162.39100,53.66200,54.99200,2.27000,2.21000
2018-03-31,359.86400,156.50200,203.36200,28.54600,39.01100,5.29500,62.26200,141.10000,0.75400,141.85400,35.52000,106.33400,106.33400,106.33400,160.32300,141.10000,53.69400,55.18200,1.98000,1.93000
