,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-10-31,580.88200,158.22800,422.65400,155.25600,323.82000,479.07600,-56.42200,10.66100,-45.76100,8.87000,-54.63100,-54.63100,-54.95600,11.19600,-56.42200,233.78500,233.78500,-0.24000,-0.24000
2022-07-31,535.15300,140.56700,394.58600,137.86400,305.02900,442.89300,-48.30700,4.77200,-43.53500,4.77800,-48.31300,-48.31300,-49.28500,13.56410,-48.30700,232.55400,232.55400,-0.21000,-0.21000
2022-04-30,487.83400,126.83200,361.00200,123.39900,261.48600,384.88500,-23.88300,-3.08600,-26.96900,3.44000,-30.40900,-30.40900,-31.52300,34.13800,-23.88300,231.17900,231.17900,-0.14000,-0.14000
2022-01-31,431.01000,112.62000,318.39000,105.01800,236.90600,341.92410,-23.53420,-4.62300,-28.15700,13.58200,-41.73900,-41.73900,-41.98000,30.86990,-23.53410,227.14200,227.14200,-0.18000,-0.18000
2021-10-31,380.05100,101.66400,278.38700,97.63000,221.02100,318.65100,-40.26400,-5.71300,-45.97700,4.47300,-50.45000,-50.45000,-50.45500,6.90300,-40.26400,228.29300,228.29300,-0.22000,-0.22000
2021-07-31,337.69000,90.43200,247.25800,90.45500,204.20600,294.66100,-47.40300,-5.67700,-53.08000,4.23800,-57.31800,-57.31800,-57.31800,-5.04700,-47.40300,226.36200,226.36200,-0.25000,-0.25000
2021-04-30,302.84300,78.50500,224.33800,78.18000,177.50500,255.68500,-31.34700,-1.46200,-32.80900,50.06200,-82.87100,-82.87100,-85.04900,7.42000,-31.34700,224.15300,224.15300,-0.38000,-0.38000
2021-01-31,264.92900,66.73200,198.19690,66.07000,147.93000,214.00000,-15.80310,-0.36700,-16.17000,2.83200,-19.00200,-19.00200,-19.00200,17.53290,-15.80310,217.75600,217.75600,-0.09000,-0.09000
2020-10-31,232.46000,61.52700,170.93300,57.53900,137.55300,195.09200,-24.15900,0.07900,-24.08000,0.45100,-24.53100,-24.53100,-24.53100,3.08900,-24.15900,219.40100,219.40100,-0.11000,-0.11000
2020-07-31,198.97100,54.39100,144.58000,50.48300,124.08800,174.57100,-29.99100,0.55800,-29.43300,0.44100,-29.87400,-29.87400,-29.87400,-5.74800,-29.99100,216.69500,216.69500,-0.14000,-0.14000
2020-04-30,178.07800,46.89500,131.18300,40.57800,113.18100,153.75900,-22.57600,4.39000,-18.18600,1.03600,-19.22200,-19.22200,-19.22200,-0.24200,-22.57600,213.12900,213.12900,-0.09000,-0.09000
2020-01-31,152.10900,43.41700,108.69200,38.69100,101.13400,139.82500,-31.13300,3.05800,-28.07500,0.33300,-28.40800,-28.40800,-28.40800,-12.62800,-31.13300,148.06200,148.06200,0.16000,0.16000
2019-10-31,125.11900,37.35500,87.76400,35.99200,90.29000,126.28200,-38.51800,3.44700,-35.07100,0.43400,-35.50500,-35.50500,-35.50500,-23.89200,-38.51800,204.09600,204.09600,-0.17000,-0.17000
2019-07-31,108.10800,31.58200,76.52600,31.63000,95.53500,127.16500,-50.63900,-0.61500,-51.25400,0.63500,-51.88900,-51.88900,-51.88900,-37.89600,-50.63900,130.09100,130.09100,-0.40000,-0.40000
2019-04-30,96.07700,29.27300,66.80400,23.87500,68.70400,92.57900,-25.77500,0.39300,-25.38200,0.59500,-25.97700,-25.97700,-25.97700,-13.92400,-25.77500,47.20500,47.20500,-0.55000,-0.55000
2019-01-31,80.45500,26.99500,53.46000,22.00500,62.68700,84.69200,-31.23200,0.32100,-30.91100,0.34900,-31.26000,-31.26000,-31.26000,-17.66500,-31.23200,44.86300,44.86300,-0.67000,-0.67000
2018-10-31,66.37900,22.27400,44.10500,25.96800,60.22800,86.19600,-42.09100,0.30300,-41.78800,0.53500,-42.32300,-42.32300,-42.32300,-31.38900,-42.09100,45.28700,45.28700,-0.93000,-0.93000
2018-07-31,55.70100,18.57500,37.12600,18.96300,48.59000,67.55300,-30.42700,-2.08800,-32.51500,0.36200,-32.87700,-32.87700,-32.87700,-20.54600,-30.42700,44.10500,44.10500,-0.75000,-0.75000
2018-04-30,47.28900,19.39400,27.89500,17.61500,43.39400,61.00900,-33.11400,-0.38200,-33.49600,0.12100,-33.61700,-33.61700,-33.61700,-24.37600,-33.11400,43.61400,43.61400,-0.77000,-0.77000
2018-01-31,,,,,,,,,,,,,,,,,,,0.00000
