,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,1436.00000,833.49990,602.50030,800.90000,,800.90010,-198.39970,-25.50000,-223.90000,-59.20000,-164.70000,-164.70000,-164.70000,-139.99970,-198.39980,242.90000,246.30000,-0.68000,-0.67000
2022-09-30,1317.30000,767.60000,549.70010,295.80000,,295.80000,253.90010,-19.40000,234.50000,47.40000,187.10000,187.10000,187.10000,307.20010,253.90010,242.80000,246.00000,0.77000,0.76000
2022-06-30,1325.10000,779.80000,545.30000,283.70000,,283.70000,261.60000,-15.10000,246.50000,59.40000,187.10000,187.10000,187.10000,315.20000,261.60000,242.60000,246.40000,0.77000,0.76000
2022-03-31,1297.20000,744.70000,552.49990,271.80000,,271.80000,280.70000,-14.50000,266.20000,61.80000,204.40000,204.40000,204.40000,334.40000,280.70000,242.60000,246.70000,0.84000,0.83000
2021-12-31,1368.70000,787.50010,581.20000,404.80000,,404.79990,176.40000,-12.30000,164.10000,6.00000,158.10000,158.10000,158.10000,230.60000,176.40010,244.90000,249.60000,0.65000,0.65000
2021-09-30,1311.40000,732.20000,579.20000,277.80000,,277.80000,301.40000,-12.10000,289.30000,58.90000,230.40000,230.40000,230.40000,356.00000,301.40000,245.30000,249.80000,0.94000,0.92000
2021-06-30,1271.10000,718.90000,552.20000,253.50000,,253.50000,298.70000,-11.40000,287.30000,69.00000,218.30000,218.30000,218.30000,354.09990,298.70000,245.20000,250.00000,0.89000,0.87000
2021-03-31,1238.90000,688.00000,550.90000,248.30000,,248.30000,302.60000,-11.60000,291.00000,70.30000,220.70000,220.70000,220.70000,357.50000,302.60000,245.20000,249.80000,0.90000,0.88000
2020-12-31,1295.30000,737.90010,557.39970,366.80000,,366.79990,190.59970,-13.70000,176.90000,26.70000,150.20000,150.20000,150.20000,241.39970,190.59970,246.80000,252.20000,0.60000,0.60000
2020-09-30,1241.00000,675.80000,565.20000,291.40000,,291.40000,273.80000,-12.30000,261.50000,45.30000,216.20000,216.20000,216.20000,320.30000,273.80000,247.70000,253.30000,0.87000,0.85000
2020-06-30,1194.30000,634.70000,559.60000,308.90000,,308.90000,250.70000,-14.70000,236.00000,46.30000,189.70000,189.70000,189.70000,296.90000,250.70000,246.20000,251.30000,0.77000,0.75000
2020-03-31,1165.20000,633.20000,531.99990,217.40000,,217.40000,314.60000,-15.20000,299.40000,69.60000,229.80000,229.80000,229.80000,360.80000,314.60000,245.60000,251.00000,0.94000,0.92000
2019-12-31,1144.20000,620.20000,524.00050,328.80000,,328.79990,195.20060,-17.50000,177.70000,33.30000,144.40000,144.40000,144.40000,241.70060,195.20020,246.20000,252.10000,0.59000,0.57000
2019-09-30,1089.40000,581.70000,507.70000,290.90000,,290.90000,216.80000,-16.20000,200.60000,43.30000,157.30000,157.30000,157.30000,263.80000,216.80000,246.80000,252.90000,0.64000,0.62000
2019-06-30,1079.40000,597.90000,481.50000,294.10000,,294.10000,187.40000,-17.10000,170.30000,31.80000,138.50000,138.50000,138.50000,231.70000,187.40000,246.40000,252.70000,0.56000,0.55000
2019-03-31,1044.70000,573.90000,470.79990,230.00000,,230.00000,240.79990,-15.70000,225.10000,49.40000,175.70000,175.70000,175.70000,279.39990,240.79990,246.10000,251.90000,0.71000,0.70000
2018-12-31,1074.40000,600.10010,474.29980,280.90010,,280.90020,193.39960,-17.30000,176.10000,33.30000,142.80000,142.80000,142.80000,229.09960,193.39970,245.50000,250.70000,0.58000,0.57000
2018-09-30,1037.60000,577.50000,460.10000,255.90000,,255.90000,204.20000,-16.90000,187.30000,41.00000,146.30000,146.30000,146.30000,239.70000,204.20000,245.70000,251.10000,0.60000,0.58000
2018-06-30,1027.90000,573.00000,454.90000,281.10000,,281.10000,173.80000,-18.40000,155.40000,33.70000,121.70000,121.70000,121.70000,208.00010,173.80000,244.80000,249.30000,0.50000,0.49000
2018-03-31,1006.00000,554.50000,451.50000,231.20000,,231.20000,220.30000,-19.60000,200.70000,42.90000,157.80000,157.80000,157.80000,256.00000,220.30000,244.90000,250.00000,0.64000,0.63000
2017-12-31,1033.10000,551.70000,481.39990,266.70000,,266.70000,214.69980,-16.00000,198.70000,-206.90000,405.60000,405.60000,405.60000,248.49980,214.70000,250.60000,256.10000,1.63000,1.58000
2017-09-30,967.90000,529.40000,438.50000,239.80000,,239.80000,198.70000,-11.70000,187.00000,53.60000,133.40000,133.40000,133.40000,231.10000,198.70000,249.70000,255.30000,0.53000,0.52000
2017-06-30,898.00000,487.60000,410.40000,287.20000,,287.20000,123.20000,-6.40000,116.80000,43.90000,72.90000,72.90000,72.90000,153.09990,123.20000,249.80000,255.60000,0.29000,0.29000
2017-03-31,877.20000,477.90000,399.30000,203.20000,,203.20000,196.10000,-5.90000,190.20000,58.70000,131.50000,131.50000,131.50000,225.40000,196.10000,254.10000,259.70000,0.52000,0.51000
2016-12-31,896.00010,488.00000,408.00010,234.60000,,234.60000,173.40010,-3.90000,169.50000,59.10000,110.40000,110.40000,110.40000,200.80020,173.40010,257.60000,262.10000,0.43000,0.42000
2016-09-30,870.70000,475.10000,395.60000,199.60000,,199.60000,196.00000,-3.60000,192.40000,68.40000,124.00000,124.00000,124.00000,221.80000,196.00000,258.00000,262.70000,0.48000,0.47000
2016-06-30,877.40000,469.40000,408.00000,232.70000,,232.70000,175.30000,-4.30000,171.00000,59.40000,111.60000,111.60000,111.60000,201.80000,175.30000,257.00000,261.90000,0.43000,0.43000
2016-03-31,849.00000,470.00000,379.00000,199.50000,,199.50000,179.50000,-6.50000,173.00000,60.00000,113.00000,113.00000,113.00000,207.40000,179.50000,258.80000,263.60000,0.44000,0.43000
2015-12-31,873.60000,476.20000,397.40000,228.20000,,228.20010,169.19990,-4.30000,164.90000,55.80000,109.10000,109.10000,109.10000,193.89990,169.20000,262.20000,267.20000,0.42500,0.41500
2015-09-30,861.80000,476.00000,385.80000,195.20000,,195.20000,190.60000,-4.90000,185.70000,65.30000,120.40000,120.40000,120.40000,215.50000,190.60000,262.20000,267.20000,0.46000,0.45000
2015-06-30,847.10000,474.00000,373.10000,230.80000,,230.80000,142.30000,-22.80000,119.50000,45.80000,73.70000,73.70000,73.70000,167.70000,142.30000,261.80000,266.80000,0.28000,0.27500
