,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,370.60800,59.07100,311.53700,39.56900,152.74800,205.70300,105.83400,8.15500,113.98900,34.03800,79.95100,79.95100,79.95100,,105.83400,57.86700,58.03700,1.38000,1.38000
2022-09-30,334.16700,55.10400,279.06300,40.36600,151.80700,204.79800,74.26500,1.02300,75.28800,23.13500,52.15300,52.15300,52.15300,97.95500,74.26500,57.86500,58.03300,0.90000,0.90000
2022-06-30,316.92400,50.08200,266.84200,36.80300,145.63600,194.52900,72.31300,0.52400,72.83700,15.48200,57.35500,57.35500,57.35500,94.70500,72.31300,57.96900,58.06700,0.99000,0.99000
2022-03-31,353.51900,48.48400,305.03500,31.60500,135.50000,178.76800,126.26700,1.19700,127.46400,35.53400,91.93000,91.93000,91.93000,147.62800,126.26700,58.01400,58.21900,1.58000,1.58000
2021-12-31,284.98610,46.52300,238.46310,34.41400,125.11500,169.83700,68.62610,1.37600,70.00200,21.31500,48.68700,48.68700,48.68700,87.42710,68.62600,57.88500,58.19100,0.85000,0.84000
2021-09-30,256.19400,42.68000,213.51400,31.07700,129.72500,170.20900,43.30500,0.24400,43.54900,13.17000,30.37900,30.37900,30.37900,60.54200,43.30500,57.93500,58.19000,0.52000,0.52000
2021-06-30,242.14600,36.41000,205.73600,28.22400,122.04200,158.64600,47.09000,0.14600,47.23600,-5.04200,52.27800,52.27800,52.27800,63.01000,47.09000,57.85300,58.09200,0.90000,0.90000
2021-03-31,272.19800,36.27300,235.92500,24.71100,108.95200,141.37900,94.54600,0.62900,95.17500,30.55900,64.61600,64.61600,64.61600,109.39400,94.54600,57.74000,58.39400,1.12000,1.11000
2020-12-31,220.94700,33.03000,187.91700,25.07300,119.20100,151.67000,36.24700,0.35400,36.60100,12.23400,24.36700,24.36700,24.36700,50.36700,36.24700,57.62000,58.28500,0.42000,0.42000
2020-09-30,196.53200,30.91200,165.62000,21.77200,102.66200,131.58400,34.03600,0.24600,34.28200,6.80000,27.48200,27.48200,27.48200,46.45300,34.03600,57.60300,58.17100,0.48000,0.47000
2020-06-30,181.58700,29.55800,152.02900,21.77800,96.90100,125.45300,26.57600,0.15900,26.73500,-1.85400,28.58900,28.58900,28.58900,39.66100,26.57600,57.56800,58.23700,0.50000,0.49000
2020-03-31,242.36800,30.04600,212.32200,21.62100,95.15200,123.05800,89.26400,-0.94600,88.31800,25.30300,63.01500,63.01500,63.01500,101.48800,89.26400,57.65500,58.44000,1.09000,1.08000
2019-12-31,193.40910,28.79800,164.61110,18.21100,80.15400,104.31700,60.29410,0.82500,61.11900,15.73900,45.38000,45.38000,45.43400,71.57610,60.29400,57.56100,58.39500,0.79000,0.78000
2019-09-30,175.00600,26.39200,148.61400,19.60500,72.78800,98.05800,50.55600,-0.06500,50.49100,11.33900,39.15200,39.15200,39.15200,60.88800,50.55600,57.65400,58.38300,0.68000,0.67000
2019-06-30,169.31300,25.23900,144.07400,16.77500,69.03500,91.18800,52.88600,-0.52100,52.36500,3.60300,48.76200,48.76200,48.70800,63.38700,52.88600,57.56900,58.41000,0.85000,0.83000
2019-03-31,199.94300,29.31800,170.62500,18.48900,84.84300,108.13700,62.48800,-0.37600,62.11200,14.83000,47.28200,47.28200,47.28200,71.67900,62.48800,57.35700,58.31600,0.82000,0.81000
2018-12-31,150.33200,24.10200,126.23000,12.74000,65.60400,82.81700,43.41300,-0.71400,42.69900,11.28500,31.41400,31.41400,31.41400,53.02800,43.41300,57.71100,58.58200,0.54000,0.54000
2018-09-30,133.28800,22.12500,111.16300,11.52600,59.23100,74.91800,36.24500,0.19900,36.44400,7.67500,28.76900,28.76900,28.76900,44.01500,36.24500,57.72700,58.54500,0.50000,0.49000
2018-06-30,128.80000,20.93100,107.86900,10.73100,50.64200,64.83200,43.03700,0.48100,43.51800,7.79600,35.72200,35.72200,35.72200,49.44300,43.03700,57.83700,58.72100,0.62000,0.61000
2018-03-31,153.91600,23.60500,130.31100,11.25000,65.00900,79.29100,51.02000,1.03000,52.05000,10.89000,41.16000,41.16000,41.16000,56.91800,51.02000,57.79300,58.73900,0.71000,0.70000
2017-12-31,114.02500,19.18000,94.84500,7.42600,48.28200,58.44400,36.40100,-1.58200,34.81900,-14.04700,48.86600,48.86600,48.86600,41.84300,36.40100,57.83900,58.79000,0.85000,0.84000
2017-09-30,101.28700,17.82600,83.46100,8.11200,50.93900,61.45400,22.00700,-0.10200,21.90500,0.99500,20.91000,20.91000,20.91000,26.57400,22.00700,58.00300,58.87400,0.36000,0.35000
2017-06-30,98.22700,17.87600,80.35100,8.09500,51.02400,61.55900,18.79200,-0.13200,18.66000,-1.35600,20.01600,20.01600,20.01600,23.53500,18.79200,57.89900,58.81600,0.34000,0.34000
2017-03-31,119.50800,17.14600,102.36200,6.79700,40.82900,49.85200,52.51000,-0.16200,52.34800,18.65400,33.69400,33.69400,33.69400,56.81900,52.51000,57.30700,58.52600,0.58000,0.57000
2016-12-31,87.81000,15.48200,72.32800,6.67200,6.95000,15.87800,56.45000,0.06800,56.51800,21.30400,35.21400,35.21400,35.26100,60.30400,56.45000,57.55000,58.96800,0.60000,0.60000
2016-09-30,77.32500,14.74800,62.57700,6.23200,53.73100,61.99500,0.58200,-0.46500,0.11700,-6.08100,6.19800,6.19800,6.15100,4.16800,0.58200,57.82000,58.90700,0.11000,0.10000
2016-06-30,73.88000,11.86500,62.01500,4.20200,39.98600,46.01100,16.00400,-0.05400,15.95000,5.52900,10.42100,10.42100,10.42100,19.24400,16.00400,57.59200,58.69700,0.18000,0.18000
2016-03-31,90.12600,11.97100,78.15500,3.86000,43.86800,49.45100,28.70400,-0.27700,28.42700,9.83900,18.58800,18.58800,18.58800,31.64500,28.70400,57.13300,58.36200,0.32000,0.31000
2015-12-31,65.11800,10.26200,54.85600,2.50400,44.56000,48.62200,6.23400,0.00700,6.24100,1.08400,5.15700,5.15700,5.15700,8.88200,6.23400,56.49500,57.92000,0.09000,0.08000
2015-09-30,55.34000,8.90900,46.43100,2.34900,35.77000,39.57600,6.85500,-0.24500,6.61000,2.76300,3.84700,3.84700,3.84700,9.28000,6.85500,57.05100,58.36800,0.07000,0.07000
2015-06-30,48.97300,8.02100,40.95200,1.90700,26.83700,30.14400,10.80800,-0.37300,10.43500,4.48900,5.94600,5.94600,5.94600,13.16700,10.80800,57.03800,58.36900,0.10000,0.10000
2015-03-31,55.22200,8.28100,46.94100,1.86700,33.21300,36.40300,10.53800,-0.29900,10.23900,4.24400,5.99500,5.99500,5.99500,12.68400,10.53800,54.75000,56.56300,0.11000,0.11000
2014-12-31,44.04000,7.13100,36.90900,1.44700,28.99500,32.12200,4.78700,-0.31600,4.47100,1.96500,2.50600,2.50600,2.50600,10.86800,4.78700,49.78400,51.85700,0.05000,0.05000
2014-09-30,36.59800,6.43600,30.16200,1.05900,23.26600,25.48400,4.67800,-0.29900,4.37900,1.68900,2.69000,2.69000,2.69000,6.46800,4.67800,51.05700,52.97800,0.05000,0.05000
2014-06-30,33.30600,6.82900,26.47700,0.93700,21.83800,23.38300,3.09400,-4.13100,-1.03700,-0.44400,-0.59300,-0.59300,-0.59300,4.77800,3.09400,50.28400,50.28400,-0.01000,-0.01000
2014-03-31,36.98500,6.92200,30.06300,0.88200,24.94900,26.92200,3.14100,-1.29800,1.84300,0.78300,1.06000,1.06000,1.06000,4.93200,3.14100,45.72200,48.37100,0.02000,0.02000
2013-12-31,30.30000,5.93800,24.36200,0.84600,23.64600,25.45800,-1.09600,-1.28400,-2.38300,-0.41900,-1.96400,-1.25100,-1.25100,0.43400,-1.09600,41.70000,41.70000,-0.03000,-0.03000
2013-09-30,25.83000,5.34000,20.49000,0.53800,17.15400,18.65100,1.83900,-2.46200,-0.62300,-0.19900,-0.42400,-0.42400,-0.42100,3.35400,1.83900,45.70800,45.70800,-0.01000,-0.01000
2013-06-30,23.91400,4.76800,19.14600,0.32400,14.75600,15.95300,3.19300,-2.66400,0.52900,0.16900,0.36000,0.36000,0.35700,4.54000,3.19300,45.62200,47.99800,0.01000,0.01000
2013-03-31,27.57700,4.84500,22.73200,0.45500,15.85400,17.19300,5.53900,-1.66300,3.87600,1.24100,2.63500,2.63500,2.61600,6.89100,5.53900,44.85800,47.91800,0.06000,0.05000
2012-12-31,,,,,,,,,,,,,,,,,,,0.00000
2011-12-31,,,,,,,,,,,,,,,,,,,0.00000
