,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,983.00000,466.00000,517.00000,43.00000,402.00000,452.00000,65.00000,-57.00000,8.00000,23.00000,-15.00000,-15.00000,-15.00000,,65.00000,215.10000,215.10000,-0.07000,-0.07000
2022-09-30,947.00000,439.00000,508.00000,41.00000,401.00000,1726.00000,-1218.00000,-23.00000,-1241.00000,-164.00000,-1077.00000,-1077.00000,-1077.00000,51.00000,-1218.00000,214.90000,214.90000,-5.01000,-5.01000
2022-06-30,1023.00000,442.00000,581.00000,45.00000,410.00000,462.00000,119.00000,-28.00000,91.00000,18.00000,73.00000,73.00000,73.00000,202.00000,119.00000,214.90000,215.30000,0.34000,0.34000
2022-03-31,969.00000,448.00000,521.00000,45.00000,376.00000,424.00000,97.00000,-10.00000,87.00000,18.00000,69.00000,69.00000,69.00000,181.00000,97.00000,217.00000,217.80000,0.32000,0.32000
2021-12-31,1103.00000,499.00000,604.00000,49.00000,377.00000,432.00000,172.00000,-16.00000,156.00000,37.00000,119.00000,119.00000,119.00000,257.00000,172.00000,218.40000,220.20000,0.54000,0.55000
2021-09-30,1040.00000,471.00000,569.00000,39.00000,395.00000,437.00000,132.00000,-19.00000,113.00000,29.00000,84.00000,84.00000,84.00000,217.00000,132.00000,218.60000,220.50000,0.39000,0.38000
2021-06-30,1062.00000,467.00000,595.00000,43.00000,393.00000,441.00000,154.00000,-23.00000,131.00000,35.00000,96.00000,96.00000,96.00000,242.00000,154.00000,218.40000,220.70000,0.44000,0.43000
2021-03-31,1026.00000,447.00000,579.00000,40.00000,386.00000,429.00000,150.00000,-5.00000,145.00000,33.00000,112.00000,112.00000,112.00000,238.00000,150.00000,218.80000,219.90000,0.51000,0.51000
2020-12-31,1091.00000,511.00000,580.00000,42.00000,369.00000,426.00000,154.00000,-11.00000,143.00000,28.00000,115.00000,115.00000,115.00000,241.00000,154.00000,219.20000,219.20000,0.52000,0.52000
2020-09-30,883.00000,451.00000,432.00000,29.00000,313.00000,360.00000,72.00000,-15.00000,57.00000,9.00000,48.00000,48.00000,47.00000,160.00000,72.00000,218.50000,219.20000,0.22000,0.22000
2020-06-30,491.00000,315.00000,176.00000,18.00000,261.00000,280.00000,-104.00000,-16.00000,-120.00000,-24.00000,-96.00000,-96.00000,-95.00000,-25.00000,-104.00000,218.70000,218.70000,-0.44000,-0.44000
2020-03-31,874.00000,406.00000,468.00000,34.00000,359.00000,593.00000,-125.00000,-5.00000,-130.00000,10.00000,-140.00000,-140.00000,-140.00000,112.00000,-125.00000,220.90000,220.90000,-0.63000,-0.63000
2019-12-31,1104.30000,494.80000,609.50000,,324.89990,480.79990,128.70020,1.40000,130.10000,34.70000,95.40000,95.40000,95.40000,205.10020,128.70010,223.10000,224.40000,0.43000,0.43000
2019-09-30,962.10000,448.10000,514.00000,,399.30000,404.50000,109.49990,-3.00000,106.50000,21.50000,85.00000,85.00000,85.00000,188.79990,109.49990,223.10000,224.90000,0.38000,0.38000
2019-06-30,1009.40000,468.60000,540.80000,,430.90000,473.30000,67.50000,-19.90000,47.60000,11.20000,36.40000,36.40000,36.40000,151.00000,67.50000,224.20000,225.70000,0.16000,0.16000
2019-03-31,946.20000,446.50000,499.70000,,431.90000,452.40000,47.30000,6.50000,53.80000,14.60000,39.20000,39.20000,39.20000,131.10000,47.30000,223.30000,225.00000,0.18000,0.17000
2018-12-31,1059.40000,534.40000,525.00020,,433.10000,443.10010,81.90000,,77.80000,76.40000,1.40000,1.40000,1.80000,161.00000,81.90000,224.30000,224.30000,-0.02000,-0.01000
2018-09-30,928.40000,452.30000,476.10000,,418.50000,430.60000,45.50010,-13.80000,31.70000,4.20000,27.50000,27.50000,28.00000,130.40000,45.50010,222.40000,223.70000,0.13000,0.13000
2018-06-30,1042.10000,489.30000,552.80000,,432.20000,1706.90000,-1154.10000,-8.20000,-1162.30000,-41.30000,-1121.00000,-1121.00000,-1122.00000,18.00010,-1154.10000,225.20000,225.20000,-4.98000,-4.98000
2018-03-31,956.10000,442.00000,514.10000,,435.20000,445.40000,68.70000,26.10000,94.80000,13.70000,81.10000,81.10000,81.20000,152.59990,68.70000,227.20000,229.90000,0.36000,0.35000
2017-12-31,1091.00000,497.70000,593.30000,,421.90000,1299.70000,-706.40040,-6.50000,-712.89990,-62.70000,-650.20000,-650.20000,-650.40000,-65.70040,-706.40030,229.40000,229.40000,-2.83000,-2.83000
2017-09-30,1009.20000,450.20000,559.00000,,430.50000,451.10000,107.90000,-10.30000,97.60000,7.10000,90.50000,90.50000,90.60000,189.00000,107.90000,229.50000,233.10000,0.39000,0.39000
2017-06-30,992.70000,448.50000,544.20000,,417.60000,1592.20000,-1048.00000,-16.80000,-1064.80000,-14.50000,-1050.30000,-1050.30000,-1050.00000,123.30000,-1048.00000,229.40000,229.40000,-4.58000,-4.58000
2017-03-31,900.50000,408.50000,492.00000,,404.70000,407.80000,84.20000,-7.60000,76.60000,16.90000,59.70000,59.70000,59.80000,161.00000,84.20000,230.10000,234.00000,0.26000,0.26000
2016-12-31,996.50010,455.00010,541.50010,,399.70000,407.29960,134.20040,-1.60000,132.60000,24.70000,107.90000,107.90000,107.00000,209.90050,134.20030,218.00000,221.60000,0.40000,0.41000
2016-09-30,954.20000,440.60000,513.60000,,379.10000,387.00000,126.60000,-9.50000,117.10000,24.80000,92.30000,92.30000,92.50000,204.30000,126.60000,232.60000,236.30000,0.40000,0.39000
2016-06-30,1022.00000,495.10000,526.90000,,402.10000,405.70000,121.20000,2.60000,123.80000,17.90000,105.90000,105.90000,105.40000,197.60000,121.20000,233.70000,237.40000,0.45000,0.44000
2016-03-31,772.60000,353.70000,418.90000,,342.10000,346.20000,72.70000,-5.30000,67.40000,-57.90000,125.30000,125.30000,125.00000,119.10000,72.70000,174.80000,178.40000,0.72000,0.70000
2015-12-31,671.10000,296.50000,374.60010,,267.70010,281.49990,93.10020,-20.80000,72.30000,13.70000,58.60000,58.60000,58.60000,129.60020,93.10010,140.00000,142.50000,0.41000,0.41000
2015-09-30,648.90000,279.40000,369.50000,,264.30000,270.89990,98.60010,-5.40000,93.20000,19.60000,73.60000,84.40000,84.50000,133.50010,98.60010,139.80000,142.40000,0.60000,0.59000
2015-06-30,698.00000,298.30000,399.70000,,275.00000,313.90000,85.80000,-8.80000,77.00000,24.80000,52.20000,44.10000,44.10000,117.30000,85.80000,139.80000,142.30000,0.32000,0.31000
2015-03-31,656.30000,282.90000,373.40000,,270.30000,275.70000,97.70000,-10.50000,87.20000,18.90000,68.30000,64.00000,64.00000,129.00000,97.70000,140.30000,142.80000,0.46000,0.45000
2014-12-31,719.06120,326.03510,393.02610,,283.13700,289.70190,103.32420,-8.56300,94.76100,11.35200,83.40900,84.66600,84.72900,134.02420,103.32410,141.70000,144.20000,0.61000,0.60000
2014-09-30,708.20000,320.10000,388.10000,,276.00000,278.50000,109.60000,-12.10000,97.50000,21.20000,76.30000,75.30000,75.30000,143.49700,109.60000,141.80000,144.30000,0.53000,0.52000
