,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,3104.00000,2048.00000,1056.00000,123.00000,337.00000,68.00000,754.00000,302.00000,-109.00000,193.00000,88.00000,105.00000,105.00000,4133.00000,4226.00000,576.00000,302.00000,498.50000,499.40000,8.53000,8.52000
2022-09-30,3317.00000,2095.00000,1222.00000,129.00000,356.00000,26.00000,612.00000,610.00000,-112.00000,498.00000,139.00000,359.00000,359.00000,17.00000,367.00000,893.00000,610.00000,499.40000,500.40000,0.73000,0.73000
2022-06-30,3322.00000,2149.00000,1173.00000,141.00000,385.00000,94.00000,593.00000,580.00000,-102.00000,478.00000,113.00000,365.00000,365.00000,430.00000,787.00000,861.00000,580.00000,505.40000,506.30000,1.56000,1.55000
2022-03-31,3274.00000,2110.00000,1164.00000,143.00000,389.00000,3.00000,791.00000,373.00000,-94.00000,279.00000,47.00000,232.00000,232.00000,276.00000,488.00000,715.00000,373.00000,512.00000,513.80000,0.95000,0.95000
2021-12-31,3246.00000,2119.00000,1127.00000,148.00000,401.00000,-10.00000,780.00000,347.00000,-115.00000,232.00000,65.00000,167.00000,167.00000,59.00000,204.00000,699.00000,347.00000,542.70000,544.20000,1.34000,1.34000
2021-09-30,3199.00000,2032.00000,1167.00000,137.00000,411.00000,1.00000,735.00000,432.00000,-93.00000,339.00000,80.00000,259.00000,259.00000,145.00000,391.00000,814.00000,432.00000,521.50000,523.10000,0.75000,0.75000
2021-06-30,3104.00000,1959.00000,1145.00000,133.00000,395.00000,135.00000,548.00000,597.00000,-109.00000,488.00000,93.00000,395.00000,395.00000,92.00000,478.00000,930.00000,597.00000,529.60000,531.20000,0.91000,0.90000
2021-03-31,3017.00000,1861.00000,1156.00000,139.00000,395.00000,19.00000,648.00000,508.00000,-123.00000,385.00000,-1.00000,386.00000,386.00000,5012.00000,5394.00000,899.00000,508.00000,604.80000,606.30000,8.92000,8.90000
2020-12-31,540.00000,29.00000,511.00000,99.00000,193.00000,1433.00000,-2448.00000,2959.00000,-157.00000,1370.00000,-134.00000,1504.00000,1504.00000,-1274.00000,222.00000,3727.00000,2959.00000,735.50000,735.50000,0.30000,0.30000
2020-09-30,3629.00000,2417.00000,1212.00000,140.00000,403.00000,64.00000,1234.00000,-22.00000,-136.00000,208.00000,122.00000,86.00000,86.00000,-158.00000,-79.00000,941.00000,-22.00000,734.40000,734.90000,-0.11000,-0.11000
2020-06-30,3289.00000,2298.00000,991.00000,153.00000,414.00000,-11.00000,3293.00000,-2302.00000,-79.00000,-2381.00000,8.00000,-2389.00000,-2389.00000,-82.00000,-2478.00000,970.00000,-2302.00000,734.30000,734.30000,-3.37000,-3.37000
2020-03-31,3670.00000,2319.00000,1351.00000,173.00000,482.00000,-854.00000,2741.00000,-1390.00000,-132.00000,-456.00000,94.00000,-550.00000,-550.00000,-60.00000,-616.00000,-85.00000,-1390.00000,738.60000,738.60000,-0.83000,-0.83000
2019-12-31,-872.00000,-622.00000,-250.00000,-35.00000,686.00000,2350.00000,-3358.00000,3108.00000,-221.00000,537.00000,-144.00000,681.00000,681.00000,-493.00000,176.00000,3388.00000,3108.00000,746.30000,746.30000,0.24000,0.24000
2019-09-30,5426.00000,3531.00000,1895.00000,225.00000,645.00000,79.00000,1311.00000,584.00000,-134.00000,450.00000,78.00000,372.00000,372.00000,5.00000,372.00000,1083.00000,584.00000,745.50000,747.70000,0.50000,0.50000
2019-06-30,5468.00000,3496.00000,1972.00000,232.00000,,-2369.00000,5154.00000,-3182.00000,-116.00000,-948.00000,155.00000,-1103.00000,-1103.00000,566.00000,-571.00000,-1316.00000,-3182.00000,749.00000,749.00000,-0.76000,-0.76000
2019-03-31,5414.00000,3621.00000,1793.00000,267.00000,726.00000,84.00000,1847.00000,-54.00000,-111.00000,-165.00000,-91.00000,-74.00000,-74.00000,646.00000,521.00000,1671.00000,-54.00000,750.00000,750.00000,0.69000,0.69000
2018-12-31,-10456.00000,-8868.00000,-1588.00000,-232.00000,-185.00000,-96.00000,38.00000,-1626.00000,386.00000,-1240.00000,-330.00000,-910.00000,-910.00000,1419.00000,471.00000,-24.00000,-1626.00000,767.00000,771.80000,0.63990,0.62990
2018-09-30,5683.00000,3770.00000,1913.00000,264.00000,731.00000,-9.00000,1790.00000,123.00000,45.00000,168.00000,37.00000,131.00000,131.00000,408.00000,501.00000,1702.00000,123.00000,765.40000,770.40000,0.65000,0.65000
2018-06-30,5857.00000,4085.00000,1772.00000,270.00000,768.00000,82.00000,1696.00000,76.00000,54.00000,130.00000,99.00000,31.00000,31.00000,1773.00000,1769.00000,2254.00000,76.00000,769.60000,774.50000,2.29000,2.27000
2018-03-31,21510.00000,16315.00000,5195.00000,768.00000,1714.00000,115.00000,3560.00000,1635.00000,-93.00000,1542.00000,389.00000,1153.00000,1153.00000,-5.00000,1104.00000,3822.00000,1635.00000,772.25610,778.02220,1.41010,1.41010
2017-12-31,-30746.00000,-23583.00000,-7163.00000,-698.00000,-865.00000,-206.00000,-878.00000,-6285.00000,693.00000,-5592.00000,-2997.00000,-2595.00000,-2595.00000,1078.00000,-1564.00000,-2199.00000,-6285.00000,526.60000,532.70000,-4.24060,-4.18060
2017-09-30,15354.00000,12186.00000,3168.00000,528.00000,1001.00000,394.00000,1912.00000,1256.00000,-131.00000,1125.00000,571.00000,554.00000,554.00000,-20.00000,514.00000,2686.00000,1256.00000,525.88070,531.71350,0.96010,0.96010
2017-06-30,13834.00000,10761.00000,3073.00000,408.00000,720.00000,322.00000,1087.00000,1986.00000,-172.00000,1814.00000,455.00000,1359.00000,1359.00000,,1321.00000,2725.00000,1986.00000,403.89290,409.62570,3.24030,3.21030
2017-03-31,13230.00000,10194.00000,3036.00000,419.00000,759.00000,-444.00000,1885.00000,1151.00000,-23.00000,1128.00000,213.00000,915.00000,915.00000,,888.00000,1929.00000,1151.00000,400.79320,407.32590,2.22020,2.16020
2016-12-31,13020.00000,10602.00000,2418.00000,434.00000,686.00000,-958.00000,2727.00000,-309.00000,111.00000,-198.00000,-282.00000,84.00000,84.00000,,-33.00000,486.00000,-309.00000,369.32970,374.36250,-0.03000,0.39000
2016-09-30,12483.00000,9840.00000,2643.00000,399.00000,738.00000,22.00000,1277.00000,1366.00000,-277.00000,1089.00000,271.00000,818.00000,818.00000,,719.00000,2146.00000,1366.00000,370.76290,375.76240,1.92020,1.89020
2016-06-30,11952.00000,9275.00000,2677.00000,399.00000,787.00000,2550.00000,-788.00000,3465.00000,-108.00000,3357.00000,130.00000,3227.00000,3227.00000,,3123.00000,4145.00000,3465.00000,370.32960,407.55920,8.37080,7.83080
2016-03-31,10703.00000,7951.00000,2752.00000,361.00000,742.00000,-1241.00000,2445.00000,307.00000,-142.00000,165.00000,-110.00000,275.00000,275.00000,,169.00000,914.00000,307.00000,367.59660,372.39610,0.45000,0.45000
2015-12-31,11462.00000,8715.00000,2747.00000,404.00000,734.00000,3036.00000,-1588.00000,4335.00000,-187.00000,4148.00000,517.00000,3631.00000,3631.00000,,3527.00000,4935.00000,4335.00000,376.66230,413.75860,9.36090,8.73090
2015-09-30,12036.00000,9349.00000,2687.00000,382.00000,689.00000,632.00000,544.00000,2143.00000,-80.00000,2063.00000,627.00000,1436.00000,1436.00000,,1290.00000,2788.00000,2143.00000,380.39530,416.82500,3.36030,3.27030
2015-06-30,12910.00000,10146.00000,2764.00000,429.00000,773.00000,385.00000,1301.00000,1463.00000,51.00000,1514.00000,317.00000,1197.00000,1197.00000,,1135.00000,2105.00000,1463.00000,379.32870,416.42500,2.97030,2.91030
2015-03-31,12370.00000,9535.00000,2835.00000,383.00000,752.00000,663.00000,574.00000,2261.00000,-56.00000,2205.00000,686.00000,1519.00000,1519.00000,,1393.00000,2895.00000,2261.00000,378.52880,415.52510,3.66040,3.54040
2014-12-31,14384.00000,11611.00000,2773.00000,428.00000,823.00000,-236.00000,1640.00000,1133.00000,-115.00000,1118.00000,279.00000,839.00000,839.00000,,734.00000,1875.00000,1133.00000,390.26100,395.62710,1.95020,1.92020
2014-09-30,14405.00000,11776.00000,2629.00000,409.00000,753.00000,-23.00000,1293.00000,1336.00000,6.00000,1342.00000,378.00000,964.00000,964.00000,,852.00000,2042.00000,1336.00000,389.02770,394.66050,2.16020,2.13020
2014-06-30,14917.00000,12344.00000,2573.00000,419.00000,751.00000,25.00000,1253.00000,1320.00000,-6.00000,1314.00000,344.00000,970.00000,970.00000,,882.00000,1997.00000,1320.00000,392.92740,398.36010,2.22020,2.19020
2014-03-31,14461.00000,11733.00000,2728.00000,391.00000,779.00000,29.00000,1255.00000,1473.00000,18.00000,1491.00000,425.00000,1066.00000,1066.00000,,964.00000,2145.00000,1473.00000,396.82700,402.52640,2.40020,2.37020
2013-12-31,14386.00000,12068.00000,2318.00000,477.00000,838.00000,474.00000,936.00000,1382.00000,4.00000,1386.00000,358.00000,1028.00000,1028.00000,,963.00000,2071.00000,1382.00000,395.36040,430.09030,2.40020,2.58030
2013-09-30,13734.00000,11716.00000,2018.00000,418.00000,698.00000,59.00000,1171.00000,847.00000,69.00000,916.00000,231.00000,685.00000,685.00000,,594.00000,1512.00000,847.00000,395.76040,398.02680,1.50020,1.47010
2013-06-30,14577.00000,12103.00000,2474.00000,417.00000,716.00000,2053.00000,-805.00000,3279.00000,-41.00000,3238.00000,795.00000,2443.00000,2443.00000,,2340.00000,3938.00000,3279.00000,395.32710,429.35700,5.88060,5.61060
2013-03-31,14383.00000,11707.00000,2676.00000,435.00000,772.00000,-32.00000,1354.00000,1322.00000,-58.00000,1264.00000,604.00000,660.00000,660.00000,,550.00000,1990.00000,1322.00000,393.66060,395.82710,1.38010,1.38010
2012-12-31,13917.00000,11939.00000,1978.00000,463.00000,741.00000,-50.00000,2577.00000,-599.00000,-251.00000,-850.00000,-99.00000,-751.00000,-751.00000,,-716.00000,301.00000,-599.00000,389.86100,392.09410,-1.83020,-1.83020
2012-09-30,13637.00000,11368.00000,2269.00000,434.00000,739.00000,-21.00000,1311.00000,958.00000,-133.00000,825.00000,234.00000,591.00000,591.00000,,497.00000,1623.00000,958.00000,390.86090,393.12730,1.26010,1.26010
2012-06-30,14513.00000,12200.00000,2313.00000,406.00000,674.00000,27.00000,1175.00000,1138.00000,-154.00000,984.00000,244.00000,740.00000,740.00000,,649.00000,1812.00000,1138.00000,389.86100,392.16080,1.65020,1.65020
2012-03-31,14719.00000,12285.00000,2434.00000,405.00000,707.00000,17.00000,1574.00000,860.00000,-154.00000,706.00000,186.00000,520.00000,520.00000,,412.00000,1539.00000,860.00000,386.92800,389.52770,1.05010,1.05010
2011-12-31,14097.00000,12433.00000,1664.00000,433.00000,702.00000,6.00000,1252.00000,412.00000,-58.00000,354.00000,271.00000,83.00000,83.00000,,-20.00000,1153.00000,412.00000,382.96170,386.02800,-0.09000,-0.06000
2011-09-30,15109.00000,12928.00000,2181.00000,402.00000,691.00000,47.00000,1171.00000,1010.00000,79.00000,1089.00000,186.00000,903.00000,903.00000,,815.00000,1724.00000,1010.00000,384.06160,386.92800,2.10020,2.07020
2011-06-30,16046.00000,13551.00000,2495.00000,411.00000,695.00000,80.00000,1151.00000,1344.00000,-27.00000,1317.00000,240.00000,1077.00000,1077.00000,,982.00000,2041.00000,1344.00000,383.16170,386.92800,2.52030,2.52030
2011-03-31,14733.00000,12117.00000,2616.00000,400.00000,700.00000,-449.00000,1703.00000,913.00000,-72.00000,841.00000,120.00000,721.00000,721.00000,,625.00000,1644.00000,913.00000,379.79530,387.02790,1.65020,1.62020
2010-12-31,13771.00000,11818.00000,1953.00000,443.00000,659.00000,11.00000,1265.00000,688.00000,-42.00000,646.00000,133.00000,513.00000,513.00000,,426.00000,1443.00000,688.00000,375.26250,381.22850,1.14010,1.08010
2010-09-30,12868.00000,10841.00000,2027.00000,403.00000,640.00000,-10.00000,1212.00000,815.00000,-104.00000,711.00000,114.00000,597.00000,597.00000,,512.00000,1531.00000,815.00000,375.96240,381.79510,1.35010,1.35010
2010-06-30,13618.00000,11580.00000,2038.00000,407.00000,648.00000,95.00000,1135.00000,903.00000,-113.00000,790.00000,131.00000,659.00000,659.00000,,566.00000,1637.00000,903.00000,375.09580,380.49530,1.50020,1.50020
2010-03-31,13417.00000,11541.00000,1876.00000,407.00000,662.00000,83.00000,1156.00000,720.00000,-65.00000,655.00000,103.00000,552.00000,552.00000,,466.00000,1477.00000,720.00000,372.46270,379.26210,1.26010,1.23010
