,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,369.20000,50.50000,318.70000,21.50000,51.70000,73.20000,245.50000,-13.20000,232.30000,52.80000,179.50000,179.50000,,179.50000,,245.50000,105.80000,105.90000,1.70000,1.70000
2022-09-30,356.90000,50.00000,306.90000,21.00000,49.10000,70.10000,236.80000,-13.90000,222.90000,53.40000,169.50000,169.50000,,169.50000,248.20000,236.80000,107.10000,107.10000,1.58000,1.58000
2022-06-30,351.90000,49.50000,302.40000,20.30000,46.10000,66.40000,236.00000,-17.30000,218.70000,51.40000,167.30000,167.30000,,167.30000,247.90000,236.00000,108.80000,108.80000,1.54000,1.54000
2022-03-31,346.90000,50.70000,296.20000,22.90000,48.50000,71.40000,224.80000,-18.50000,206.30000,48.80000,157.50000,157.50000,,157.50000,236.70000,224.80000,110.20000,110.30000,1.43000,1.43000
2021-12-31,340.30000,49.30000,291.00000,20.80000,48.10000,68.90000,222.10000,-18.70000,203.40000,-126.70000,330.09990,330.09990,,330.09990,234.40000,222.10000,112.00000,112.20000,2.97000,2.96000
2021-09-30,334.30000,47.80000,286.50000,19.60000,45.60000,65.20000,221.30000,-18.70000,202.60000,46.00000,156.60000,156.60000,,156.60000,233.30000,221.30000,111.70000,111.80000,1.40000,1.40000
2021-06-30,329.40000,47.80000,281.60000,19.80000,48.80000,68.60000,213.00000,-25.10000,187.90000,40.20000,147.70000,147.70000,,147.70000,225.00000,213.00000,112.40000,112.50000,1.31000,1.31000
2021-03-31,323.60000,47.00000,276.60000,20.30000,45.90000,66.20000,210.40000,-22.10000,188.30000,37.90000,150.40000,150.40000,,150.40000,222.00000,210.40000,113.10000,113.30000,1.33000,1.33000
2020-12-31,320.33200,45.99500,274.33700,19.43200,50.39800,69.83000,204.50700,-21.65500,182.85200,25.52600,157.32600,157.32600,,157.32600,216.44400,204.50700,115.10000,115.30000,1.40000,1.40000
2020-09-30,317.87900,45.02400,272.85500,19.70800,46.49800,66.20600,206.64900,-21.76200,184.88700,13.90800,170.97900,170.97900,,170.97900,218.27100,206.64900,114.65500,114.83100,1.49000,1.49000
2020-06-30,314.36500,43.60800,270.75700,18.20200,45.77500,63.97700,206.78000,-15.13200,191.64800,39.16900,152.47900,152.47900,,152.47900,218.38900,206.78000,115.34700,115.54400,1.32000,1.32000
2020-03-31,312.52400,45.57300,266.95100,17.35800,43.32900,60.68700,206.26400,-15.45100,190.81300,-143.30300,334.11600,334.11600,,334.11600,217.49600,206.26400,116.37500,116.73000,2.87000,2.86000
