,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2019-12-31,310.54300,46.45400,264.08900,15.10100,50.42200,65.52300,198.56600,-13.58900,184.97700,36.65200,148.32500,148.32500,,148.32500,220.84000,198.56610,118.51300,118.96800,1.27000,1.26000
2019-09-30,308.42100,44.44300,263.97800,14.61900,43.74300,58.36200,205.61600,-12.13500,193.48100,39.56800,153.91300,153.91300,,153.91300,212.46700,205.61600,118.19400,118.56900,1.30000,1.30000
2019-06-30,306.28900,44.06600,262.22300,14.95300,45.57700,60.53000,201.69300,-11.19900,190.49400,42.96000,147.53400,147.53400,,147.53400,211.15900,201.69300,118.96500,119.36100,1.24000,1.24000
2019-03-31,306.40800,45.50400,260.90400,16.13200,44.52000,60.65200,200.25200,-10.42800,189.82400,27.29700,162.52700,162.52700,,162.52700,207.99100,200.25200,119.75700,120.31700,1.36000,1.35000
2018-12-31,307.45200,48.36800,259.08400,15.04200,50.07600,65.11800,193.96600,39.93600,233.90200,51.70700,182.19500,182.19500,,182.19500,200.37000,193.96600,113.45200,122.66100,1.49000,1.49000
2018-09-30,305.77700,48.24900,257.52800,13.71200,48.81900,62.53100,194.99700,-16.69600,178.30100,40.62100,137.68000,137.68000,,137.68000,202.19200,194.99700,121.68200,122.26100,1.13000,1.13000
2018-06-30,302.45200,47.36500,255.08700,13.75500,48.32200,62.07700,193.01000,-28.13200,164.87800,36.52700,128.35100,128.35100,,128.35100,201.53000,193.01000,113.93600,123.20000,1.13000,1.04000
2018-03-31,299.28800,48.15200,251.13600,15.37500,50.34200,65.71700,185.41900,-32.98400,152.43500,18.17200,134.26300,134.26300,,134.26300,193.40800,185.41900,97.25000,123.50600,1.38000,1.09000
2017-12-31,295.50100,47.68000,247.82100,12.77300,58.61600,71.38900,176.43200,-34.38500,142.04700,39.21000,102.83700,102.83700,,102.83700,172.05000,176.43190,100.32500,124.18000,1.05000,0.82000
2017-09-30,292.42800,47.33300,245.09500,12.71500,51.32100,64.03600,181.05900,-31.51500,149.54400,34.64500,114.89900,114.89900,,114.89900,192.82600,181.05900,99.61400,124.07400,1.15000,0.93000
2017-06-30,288.55200,47.64400,240.90800,13.51000,52.43800,65.94800,174.96000,-15.08800,159.87200,36.77200,123.10000,123.10000,,123.10000,187.76200,174.96000,101.06000,123.98000,1.22000,0.99000
2017-03-31,288.61400,50.66900,237.94500,13.34400,49.33000,62.67400,175.27100,-27.72200,147.54900,31.13700,116.41200,116.41200,,116.41200,190.10200,175.27100,102.46700,124.46400,1.14000,0.94000
2016-12-31,286.27100,49.10000,237.17100,13.74500,54.66400,68.40900,168.76200,-26.90900,141.85300,36.30100,105.55190,105.55190,,105.55200,180.72800,168.76190,107.00100,128.83300,1.01000,0.83000
2016-09-30,287.55400,49.80700,237.74700,14.32400,48.64700,62.97100,174.77600,-25.65700,149.11900,34.69200,114.42700,114.42700,,114.42700,192.85400,174.77600,106.30700,127.75000,1.08000,0.90000
2016-06-30,286.46600,48.75300,237.71300,14.28800,47.15800,61.44600,176.26700,-27.15000,149.11700,35.90700,113.21000,113.21000,,113.21000,194.14000,176.26700,108.06700,130.58800,1.05000,0.87000
2016-03-31,281.87600,50.58200,231.29400,16.74300,47.78400,64.52700,166.76700,-25.68300,141.08400,33.62800,107.45600,107.45600,,107.45600,184.90100,166.76700,109.59200,131.58100,0.98000,0.82000
2015-12-31,272.62490,48.99600,223.62900,15.20000,50.14700,65.34700,158.28200,-32.90300,125.37900,23.84900,101.53000,101.53000,,101.53000,174.54600,158.28200,114.15500,133.03100,0.92000,0.76000
2015-09-30,265.78000,47.21800,218.56200,15.01900,49.08100,64.10000,154.46200,-32.51900,121.94300,29.48600,92.45700,92.45700,,92.45700,172.57700,154.46200,112.95500,131.72100,0.82000,0.70000
2015-06-30,262.53900,48.22100,214.31800,16.34700,49.00600,65.35300,148.96500,-25.30200,123.66300,30.65200,93.01100,93.01100,,93.01100,167.93400,148.96500,115.65600,133.25100,0.80000,0.70000
2015-03-31,258.42200,48.35300,210.06900,17.15200,48.68000,65.83200,144.23700,-27.57200,116.66500,28.42700,88.23800,88.23800,,88.23800,162.82900,144.23700,117.13900,133.85000,0.75000,0.66000
2014-12-31,255.91690,47.47700,208.43990,17.32400,48.89500,66.21900,142.22090,-21.74500,120.47600,55.00400,65.47200,65.47200,,65.47200,168.86490,142.22100,126.71000,140.89500,0.55000,0.48000
2014-09-30,255.02200,46.93300,208.08900,16.32000,52.26900,68.58900,139.50000,-28.00600,111.49400,16.30500,95.18900,95.18900,,95.18900,155.30900,139.50000,124.10900,138.11200,0.77000,0.69000
2014-06-30,250.38200,45.98900,204.39300,15.69400,45.57800,61.27200,143.12100,-16.49600,126.62500,26.44900,100.17600,100.17600,,100.17600,159.22800,143.12100,129.35000,141.14200,0.77000,0.71000
2014-03-31,248.79600,48.02600,200.77000,18.43900,42.74600,61.18500,139.58500,-14.86900,124.71600,30.29300,94.42300,94.42300,,94.42300,155.59300,139.58500,133.41700,148.60000,0.71000,0.64000
2013-12-31,245.63000,46.57500,199.05500,17.76600,51.11500,68.88100,130.17400,-13.72900,116.44500,-175.70400,292.14900,292.14900,,292.14900,155.16200,130.17400,144.59100,155.78600,2.07000,1.89000
2013-09-30,243.67800,46.55400,197.12400,17.45600,46.95500,64.41100,132.71300,-25.71100,107.00200,26.10400,80.89800,80.89800,,80.89800,147.60200,132.71300,141.70100,152.95100,0.57000,0.53000
2013-06-30,239.33200,46.63000,192.70200,16.89900,43.72200,60.62100,132.08100,-13.64800,118.43300,31.54300,86.89000,86.89000,,86.89000,147.48900,132.08100,148.57600,158.64100,0.58000,0.55000
2013-03-31,236.44700,47.25400,189.19300,18.17600,37.75300,55.92900,133.26400,-18.37300,114.89100,30.37800,84.51300,84.51300,,84.51300,148.38200,133.26400,152.54300,161.34600,0.55000,0.52000
2012-12-31,230.19600,42.04000,188.15600,16.05900,36.01200,52.80100,135.35500,-4.06100,131.29400,30.20500,101.08900,101.08900,4.55200,105.64100,150.52200,135.35500,156.95300,163.90900,0.68000,0.64000
2012-09-30,223.52800,41.46000,182.06800,15.40900,50.59700,66.00600,116.06200,-14.36100,101.70100,24.88200,76.81900,76.81900,1.09100,77.91000,129.44100,116.06200,156.26100,166.57500,0.50000,0.47000
2012-06-30,214.14200,42.84400,171.29800,15.46100,49.03900,64.31800,106.98000,-14.67700,92.30300,23.83100,68.47200,68.47200,,68.47200,120.51200,106.98000,157.59900,164.17800,0.43000,0.42000
2012-03-31,205.72600,41.25600,164.47000,14.76500,51.32300,65.54000,98.93000,-11.53300,87.39700,21.29200,66.10500,66.10500,1.90400,68.00900,111.67100,98.93000,159.34400,162.88100,0.43000,0.42000
2011-12-31,203.64610,42.01600,161.63010,13.12100,52.28400,68.75700,92.87310,-15.54700,77.32600,31.99700,45.32900,45.32900,8.48500,53.81400,107.12410,92.87300,165.40800,166.88700,0.33000,0.32000
2011-09-30,196.96500,41.69400,155.27100,13.48800,49.86500,66.32400,88.94700,-8.20600,80.74100,22.12600,58.61500,58.61500,0.30100,58.91600,102.76000,88.94700,163.04600,163.90200,0.36000,0.36000
2011-06-30,189.84400,40.66700,149.17700,13.07400,50.38500,67.11800,82.05900,-105.70700,-23.64800,-15.96700,-7.68100,-7.68100,-2.92900,-10.61000,95.73300,82.05900,167.47100,167.47100,-0.06000,-0.06000
2011-03-31,181.52300,40.86900,140.65400,13.59400,56.02000,75.14400,65.51000,-6.34200,59.16800,16.87500,42.29300,42.29300,-1.52200,40.77100,79.47800,65.51000,170.19300,171.97900,0.24000,0.24000
2010-12-31,178.82900,38.26500,140.56400,13.18100,57.07800,73.07800,67.48600,-114.14300,-46.65700,-14.99000,-31.66700,-31.66700,-8.83800,-40.50500,81.76200,67.48600,177.53400,178.96500,-0.31000,-0.31000
2010-09-30,172.28600,39.75100,132.53500,14.46800,51.92600,72.66300,59.87200,-7.50000,52.37200,7.26700,45.10500,45.10500,740.44000,784.90300,73.44500,59.87200,173.57200,175.03400,4.52000,4.48000
2010-06-30,167.88100,39.84600,128.03500,13.73800,55.93600,77.21300,50.82200,-8.11600,42.70600,16.12100,26.58500,26.58500,9.78900,35.21300,68.72300,50.82200,181.12000,182.75300,0.19000,0.19000
2010-03-31,161.58200,38.81400,122.76800,12.27700,56.15400,68.66500,54.10300,-7.17000,46.93300,16.92400,30.00900,30.00900,22.43100,51.35600,76.00800,54.10300,183.17400,184.25900,0.28000,0.28000
2009-12-31,158.74100,40.06300,118.67800,12.61000,57.00000,71.20900,47.46900,-11.09400,36.37500,5.00700,31.36800,31.36800,60.68000,92.04800,72.02000,47.46900,189.72400,190.61700,0.49000,0.48000
2009-09-30,156.80700,42.15900,114.64800,13.24500,55.86000,80.56000,34.08800,-9.05600,25.03200,4.13200,20.90000,20.90000,33.69900,53.61100,54.40500,34.08800,192.61900,193.47200,0.28000,0.28000
2009-06-30,154.33800,42.97700,111.36100,12.98500,55.45500,68.37900,42.98200,-10.48500,32.49700,15.59300,16.90400,16.90400,18.86800,34.87400,63.85000,42.98200,192.64900,193.42600,0.18000,0.18000
2009-03-31,253.55700,62.87900,190.67800,21.78300,86.81900,115.82100,74.85700,-4.34000,70.51700,23.20000,47.31700,47.31700,18.19800,65.02000,95.38700,74.85700,192.31100,192.80400,0.34000,0.34000
