,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,1091.90000,680.99990,410.90000,259.30000,259.29990,151.60010,64.90000,216.49990,-32.90000,249.39990,249.39990,249.40000,197.90010,151.60010,387.20000,388.40000,0.65000,0.65000
2022-09-30,1089.60000,637.30000,452.30000,220.50000,220.50000,231.80000,-38.10000,193.70000,19.80000,173.90000,173.90000,173.90000,276.60000,231.80000,386.50000,387.60000,0.45000,0.45000
2022-06-30,1138.30000,653.00000,485.30000,221.30000,221.30000,264.00010,-27.80000,236.20000,42.20000,194.00000,194.00000,194.00000,309.90010,264.00010,386.70000,387.60000,0.50000,0.50000
2022-03-31,1155.70000,655.10000,500.60000,263.10000,263.10000,237.50000,124.70000,362.20000,68.90000,293.30000,293.30000,293.30000,284.30000,237.50000,393.10000,394.50000,0.75000,0.74000
2021-12-31,1284.80000,715.29980,569.50000,252.70010,252.70010,316.79990,-135.90000,180.90000,12.10000,168.80000,168.80000,168.80000,364.69990,316.79990,406.80000,408.90000,0.43000,0.42000
2021-09-30,1286.30000,720.10000,566.20010,247.60000,247.60000,318.60010,-27.10000,291.50000,58.80000,232.70000,232.70000,232.70000,369.90010,318.60010,406.30000,408.00000,0.57000,0.57000
2021-06-30,1289.70000,755.00000,534.70000,279.80000,279.80000,254.89990,5.20000,260.10000,37.60000,222.50000,222.50000,222.50000,310.49990,254.89990,409.30000,411.50000,0.54000,0.54000
2021-03-31,1210.00000,706.00000,504.00000,271.20000,271.20000,232.80000,-29.90000,202.90000,21.10000,181.80000,181.80000,181.80000,286.20000,232.80000,411.70000,414.30000,0.44000,0.44000
2020-12-31,1271.80000,759.20010,512.60000,285.50000,285.49990,227.10020,-28.10000,199.00000,21.90000,177.10000,177.10000,177.10000,283.20020,227.10020,412.30000,415.20000,0.43000,0.43000
2020-09-30,1258.50000,721.70000,536.80000,251.60000,251.60000,285.20000,-24.20000,261.00000,32.40000,228.60000,228.60000,228.60000,339.40000,285.20000,411.60000,414.60000,0.56000,0.55000
2020-06-30,1114.70000,662.20000,452.49990,230.70000,230.70000,221.79990,-28.60000,193.20000,31.30000,161.90000,161.90000,161.90000,278.89990,221.79990,411.50000,413.60000,0.39000,0.39000
2020-03-31,1190.00000,683.40000,506.60000,273.40000,273.40000,233.20000,-31.30000,201.90000,25.20000,176.70000,176.70000,176.70000,291.40000,233.20000,414.30000,418.30000,0.43000,0.42000
2019-12-31,1307.70000,756.49990,551.20030,324.70000,324.70010,226.50020,-29.00000,197.50010,62.10000,135.40010,135.40010,135.40010,293.50020,226.50010,427.60000,430.90000,0.32000,0.33000
2019-09-30,1306.90000,768.60000,538.30000,340.90000,340.90000,197.40000,-35.20000,162.20000,27.20000,135.00000,135.00000,135.00000,258.50000,197.40000,423.30000,426.80000,0.32000,0.32000
2019-06-30,1340.50000,776.40000,564.10000,305.20000,305.20000,258.89990,486.70000,745.60000,130.80000,614.80000,614.80000,614.80000,323.69990,258.89990,430.00000,432.30000,1.43000,1.42000
