,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-11-30,12275.00000,3358.00000,8917.00000,2158.00000,2582.00000,5846.00000,3071.00000,-927.00000,2144.00000,403.00000,1741.00000,1741.00000,1741.00000,4569.00000,3071.00000,2695.00000,2746.00000,0.65000,0.63000
2022-08-31,11445.00000,3037.00000,8408.00000,2093.00000,2588.00000,5785.00000,2623.00000,-967.00000,1656.00000,108.00000,1548.00000,1548.00000,1548.00000,4089.00000,2623.00000,2685.00000,2747.00000,0.58000,0.56000
2022-05-31,11839.00000,2397.00000,9442.00000,1965.00000,2600.00000,4941.00000,4501.00000,-877.00000,3624.00000,436.00000,3188.00000,3188.00000,3188.00000,5332.00000,4501.00000,2700.00000,2786.00000,1.19000,1.17000
2022-02-28,10513.00000,2218.00000,8295.00000,1816.00000,2339.00000,4473.00000,3822.00000,-982.00000,2840.00000,521.00000,2319.00000,2319.00000,2319.00000,4597.00000,3822.00000,2670.00000,2754.00000,0.87000,0.84000
2021-11-30,10360.00000,2159.00000,8201.00000,1754.00000,2273.00000,9025.00000,-824.00000,-672.00000,-1496.00000,-249.00000,-1247.00000,-1247.00000,-1247.00000,-65.00000,-824.00000,2694.00000,2694.00000,-0.46000,-0.46000
2021-08-31,9728.00000,2103.00000,7625.00000,1684.00000,2152.00000,4198.00000,3427.00000,-746.00000,2681.00000,224.00000,2457.00000,2457.00000,2457.00000,4184.00000,3427.00000,2769.00000,2861.00000,0.89000,0.86000
2021-05-31,11227.00000,2121.00000,9106.00000,1716.00000,2382.00000,4565.00000,4541.00000,-385.00000,4156.00000,124.00000,4032.00000,4032.00000,4032.00000,5293.00000,4541.00000,2945.00000,3022.00000,1.39000,1.35000
2021-02-28,10085.00000,1915.00000,8170.00000,1621.00000,2245.00000,4292.00000,3878.00000,-602.00000,3276.00000,-1745.00000,5021.00000,5021.00000,5021.00000,4610.00000,3878.00000,2913.00000,2994.00000,1.72000,1.68000
2020-11-30,9800.00000,1939.00000,7861.00000,1601.00000,2160.00000,4278.00000,3583.00000,-611.00000,2972.00000,530.00000,2442.00000,2442.00000,2442.00000,4314.00000,3583.00000,2977.00000,3046.00000,0.82000,0.80000
2020-08-31,9367.00000,1880.00000,7487.00000,1589.00000,2149.00000,4276.00000,3211.00000,-616.00000,2595.00000,344.00000,2251.00000,2251.00000,2251.00000,3912.00000,3211.00000,3041.00000,3107.00000,0.74000,0.72000
2020-05-31,10440.00000,1969.00000,8471.00000,1479.00000,2237.00000,4163.00000,4308.00000,-613.00000,3695.00000,579.00000,3116.00000,3116.00000,3116.00000,5030.00000,4308.00000,3211.00000,3294.00000,1.00000,0.97000
