,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,528.15000,108.21000,419.94000,357.84300,216.10100,573.94380,-154.00380,10.17600,-143.82800,4.34300,-148.17100,-148.17100,-148.17100,-139.12580,-154.00380,184.67600,184.67600,-0.80000,-0.80000
2022-09-30,510.30000,108.12200,402.17800,384.60500,210.37800,594.98300,-192.80510,4.27800,-188.52700,2.28900,-190.81600,-190.81600,-190.81600,-173.52510,-192.80510,184.79200,184.79200,-1.03000,-1.03000
2022-06-30,497.50200,106.10000,391.40200,304.25400,220.25900,524.51300,-133.11100,-1.60900,-134.72000,0.10700,-134.82700,-134.82700,-134.82700,-112.40500,-133.11100,184.14500,184.14500,-0.73000,-0.73000
2022-03-31,426.46000,87.62600,338.83400,297.65900,174.22500,471.88400,-133.05000,-2.19000,-135.24000,1.25400,-136.49400,-136.49400,-136.49400,-112.82100,-133.05000,183.64700,183.64700,-0.74000,-0.74000
2021-12-31,429.85000,86.69000,343.16000,304.29300,210.93700,515.23000,-172.07000,-4.90400,-176.97400,-2.34600,-174.62800,-174.62800,-174.62800,-149.40800,-172.07000,182.04800,182.04800,-0.95000,-0.95000
2021-09-30,424.06000,82.65000,341.41000,459.09200,180.28100,639.37300,-297.96300,5.22800,-292.73500,1.11200,-293.84700,-293.84700,-293.84700,-275.27800,-297.96300,182.30300,182.30300,-1.61000,-1.61000
2021-06-30,388.47800,78.09000,310.38800,234.86100,165.13000,399.99100,-89.60300,5.02700,-84.57600,,-84.57600,-84.57600,-84.57600,-65.50600,-89.60300,181.62800,181.62800,-0.47000,-0.47000
2021-03-31,331.98300,64.13500,267.84800,230.42600,159.84200,390.26800,-122.42000,1.00000,-121.42000,,-121.42000,-121.42000,-121.42000,-97.30500,-122.42000,181.15000,181.15000,-0.67000,-0.67000
2020-12-31,601.29300,61.75900,539.53390,216.18300,158.36500,374.54800,164.98600,0.89800,165.88400,-1.21100,167.09500,167.09500,167.09500,187.19500,164.98590,174.83400,182.28700,0.96000,0.97000
2020-09-30,1061.73100,78.29600,983.43490,217.67000,127.57900,345.24900,638.18590,1.22300,639.40900,3.24200,636.16700,636.16700,636.16700,656.68890,638.18590,174.46000,181.87700,3.65000,3.50000
2020-06-30,277.99800,48.24400,229.75400,198.07700,125.64200,323.71900,-93.96500,72.77500,-21.19000,,-21.19000,-21.19000,-21.19000,-76.17100,-93.96500,173.40600,173.40600,-0.12000,-0.12000
2020-03-31,234.51400,29.42100,205.09300,195.19900,122.24900,317.44800,-112.35500,-56.04700,-168.40200,,-168.40200,-168.40200,-168.40200,-104.37300,-112.35500,172.35000,172.35000,-0.98000,-0.98000
2019-12-31,289.80400,11.92800,277.87600,201.06100,115.22900,316.29010,-38.41410,64.24400,25.83000,,25.83000,25.83000,25.83000,-31.21910,-38.41410,165.49800,165.49800,0.16000,0.16000
2019-09-30,213.26300,10.82700,202.43600,196.11900,96.10100,292.22000,-89.78400,-2.12900,-91.91300,,-91.91300,-91.91300,-91.91300,-83.11900,-89.78400,168.10900,168.10900,-0.55000,-0.55000
2019-06-30,218.44700,10.89700,207.55000,163.92900,82.33100,246.26000,-38.71000,-40.52800,-79.23800,,-79.23800,-79.23800,-79.23800,-31.33700,-38.71000,161.43600,161.43600,-0.49000,-0.49000
2019-03-31,195.19900,10.30000,184.89900,158.26500,80.27100,238.53600,-53.63700,40.30800,-13.32900,,-13.32900,-13.32900,-13.32900,-46.27200,-53.63700,160.65700,160.65700,-0.08000,-0.08000
