,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,4299.00000,715.00000,3584.00000,1353.00000,16.00000,1962.00000,1622.00000,-69.00000,1553.00000,349.00000,1204.00000,1204.00000,,1201.00000,,1622.00000,653.00000,655.00000,1.84000,1.83000
2022-09-30,5432.00000,735.00000,4697.00000,1687.00000,36.00000,2232.00000,2465.00000,,2465.00000,565.00000,1900.00000,1900.00000,,1893.00000,3038.00000,2465.00000,655.00000,656.00000,2.89000,2.88000
2022-06-30,5626.00000,729.00000,4897.00000,1868.00000,-6.00000,2402.00000,2495.00000,,2495.00000,557.00000,1938.00000,1938.00000,,1932.00000,3014.00000,2495.00000,658.00000,660.00000,2.94000,2.93000
2022-03-31,3812.00000,618.00000,3194.00000,1503.00000,60.00000,1932.00000,1262.00000,,1262.00000,267.00000,995.00000,995.00000,,989.00000,1745.00000,1262.00000,656.00000,658.00000,1.48000,1.48000
2021-12-31,4273.00000,605.00000,3668.00000,1361.00000,3.00000,1720.00000,1948.00000,,1662.00000,150.00000,1512.00000,1512.00000,,1506.00000,2519.00000,1948.00000,663.00000,665.00000,2.25000,2.25000
2021-09-30,3466.00000,555.00000,2911.00000,1346.00000,-5.00000,1947.00000,964.00000,,964.00000,120.00000,844.00000,844.00000,,838.00000,1535.00000,964.00000,677.00000,679.00000,1.24000,1.24000
2021-06-30,2417.00000,513.00000,1904.00000,1139.00000,98.00000,1600.00000,304.00000,,304.00000,43.00000,261.00000,261.00000,,256.00000,833.00000,304.00000,677.00000,679.00000,0.38000,0.38000
2021-03-31,2050.00000,458.00000,1592.00000,1026.00000,58.00000,1624.00000,-32.00000,,-32.00000,-248.00000,216.00000,216.00000,,213.00000,428.00000,-32.00000,649.00000,651.00000,0.33000,0.32000
2020-12-31,1280.00000,271.00000,1009.00000,700.00000,-65.00000,949.00000,60.00000,-170.00000,-110.00000,-37.00000,-73.00000,-73.00000,-25.00000,-102.00000,369.00000,60.00000,377.00000,377.00000,-0.27000,-0.27000
2020-09-30,1067.00000,271.00000,796.00000,553.00000,-39.00000,923.00000,-127.00000,-66.00000,-193.00000,-90.00000,-103.00000,-103.00000,13.00000,-92.00000,180.00000,-127.00000,377.00000,377.00000,-0.25000,-0.25000
2020-06-30,394.00000,263.00000,131.00000,487.00000,-25.00000,811.00000,-680.00000,,-680.00000,-3.00000,-677.00000,-677.00000,9.00000,-670.00000,-373.00000,-680.00000,377.00000,377.00000,-1.78000,-1.78000
2020-03-31,2087.00000,318.00000,1769.00000,745.00000,-2730.00000,3876.00000,-2107.00000,,-2107.00000,-417.00000,-1690.00000,-1690.00000,-125.00000,-1816.00000,-1698.00000,-2107.00000,377.00000,377.00000,-4.82000,-4.82000
2019-12-31,1589.00000,324.00000,1265.00000,784.00000,-45.00000,1096.00000,169.00000,-190.00000,-21.00000,-33.00000,12.00000,12.00000,-652.00000,-642.00000,559.00000,169.00000,401.00000,401.00000,-1.62000,-1.61000
2019-09-30,1746.00000,294.00000,1452.00000,791.00000,-20.00000,1202.00000,250.00000,-60.00000,190.00000,54.00000,136.00000,136.00000,-27.00000,109.00000,639.00000,250.00000,392.00000,394.00000,0.27000,0.27000
2019-06-30,1806.00000,296.00000,1510.00000,893.00000,-12.00000,1291.00000,219.00000,,219.00000,68.00000,151.00000,151.00000,344.00000,495.00000,601.00000,219.00000,409.00000,411.00000,1.20000,1.19000
2019-03-31,1079.00000,283.00000,796.00000,945.00000,63.00000,1293.00000,-497.00000,,-497.00000,-119.00000,-378.00000,-378.00000,61.00000,-317.00000,-128.00000,-497.00000,428.00000,428.00000,-0.74000,-0.74000
2018-12-31,2620.00000,-213.00000,2833.00000,1726.00000,276.00000,1601.00000,1232.00000,,1687.00000,422.00000,1265.00000,1265.00000,-116.00000,1149.00000,1471.00000,1232.00000,494.00000,497.00000,2.18000,2.17000
2018-09-30,2156.00000,417.00000,1739.00000,1329.00000,-9.00000,1686.00000,53.00000,-68.00000,-15.00000,-171.00000,156.00000,156.00000,2407.00000,2537.00000,404.00000,53.00000,486.00000,489.00000,5.17000,5.14000
2018-06-30,1922.00000,406.00000,1516.00000,1348.00000,-224.00000,1999.00000,-483.00000,,-483.00000,13.00000,-496.00000,-496.00000,161.00000,-425.00000,-233.00000,-483.00000,515.00000,515.00000,-0.83000,-0.83000
2018-03-31,2198.00000,543.00000,1655.00000,1072.00000,-42.00000,1513.00000,142.00000,-387.00000,-245.00000,-34.00000,-211.00000,-211.00000,58.00000,-197.00000,557.00000,142.00000,520.00000,520.00000,-0.38000,-0.38000
2017-12-31,-1148.00000,-569.00000,-579.00000,116.00000,-152.00000,9.00000,-588.00000,-111.00000,-699.00000,-9.00000,-690.00000,-690.00000,994.00000,183.00000,-739.00000,-588.00000,520.00000,520.00000,0.35000,0.34000
2017-09-30,1933.00000,448.00000,1485.00000,1013.00000,113.00000,1270.00000,215.00000,-8.00000,207.00000,13.00000,194.00000,194.00000,18.00000,193.00000,600.00000,215.00000,520.00000,523.00000,0.37000,0.37000
2017-06-30,2165.00000,455.00000,1710.00000,1030.00000,-27.00000,1426.00000,284.00000,-77.00000,207.00000,-5.00000,212.00000,212.00000,33.00000,219.00000,533.00000,284.00000,520.00000,523.00000,0.41000,0.41000
2017-03-31,3551.00000,457.00000,3094.00000,2045.00000,-71.00000,2644.00000,450.00000,-125.00000,325.00000,8.00000,317.00000,317.00000,,303.00000,1002.00000,450.00000,519.00000,522.00000,0.58000,0.58000
2016-12-31,-2094.00000,,-2094.00000,-812.00000,5882.00000,,3816.00000,3.00000,3819.00000,369.00000,3450.00000,3450.00000,,2578.00000,4005.00000,3816.00000,507.00000,507.00000,5.49000,5.50000
2016-09-30,4233.00000,,4233.00000,2043.00000,-336.00000,,1465.00000,-287.00000,1178.00000,171.00000,1007.00000,1007.00000,,993.00000,1878.00000,1465.00000,518.00000,521.00000,1.90000,1.89000
2016-06-30,2488.00000,,2488.00000,1976.00000,-1501.00000,,-1497.00000,-248.00000,-1745.00000,-182.00000,-1563.00000,-1563.00000,,-1571.00000,-993.00000,-1497.00000,518.00000,518.00000,-3.04000,-3.04000
