,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,4620.00000,1219.00000,3401.00000,2630.00000,-207.00000,2845.00000,556.00000,-24.00000,532.00000,135.00000,397.00000,397.00000,394.00000,737.00000,556.00000,357.70000,360.40000,1.10000,1.09000
2022-09-30,3930.00000,1023.00000,2907.00000,2244.00000,,2246.00000,661.00000,-28.00000,633.00000,143.00000,490.00000,490.00000,489.00000,839.00000,661.00000,357.90000,361.40000,1.37000,1.35000
2022-06-30,3561.00000,1031.00000,2530.00000,2334.00000,-25.00000,2451.00000,79.00000,-31.00000,48.00000,-2.00000,50.00000,50.00000,52.00000,260.00000,79.00000,360.00000,364.90000,0.16000,0.17000
2022-03-31,4245.00000,994.00000,3251.00000,2275.00000,-216.00000,2513.00000,738.00000,-35.00000,703.00000,130.00000,573.00000,573.00000,558.00000,920.00000,738.00000,359.20000,363.60000,1.55000,1.53000
2021-12-31,5539.00000,1223.00000,4316.00000,2885.00000,0.00000,2898.00000,1418.00000,-30.00000,1388.00000,298.00000,1090.00000,1090.00000,1088.00000,1599.00000,1418.00000,360.60000,366.00000,3.02000,2.97000
2021-09-30,4392.00000,1057.00000,3335.00000,2394.00000,,2400.00000,935.00000,-38.00000,897.00000,202.00000,695.00000,695.00000,692.00000,1118.00000,935.00000,362.20000,367.90000,1.91000,1.88000
2021-06-30,3936.00000,986.00000,2950.00000,2610.00000,-74.00000,2716.00000,234.00000,816.00000,1050.00000,35.00000,1015.00000,1015.00000,1018.00000,410.00000,234.00000,362.90000,368.20000,2.82000,2.76000
2021-03-31,3864.00000,939.00000,2925.00000,2145.00000,-33.00000,2309.00000,616.00000,-36.00000,580.00000,122.00000,458.00000,458.00000,456.00000,775.00000,616.00000,363.60000,369.00000,1.25000,1.24000
2020-12-31,4853.00000,1084.00000,3769.00000,2590.00000,-27.00000,2706.00000,1063.00000,-33.00000,1030.00000,153.00000,877.00000,877.00000,873.00000,1223.00000,1063.00000,363.00000,368.00000,2.40000,2.37000
2020-09-30,3562.00000,825.00000,2737.00000,2026.00000,,2032.00000,705.00000,-34.00000,671.00000,146.00000,525.00000,525.00000,523.00000,861.00000,705.00000,362.10000,367.20000,1.44000,1.42000
