,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,815.20030,273.89990,541.30040,116.30000,295.80000,415.90000,125.40030,7.80000,133.20000,41.40000,91.80000,91.80000,91.80000,161.70030,125.40010,389.40000,427.50000,0.24000,0.22750
2022-09-30,769.60000,275.40000,494.20000,110.30000,234.60000,346.70000,147.50000,-1.30000,146.20000,45.00000,101.20000,101.20000,101.20000,186.70000,147.50000,389.80000,425.80000,0.26000,0.24000
2022-06-30,696.20000,246.70000,449.50000,121.70000,248.90000,372.50000,77.00010,-1.70000,75.30000,24.40000,50.90000,50.90000,50.90000,120.60010,77.00010,392.50000,421.40000,0.13000,0.12000
2022-03-31,628.80000,230.70000,398.10000,135.90000,220.90000,356.80000,41.30000,-5.20000,36.10000,-61.20000,97.30000,97.30000,97.30000,78.10000,41.30000,388.80000,428.80000,0.25000,0.23250
2021-12-31,698.20010,225.60000,472.60010,236.90000,233.20000,472.00000,0.60010,5.80000,6.40000,11.70000,-5.30000,-5.30000,-5.30000,32.70010,0.60010,386.90000,428.80000,-0.01750,-0.01000
2021-09-30,650.20000,203.30000,446.90000,128.80000,198.50000,328.60000,118.30000,-6.30000,112.00000,24.70000,87.30000,87.30000,87.30000,143.80000,118.30000,387.40000,430.30000,0.23000,0.21000
2021-06-30,595.10000,178.00000,417.10000,129.10000,186.50000,316.10000,101.00000,-3.90000,97.10000,18.70000,78.40000,78.40000,78.40000,124.50000,101.00000,386.90000,427.10000,0.20000,0.19000
2021-03-31,505.00000,161.10000,343.90000,109.40000,188.60000,298.00000,45.90000,-4.60000,41.30000,-15.20000,56.50000,56.50000,56.50000,66.80000,45.90000,385.20000,418.40000,0.14750,0.14000
2020-12-31,568.89990,169.80000,399.09990,119.20000,173.40000,295.09990,104.00000,50.20000,154.20000,-257.10000,411.30000,411.30000,411.30000,124.40000,104.00000,377.50000,420.40000,1.09500,0.97500
2020-09-30,500.90000,160.50000,340.40000,87.70000,158.60000,246.30000,94.10000,-19.00000,75.10000,2.90000,72.20000,72.20000,72.20000,112.50000,94.10000,383.20000,398.00000,0.18750,0.18250
2020-06-30,451.80000,167.70000,284.10000,79.90000,136.40000,216.30000,67.80000,-21.60000,46.20000,-0.10000,46.30000,46.30000,46.30000,83.10000,67.80000,375.20000,388.00000,0.12250,0.12000
2020-03-31,405.10000,148.60000,256.50000,73.10000,149.80000,222.90000,33.60000,-11.20000,22.40000,2.50000,19.90000,19.90000,19.90000,46.60000,33.60000,367.20000,376.40000,0.05500,0.05250
