,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-11-30,4525.00000,568.00000,3957.00000,773.00000,1637.00000,2452.00000,1505.00000,12.00000,1517.00000,341.00000,1176.00000,1176.00000,1176.00000,1720.00000,1505.00000,470.00000,471.00000,2.53000,2.53000
2022-08-31,4433.00000,546.00000,3887.00000,775.00000,1585.00000,2403.00000,1484.00000,-28.00000,1456.00000,320.00000,1136.00000,1136.00000,1136.00000,1700.00000,1484.00000,469.00000,469.00000,2.42000,2.42000
2022-05-31,4386.00000,539.00000,3847.00000,738.00000,1538.00000,2318.00000,1529.00000,-37.00000,1492.00000,314.00000,1178.00000,1178.00000,1178.00000,1741.00000,1529.00000,472.00000,473.00000,2.50000,2.49000
2022-02-28,4262.00000,512.00000,3750.00000,701.00000,1427.00000,2170.00000,1580.00000,-37.00000,1543.00000,277.00000,1266.00000,1266.00000,1266.00000,1793.00000,1580.00000,473.00000,475.00000,2.68000,2.66000
2021-11-30,4110.00000,507.00000,3603.00000,657.00000,1405.00000,2102.00000,1501.00000,-33.00000,1468.00000,235.00000,1233.00000,1233.00000,1233.00000,1706.00000,1501.00000,477.00000,481.00000,2.59000,2.57000
2021-08-31,3935.00000,467.00000,3468.00000,651.00000,1333.00000,2027.00000,1441.00000,-23.00000,1418.00000,206.00000,1212.00000,1212.00000,1212.00000,1634.00000,1441.00000,477.00000,481.00000,2.54000,2.52000
2021-05-31,3835.00000,444.00000,3391.00000,612.00000,1329.00000,1985.00000,1406.00000,-20.00000,1386.00000,270.00000,1116.00000,1116.00000,1116.00000,1600.00000,1406.00000,478.00000,481.00000,2.34000,2.32000
2021-02-28,3905.00000,447.00000,3458.00000,620.00000,1339.00000,2004.00000,1454.00000,-21.00000,1433.00000,172.00000,1261.00000,1261.00000,1261.00000,1650.00000,1454.00000,479.00000,483.00000,2.63000,2.61000
2020-11-30,3424.00000,428.00000,2996.00000,558.00000,1184.00000,1781.00000,1215.00000,-18.00000,1197.00000,-1053.00000,2250.00000,2250.00000,2250.00000,1405.00000,1215.00000,481.00000,485.00000,4.69000,4.63000
2020-08-31,3225.00000,427.00000,2798.00000,566.00000,1122.00000,1729.00000,1069.00000,-9.00000,1060.00000,105.00000,955.00000,955.00000,955.00000,1260.00000,1069.00000,480.00000,485.00000,1.99000,1.97000
2020-05-31,3128.00000,415.00000,2713.00000,532.00000,1125.00000,1697.00000,1016.00000,-16.00000,1000.00000,-100.00000,1100.00000,1100.00000,1100.00000,1204.00000,1016.00000,481.00000,485.00000,2.28000,2.27000
2020-02-29,3091.00000,452.00000,2639.00000,532.00000,1128.00000,1702.00000,937.00000,-18.00000,919.00000,-36.00000,955.00000,955.00000,955.00000,1125.00000,937.00000,482.00000,488.00000,1.98000,1.96000
2019-11-30,2992.00000,453.00000,2539.00000,499.00000,1029.00000,1570.00000,969.00000,-12.00000,957.00000,106.00000,851.00000,851.00000,851.00000,1160.00000,969.00000,486.00000,492.00000,1.76000,1.74000
2019-08-31,2834.00000,416.00000,2418.00000,490.00000,1031.00000,1564.00000,854.00000,-19.00000,835.00000,42.00000,793.00000,793.00000,793.00000,1047.00000,854.00000,486.00000,491.00000,1.63000,1.61000
2019-05-31,2744.00000,407.00000,2337.00000,476.00000,1068.00000,1587.00000,750.00000,-39.00000,711.00000,78.00000,633.00000,633.00000,633.00000,937.00000,750.00000,488.00000,492.00000,1.30000,1.29000
2019-02-28,2601.00000,397.00000,2204.00000,465.00000,997.00000,1509.00000,695.00000,7.00000,702.00000,28.00000,674.00000,674.00000,674.00000,881.00000,695.00000,488.00000,494.00000,1.38000,1.36000
2018-11-30,2464.61600,359.26200,2105.35400,416.14600,936.20100,1385.17800,720.17610,-20.83600,699.34100,20.87500,678.46600,678.46600,678.46600,826.40420,720.17690,491.00000,498.00000,1.39000,1.36000
2018-08-31,2291.07600,295.49200,1995.58400,398.95700,854.14700,1276.97800,718.60600,-17.24800,701.35800,35.06700,666.29100,666.29100,666.29100,805.49600,718.60600,490.02500,496.86600,1.36000,1.34000
2018-05-31,2195.36000,281.34400,1914.01600,374.12800,824.25500,1215.53200,698.48410,-7.68500,690.79900,27.63200,663.16700,663.16700,663.16700,774.84410,698.48410,491.91400,498.25200,1.35000,1.33000
2018-02-28,2078.94700,258.90200,1820.04500,348.76900,751.39700,1117.31200,702.73300,-0.23100,702.50200,119.42600,583.07600,583.07600,583.07600,779.25500,702.73300,492.06100,499.43300,1.18000,1.17000
2017-11-30,2006.59500,270.87200,1735.72300,324.02600,743.67110,1086.38300,649.33940,-6.32800,643.01210,141.46300,501.54900,501.54900,501.54900,730.57340,649.33980,493.63200,501.12300,1.01000,0.99000
2017-08-31,1841.07400,262.92200,1578.15200,315.55500,697.49500,1032.47800,545.67400,-4.29500,541.37900,121.81000,419.56900,419.56900,419.56900,627.99290,545.67400,493.42600,500.39800,0.85000,0.84000
2017-05-31,1772.19000,239.36000,1532.83000,299.40100,710.02700,1028.74800,504.08190,-11.46400,492.61800,118.22800,374.39000,374.39000,374.39000,585.71690,504.08190,494.37100,500.35100,0.76000,0.75000
2017-02-28,1681.64600,237.33700,1444.30900,285.07700,671.10500,975.31000,468.99900,-8.36700,460.63200,62.18600,398.44600,398.44600,398.44600,549.80800,468.99900,494.61200,500.86100,0.81000,0.80000
2016-11-30,1608.41900,216.55610,1391.86300,257.84900,643.23390,919.58290,472.27980,-15.58000,456.70000,57.08700,399.61300,399.61300,399.61300,554.13980,472.27990,498.34500,504.29900,0.81000,0.80000
2016-08-31,1463.96700,202.70100,1261.26600,248.45000,620.83900,891.94100,369.32510,-13.02400,356.30100,85.51300,270.78800,270.78800,270.78800,453.33910,369.32510,498.58400,503.66900,0.54000,0.54000
2016-05-31,1398.70900,202.07900,1196.63000,232.48400,600.91900,852.39100,344.23900,-14.40900,329.83000,85.75600,244.07400,244.07400,244.07400,428.70000,344.23900,499.97400,504.72500,0.49000,0.48000
2016-02-29,1383.33500,198.57200,1184.76300,237.20400,621.40700,877.00500,307.75810,-15.45100,292.30700,38.00000,254.30700,254.30700,254.30700,388.95810,307.75810,499.12500,505.67600,0.51000,0.50000
2015-11-30,1306.40400,201.36110,1105.04300,220.51390,577.08300,814.60890,290.43420,6.50600,296.94000,74.23500,222.70500,222.70500,222.70500,376.79320,290.43430,498.76400,507.16400,0.44000,0.44000
2015-08-31,1217.76800,190.98500,1026.78300,218.66000,544.60900,780.76400,246.01890,-13.40000,232.61900,58.15400,174.46500,174.46500,174.46500,333.56890,246.01890,498.63000,505.80900,0.35000,0.34000
2015-05-31,1162.15800,185.17300,976.98500,208.04700,557.20600,783.36800,193.61700,-12.64300,180.97400,33.48100,147.49300,147.49300,147.49300,279.54600,193.61700,499.29000,505.58200,0.30000,0.29000
2015-02-28,1109.18100,166.79800,942.38310,215.50900,537.82200,769.35800,173.02500,-9.77700,163.24800,78.36000,84.88800,84.88800,84.88800,252.66000,173.02500,498.75400,507.52600,0.17000,0.17000
2014-11-30,1073.32800,160.94300,912.38500,213.68700,542.39600,787.88020,124.50480,-12.23000,112.27500,24.13900,88.13600,88.13600,88.13600,202.65180,124.50480,497.86700,508.48000,0.18000,0.18000
2014-08-31,1005.40900,157.72400,847.68500,212.04900,548.15100,773.50900,74.17600,-11.23800,62.93800,18.25200,44.68600,44.68600,44.68600,154.33000,74.17600,498.46800,507.81100,0.09000,0.09000
2014-05-31,1068.20800,154.90400,913.30400,209.09200,555.96800,778.04600,135.25810,-13.98700,121.27100,32.74400,88.52700,88.52700,88.52700,212.91110,135.25810,497.93100,506.68700,0.18000,0.17000
2014-02-28,1000.12000,148.50900,851.61100,209.52500,549.12500,772.86500,78.74600,-13.85400,64.89200,17.84600,47.04600,47.04600,47.04600,156.38200,78.74600,496.94800,508.34000,0.09000,0.09000
2013-11-30,1041.69900,147.51600,894.18300,205.19600,569.89780,791.34700,102.83600,-14.56600,88.27000,22.95000,65.32000,65.32000,65.32000,184.18600,102.83590,501.37200,513.47600,0.14000,0.12000
2013-08-31,995.11900,147.07600,848.04300,208.70000,516.71600,737.68900,110.35400,-17.09400,93.26000,10.25800,83.00200,83.00200,83.00200,192.52900,110.35400,504.11600,514.05800,0.16000,0.16000
