,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,1392.23100,880.36400,511.86690,284.22200,21.17300,263.04900,248.81800,-59.03300,189.78500,31.48300,158.30200,158.30200,158.30200,,248.81800,,35.71540,,4.43000
2022-09-30,1068.59600,686.74600,381.85000,205.39800,,205.39800,176.45200,-44.60400,131.84800,31.34400,100.50400,100.50400,100.50400,196.69100,176.45200,35.69300,36.06200,2.82000,2.79000
2022-06-30,1065.18200,678.91700,386.26500,208.15100,,208.15100,178.11400,-44.63200,133.48200,30.98900,102.49300,102.49300,102.49300,197.54300,178.11400,35.91500,36.29600,2.85000,2.82000
2022-03-31,1011.14900,642.52500,368.62400,204.08300,,204.08300,164.54100,-46.82300,117.71800,26.75400,90.96400,90.96400,90.96400,184.83600,164.54100,36.00100,36.43500,2.53000,2.50000
2021-12-31,1343.21300,837.01210,506.20100,283.51290,,283.51290,222.68800,-26.51900,196.16900,40.48400,155.68500,155.68500,155.68500,247.13100,222.68790,37.19800,37.69100,4.29000,4.24000
2021-09-30,997.99000,612.79000,385.20000,204.92000,,204.92000,180.28000,-45.47500,134.80500,14.40300,120.40200,120.40200,120.40200,198.19000,180.28000,36.62800,37.13000,3.29000,3.24000
2021-06-30,1032.47200,624.78200,407.69010,216.78800,,216.78790,190.90210,-45.80900,145.09300,28.47400,116.61900,116.61900,116.61900,211.31310,190.90210,37.59000,38.12300,3.10000,3.06000
2021-03-31,983.69800,594.54700,389.15100,202.61300,,202.61300,186.53800,-36.90000,149.63800,31.87700,117.76100,117.76100,117.76100,204.20600,186.53800,38.70000,39.20800,3.04000,3.00000
2020-12-31,1356.56700,821.30290,535.26420,291.22000,,291.22010,244.04420,-54.47900,189.56500,37.66800,151.89700,151.89700,151.89700,266.63920,244.04410,38.97400,39.64100,3.90000,3.84000
2020-09-30,967.71900,605.73800,361.98100,199.80000,,199.80000,162.18100,-38.40800,123.77300,24.64400,99.12900,99.12900,99.12900,178.78600,162.18100,39.24600,39.79200,2.53000,2.49000
2020-06-30,920.02300,562.93200,357.09100,193.50800,,193.50800,163.58300,-39.08700,124.49600,5.82800,118.66800,118.66800,118.66800,179.62400,163.58300,39.05800,39.74600,3.04000,2.99000
