,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,1283.00000,297.30000,985.70000,128.90000,500.20000,1.20000,627.90000,357.80000,10.40000,368.20000,9.20000,359.00000,313.80000,313.80000,,357.80000,780.90000,791.80000,0.40000,0.40000
2022-09-30,1149.50000,283.00000,866.50000,134.30000,467.80000,1.10000,601.00000,265.50000,-0.80000,264.70000,27.30000,237.40000,231.10000,231.60000,349.40000,265.50000,786.20000,798.60000,0.29000,0.29000
2022-06-30,1030.10000,250.80000,779.30000,124.30000,460.90000,1.20000,584.00000,195.30000,-11.40000,183.90000,2.40000,181.50000,173.40000,173.50000,276.10000,195.30000,795.40000,810.10000,0.22000,0.21000
2022-03-31,954.80000,253.80000,701.00000,124.90000,426.20000,1.10000,550.00000,150.99990,-12.30000,138.70000,-8.10000,146.80000,138.30000,138.40000,230.69990,150.99990,803.50000,821.00000,0.17200,0.16800
2021-12-31,963.60000,228.30000,735.30000,112.60000,408.99990,1.20000,520.39980,214.90030,-7.60000,207.30000,3.70000,203.60000,198.80000,199.00000,291.30030,214.90020,816.10000,835.30000,0.23800,0.25200
2021-09-30,867.20000,211.20000,656.00000,107.80000,382.90000,1.10000,489.60000,166.40000,-9.70000,156.70000,-9.30000,166.00000,163.20000,163.10000,236.29990,166.40000,817.70000,838.60000,0.20000,0.19000
2021-06-30,801.10000,186.90000,614.20000,106.60000,361.30000,1.20000,466.70000,147.50000,-2.50000,145.00000,7.50000,137.50000,137.50000,137.50000,210.20000,147.50000,816.70000,835.40000,0.17000,0.16000
2021-03-31,710.30000,156.60000,553.70000,97.20000,336.00000,1.10000,432.10000,121.60000,-2.20000,119.40000,12.20000,107.20000,107.20000,107.20000,179.80000,121.60000,815.00000,832.00000,0.13200,0.12800
2020-12-31,747.99990,167.00000,580.99990,89.00000,323.80000,1.20000,411.60010,169.39980,2.30000,171.70000,25.00000,146.70000,146.70000,146.70000,224.79980,169.39990,821.00000,838.30000,0.18600,0.17200
2020-09-30,651.10000,139.20000,511.90000,90.00000,296.10000,1.10000,385.00000,126.90000,1.50000,128.40000,5.00000,123.40000,123.40000,123.40000,179.50000,126.90000,810.50000,828.00000,0.15200,0.15000
2020-06-30,617.60000,135.10000,482.50000,82.10000,282.70000,1.10000,363.70000,118.80000,4.90000,123.70000,9.90000,113.80000,113.80000,113.80000,170.00000,118.80000,808.00000,827.00000,0.14000,0.13800
2020-03-31,577.70000,128.70000,449.00000,80.30000,288.80000,36.80000,332.30000,116.70000,1.20000,117.90000,13.30000,104.60000,104.60000,104.60000,165.00000,116.70000,853.00000,871.00000,0.12200,0.12000
2019-12-31,620.60000,140.50000,480.10000,71.20000,284.30000,,355.50000,124.60000,9.30000,133.90000,13.90000,120.00000,120.00000,120.00000,168.40000,124.60000,855.00000,875.00000,0.14000,0.13600
2019-09-30,548.10000,124.10000,424.00000,69.90000,253.50000,,323.40000,100.60000,5.40000,106.00000,25.80000,80.20000,80.20000,80.20000,141.40000,100.60000,856.50000,874.00000,0.09400,0.09200
2019-06-30,521.70000,128.30000,393.40000,67.40000,250.80000,,318.20000,75.20000,10.60000,85.80000,13.10000,72.70000,72.70000,72.70000,114.40000,75.20000,855.50000,875.50000,0.08400,0.08400
2019-03-31,472.60000,113.00000,359.60000,68.60000,240.40000,,309.00000,50.60000,9.70000,60.30000,1.50000,58.80000,58.80000,58.80000,90.30000,50.60000,851.00000,874.00000,0.07000,0.06800
2018-12-31,510.40000,128.50000,381.90000,65.50000,227.90000,,293.40000,88.49990,7.00000,95.50000,-89.80000,185.30000,185.30000,185.30000,127.19990,88.50000,845.50000,871.00000,0.21800,0.21400
2018-09-30,453.90000,111.60000,342.30000,58.70000,220.80000,,279.50000,62.80000,7.80000,70.60000,11.90000,58.70000,58.70000,58.70000,99.90000,62.80000,849.00000,878.50000,0.07000,0.06600
2018-06-30,441.30000,113.10000,328.20000,61.20000,216.30000,,277.50000,50.70000,0.80000,51.50000,2.20000,49.30000,49.30000,49.30000,86.80000,50.70000,843.00000,867.50000,0.05800,0.05600
2018-03-31,399.00000,97.20000,301.80000,59.10000,210.30000,,269.40000,32.40000,4.30000,36.70000,-4.90000,41.60000,41.60000,41.60000,66.50000,32.40000,838.50000,859.00000,0.05000,0.04800
2017-12-31,416.59990,105.40000,311.20000,54.70000,214.30000,,269.00010,42.19980,2.80000,45.00000,74.00000,-29.00000,-29.00000,-29.00000,56.89980,42.19990,871.50000,890.50000,-0.03200,-0.03200
2017-09-30,374.20000,93.60000,280.60000,53.50000,193.40000,,246.90000,33.70000,4.30000,38.00000,11.30000,26.70000,26.70000,26.70000,48.10000,33.70000,877.50000,895.00000,0.03000,0.03000
2017-06-30,363.50000,95.70000,267.80000,51.20000,188.20000,,239.30000,28.50000,4.40000,32.90000,9.90000,23.00000,23.00000,23.00000,42.90000,28.50000,878.50000,898.50000,0.02600,0.02600
2017-03-31,340.60000,90.60000,250.00000,51.20000,193.00000,,244.60000,5.40000,2.70000,8.10000,-2.60000,10.70000,10.70000,10.70000,19.90000,5.40000,872.50000,891.50000,0.01200,0.01200
2016-12-31,362.78700,90.85400,271.93300,45.60500,180.34300,,226.78400,45.14910,-1.69000,43.45900,18.28000,25.17900,25.17900,25.17900,59.72510,45.14910,863.00000,881.50000,0.03000,0.02800
2016-09-30,316.64600,84.79900,231.84700,47.23900,176.83700,,226.35900,5.48800,1.10100,6.58900,0.29800,6.29100,6.29100,6.29100,19.57700,5.48800,866.67500,889.69000,0.00800,0.00800
2016-06-30,311.39100,84.50300,226.88800,45.50200,184.87800,,230.93300,-4.04500,0.35500,-3.69000,-2.30200,-1.38800,-1.38800,-1.38800,8.54300,-4.04500,860.37500,860.37500,-0.00200,-0.00200
2016-03-31,284.57600,77.64400,206.93200,44.75400,165.54200,,210.62400,-3.69200,0.43400,-3.25800,-5.37600,2.11800,2.11800,2.11800,8.35500,-3.69200,858.72500,872.10500,0.00200,0.00200
2015-12-31,296.52900,81.97600,214.55300,42.81400,157.15500,,201.68600,12.86700,0.16900,13.03600,15.57000,-2.53400,-2.53400,-2.53400,23.93700,12.86700,851.92500,880.70500,-0.00290,-0.00290
2015-09-30,260.06800,71.70100,188.36700,42.11000,142.21400,,190.20700,-1.84000,0.68000,-1.16000,-9.32900,8.16900,8.16900,8.16900,8.87300,-1.84000,858.24000,889.48500,0.01000,0.01000
2015-06-30,239.78500,69.49800,170.28700,37.38900,129.94600,,167.33500,2.95200,0.53400,3.48600,2.69400,0.79200,0.79200,0.79200,11.92400,2.95200,849.65000,881.17000,0.00090,0.00090
2015-03-31,212.88600,63.60200,149.28400,35.81600,112.57000,,148.38600,0.89800,0.74500,1.64300,0.08300,1.56000,1.56000,1.56000,9.18900,0.89800,840.38500,868.60000,0.00200,0.00200
2014-12-31,223.96900,65.62400,158.34500,33.09700,105.33200,,138.42890,19.91600,0.20200,20.11800,13.30500,6.81300,6.81300,6.81300,27.44800,19.91600,819.15500,846.44500,0.00800,0.00800
2014-09-30,193.34800,56.88500,136.46300,30.79000,90.22200,,121.01200,15.45100,0.33400,15.78500,11.72900,4.05600,4.05600,4.05600,22.98400,15.45100,821.47000,848.63500,0.00400,0.00400
2014-06-30,184.09800,57.75700,126.34100,29.93800,85.26100,,115.19900,11.14200,0.74500,11.88700,5.80600,6.08100,6.08100,6.08100,19.87300,11.14200,815.80500,841.72500,0.00800,0.00800
2014-03-31,168.94900,50.74300,118.20600,29.05500,76.33600,,105.39100,12.81500,0.94400,13.75900,5.36600,8.39300,8.39300,8.39300,19.75000,12.81500,811.95500,840.57000,0.01000,0.01000
2013-12-31,177.35000,53.87700,123.47300,27.74700,71.08300,,98.83000,24.64290,0.89900,25.54200,13.52600,12.01600,12.01600,12.01600,31.48890,24.64300,812.17500,840.91500,0.01200,0.01400
2013-09-30,154.69900,43.93000,110.76900,26.42100,66.06900,,92.49000,18.27900,0.13100,18.41000,7.38100,11.02900,11.02900,11.02900,25.47900,18.27900,814.53000,843.33000,0.01400,0.01400
2013-06-30,147.42800,43.70800,103.72000,25.15800,64.78500,,89.94300,13.77700,1.23700,15.01400,6.03500,8.97900,8.97900,8.97900,20.40100,13.77700,811.23500,840.21000,0.01200,0.01000
2013-03-31,135.82000,39.12800,96.69200,23.33400,57.96700,,81.30100,15.39100,1.58400,16.97500,4.72600,12.24900,12.24900,12.24900,21.97800,15.39100,806.41000,839.11500,0.01600,0.01400
2012-12-31,151.16200,41.44200,109.72000,20.52500,54.15500,,74.68000,35.03990,1.23000,36.27000,14.76300,21.50700,21.50700,21.50700,41.48790,35.04000,790.37000,831.64500,0.02600,0.02600
2012-09-30,136.26800,37.80800,98.46000,20.49800,52.19200,,72.69000,25.77000,1.00100,26.77100,9.56500,17.20600,17.20600,17.20600,32.24300,25.77000,793.75500,833.95500,0.02200,0.02000
2012-06-30,128.96200,37.12700,91.83500,20.38800,50.49700,,70.88500,20.95000,1.27600,22.22600,8.27600,13.95000,13.95000,13.95000,27.21800,20.95000,787.37000,830.30510,0.01800,0.01600
2012-03-31,117.24700,31.04300,86.20400,19.66700,47.82200,,67.48900,18.71500,1.01400,19.72900,5.55600,14.17300,14.17300,14.17300,24.05200,18.71500,780.05000,828.75500,0.01800,0.01800
2011-12-31,120.86100,32.48500,88.37600,16.38000,45.47600,,61.85600,26.52000,0.85100,27.37100,10.87700,16.49400,16.49400,16.49400,31.40200,26.52000,762.90500,818.90500,0.02000,0.02000
2011-09-30,116.42600,31.13900,85.28700,16.83400,42.29300,,59.12700,26.16000,0.96400,27.12400,9.20700,17.91700,17.91700,17.91700,31.15500,26.16000,766.32500,819.34500,0.02400,0.02200
2011-06-30,103.02300,26.55800,76.46500,15.94200,41.74400,,57.68600,18.77900,0.65600,19.43500,4.94100,14.49400,14.49400,14.49400,23.46700,18.77900,761.33500,819.43490,0.02000,0.01800
2011-03-31,93.26600,23.41600,69.85000,14.42100,37.98400,,52.40500,17.44500,0.69800,18.14300,4.55600,13.58700,13.58700,13.58700,22.38400,17.44500,751.54000,814.32000,0.01800,0.01600
