,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,149204.00000,85640.00000,63564.00000,20814.00000,39254.00000,-759.00000,60827.00000,2737.00000,-3699.00000,-962.00000,-1227.00000,265.00000,278.00000,278.00000,15882.00000,2737.00000,10189.00000,10189.00000,0.02800,0.02800
2022-09-30,127101.00000,70268.00000,56833.00000,19485.00000,34658.00000,-165.00000,54308.00000,2525.00000,419.00000,2944.00000,69.00000,2875.00000,2872.00000,2872.00000,12729.00000,2525.00000,10191.00000,10331.00000,0.28000,0.28000
2022-06-30,121234.00000,66424.00000,54810.00000,18072.00000,33331.00000,-90.00000,51493.00000,3317.00000,-5970.00000,-2653.00000,-637.00000,-2016.00000,-2028.00000,-2028.00000,12911.00000,3317.00000,10175.00000,10175.00000,-0.20000,-0.20000
2022-03-31,116444.00000,66499.00000,49945.00000,14842.00000,31185.00000,-249.00000,46276.00000,3669.00000,-8934.00000,-5265.00000,-1422.00000,-3843.00000,-3844.00000,-3844.00000,12647.00000,3669.00000,10180.00000,10180.00000,-0.37800,-0.37800
2021-12-31,137412.00000,82835.00000,54577.00000,15313.00000,35780.00000,-24.00000,51117.00000,3460.00000,11474.00000,14934.00000,612.00000,14322.00000,14323.00000,14323.00000,13399.00000,3460.00000,10117.00000,10296.00000,1.41550,1.38050
2021-09-30,110812.00000,62930.00000,47882.00000,14380.00000,28661.00000,11.00000,43030.00000,4852.00000,-537.00000,4315.00000,1155.00000,3160.00000,3156.00000,3156.00000,13800.00000,4852.00000,10132.00000,10309.00000,0.31000,0.31000
2021-06-30,113080.00000,64176.00000,48904.00000,13871.00000,27320.00000,-11.00000,41202.00000,7702.00000,932.00000,8634.00000,868.00000,7766.00000,7778.00000,7778.00000,15740.00000,7702.00000,10103.00000,10286.00000,0.77000,0.76000
2021-03-31,108518.00000,62403.00000,46115.00000,12488.00000,24724.00000,-38.00000,37250.00000,8865.00000,1403.00000,10268.00000,2156.00000,8112.00000,8107.00000,8107.00000,16373.00000,8865.00000,10080.00000,10260.00000,0.80450,0.78950
2020-12-31,125555.00000,79284.00000,46271.00000,12051.00000,27844.00000,497.00000,39398.00000,6873.00000,892.00000,7765.00000,566.00000,7199.00000,7222.00000,7222.00000,14420.00000,6873.00000,10005.00000,10198.00000,0.71900,0.70600
2020-09-30,96145.00000,57106.00000,39039.00000,10976.00000,21807.00000,-62.00000,32845.00000,6194.00000,615.00000,6809.00000,569.00000,6240.00000,6331.00000,6331.00000,12717.00000,6194.00000,10020.00000,10240.00000,0.63150,0.61850
2020-06-30,88912.00000,52660.00000,36252.00000,10388.00000,19731.00000,-290.00000,30409.00000,5843.00000,378.00000,6221.00000,984.00000,5237.00000,5243.00000,5243.00000,11591.00000,5843.00000,10000.00000,10180.00000,0.52500,0.51500
2020-03-31,75452.00000,44257.00000,31195.00000,9325.00000,17811.00000,-70.00000,27206.00000,3989.00000,-606.00000,3383.00000,744.00000,2639.00000,2535.00000,2535.00000,9351.00000,3989.00000,9960.00000,10120.00000,0.25450,0.25050
2019-12-31,87437.00000,53977.00000,33460.00000,9739.00000,19776.00000,-65.00000,29580.00000,3880.00000,174.00000,4054.00000,787.00000,3267.00000,3268.00000,3268.00000,10050.00000,3880.00000,9880.00000,10080.00000,0.32950,0.32350
2019-09-30,69981.00000,41302.00000,28679.00000,9200.00000,16267.00000,-55.00000,25522.00000,3157.00000,-525.00000,2632.00000,494.00000,2138.00000,2134.00000,2134.00000,8720.00000,3157.00000,9900.00000,10080.00000,0.21550,0.21150
2019-06-30,63404.00000,36337.00000,27067.00000,9065.00000,14832.00000,-86.00000,23983.00000,3084.00000,-195.00000,2889.00000,257.00000,2632.00000,2625.00000,2625.00000,8286.00000,3084.00000,9860.00000,10060.00000,0.26600,0.26100
2019-03-31,59700.00000,33920.00000,25780.00000,7927.00000,13438.00000,5.00000,21360.00000,4420.00000,-19.00000,4401.00000,836.00000,3565.00000,3561.00000,3561.00000,9274.00000,4420.00000,9820.00000,10040.00000,0.36200,0.35450
2018-12-31,72383.00000,44786.00000,27597.00000,7669.00000,16056.00000,-85.00000,23810.00000,3787.00000,-437.00000,3350.00000,328.00000,3022.00000,3027.00000,3027.00000,8049.00000,3787.00000,9740.00000,10000.00000,0.31000,0.30250
2018-09-30,56576.00000,33003.00000,23573.00000,7162.00000,12619.00000,-68.00000,19849.00000,3724.00000,-334.00000,3390.00000,508.00000,2882.00000,2883.00000,2883.00000,7502.00000,3724.00000,9760.00000,10020.00000,0.29550,0.28750
2018-06-30,52886.00000,30632.00000,22254.00000,7247.00000,11944.00000,-80.00000,19271.00000,2983.00000,-378.00000,2605.00000,74.00000,2531.00000,2534.00000,2534.00000,6613.00000,2983.00000,9720.00000,10000.00000,0.26050,0.25350
2018-03-31,51042.00000,30735.00000,20307.00000,6759.00000,11558.00000,-63.00000,18380.00000,1927.00000,-11.00000,1916.00000,287.00000,1629.00000,1629.00000,1629.00000,5598.00000,1927.00000,9680.00000,9960.00000,0.16800,0.16350
2017-12-31,60453.00000,38494.00000,21959.00000,6314.00000,13460.00000,-59.00000,19833.00000,2126.00000,-255.00000,1871.00000,15.00000,1856.00000,1856.00000,1856.00000,5624.00000,2126.00000,9600.00000,9860.00000,0.19300,0.18750
2017-09-30,43744.00000,27549.00000,16195.00000,5944.00000,9859.00000,-45.00000,15848.00000,347.00000,-31.00000,316.00000,58.00000,258.00000,256.00000,256.00000,3259.00000,347.00000,9620.00000,9880.00000,0.02650,0.02600
2017-06-30,37955.00000,23451.00000,14504.00000,5549.00000,8261.00000,-66.00000,13876.00000,628.00000,38.00000,666.00000,467.00000,199.00000,197.00000,197.00000,3261.00000,628.00000,9580.00000,9840.00000,0.02050,0.02000
2017-03-31,35714.00000,22440.00000,13274.00000,4813.00000,7412.00000,-44.00000,12269.00000,1005.00000,-52.00000,953.00000,229.00000,724.00000,724.00000,724.00000,3440.00000,1005.00000,9540.00000,9800.00000,0.07600,0.07400
2016-12-31,43741.00000,28959.00000,14782.00000,4544.00000,8948.00000,-35.00000,13527.00000,1255.00000,-89.00000,1166.00000,414.00000,752.00000,749.00000,749.00000,3552.00000,1255.00000,9480.00000,9680.00000,0.07900,0.07650
2016-09-30,32714.00000,21260.00000,11454.00000,4135.00000,6712.00000,-32.00000,10879.00000,575.00000,-84.00000,491.00000,229.00000,262.00000,252.00000,252.00000,2658.00000,575.00000,9480.00000,9700.00000,0.02650,0.02600
2016-06-30,30404.00000,19180.00000,11224.00000,3880.00000,6004.00000,-55.00000,9939.00000,1285.00000,-106.00000,1179.00000,307.00000,872.00000,857.00000,857.00000,3194.00000,1285.00000,9460.00000,9660.00000,0.09050,0.08900
2016-03-31,29128.00000,18866.00000,10262.00000,3526.00000,5620.00000,-45.00000,9191.00000,1071.00000,-15.00000,1056.00000,475.00000,581.00000,513.00000,513.00000,2898.00000,1071.00000,9420.00000,9620.00000,0.05450,0.05350
2015-12-31,35746.00000,24341.00000,11405.00000,3569.00000,6692.00000,-36.00000,10297.00000,1108.00000,-170.00000,938.00000,452.00000,486.00000,482.00000,482.00000,2860.00000,1108.00000,9340.00000,9540.00000,0.05150,0.05050
2015-09-30,25358.00000,16755.00000,8603.00000,3197.00000,4957.00000,-43.00000,8197.00000,406.00000,-159.00000,247.00000,161.00000,86.00000,79.00000,79.00000,2005.00000,406.00000,9360.00000,9560.00000,0.00850,0.00850
2015-06-30,23185.00000,15160.00000,8025.00000,3020.00000,4493.00000,-48.00000,7561.00000,464.00000,-102.00000,362.00000,266.00000,96.00000,92.00000,92.00000,1968.00000,464.00000,9340.00000,9520.00000,0.01000,0.00950
2015-03-31,22717.00000,15395.00000,7322.00000,2754.00000,4269.00000,-44.00000,7067.00000,255.00000,-234.00000,21.00000,71.00000,-50.00000,-57.00000,-57.00000,1681.00000,255.00000,9300.00000,9300.00000,-0.00600,-0.00600
2014-12-31,29328.00000,20671.00000,8657.00000,2635.00000,5392.00000,-39.00000,8066.00000,591.00000,-161.00000,430.00000,205.00000,225.00000,214.00000,214.00000,1971.00000,591.00000,9240.00000,9240.00000,0.02350,0.02350
2014-09-30,20579.00000,14627.00000,5952.00000,2423.00000,4042.00000,-31.00000,6496.00000,-544.00000,-90.00000,-634.00000,-205.00000,-429.00000,-437.00000,-437.00000,703.00000,-544.00000,9260.00000,9260.00000,-0.04750,-0.04750
2014-06-30,19340.00000,13399.00000,5941.00000,2226.00000,3702.00000,-28.00000,5956.00000,-15.00000,-12.00000,-27.00000,94.00000,-121.00000,-126.00000,-126.00000,1094.00000,-15.00000,9220.00000,9220.00000,-0.01350,-0.01350
2014-03-31,19741.00000,14055.00000,5686.00000,1991.00000,3514.00000,-35.00000,5540.00000,146.00000,-26.00000,120.00000,73.00000,47.00000,108.00000,108.00000,1156.00000,146.00000,9200.00000,9360.00000,0.01150,0.01150
2013-12-31,25586.00000,18805.00000,6781.00000,1862.00000,4369.00000,-40.00000,6271.00000,510.00000,-59.00000,451.00000,178.00000,273.00000,240.00000,240.00000,1472.00000,510.00000,9140.00000,9300.00000,0.02650,0.02600
2013-09-30,17092.00000,12366.00000,4726.00000,1734.00000,3006.00000,-11.00000,4751.00000,-25.00000,-18.00000,-43.00000,-12.00000,-31.00000,-41.00000,-41.00000,809.00000,-25.00000,9140.00000,9140.00000,-0.00450,-0.00450
2013-06-30,15704.00000,11209.00000,4495.00000,1586.00000,2798.00000,-32.00000,4416.00000,79.00000,-62.00000,17.00000,13.00000,4.00000,-7.00000,-7.00000,836.00000,79.00000,9120.00000,9120.00000,-0.00100,-0.00100
2013-03-31,16070.00000,11801.00000,4269.00000,1383.00000,2674.00000,-31.00000,4088.00000,181.00000,-100.00000,81.00000,-18.00000,99.00000,82.00000,82.00000,881.00000,181.00000,9100.00000,9260.00000,0.00900,0.00900
