,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,7770.00000,5951.00000,1819.00000,333.00000,742.00000,58.00000,1017.00000,802.00000,-24.00000,778.00000,134.00000,644.00000,644.00000,631.00000,1042.00000,802.00000,141.50000,142.30000,4.46000,4.44000
2022-09-30,7333.00000,5691.00000,1642.00000,348.00000,708.00000,40.00000,1016.00000,626.00000,-18.00000,608.00000,199.00000,409.00000,409.00000,400.00000,842.00000,626.00000,141.10000,142.00000,2.83000,2.82000
2022-06-30,6586.00000,4860.00000,1726.00000,299.00000,622.00000,92.00000,829.00000,897.00000,-42.00000,855.00000,148.00000,707.00000,707.00000,702.00000,1064.00000,897.00000,141.20000,142.00000,4.97000,4.94000
2022-03-31,6385.00000,4853.00000,1532.00000,298.00000,615.00000,-15.00000,928.00000,604.00000,-26.00000,578.00000,155.00000,423.00000,423.00000,418.00000,765.00000,604.00000,142.20000,143.10000,2.94000,2.92000
2021-12-31,5850.00000,4533.00000,1317.00000,288.00000,629.00000,95.00000,822.00000,495.00000,19.00000,514.00000,114.00000,400.00000,400.00000,394.00000,660.00000,495.00000,144.60000,145.90000,2.78000,2.75000
2021-09-30,5968.00000,4554.00000,1414.00000,266.00000,571.00000,89.00000,748.00000,666.00000,9.00000,675.00000,134.00000,541.00000,541.00000,534.00000,826.00000,666.00000,143.50000,144.70000,3.72000,3.69000
2021-06-30,6111.00000,4633.00000,1478.00000,276.00000,600.00000,133.00000,743.00000,735.00000,44.00000,779.00000,167.00000,612.00000,612.00000,600.00000,902.00000,735.00000,145.10000,146.50000,4.14000,4.10000
2021-03-31,6092.00000,4606.00000,1486.00000,260.00000,574.00000,158.00000,676.00000,810.00000,-27.00000,783.00000,172.00000,611.00000,611.00000,603.00000,980.00000,810.00000,147.00000,148.30000,4.10000,4.07000
2020-12-31,5830.00000,4469.00000,1361.00000,255.00000,576.00000,99.00000,732.00000,629.00000,6.00000,635.00000,125.00000,510.00000,510.00000,501.00000,803.00000,629.00000,148.20000,149.00000,3.39000,3.38000
2020-09-30,5118.00000,3769.00000,1349.00000,224.00000,533.00000,78.00000,679.00000,670.00000,16.00000,686.00000,182.00000,504.00000,504.00000,501.00000,836.00000,670.00000,147.90000,148.90000,3.39000,3.36000
2020-06-30,3852.00000,2962.00000,890.00000,189.00000,470.00000,105.00000,554.00000,336.00000,26.00000,362.00000,93.00000,269.00000,269.00000,276.00000,501.00000,336.00000,147.60000,148.00000,1.87000,1.86000
2020-03-31,5011.00000,3717.00000,1294.00000,238.00000,546.00000,124.00000,660.00000,634.00000,21.00000,655.00000,127.00000,528.00000,528.00000,511.00000,802.00000,634.00000,149.30000,149.70000,3.42000,3.41000
2019-12-31,5578.00000,4265.00000,1313.00000,271.00000,632.00000,63.00000,959.00000,354.00000,9.00000,363.00000,65.00000,298.00000,298.00000,300.00000,533.00000,354.00000,155.40000,156.10000,2.04000,2.04000
