,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2018-07-31,864.00000,229.00000,635.00000,311.00000,522.00000,835.00000,-200.00000,7.00000,-193.00000,-155.00000,-38.00000,-38.00000,,-38.00000,-138.00000,-200.00000,256.00000,261.00000,-0.15000,-0.13000
2018-04-30,2912.00000,305.00000,2607.00000,296.00000,708.00000,1006.00000,1601.00000,2.00000,1603.00000,417.00000,1186.00000,1186.00000,,1186.00000,1665.00000,1601.00000,257.00000,262.00000,4.62000,4.53000
2018-01-31,1339.00000,246.00000,1093.00000,286.00000,612.00000,899.00000,194.00000,-1.00000,193.00000,10.00000,183.00000,183.00000,,183.00000,256.00000,194.00000,256.00000,260.00000,0.72000,0.70000
2017-10-31,910.00000,198.00000,712.00000,293.00000,453.00000,747.00000,-35.00000,-2.00000,-37.00000,-35.00000,-2.00000,-2.00000,,-2.00000,30.00000,-35.00000,256.00000,256.00000,-0.01000,-0.01000
2017-07-31,861.00000,184.00000,677.00000,263.00000,401.00000,664.00000,13.00000,,13.00000,-25.00000,38.00000,38.00000,,38.00000,75.00000,13.00000,257.00000,261.00000,0.14000,0.15000
2017-04-30,2541.00000,237.00000,2304.00000,246.00000,613.00000,860.00000,1444.00000,-5.00000,1439.00000,475.00000,964.00000,964.00000,,964.00000,1506.00000,1444.00000,256.00000,260.00000,3.76000,3.70000
2017-01-31,1016.00000,206.00000,810.00000,243.00000,545.00000,788.00000,22.00000,-12.00000,10.00000,-3.00000,13.00000,13.00000,,13.00000,79.00000,22.00000,257.00000,260.00000,0.05000,0.05000
2016-10-31,778.00000,183.00000,595.00000,246.00000,409.00000,656.00000,-61.00000,-11.00000,-72.00000,-42.00000,-30.00000,-30.00000,,-30.00000,-6.00000,-61.00000,258.00000,258.00000,-0.12000,-0.12000
2016-07-31,754.00000,171.00000,583.00000,235.00000,398.00000,639.00000,-56.00000,-6.00000,-62.00000,-22.00000,-40.00000,-40.00000,,-40.00000,7.00000,-56.00000,262.00000,265.00000,-0.25000,-0.23000
2016-04-30,2304.00000,216.00000,2088.00000,228.00000,572.00000,803.00000,1285.00000,-8.00000,1277.00000,429.00000,848.00000,848.00000,178.00000,1026.00000,1347.00000,1285.00000,257.00000,260.00000,4.00000,3.94000
2016-01-31,923.00000,199.00000,724.00000,205.00000,476.00000,682.00000,42.00000,-14.00000,28.00000,-1.00000,29.00000,29.00000,-5.00000,24.00000,100.00000,42.00000,263.00000,266.00000,0.09000,0.09000
2015-10-31,713.00000,166.00000,547.00000,213.00000,361.00000,576.00000,-29.00000,-11.00000,-40.00000,-9.00000,-31.00000,-31.00000,0.00000,-31.00000,26.00000,-29.00000,272.00000,272.00000,-0.11000,-0.11000
2015-07-31,696.00000,176.00000,520.00000,215.00000,398.00000,650.00000,-130.00000,-8.00000,-138.00000,-36.00000,-102.00000,-102.00000,116.00000,14.00000,-35.00000,-130.00000,281.00000,286.00000,0.01000,0.02000
2015-04-30,2135.00000,202.00000,1933.00000,206.00000,544.00000,867.00000,1066.00000,-6.00000,1060.00000,404.00000,656.00000,656.00000,-155.00000,501.00000,1388.00000,1066.00000,277.00000,282.00000,1.81000,1.78000
2015-01-31,749.00000,188.00000,561.00000,188.00000,459.00000,650.00000,-89.00000,-5.00000,-94.00000,-34.00000,-60.00000,-60.00000,-6.00000,-66.00000,-32.00000,-89.00000,285.00000,285.00000,-0.23000,-0.23000
2014-10-31,612.00000,159.00000,453.00000,189.00000,370.00000,562.00000,-109.00000,-7.00000,-116.00000,-35.00000,-81.00000,-81.00000,-3.00000,-84.00000,-55.00000,-109.00000,286.00000,286.00000,-0.29000,-0.29000
2014-07-31,451.00000,132.00000,319.00000,166.00000,231.00000,390.00000,-71.00000,,-55.00000,-18.00000,-37.00000,-37.00000,8.00000,-29.00000,-21.00000,-71.00000,285.00000,291.00000,-0.12000,-0.10000
2014-04-30,2388.00000,170.00000,2218.00000,186.00000,533.00000,724.00000,1494.00000,-5.00000,1489.00000,505.00000,984.00000,984.00000,0.00000,984.00000,1541.00000,1494.00000,284.00000,290.00000,3.47000,3.39000
2014-01-31,782.00000,176.00000,606.00000,186.00000,461.00000,652.00000,-46.00000,-8.00000,-54.00000,-17.00000,-37.00000,-37.00000,0.00000,-37.00000,4.00000,-46.00000,284.00000,284.00000,-0.13000,-0.13000
2013-10-31,622.00000,143.00000,479.00000,176.00000,376.00000,556.00000,-77.00000,-3.00000,-80.00000,-23.00000,-57.00000,-57.00000,46.00000,-11.00000,-27.00000,-77.00000,288.00000,288.00000,-0.04000,-0.04000
2013-07-31,409.00000,99.00000,310.00000,144.00000,264.00000,395.00000,-85.00000,-7.00000,-92.00000,-30.00000,-62.00000,-62.00000,46.00000,-16.00000,-22.00000,-85.00000,297.00000,303.00000,-0.06000,-0.05000
2013-04-30,2091.00000,140.00000,1951.00000,166.00000,491.00000,669.00000,1282.00000,-4.00000,1278.00000,420.00000,858.00000,858.00000,-36.00000,822.00000,1385.00000,1282.00000,297.00000,304.00000,2.77000,2.71000
2013-01-31,884.00000,166.00000,718.00000,169.00000,458.00000,634.00000,84.00000,-6.00000,78.00000,13.00000,65.00000,65.00000,6.00000,71.00000,142.00000,84.00000,296.00000,303.00000,0.24000,0.23000
2012-10-31,562.00000,135.00000,427.00000,168.00000,321.00000,500.00000,-73.00000,-6.00000,-79.00000,-25.00000,-54.00000,-54.00000,35.00000,-19.00000,-19.00000,-73.00000,296.00000,296.00000,-0.06000,-0.06000
2012-07-31,308.00000,22.00000,286.00000,128.00000,228.00000,340.00000,-54.00000,-11.00000,-65.00000,-30.00000,-35.00000,-35.00000,39.00000,4.00000,3.00000,-54.00000,296.00000,305.00000,-0.01000,0.00000
2012-04-30,1926.00000,197.00000,1729.00000,163.00000,453.00000,618.00000,1111.00000,-3.00000,1108.00000,372.00000,736.00000,736.00000,-2.00000,734.00000,1163.00000,1111.00000,295.00000,303.00000,2.49000,2.42000
2012-01-31,999.00000,202.00000,797.00000,164.00000,425.00000,602.00000,195.00000,-12.00000,183.00000,62.00000,121.00000,121.00000,-3.00000,118.00000,256.00000,195.00000,297.00000,306.00000,0.40000,0.39000
2011-10-31,575.00000,164.00000,411.00000,163.00000,308.00000,495.00000,-84.00000,-4.00000,-88.00000,-30.00000,-58.00000,-58.00000,-6.00000,-64.00000,-12.00000,-84.00000,300.00000,300.00000,-0.21000,-0.21000
2011-07-31,573.00000,159.00000,414.00000,153.00000,279.00000,472.00000,-58.00000,-17.00000,-75.00000,-19.00000,-56.00000,-56.00000,-1.00000,-57.00000,35.00000,-58.00000,302.00000,302.00000,-0.19000,-0.19000
2011-04-30,1848.00000,164.00000,1684.00000,164.00000,444.00000,623.00000,1061.00000,-9.00000,1052.00000,364.00000,688.00000,688.00000,,688.00000,1122.00000,1061.00000,303.00000,313.00000,2.27000,2.20000
2011-01-31,878.00000,175.00000,703.00000,158.00000,418.00000,592.00000,111.00000,-9.00000,102.00000,29.00000,73.00000,73.00000,,73.00000,172.00000,111.00000,308.00000,318.00000,0.24000,0.23000
2010-10-31,532.00000,155.00000,377.00000,156.00000,310.00000,481.00000,-104.00000,-7.00000,-111.00000,-41.00000,-70.00000,-70.00000,,-70.00000,-48.00000,-104.00000,316.00000,316.00000,-0.22000,-0.22000
2010-07-31,485.00000,133.00000,352.00000,138.00000,226.00000,375.00000,-23.00000,-14.00000,-37.00000,-14.00000,-23.00000,-23.00000,-25.00000,-48.00000,35.00000,-23.00000,316.00000,325.00000,-0.16000,-0.15000
2010-04-30,1607.00000,152.00000,1455.00000,141.00000,411.00000,567.00000,888.00000,-10.00000,878.00000,302.00000,576.00000,576.00000,,576.00000,943.00000,888.00000,314.00000,323.00000,1.83000,1.78000
2010-01-31,837.00000,162.00000,675.00000,144.00000,365.00000,536.00000,139.00000,-13.00000,126.00000,46.00000,80.00000,80.00000,34.00000,114.00000,207.00000,139.00000,314.00000,323.00000,0.36000,0.35000
2009-10-31,474.00000,144.00000,330.00000,141.00000,257.00000,430.00000,-100.00000,-11.00000,-111.00000,-42.00000,-69.00000,-69.00000,1.00000,-68.00000,-25.00000,-100.00000,320.00000,320.00000,-0.21000,-0.21000
2009-07-31,438.00000,130.00000,308.00000,150.00000,251.00000,425.00000,-117.00000,-5.00000,-122.00000,-50.00000,-72.00000,-72.00000,1.00000,-71.00000,-31.00000,-117.00000,322.00000,330.00000,-0.23000,-0.22000
2009-04-30,1417.00000,149.00000,1268.00000,130.00000,348.00000,503.00000,765.00000,-6.00000,759.00000,274.00000,485.00000,485.00000,,485.00000,828.00000,765.00000,322.00000,329.00000,1.51000,1.47000
2009-01-31,773.00000,154.00000,619.00000,140.00000,341.00000,508.00000,111.00000,-6.00000,105.00000,19.00000,86.00000,86.00000,-1.00000,85.00000,177.00000,111.00000,321.00000,326.00000,0.27000,0.26000
