,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2020-07-31,5821.00000,2505.00000,3316.00000,1228.00000,428.00000,2308.00000,1008.00000,-415.00000,593.00000,-96.00000,689.00000,689.00000,-1.00000,614.00000,2727.00000,1008.00000,403.00000,422.00000,1.52000,1.45000
2020-04-30,5742.00000,2553.00000,3189.00000,1269.00000,501.00000,2423.00000,766.00000,-357.00000,409.00000,-159.00000,568.00000,568.00000,-5.00000,488.00000,2496.00000,766.00000,401.00000,417.00000,1.22000,1.17000
2020-01-31,5858.00000,2594.00000,3264.00000,1289.00000,601.00000,2550.00000,714.00000,-410.00000,304.00000,-76.00000,380.00000,380.00000,5.00000,311.00000,2442.00000,714.00000,398.00000,420.00000,0.78000,0.74000
2019-10-31,5776.00000,2624.00000,3152.00000,1177.00000,409.00000,2098.00000,1054.00000,-307.00000,747.00000,-100.00000,847.00000,847.00000,,818.00000,2506.00000,1054.00000,398.00000,419.00000,2.06000,1.96000
2019-07-31,5515.00000,2481.00000,3034.00000,1235.00000,410.00000,2169.00000,865.00000,-321.00000,544.00000,-171.00000,715.00000,715.00000,,715.00000,2315.00000,865.00000,398.00000,418.00000,1.80000,1.71000
2019-04-30,5517.00000,2428.00000,3089.00000,1151.00000,419.00000,2119.00000,970.00000,-313.00000,657.00000,-36.00000,693.00000,693.00000,-2.00000,691.00000,2417.00000,970.00000,397.00000,422.00000,1.74000,1.64000
2019-01-31,5789.00000,2581.00000,3208.00000,1133.00000,471.00000,2653.00000,555.00000,-277.00000,278.00000,-203.00000,481.00000,481.00000,-10.00000,471.00000,2014.00000,555.00000,401.00000,419.00000,1.17000,1.12000
2018-10-31,5444.00000,2509.00000,2935.00000,948.00000,237.00000,1283.00000,1652.00000,-230.00000,1422.00000,307.00000,1115.00000,1115.00000,,1115.00000,2620.00000,1652.00000,418.00000,431.00000,2.52000,2.78000
2018-07-31,5063.00000,2444.00000,2619.00000,959.00000,234.00000,1280.00000,1339.00000,-110.00000,1229.00000,32.00000,1197.00000,1197.00000,-1.00000,1196.00000,2304.00000,1339.00000,430.00000,441.00000,2.78000,2.71000
2018-04-30,5014.00000,2463.00000,2551.00000,936.00000,294.00000,1350.00000,1201.00000,-102.00000,1099.00000,-2637.00000,3736.00000,3736.00000,-3.00000,3718.00000,2165.00000,1201.00000,421.00000,448.00000,8.83000,8.33000
2018-01-31,5327.00000,2699.00000,2628.00000,925.00000,291.00000,1685.00000,943.00000,-148.00000,795.00000,-5786.00000,6581.00000,6581.00000,-15.00000,6230.00000,2127.00000,943.00000,410.00000,426.00000,15.20000,14.62000
2017-10-31,4844.00000,2461.00000,2383.00000,838.00000,184.00000,1640.00000,743.00000,-98.00000,645.00000,89.00000,556.00000,556.00000,5.00000,532.00000,1943.00000,743.00000,405.00000,421.00000,1.31000,1.26000
2017-07-31,4463.00000,2314.00000,2149.00000,827.00000,200.00000,1501.00000,648.00000,-100.00000,548.00000,39.00000,509.00000,509.00000,-2.00000,481.00000,1864.00000,648.00000,407.00000,445.00000,1.18000,1.14000
2017-04-30,4190.00000,2214.00000,1976.00000,829.00000,204.00000,1502.00000,474.00000,-109.00000,365.00000,-103.00000,468.00000,468.00000,-4.00000,440.00000,1673.00000,474.00000,403.00000,442.00000,1.09000,1.05000
2017-01-31,4139.00000,2138.00000,2001.00000,808.00000,201.00000,1495.00000,506.00000,-239.00000,267.00000,10.00000,257.00000,257.00000,-5.00000,239.00000,1628.00000,506.00000,399.00000,439.00000,0.60000,0.57000
2016-10-31,4136.00000,1965.00000,2171.00000,806.00000,224.00000,1790.00000,381.00000,-146.00000,235.00000,841.00000,-606.00000,-606.00000,-62.00000,-632.00000,1090.00000,381.00000,366.00000,383.00000,-2.34000,-2.39000
2016-07-31,3792.00000,2010.00000,1782.00000,814.00000,230.00000,2046.00000,-264.00000,-156.00000,-420.00000,-117.00000,-303.00000,-303.00000,-12.00000,-298.00000,804.00000,-264.00000,396.00000,419.00000,-0.75000,-0.75000
2016-04-30,3541.00000,2495.00000,1046.00000,787.00000,238.00000,2047.00000,-1001.00000,-315.00000,-1316.00000,-99.00000,-1217.00000,-1217.00000,-38.00000,-1186.00000,52.00000,-1001.00000,392.00000,415.00000,-3.02000,-3.02000
2016-01-31,1771.00000,830.00000,941.00000,267.00000,114.00000,466.00000,475.00000,-81.00000,394.00000,17.00000,377.00000,377.00000,,377.00000,723.00000,475.00000,277.00000,289.00000,1.36000,1.30000
2015-10-31,1840.00000,843.00000,997.00000,287.00000,118.00000,483.00000,514.00000,-29.00000,485.00000,15.00000,470.00000,470.00000,-41.00000,429.00000,768.00000,514.00000,264.00000,281.00000,1.55000,1.54000
2015-07-31,1735.00000,851.00000,884.00000,276.00000,143.00000,585.00000,299.00000,-32.00000,267.00000,23.00000,244.00000,244.00000,-4.00000,240.00000,559.00000,299.00000,265.00000,287.00000,0.91000,0.84000
2015-04-30,1614.00000,768.00000,846.00000,251.00000,108.00000,428.00000,418.00000,-54.00000,364.00000,25.00000,339.00000,339.00000,5.00000,344.00000,655.00000,418.00000,258.00000,284.00000,1.33000,1.21000
2015-01-31,1635.00000,809.00000,826.00000,235.00000,117.00000,425.00000,401.00000,-50.00000,351.00000,13.00000,338.00000,338.00000,13.00000,351.00000,634.00000,401.00000,255.00000,278.00000,1.38000,1.26000
2014-10-31,1590.00000,802.00000,788.00000,234.00000,129.00000,487.00000,301.00000,-38.00000,263.00000,126.00000,137.00000,137.00000,-2.00000,135.00000,558.00000,301.00000,251.00000,267.00000,0.53000,0.50000
2014-07-31,1269.00000,876.00000,393.00000,240.00000,137.00000,555.00000,-162.00000,-57.00000,-219.00000,-99.00000,-120.00000,-120.00000,-44.00000,-164.00000,102.00000,-162.00000,252.00000,252.00000,-0.65000,-0.65000
2014-04-30,701.00000,344.00000,357.00000,114.00000,67.00000,197.00000,160.00000,-1.00000,159.00000,1.00000,158.00000,158.00000,,158.00000,221.00000,160.00000,251.00000,258.00000,0.63000,0.61000
2014-01-31,709.00000,370.00000,339.00000,107.00000,74.00000,200.00000,139.00000,,139.00000,5.00000,134.00000,134.00000,0.00000,134.00000,196.00000,139.00000,249.00000,255.00000,0.54000,0.53000
2013-10-31,738.00000,392.00000,346.00000,109.00000,60.00000,176.00000,170.00000,10.00000,180.00000,8.00000,172.00000,172.00000,,172.00000,229.00000,170.00000,247.00000,252.00000,0.69000,0.68000
2013-07-31,644.00000,340.00000,304.00000,101.00000,57.00000,164.00000,140.00000,4.00000,144.00000,2.00000,142.00000,142.00000,0.00000,142.00000,186.00000,140.00000,248.00000,252.00000,0.57000,0.56000
2013-04-30,562.00000,290.00000,272.00000,95.00000,52.00000,154.00000,118.00000,,118.00000,5.00000,113.00000,113.00000,,113.00000,160.00000,118.00000,246.00000,251.00000,0.46000,0.45000
2013-01-31,576.00000,300.00000,276.00000,93.00000,53.00000,152.00000,124.00000,2.00000,126.00000,1.00000,125.00000,125.00000,,125.00000,165.00000,124.00000,246.00000,251.00000,0.51000,0.50000
2012-10-31,618.00000,319.00000,299.00000,80.00000,49.00000,135.00000,164.00000,1.00000,165.00000,6.00000,159.00000,159.00000,,159.00000,204.00000,164.00000,245.00000,250.00000,0.65000,0.63000
2012-07-31,606.00000,311.00000,295.00000,89.00000,49.00000,146.00000,149.00000,1.00000,150.00000,5.00000,145.00000,145.00000,,145.00000,189.00000,149.00000,245.00000,250.00000,0.59000,0.58000
2012-04-30,577.00000,299.00000,278.00000,84.00000,51.00000,141.00000,137.00000,3.00000,140.00000,6.00000,134.00000,134.00000,,134.00000,175.00000,137.00000,244.00000,250.00000,0.55000,0.54000
2012-01-31,563.00000,293.00000,270.00000,82.00000,50.00000,138.00000,132.00000,-2.00000,130.00000,5.00000,125.00000,125.00000,,125.00000,169.00000,132.00000,245.00000,250.00000,0.51000,0.50000
2011-10-31,623.00000,319.00000,304.00000,83.00000,55.00000,145.00000,159.00000,,159.00000,5.00000,154.00000,154.00000,,154.00000,198.00000,159.00000,245.00000,252.00000,0.62000,0.60000
2011-07-31,603.00000,306.00000,297.00000,85.00000,60.00000,152.00000,145.00000,,145.00000,1.00000,144.00000,144.00000,,144.00000,185.00000,145.00000,246.00000,253.00000,0.59000,0.57000
2011-04-30,560.00000,285.00000,275.00000,76.00000,55.00000,137.00000,138.00000,-1.00000,137.00000,2.00000,135.00000,135.00000,,135.00000,176.00000,138.00000,245.00000,252.00000,0.55000,0.54000
2011-01-31,550.00000,279.00000,271.00000,73.00000,50.00000,129.00000,142.00000,-22.00000,120.00000,1.00000,119.00000,119.00000,,119.00000,183.00000,142.00000,242.00000,250.00000,0.49000,0.48000
2010-10-31,572.00000,296.00000,276.00000,75.00000,51.00000,131.00000,145.00000,-7.00000,138.00000,-26.00000,164.00000,164.00000,,164.00000,186.00000,145.00000,238.00000,246.00000,0.69000,0.66000
2010-07-31,550.00000,287.00000,263.00000,71.00000,51.00000,128.00000,135.00000,-8.00000,127.00000,4.00000,123.00000,123.00000,,123.00000,175.00000,135.00000,239.00000,247.00000,0.51000,0.50000
2010-04-30,515.00000,282.00000,233.00000,70.00000,48.00000,125.00000,108.00000,-9.00000,99.00000,9.00000,90.00000,90.00000,,90.00000,148.00000,108.00000,238.00000,246.00000,0.38000,0.37000
2010-01-31,456.00000,262.00000,194.00000,64.00000,46.00000,116.00000,78.00000,-36.00000,42.00000,4.00000,38.00000,38.00000,,38.00000,118.00000,78.00000,236.00000,244.00000,0.16000,0.16000
2009-10-31,428.00000,250.00000,178.00000,65.00000,47.00000,173.00000,5.00000,-27.00000,-22.00000,-1.00000,-21.00000,-21.00000,,-21.00000,46.00000,5.00000,219.00000,219.00000,-0.10000,-0.10000
2009-07-31,363.00000,222.00000,141.00000,59.00000,40.00000,117.00000,24.00000,-16.00000,8.00000,6.00000,2.00000,2.00000,,2.00000,65.00000,24.00000,213.00000,218.00000,0.01000,0.01000
2009-04-30,325.00000,227.00000,98.00000,59.00000,42.00000,109.00000,-11.00000,-22.00000,-33.00000,-2.00000,-31.00000,-31.00000,,-31.00000,29.00000,-11.00000,214.00000,214.00000,-0.14000,-0.14000
2009-01-31,368.00000,225.00000,143.00000,62.00000,40.00000,113.00000,30.00000,-19.00000,11.00000,5.00000,6.00000,6.00000,,6.00000,72.00000,30.00000,214.00000,219.00000,0.03000,0.03000
