,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,505.31400,304.58900,200.72500,36.56100,56.78800,,93.34900,107.37600,-2.16600,105.21000,24.43500,80.77500,80.77500,80.77500,155.47800,107.37600,72.96200,73.14400,1.11000,1.10000
2022-09-30,529.20200,298.26100,230.94100,32.99300,57.22500,,90.21800,140.72300,-1.42400,139.29900,32.75000,106.54900,106.54900,106.54900,186.33300,140.72300,72.89600,73.13800,1.46000,1.46000
2022-06-30,482.67200,286.81400,195.85800,33.96000,58.12500,,92.08500,103.77300,-0.98200,102.79100,22.36600,80.42500,80.42500,80.42500,148.49500,103.77300,73.32400,73.48600,1.11000,1.10000
2022-03-31,478.26000,282.33900,195.92100,30.72500,53.60700,,84.33200,111.58900,-0.68800,110.90100,26.19400,84.70700,84.70700,84.70700,156.03800,111.58900,72.83500,73.01900,1.16000,1.16000
2021-12-31,493.89600,282.82500,211.07100,29.91600,55.49300,,85.40900,125.66200,-0.44100,125.22100,29.55100,95.67000,95.67000,95.67000,169.94200,125.66200,73.58000,73.69700,1.30000,1.30000
2021-09-30,488.05600,276.63600,211.42000,26.75400,51.07100,,77.82500,133.59500,-0.24100,133.35400,31.24000,102.11400,102.11400,102.11400,177.76800,133.59500,74.01600,74.14200,1.38000,1.38000
2021-06-30,450.28800,274.91810,175.37000,28.81500,50.25900,,79.07400,96.29590,-0.61400,95.68200,18.82000,76.86200,76.86200,76.86200,140.03890,96.29590,75.54600,75.65800,1.04000,1.04000
2021-03-31,433.77600,267.77000,166.00600,27.39500,47.40800,,74.80300,91.20300,-0.26600,90.93700,19.52800,71.40900,71.40900,71.40900,135.39200,91.20300,75.35700,75.43100,0.95000,0.95000
2020-12-31,422.36100,257.78200,164.57900,26.78000,44.16700,,70.94700,93.63200,-0.06500,93.56700,21.58500,71.98200,71.98200,71.98200,137.70500,93.63200,76.20200,76.28000,0.94000,0.94000
2020-09-30,451.80000,262.92900,188.87100,26.05700,45.22600,,71.28300,117.58800,-0.04900,117.53900,26.32300,91.21600,91.21600,91.21600,161.33100,117.58800,76.50700,76.71300,1.19000,1.19000
2020-06-30,410.53700,254.83490,155.70200,29.90200,49.00200,,78.90410,76.79800,-0.12500,76.67300,15.32800,61.34500,61.34500,61.34500,120.63100,76.79800,76.78700,76.93400,0.80000,0.80000
2020-03-31,429.40600,258.57100,170.83500,28.30800,50.58900,,78.89700,91.93800,0.03200,91.97000,18.11500,73.85500,73.85500,73.85500,135.67300,91.93800,76.68300,76.88400,0.96000,0.96000
2019-12-31,419.11900,249.26700,169.85200,27.18700,48.96100,,76.14800,93.70400,0.19000,93.89400,21.79600,72.09800,72.09800,72.09800,135.85300,93.70400,76.87900,76.93500,0.94000,0.94000
2019-09-30,438.00500,245.79100,192.21400,24.59100,49.43600,,74.02700,118.18700,0.35200,118.53900,29.16900,89.37000,89.37000,89.37000,160.27500,118.18700,76.97200,77.06700,1.16000,1.16000
2019-06-30,537.88500,325.47400,212.41100,38.53000,61.32600,,99.65110,112.75990,0.27000,113.03000,27.25400,85.77600,85.77600,85.77600,165.23790,112.75990,76.78700,76.93400,1.13000,1.13000
2019-03-31,380.36400,235.59400,144.77000,23.44200,44.68200,-0.20500,68.32900,76.44100,-0.06900,76.37200,17.12000,59.25200,59.25200,59.25200,117.15200,76.44100,77.17700,77.28600,0.77000,0.77000
2018-12-31,386.27500,227.28400,158.99100,23.99000,46.79700,,70.78700,88.20400,0.10400,88.30800,20.21900,68.08900,68.08900,68.08900,128.09000,88.20400,77.21600,77.40900,0.88000,0.88000
2018-09-30,392.54300,220.11200,172.43100,24.02600,45.18300,,69.20900,103.22200,0.14400,103.36600,19.81500,83.55100,83.55100,83.55100,141.95200,103.22200,77.18800,77.53700,1.08000,1.08000
2018-06-30,378.25600,223.60600,154.65010,24.40600,45.29500,,69.70090,84.94910,-0.59500,84.35400,16.51900,67.83500,67.83500,67.83500,124.67810,84.94910,77.25200,77.58500,0.88000,0.87000
2018-03-31,374.04800,218.51700,155.53100,22.59100,42.23300,,64.82400,90.70700,-0.60400,90.10300,21.01700,69.08600,69.08600,69.08600,129.65100,90.70700,77.24700,77.54600,0.89000,0.89000
2017-12-31,357.20900,207.10000,150.10900,22.41400,43.09400,0.18900,65.31900,84.79000,-0.10400,84.68600,-76.55700,161.24300,161.24300,161.24300,121.82800,84.79000,77.21800,77.56500,2.09000,2.08000
2017-09-30,361.28400,203.91500,157.36900,20.92900,41.08800,1.70500,60.31200,97.05700,-0.04200,97.01500,30.14500,66.87000,66.87000,66.87000,133.33200,97.05700,77.28300,77.64600,0.87000,0.86000
2017-06-30,340.94210,206.21900,134.72310,23.34000,39.40400,0.98400,61.76000,72.96310,-0.35400,72.60900,24.15000,48.45900,48.45900,48.45900,108.31310,72.96300,77.85600,78.25500,0.63000,0.62000
2017-03-31,353.76700,206.72700,147.04000,20.80100,39.79400,2.28600,58.30900,88.73100,-0.23600,88.49500,28.45100,60.04400,60.04400,60.04400,123.70700,88.73100,77.59700,77.93200,0.77000,0.77000
2016-12-31,348.55300,198.14600,150.40700,20.87300,40.92800,,61.80100,88.60600,-0.12400,88.48200,29.66800,58.81400,58.81400,58.81400,123.93000,88.60600,77.81400,78.18000,0.76000,0.75000
2016-09-30,345.02800,194.76300,150.26500,19.73900,39.10900,,58.84800,91.41700,-0.03400,91.38300,29.13900,62.24400,62.24400,62.24400,125.55300,91.41700,78.41300,78.84400,0.79000,0.79000
2016-06-30,366.96990,205.27000,161.70000,23.96400,40.72200,,45.19500,116.50500,-0.39900,116.10600,31.83600,84.27000,84.27000,84.27000,151.03400,116.50500,79.41600,79.73400,1.06000,1.06380
2016-03-31,333.18600,194.27300,138.91300,19.85400,39.22900,,59.08300,79.83000,-0.43200,79.39800,25.51500,53.88300,53.88300,53.88300,111.96400,79.83000,78.80500,79.16700,0.68000,0.68000
2015-12-31,332.87200,190.44500,142.42700,18.86200,38.77800,,57.64000,84.78700,-0.18500,84.60200,25.25400,59.34800,59.34800,59.34800,116.56800,84.78700,79.47300,79.77000,0.75000,0.74000
2015-09-30,321.61800,183.66300,137.95500,18.55400,38.86400,,57.41800,80.53700,-0.10700,80.43000,29.06400,51.36600,51.36600,51.36600,111.74100,80.53700,80.54500,80.73500,0.64000,0.63620
2015-06-30,333.71300,187.29900,146.41390,19.50100,44.41500,,57.04190,89.37200,-0.27100,89.10100,28.56200,60.53900,60.53900,60.53900,119.28200,89.37200,81.35300,81.60100,0.75000,0.74000
2015-03-31,309.70900,177.89400,131.81500,17.52200,37.09100,,54.61300,77.20200,-0.63600,76.56600,25.85400,50.71200,50.71200,50.71200,106.87200,77.20200,80.88000,81.09400,0.63000,0.63000
2014-12-31,311.29400,180.25900,131.03500,17.68100,33.68900,,51.37000,79.66500,-0.30900,79.35600,25.47400,53.88200,53.88200,53.88200,109.63300,79.66500,81.43200,81.63400,0.66000,0.66000
2014-09-30,301.47400,174.88400,126.59000,16.79100,38.17300,,54.96400,71.62600,-0.20900,71.41700,25.32900,46.08800,46.08800,46.08800,101.07400,71.62600,82.19500,82.58900,0.56000,0.56000
2014-06-30,315.16500,179.04800,136.11700,17.44800,35.78300,,53.23100,82.88600,-0.26300,82.62300,30.09600,52.52700,52.52700,52.52700,111.14000,82.88600,84.86600,85.39600,0.62000,0.63000
2014-03-31,291.43400,174.05900,117.37500,17.48500,35.34900,,52.83400,64.54100,-0.17800,64.36300,21.75700,42.60600,42.60600,42.60600,91.93600,64.54100,84.98100,85.46700,0.50000,0.50000
2013-12-31,288.84400,165.82400,123.02000,16.14200,32.63500,,48.77700,74.24300,-0.13800,74.10500,25.74400,48.36100,48.36100,48.36100,100.50900,74.24300,85.45000,85.98600,0.57000,0.56000
2013-09-30,277.73000,160.44100,117.28900,15.67300,34.98800,,50.66100,66.62800,-0.14900,66.47900,23.25800,43.22100,43.22100,43.22100,92.48400,66.62800,85.29400,85.85400,0.51000,0.50000
2013-06-30,276.28610,167.64700,108.63910,16.87000,33.66500,,50.53510,58.10410,-2.57100,55.53300,16.89900,38.63400,38.63400,38.63400,83.81510,58.10400,86.04000,86.61900,0.46000,0.45000
2013-03-31,281.54300,166.95300,114.59000,15.99600,32.88500,,48.88100,65.70900,-0.90100,64.80800,18.81200,45.99600,45.99600,45.99600,91.88200,65.70900,86.12000,86.70500,0.53000,0.53000
2012-12-31,278.69400,156.45700,122.23700,15.69100,47.11800,,62.80900,59.42800,-1.07100,58.35700,17.85200,40.50500,40.50500,40.50500,83.66700,59.42800,86.08400,86.63900,0.47000,0.47000
2012-09-30,271.00100,155.07300,115.92800,14.64500,33.76700,,48.41200,67.51600,-1.15400,66.36200,23.88700,42.47500,42.47500,42.47500,91.73400,67.51600,86.10900,86.60500,0.49000,0.49000
2012-06-30,257.16710,153.56200,103.60510,15.39400,31.70100,,47.09490,56.51010,-0.51900,55.99100,15.60800,40.38300,40.38300,40.38300,80.66410,56.51010,86.59900,87.28700,0.47000,0.46000
2012-03-31,256.30400,152.92100,103.38300,15.47100,31.41500,,46.88600,56.49700,-1.37900,55.11800,18.46100,36.65700,36.65700,36.65700,79.54900,56.49700,86.82400,87.59200,0.42000,0.42000
2011-12-31,255.85800,148.44900,107.40900,15.07500,31.54600,,46.62100,60.78800,-1.34200,59.44600,20.92100,38.52500,38.52500,38.52500,84.50700,60.78800,86.57200,87.37100,0.45000,0.44000
2011-09-30,248.33800,143.91200,104.42600,14.93600,31.69300,,46.62900,57.79700,-1.32700,56.47000,19.99500,36.47500,36.47500,36.47500,81.49100,57.79700,86.40300,87.13400,0.42000,0.42000
2011-06-30,249.25500,145.06300,104.19190,16.45200,29.69000,,46.14210,58.04990,-1.82600,56.22400,19.65000,36.57400,36.57400,36.57400,80.94690,58.04990,85.94800,86.68700,0.43000,0.42000
2011-03-31,240.18500,144.89500,95.29000,15.71600,29.07100,,44.78700,50.50300,-1.64900,48.85400,15.77300,33.08100,33.08100,33.08100,73.07800,50.50300,86.21800,86.97200,0.38000,0.38000
2010-12-31,242.63500,139.81600,102.81900,15.83700,31.99300,,47.83000,54.98900,-2.45500,52.53400,16.48900,36.04500,36.04500,36.04500,77.86000,54.98900,85.77000,86.52300,0.42000,0.42000
2010-09-30,234.82200,137.78900,97.03300,15.39000,28.86800,,44.25800,52.77500,-2.87500,49.90000,18.12900,31.77100,31.77100,31.77100,74.94600,52.77500,85.46900,86.14700,0.37000,0.37000
2010-06-30,227.84500,132.70900,95.13600,14.33200,31.51000,,45.84200,49.29400,-1.09200,48.20200,18.21800,29.98400,29.98400,29.98400,68.77300,49.29400,84.55800,85.38100,0.35000,0.35000
