,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,2040.00000,653.00000,1387.00000,148.00000,514.00000,-34.00000,795.00000,592.00000,,592.00000,132.00000,460.00000,460.00000,461.00000,773.00000,654.00000,468.89100,470.38500,0.99000,0.98000
2022-09-30,2002.00000,607.00000,1395.00000,134.00000,501.00000,3.00000,728.00000,667.00000,,667.00000,139.00000,528.00000,528.00000,529.00000,835.00000,720.00000,467.80000,469.10000,1.13000,1.13000
2022-06-30,2052.00000,625.00000,1427.00000,135.00000,529.00000,-2.00000,757.00000,670.00000,,670.00000,141.00000,529.00000,529.00000,529.00000,840.00000,723.00000,470.00000,471.50000,1.13000,1.12000
2022-03-31,1986.00000,569.00000,1417.00000,122.00000,465.00000,-7.00000,690.00000,727.00000,,727.00000,133.00000,594.00000,594.00000,595.00000,894.00000,780.00000,472.20000,474.10000,1.26000,1.26000
2021-12-31,1967.00000,600.00000,1367.00000,138.00000,593.00000,-32.00000,861.00000,506.00000,,506.00000,93.00000,413.00000,413.00000,414.00000,677.00000,560.00000,474.34800,476.71700,0.87000,0.87000
2021-09-30,1990.00000,586.00000,1404.00000,132.00000,504.00000,-4.00000,745.00000,659.00000,,659.00000,107.00000,552.00000,552.00000,552.00000,825.00000,715.00000,474.00000,476.30000,1.16000,1.16000
2021-06-30,1948.00000,568.00000,1380.00000,120.00000,495.00000,-10.00000,744.00000,636.00000,,636.00000,125.00000,511.00000,511.00000,512.00000,805.00000,693.00000,474.80000,477.00000,1.08000,1.07000
2021-03-31,1871.00000,549.00000,1322.00000,118.00000,409.00000,-2.00000,635.00000,687.00000,,687.00000,129.00000,558.00000,558.00000,559.00000,853.00000,744.00000,475.50000,477.90000,1.18000,1.17000
2020-12-31,1807.00000,601.00000,1206.00000,133.00000,520.00000,-32.00000,786.00000,420.00000,,420.00000,62.00000,358.00000,358.00000,359.00000,587.00000,478.00000,475.50200,478.56900,0.75000,0.75000
2020-09-30,1786.00000,546.00000,1240.00000,112.00000,424.00000,,643.00000,597.00000,,597.00000,118.00000,479.00000,479.00000,479.00000,770.00000,659.00000,475.50000,478.50000,1.01000,1.00000
2020-06-30,1548.00000,451.00000,1097.00000,111.00000,393.00000,-5.00000,615.00000,482.00000,,482.00000,106.00000,376.00000,376.00000,377.00000,651.00000,540.00000,475.30000,478.10000,0.79000,0.79000
2020-03-31,1534.00000,459.00000,1075.00000,107.00000,389.00000,20.00000,578.00000,497.00000,,497.00000,74.00000,423.00000,423.00000,423.00000,660.00000,550.00000,475.60000,479.00000,0.89000,0.88000
2019-12-31,1674.00000,530.00000,1144.00000,132.00000,472.00000,11.00000,707.00000,437.00000,,437.00000,53.00000,384.00000,384.00000,384.00000,602.00000,493.00000,478.12800,481.78700,0.81000,0.79000
2019-09-30,1584.00000,479.00000,1105.00000,112.00000,391.00000,26.00000,577.00000,528.00000,,528.00000,95.00000,433.00000,433.00000,433.00000,691.00000,584.00000,477.80000,481.50000,0.91000,0.90000
2019-06-30,1547.00000,465.00000,1082.00000,111.00000,406.00000,6.00000,627.00000,455.00000,,455.00000,84.00000,371.00000,371.00000,371.00000,608.00000,510.00000,478.80000,482.30000,0.77000,0.77000
2019-03-31,1455.00000,518.00000,937.00000,102.00000,369.00000,14.00000,556.00000,381.00000,,381.00000,69.00000,312.00000,312.00000,312.00000,535.00000,437.00000,479.60000,483.10000,0.65000,0.65000
2018-12-31,1564.00000,544.00000,1020.00000,125.00000,420.00000,55.00000,602.00000,418.00000,,418.00000,73.00000,345.00000,345.00000,345.00000,578.00000,477.00000,483.06300,486.89800,0.73000,0.71000
2018-09-30,1480.00000,473.00000,1007.00000,108.00000,367.00000,19.00000,589.00000,418.00000,,418.00000,71.00000,347.00000,347.00000,347.00000,556.00000,472.00000,482.00000,485.80000,0.72000,0.71000
2018-06-30,1415.00000,447.00000,968.00000,102.00000,359.00000,4.00000,531.00000,437.00000,,437.00000,55.00000,382.00000,382.00000,384.00000,546.00000,483.00000,483.80000,487.50000,0.79000,0.79000
2018-03-31,1366.00000,447.00000,919.00000,97.00000,338.00000,5.00000,502.00000,417.00000,,417.00000,67.00000,350.00000,350.00000,352.00000,524.00000,464.00000,485.90000,489.80000,0.72000,0.72000
2017-12-31,1460.00000,457.00000,1003.00000,110.00000,361.00000,-17.00000,573.00000,430.00000,,430.00000,350.00000,80.00000,80.00000,81.00000,543.00000,480.00000,489.91800,493.16100,0.17000,0.16000
2017-09-30,1347.00000,435.00000,912.00000,96.00000,328.00000,-1.00000,499.00000,413.00000,,413.00000,117.00000,296.00000,296.00000,298.00000,514.00000,456.00000,489.10000,492.40000,0.61000,0.61000
2017-06-30,1269.00000,440.00000,829.00000,86.00000,336.00000,2.00000,484.00000,345.00000,,345.00000,98.00000,247.00000,247.00000,247.00000,445.00000,386.00000,490.80000,494.00000,0.50000,0.50000
2017-03-31,1231.00000,443.00000,788.00000,90.00000,309.00000,10.00000,451.00000,337.00000,,337.00000,98.00000,239.00000,239.00000,238.00000,440.00000,378.00000,492.40000,495.30000,0.48000,0.48000
2016-12-31,1277.00000,468.00000,809.00000,108.00000,361.00000,-27.00000,578.00000,231.00000,,231.00000,77.00000,154.00000,154.00000,154.00000,335.00000,272.00000,495.71500,498.22500,0.32000,0.31000
2016-09-30,1241.00000,410.00000,831.00000,90.00000,345.00000,3.00000,498.00000,333.00000,,333.00000,96.00000,237.00000,237.00000,239.00000,434.00000,374.00000,495.20000,497.90000,0.48000,0.48000
2016-06-30,1208.00000,399.00000,809.00000,88.00000,343.00000,-4.00000,477.00000,332.00000,,332.00000,108.00000,224.00000,224.00000,224.00000,433.00000,373.00000,496.30000,498.80000,0.45000,0.45000
2016-03-31,1162.00000,389.00000,773.00000,90.00000,315.00000,30.00000,441.00000,332.00000,,332.00000,128.00000,204.00000,204.00000,204.00000,432.00000,375.00000,497.40000,499.50000,0.41000,0.41000
2015-12-31,1274.00000,496.00000,778.00000,109.00000,425.00000,-81.00000,709.00000,69.00000,,69.00000,49.00000,20.00000,20.00000,22.00000,162.00000,107.00000,499.70700,502.01900,0.04000,0.04000
2015-09-30,1214.00000,421.00000,793.00000,91.00000,374.00000,2.00000,520.00000,273.00000,,273.00000,83.00000,190.00000,190.00000,189.00000,348.00000,302.00000,499.20000,501.70000,0.38000,0.38000
2015-06-30,1175.00000,427.00000,748.00000,84.00000,379.00000,-2.00000,775.00000,-27.00000,,-27.00000,9.00000,-36.00000,-36.00000,-37.00000,52.00000,2.00000,500.20000,500.20000,-0.07000,-0.07000
2015-03-31,1102.00000,394.00000,708.00000,80.00000,354.00000,,478.00000,230.00000,,230.00000,65.00000,165.00000,165.00000,165.00000,306.00000,258.00000,501.10000,503.20000,0.33000,0.33000
2014-12-31,1320.00000,491.00000,829.00000,124.00000,497.00000,6.00000,674.00000,155.00000,,155.00000,29.00000,126.00000,126.00000,126.00000,238.00000,185.00000,501.05500,502.02500,0.25000,0.25000
2014-09-30,1210.00000,434.00000,776.00000,93.00000,394.00000,-4.00000,538.00000,238.00000,,238.00000,71.00000,167.00000,167.00000,166.00000,317.00000,267.00000,501.45300,502.44500,0.33000,0.33000
2014-06-30,1158.00000,413.00000,745.00000,92.00000,396.00000,-8.00000,545.00000,200.00000,,200.00000,61.00000,139.00000,139.00000,136.00000,280.00000,229.00000,500.97500,501.68400,0.27000,0.27000
2014-03-31,1097.00000,379.00000,718.00000,87.00000,356.00000,-1.00000,491.00000,227.00000,,227.00000,72.00000,155.00000,155.00000,155.00000,306.00000,256.00000,500.23100,500.70200,0.31000,0.31000
2013-12-31,1254.00000,466.00000,788.00000,121.00000,458.00000,-2.00000,662.00000,126.00000,,126.00000,22.00000,104.00000,104.00000,105.00000,214.00000,156.00000,500.00200,500.31700,0.21000,0.21000
2013-09-30,1103.00000,385.00000,718.00000,93.00000,399.00000,6.00000,533.00000,185.00000,,185.00000,54.00000,131.00000,131.00000,131.00000,263.00000,214.00000,500.00000,500.35400,0.26000,0.26000
2013-06-30,1114.00000,416.00000,698.00000,95.00000,399.00000,10.00000,511.00000,187.00000,,187.00000,59.00000,128.00000,128.00000,128.00000,270.00000,219.00000,500.00000,500.21700,0.26000,0.26000
2013-03-31,1090.00000,402.00000,688.00000,90.00000,357.00000,-5.00000,496.00000,192.00000,,192.00000,52.00000,140.00000,140.00000,140.00000,265.00000,214.00000,500.00000,500.11100,0.28000,0.28000
2012-12-31,1176.00000,433.00000,743.00000,121.00000,524.00000,9.00000,661.00000,82.00000,-8.00000,74.00000,84.00000,-10.00000,-10.00000,-10.00000,134.00000,82.00000,500.00000,500.00000,-0.02000,-0.02000
2012-09-30,1019.00000,359.00000,660.00000,94.00000,335.00000,11.00000,447.00000,213.00000,,213.00000,52.00000,161.00000,161.00000,162.00000,274.00000,220.00000,500.00000,500.00000,0.32000,0.32000
2012-06-30,1094.00000,378.00000,716.00000,92.00000,344.00000,20.00000,464.00000,252.00000,,252.00000,79.00000,173.00000,173.00000,173.00000,314.00000,260.00000,500.00000,500.00000,0.35000,0.35000
2012-03-31,1047.00000,393.00000,654.00000,102.00000,338.00000,6.00000,483.00000,171.00000,,171.00000,59.00000,112.00000,112.00000,111.00000,227.00000,179.00000,500.00000,500.00000,0.22000,0.22000
2011-12-31,,,,,,,,,,,,,,,,,,,,0.00000
2010-12-31,,,,,,,,,,,,,,,,,,,,0.00000
