,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2023-01-31,3249.63000,1125.28900,2124.34100,414.09500,326.28400,,993.52100,1130.82000,-57.34700,1073.47300,111.99900,961.47400,961.47400,,961.47400,1718.31800,1130.82000,507.12100,511.18400,1.90000,1.88000
2022-10-31,3247.71600,1104.90100,2142.81500,421.00800,336.56010,-29.90600,1040.33900,1102.47700,-54.46400,1048.01200,111.78600,936.22600,936.22600,,936.22600,1675.09100,1102.47600,519.22600,523.17800,1.81000,1.79000
2022-07-31,3109.88000,1066.73800,2043.14200,431.82900,326.94200,-138.20100,1149.83600,893.30590,-45.36900,847.93700,98.95200,748.98500,748.98500,,748.98500,1472.27500,893.30590,517.01100,520.55000,1.45000,1.44000
2022-04-30,2972.06400,1027.54400,1944.52000,420.90100,305.30800,-46.67400,1026.35900,918.16110,-38.91600,879.24500,95.97200,783.27300,783.27300,,783.27300,1494.26700,918.16110,522.37000,526.26400,1.50000,1.49000
2022-01-31,2684.29300,1282.29600,1401.99700,426.78000,297.36500,-59.72800,1037.24000,364.75680,-41.20200,323.55500,43.47800,280.07700,280.07700,,280.07700,934.56680,364.75680,525.29100,530.14200,0.53000,0.53000
2021-10-31,2339.56800,1217.74800,1121.82000,399.12100,317.45500,-92.64500,1022.81500,99.00510,-255.17200,-156.16700,-231.85400,75.68700,75.68700,,75.68700,577.96810,99.00530,397.46200,401.28800,-0.07000,-0.07000
2021-07-31,1758.85300,537.66900,1221.18400,306.61700,206.07600,8.93800,611.53800,609.64600,-37.36800,572.27800,68.96700,503.31100,503.31100,,503.31100,805.79700,609.64600,368.47600,371.84900,1.37000,1.35000
2021-04-30,1661.40700,524.77000,1136.63700,302.23800,206.61200,-0.31100,616.94700,519.68990,-43.70500,475.98500,53.08000,422.90500,422.90500,,422.90500,717.85690,519.68990,368.82300,372.41800,1.15000,1.14000
2021-01-31,1558.45800,513.08700,1045.37100,288.15000,185.27500,-0.43800,581.51100,463.86000,-27.24200,436.61800,48.09900,388.51900,388.51900,,388.51900,665.21300,463.86000,369.20300,373.10600,1.05000,1.04000
2020-10-31,1526.29500,503.21100,1023.08400,280.23900,165.11500,-8.05100,561.41200,461.67190,-44.36200,417.31000,30.78400,386.52600,386.52600,,386.52590,663.88790,461.67210,368.63300,371.97300,1.05000,1.04000
2020-07-31,1456.13600,483.55800,972.57800,260.79400,153.75300,-31.83000,553.45400,419.12400,-46.09500,373.02900,10.36400,362.66500,362.66500,,362.66500,620.58700,419.12400,368.79100,372.00300,0.98000,0.97000
2020-04-30,1317.06000,470.38600,846.67410,252.41300,141.77500,-1.32000,502.65400,344.02010,-48.95900,295.06100,27.36500,267.69600,267.69600,,267.69600,547.33200,344.02010,368.21700,371.30500,0.73000,0.72000
2020-01-31,1303.56500,455.42300,848.14200,257.07300,199.28000,-11.13600,574.71400,273.42800,-47.21100,226.21700,22.34300,203.87400,203.87400,,203.87400,477.36000,273.42800,368.24100,372.26400,0.55000,0.55000
2019-10-31,1443.21900,501.02790,942.19100,277.01800,154.79900,-64.78800,603.83010,338.36080,-50.53400,287.82710,10.13300,277.69390,277.69390,,277.69390,543.52480,338.36100,369.13300,372.87100,0.75000,0.75000
2019-07-31,1480.14300,482.33200,997.81090,280.10200,162.82500,-0.92700,551.08500,446.72600,-57.16800,389.55800,27.18400,362.37400,362.37400,,362.37400,650.85290,446.72600,369.53300,373.07700,0.98000,0.97000
2019-04-30,1526.60200,492.51000,1034.09200,285.84600,163.12800,-8.16200,564.39700,469.69510,-61.29800,408.39700,40.46000,367.93700,367.93700,,367.93700,671.07010,469.69510,369.24600,373.34200,0.99000,0.98000
2019-01-31,1541.10100,501.44500,1039.65600,287.38200,167.34200,-21.78200,583.83000,455.82590,-55.88000,399.94600,44.94000,355.00600,355.00600,,355.00600,656.41090,455.82590,368.70300,372.50600,0.96000,0.95000
2018-10-31,1536.12800,490.36300,1045.76500,295.33610,174.99900,-1.84200,579.52300,466.24240,-56.90700,409.33600,4.48100,404.85500,404.85500,,398.94600,667.43240,466.24270,370.43000,374.93800,1.08000,1.08000
2018-07-31,1558.18900,497.63100,1060.55800,291.64200,171.48700,-1.06900,571.60700,488.95100,-58.44500,430.50600,21.94900,408.55700,408.55700,,408.55700,688.81600,488.95100,371.31500,375.81500,1.10000,1.08000
2018-04-30,1563.50200,491.11200,1072.39000,289.47200,172.14600,-1.08900,569.83600,502.55410,-62.42900,440.12500,39.79700,400.32800,400.32800,,400.32800,702.09700,502.55410,370.38400,374.77800,1.08000,1.06000
2018-01-31,1566.87000,495.18700,1071.68300,288.59700,176.90800,-57.31800,629.84200,441.84110,-66.49400,375.34700,82.10700,293.24000,293.24000,,293.24000,640.30600,441.84110,369.09300,374.18900,0.79000,0.78000
2017-10-31,1680.02100,567.35100,1112.67000,273.27700,185.20800,,556.83300,555.83730,-67.91100,487.92600,62.15600,425.77010,425.77010,,425.77000,745.57330,555.83700,346.37100,350.48400,1.17000,1.15000
2017-07-31,1433.90200,667.27800,766.62400,275.67000,183.98000,0.00000,571.80300,194.82090,-68.02300,126.79800,57.88200,68.91600,68.91600,,68.91600,397.27590,194.82090,367.31500,371.15900,0.18000,0.18000
