,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,2618.00000,412.00000,2206.00000,317.00000,1562.00000,,2078.00000,128.00000,55.00000,183.00000,8.00000,175.00000,175.00000,,177.00000,421.00000,128.00000,156.67200,161.75100,1.14000,1.14000
2022-09-30,3619.00000,455.00000,3164.00000,310.00000,1856.00000,-52.00000,2417.00000,747.00000,-57.00000,690.00000,214.00000,476.00000,476.00000,,482.00000,1124.00000,747.00000,157.62800,161.82900,3.05000,2.98000
2022-06-30,3181.00000,419.00000,2762.00000,284.00000,1905.00000,-31.00000,2417.00000,345.00000,-472.00000,-127.00000,58.00000,-185.00000,-185.00000,,-185.00000,635.00000,345.00000,157.29000,157.29000,-1.17000,-1.17000
2022-03-31,2249.00000,371.00000,1878.00000,270.00000,1525.00000,-21.00000,2013.00000,-135.00000,-73.00000,-208.00000,-85.00000,-123.00000,-123.00000,,-122.00000,152.00000,-135.00000,156.33600,156.36600,-0.78000,-0.78000
2021-12-31,2279.00000,395.00000,1884.00000,274.00000,1227.00000,-6.00000,1721.00000,163.00000,308.00000,471.00000,76.00000,395.00000,395.00000,,276.00000,481.00000,163.00000,149.73400,149.73400,1.99000,2.13000
2021-09-30,2962.00000,442.00000,2520.00000,277.00000,1496.00000,-10.00000,1996.00000,524.00000,-59.00000,465.00000,87.00000,378.00000,378.00000,,362.00000,841.00000,524.00000,151.01900,160.46000,2.40000,2.26000
2021-06-30,2111.00000,374.00000,1737.00000,276.00000,1383.00000,8.00000,1869.00000,-132.00000,-92.00000,-224.00000,-47.00000,-177.00000,-177.00000,,-301.00000,193.00000,-132.00000,149.09300,149.09300,-2.02000,-2.02000
2021-03-31,1246.00000,311.00000,935.00000,247.00000,820.00000,1.00000,1304.00000,-369.00000,-381.00000,-750.00000,-169.00000,-581.00000,-581.00000,,-606.00000,-77.00000,-369.00000,145.18100,145.18100,-4.17000,-4.17000
2020-12-31,920.00000,276.00000,644.00000,240.00000,629.00000,-1.00000,1107.00000,-463.00000,-32.00000,-495.00000,-104.00000,-391.00000,-391.00000,,-412.00000,-199.00000,-463.00000,141.41400,141.41400,-2.86000,-2.86000
2020-09-30,1504.00000,363.00000,1141.00000,242.00000,657.00000,-43.00000,1254.00000,-113.00000,-111.00000,-224.00000,-24.00000,-200.00000,-200.00000,,-221.00000,209.00000,-113.00000,141.30600,141.30600,-1.56000,-1.56000
2020-06-30,566.00000,381.00000,185.00000,271.00000,440.00000,-18.00000,1034.00000,-849.00000,-104.00000,-953.00000,-213.00000,-740.00000,-740.00000,,-753.00000,-533.00000,-849.00000,141.07200,141.07200,-5.34000,-5.34000
2020-03-31,2209.00000,629.00000,1580.00000,315.00000,1390.00000,-100.00000,2874.00000,-1294.00000,-185.00000,-1479.00000,-82.00000,-1397.00000,-1397.00000,,-1301.00000,-124.00000,-1294.00000,140.82300,140.82300,-9.24000,-9.24000
2019-12-31,2747.00000,528.00000,2219.00000,358.00000,1458.00000,-9.00000,2059.00000,160.00000,-40.00000,120.00000,42.00000,78.00000,78.00000,,76.00000,452.00000,160.00000,147.19400,149.88400,0.53000,0.54000
2019-09-30,3558.00000,548.00000,3010.00000,304.00000,1856.00000,-11.00000,2401.00000,609.00000,-48.00000,561.00000,154.00000,407.00000,407.00000,,409.00000,897.00000,609.00000,147.23200,150.63500,2.77000,2.71000
2019-06-30,3153.00000,500.00000,2653.00000,304.00000,1848.00000,-4.00000,2388.00000,265.00000,-30.00000,235.00000,48.00000,187.00000,187.00000,,183.00000,552.00000,265.00000,149.04900,151.56100,1.23000,1.21000
2019-03-31,2609.00000,490.00000,2119.00000,297.00000,1705.00000,-10.00000,2250.00000,-131.00000,-10.00000,-141.00000,-41.00000,-100.00000,-100.00000,,-103.00000,153.00000,-131.00000,147.88200,147.88200,-0.69000,-0.69000
2018-12-31,2559.00000,375.00000,2184.00000,-78.00000,1340.00000,-15.00000,2088.00000,96.00000,-40.00000,56.00000,31.00000,25.00000,25.00000,,17.00000,449.00000,96.00000,149.96100,152.88900,0.10000,0.12000
2018-09-30,3276.00000,504.00000,2772.00000,404.00000,1703.00000,78.00000,2100.00000,672.00000,-60.00000,612.00000,81.00000,531.00000,531.00000,,525.00000,968.00000,672.00000,149.48200,153.15300,3.51000,3.43000
2018-06-30,2880.00000,498.00000,2382.00000,400.00000,1737.00000,-1.00000,2271.00000,111.00000,-125.00000,-14.00000,-5.00000,-9.00000,-9.00000,,1.00000,463.00000,111.00000,150.07600,152.61700,0.01000,0.01000
2018-03-31,2508.00000,487.00000,2021.00000,396.00000,1715.00000,-3.00000,2186.00000,-165.00000,-4.00000,-169.00000,-20.00000,-149.00000,-149.00000,,-137.00000,124.00000,-165.00000,151.81700,151.81700,-0.91000,-0.91000
2017-12-31,2319.00000,437.00000,1882.00000,372.00000,1322.00000,-2.00000,1768.00000,114.00000,-38.00000,76.00000,23.00000,53.00000,53.00000,,55.00000,395.00000,114.00000,151.61900,156.38500,0.37000,0.40000
2017-09-30,2966.00000,459.00000,2507.00000,350.00000,1602.00000,1.00000,2026.00000,481.00000,-66.00000,415.00000,66.00000,349.00000,349.00000,,352.00000,715.00000,481.00000,152.08800,157.76000,2.32000,2.23000
2017-06-30,2586.00000,439.00000,2147.00000,343.00000,1622.00000,-3.00000,2044.00000,103.00000,-46.00000,57.00000,3.00000,54.00000,54.00000,,57.00000,371.00000,103.00000,151.58200,157.03300,0.37000,0.36000
2017-03-31,2189.00000,422.00000,1767.00000,322.00000,1428.00000,-21.00000,1840.00000,-73.00000,-58.00000,-131.00000,-47.00000,-84.00000,-84.00000,,-86.00000,182.00000,-73.00000,150.53100,150.53100,-0.57000,-0.57000
2016-12-31,2093.26500,371.14300,1722.12200,324.07890,1141.74300,-31.20900,1574.63800,147.48350,-31.95800,115.52600,30.92900,84.59700,84.59700,,79.60900,426.92950,147.48390,150.36700,154.51700,0.52000,0.52000
2016-09-30,2580.90500,416.90700,2163.99800,301.44600,1370.35000,-24.47300,1777.84600,386.15210,-46.59700,339.55500,60.62700,278.92800,278.92800,,279.33100,632.90910,386.15210,150.23900,154.23600,1.86000,1.81000
2016-06-30,2195.86900,406.38000,1789.48900,317.92100,1347.54800,-4.34400,1763.82700,25.66190,-37.85700,-12.19500,-18.20200,6.00700,6.00700,,31.64900,326.29690,25.66190,149.55200,153.53200,0.21000,0.21000
2016-03-31,1903.96100,402.57000,1501.39100,291.55400,1185.35900,-1.97400,1598.68900,-97.29790,-68.58800,-165.88600,-57.35400,-108.53200,-108.53200,,-108.58900,146.86410,-97.29790,151.05200,151.05200,-0.72000,-0.72000
2015-12-31,1698.56700,338.49290,1360.07400,250.57000,974.89000,-9.13100,1330.59710,29.47690,-35.41000,-5.93300,6.95300,-12.88600,-12.88600,,-12.53800,242.44690,29.47690,130.15900,134.01800,-0.15000,-0.14000
2015-09-30,1937.75300,328.06600,1609.68700,202.70300,1073.45700,114.55000,1264.68900,344.99820,-2.81100,342.18700,65.95000,276.23700,276.23700,,283.21600,527.21020,344.99820,129.98900,133.41700,2.18000,2.12000
2015-06-30,1662.60000,321.08200,1341.51800,186.51600,1026.87400,-5.51000,1251.42600,90.09190,467.96500,558.05700,131.22100,426.83600,426.83600,,449.64400,237.74290,90.09190,128.88700,132.96000,3.49000,3.38000
2015-03-31,1373.39700,321.91800,1051.47900,190.45500,879.77800,-2.52900,1102.48000,-51.00110,82.65200,31.65100,-0.91000,32.56100,32.56100,,44.14300,77.37190,-51.00110,127.56300,131.40200,0.35000,0.34000
2014-12-31,1355.97800,284.25310,1071.72500,181.35000,743.00280,-2.69600,977.01890,94.70650,-6.71000,87.99600,31.71700,56.27900,56.27900,,65.96900,203.73250,94.70630,128.91200,133.16800,0.50000,0.49000
2014-09-30,1712.50400,299.70800,1412.79600,172.75400,920.79900,-3.88800,1115.96000,296.83610,-7.31100,289.52500,38.90400,250.62100,250.62100,,257.05900,405.12810,296.83610,127.91100,132.27400,2.01000,1.94000
2014-06-30,1494.63200,300.50100,1194.13100,169.07500,846.15600,-31.41600,1064.91100,129.21980,-22.61500,106.60500,20.75100,85.85400,85.85400,,89.37300,234.05580,129.21980,129.53800,133.66800,0.69000,0.67000
2014-03-31,1200.37100,294.61900,905.75200,162.97500,723.74400,-3.53900,908.75000,-2.99800,-16.48700,-19.48500,0.31900,-19.80400,-19.80400,,-14.30400,102.44900,-2.99800,130.55900,130.55900,-0.11000,-0.11000
2013-12-31,1152.01500,248.52810,903.48680,155.03900,584.68590,-3.24100,764.77590,138.71110,-18.25000,120.46100,26.47400,93.98700,93.98700,,94.71700,240.26510,138.71100,134.91200,139.59300,0.73000,0.71000
2013-09-30,1401.86000,276.31800,1125.54200,143.81600,717.64700,-6.87400,886.85100,238.69100,-26.61100,212.08000,45.35600,166.72400,166.72400,,170.85900,328.20900,238.69100,136.38000,140.45100,1.25000,1.22000
2013-06-30,1205.01700,262.60700,942.41000,140.68200,682.35900,-6.24600,848.12400,94.28600,-6.86300,87.42300,24.40800,63.01500,63.01500,,71.50000,180.34800,94.28600,136.35100,141.11200,0.52000,0.51000
