,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,8194.48900,6498.82000,1695.66900,1314.32900,21.89700,1451.99300,243.67630,-183.04400,60.63200,-25.46100,86.09300,86.09300,,81.11200,,243.67630,314.24900,319.22100,0.26000,0.25000
2022-09-30,7529.54600,5934.49000,1595.05600,1080.31600,1.74600,1220.70600,374.34960,219.99700,594.34700,142.66700,451.68000,451.68000,,446.63900,519.61560,374.34960,319.82800,324.74300,1.40000,1.38000
2022-06-30,7771.27800,6053.98400,1717.29400,1188.81900,150.82100,1200.35700,516.93700,93.74100,610.67800,120.76200,489.91600,489.91600,,487.32200,681.04000,516.93700,325.41500,329.84400,1.50000,1.48000
2022-03-31,7332.93300,5752.19400,1580.73900,1065.99600,11.24100,1203.78700,376.95210,15.58100,392.53300,-3.73800,396.27100,396.27100,,392.29700,527.64720,376.95210,331.92500,337.14000,1.18000,1.16000
2021-12-31,8550.21500,6584.25600,1965.95900,1262.96000,51.37800,1373.72600,592.23290,324.86510,917.10080,224.22700,692.87400,692.87400,,691.99190,757.61190,592.23390,335.23300,339.71700,2.07000,2.05000
2021-09-30,6798.32700,5258.94700,1539.38000,1025.68100,18.53000,1129.71500,409.66500,160.46400,570.12900,133.50700,436.62200,436.62200,,435.74300,533.99200,409.66500,335.36500,340.33700,1.30000,1.28000
2021-06-30,6458.61300,5016.75900,1441.85400,957.21600,0.92900,1075.37100,366.48240,210.40500,576.88700,133.44500,443.44200,443.44200,,442.63700,487.27540,366.48240,335.64300,339.50300,1.32000,1.30000
2021-03-31,5938.87900,4719.54600,1219.33300,828.32700,0.15600,950.24900,269.08350,76.22000,345.30400,76.32700,268.97700,268.97700,,266.20200,392.77050,269.08350,335.86000,339.58100,0.79000,0.78000
2020-12-31,6910.50100,5370.82900,1539.67200,951.10600,-0.84400,1095.77500,443.89650,-33.45600,410.44000,95.05400,315.38600,315.38600,,313.76500,754.47050,443.89750,335.19600,338.39200,0.94000,0.92000
2020-09-30,5645.14200,4564.57900,1080.56300,794.22700,52.79700,869.15500,211.40770,22.49400,233.90200,49.06200,184.84000,184.84000,,184.13200,265.51170,211.40770,335.28700,337.66600,0.55000,0.55000
2020-06-30,5381.38400,4399.53700,981.84670,770.80600,-0.49200,887.68200,94.16460,6.75000,100.91500,18.80300,82.11200,82.11200,,81.89700,212.12950,94.16460,335.12600,337.36100,0.24000,0.24000
