,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,1585.60000,915.60000,670.00000,263.20000,-13.60000,427.10000,242.89990,-190.40000,52.50000,31.70000,20.80000,20.80000,20.80000,,242.89990,154.20000,169.70000,0.13000,0.13000
2022-09-30,1625.00000,957.10000,667.90000,277.90000,-104.60000,531.20000,136.70000,-195.50000,-58.80000,-182.00000,123.20000,123.20000,123.00000,287.50000,136.70000,157.60000,173.00000,0.78000,0.72000
2022-06-30,1626.90000,900.40000,726.50010,273.80000,,424.10000,302.40000,-220.00000,82.40000,56.30000,26.10000,26.10000,26.10000,454.90000,302.40000,164.80000,180.20000,0.16000,0.15000
2022-03-31,1564.20000,858.50000,705.70000,295.50000,,413.70000,292.00000,-192.80000,99.20000,47.60000,51.60000,51.60000,51.70000,412.90000,292.00000,168.20000,184.20000,0.31000,0.29000
2021-12-31,1572.50000,915.10000,657.40010,333.70000,,431.30000,226.10020,-172.80000,53.30000,8.50000,44.80000,44.80000,45.40000,329.60020,226.09990,158.70000,175.50000,0.24000,0.24000
2021-09-30,1511.80000,812.50000,699.30000,376.50000,0.00000,460.20000,239.10010,-116.60000,122.50000,36.40000,86.10000,86.10000,85.70000,328.70010,239.10010,156.10000,172.70000,0.55000,0.52000
2021-06-30,1545.80000,769.50000,776.30000,316.50000,,398.40000,377.90000,-126.10000,251.80000,53.10000,198.70000,198.70000,198.70000,465.30000,377.90000,156.00000,172.70000,1.27000,1.17000
2021-03-31,1274.90000,650.90000,624.00010,326.20000,,407.50000,216.50010,-105.00000,111.50000,20.60000,90.90000,90.90000,91.00000,303.30010,216.50010,155.70000,172.80000,0.58000,0.55000
2020-12-31,1027.40000,507.00000,520.40000,302.10010,-7.30000,400.79990,119.60010,-99.80000,19.79990,7.10000,12.70000,12.70000,11.90000,216.30010,119.60020,134.00000,134.00000,0.93000,1.02000
2020-09-30,1129.70000,528.20000,601.49990,317.60000,,405.30000,196.20000,-69.30000,126.90000,-14.30000,141.20000,141.20000,141.10000,289.29990,196.20000,138.20000,155.50000,1.02000,0.93000
