,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,4391.00000,2450.70000,1940.30000,855.70000,855.70000,1084.60000,-26.50000,1058.10000,245.00000,813.10000,813.10000,,813.10000,1474.10000,1084.60000,414.30000,416.20000,1.96000,1.95000
2022-09-30,4215.60000,2393.60000,1822.00000,800.30000,800.30000,1021.70000,-11.70000,1010.00000,231.00000,779.00000,779.00000,,779.00000,1416.30000,1021.70000,414.60000,416.90000,1.88000,1.87000
2022-06-30,4127.60100,2385.89900,1741.70200,914.19990,914.20000,827.50120,-24.20000,803.30020,177.80000,625.50020,625.50020,,625.49990,1223.80100,827.50120,418.80000,421.10000,1.51000,1.49000
2022-03-31,4513.00000,2512.20000,2000.80000,817.50000,817.50000,1183.30000,6.60000,1189.90000,261.40000,928.50000,928.50000,,928.50000,1579.30000,1183.30000,418.10000,420.20000,2.22000,2.21000
2021-12-31,4025.40000,2341.20000,1684.20000,782.30000,782.30000,901.89990,8.20000,910.10000,215.70000,694.40000,694.40000,,694.40000,1291.80000,901.89990,419.80000,422.00000,1.65000,1.65000
2021-09-30,3832.30000,2222.60000,1609.70000,719.20000,719.20000,890.50000,10.30000,900.80000,200.30000,700.50000,700.50000,,700.50000,1279.60000,890.50000,421.40000,423.80000,1.66000,1.65000
2021-06-30,3737.00000,2205.50000,1531.50000,840.70000,840.69900,690.80100,6.40000,697.20000,159.00000,538.20010,538.20010,,538.20010,1072.40100,690.80050,426.30000,428.10000,1.29000,1.26000
2021-03-31,4102.00000,2278.10000,1823.90000,763.00000,763.00000,1060.90000,5.30000,1066.20000,255.50000,810.70000,810.70000,,810.70000,1443.40000,1060.90000,425.80000,427.70000,1.90000,1.90000
2020-12-31,3695.70000,2122.40000,1573.30000,755.80000,755.80000,817.50000,15.10000,832.60000,185.10000,647.50000,647.50000,,647.50000,1193.10000,817.50000,427.40000,429.00000,1.51000,1.51000
2020-09-30,3470.70000,2034.30000,1436.40000,681.00000,681.00000,755.40010,9.80000,765.20000,163.10000,602.10000,602.10000,,602.10000,1131.20000,755.40010,428.60000,430.00000,1.40000,1.40000
