,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,10091.00000,4593.00000,5498.00000,725.00000,2973.00000,4194.00000,1304.00000,16.00000,1320.00000,287.00000,1033.00000,1033.00000,,1033.00000,,1304.00000,,1754.00000,,0.59000
2022-09-30,10410.00000,4629.00000,5781.00000,782.00000,2731.00000,4011.00000,1770.00000,-12.00000,1758.00000,323.00000,1435.00000,1435.00000,,1435.00000,2585.00000,1770.00000,1752.96800,1763.65300,0.82000,0.81000
2022-06-30,11257.00000,4933.00000,6324.00000,684.00000,2757.00000,3948.00000,2376.00000,-24.00000,2352.00000,334.00000,2018.00000,2018.00000,,2018.00000,3198.00000,2376.00000,1753.86500,1765.46300,1.15000,1.14000
2022-03-31,11895.00000,4987.00000,6908.00000,697.00000,2787.00000,3996.00000,2912.00000,-36.00000,2876.00000,429.00000,2447.00000,2447.00000,,2447.00000,3735.00000,2912.00000,1761.91100,1774.54200,1.38000,1.37000
2021-12-31,11468.00000,4766.00000,6702.00000,762.00000,3048.00000,4324.00000,2378.00000,-51.00000,2327.00000,338.00000,1989.00000,1989.00000,,1989.00000,3261.00000,2378.00000,1775.00000,1789.00000,1.12000,1.11000
2021-09-30,10928.00000,4423.00000,6505.00000,672.00000,2767.00000,3959.00000,2546.00000,-53.00000,2493.00000,393.00000,2100.00000,2100.00000,,2100.00000,3393.00000,2546.00000,1774.51600,1788.99900,1.18000,1.17000
2021-06-30,10223.00000,4947.00000,5276.00000,654.00000,2726.00000,3884.00000,1392.00000,-44.00000,1348.00000,159.00000,1189.00000,1189.00000,,1189.00000,2266.00000,1392.00000,1779.20300,1793.27900,0.67000,0.66000
2021-03-31,10456.00000,4401.00000,6055.00000,654.00000,2783.00000,3946.00000,2109.00000,-66.00000,2043.00000,250.00000,1793.00000,1793.00000,,1793.00000,3043.00000,2109.00000,1776.84200,1791.50300,1.00000,1.00000
2020-12-31,10701.00000,4493.00000,6208.00000,698.00000,2570.00000,3776.00000,2432.00000,-44.00000,2388.00000,230.00000,2158.00000,2158.00000,4.00000,2162.00000,3298.00000,2432.00000,1773.00000,1786.00000,1.21000,1.20000
2020-09-30,8853.00000,3966.00000,4887.00000,580.00000,2302.00000,3392.00000,1495.00000,-74.00000,1421.00000,189.00000,1232.00000,1232.00000,,1232.00000,2303.00000,1495.00000,1774.47500,1787.85300,0.69000,0.69000
2020-06-30,7328.00000,3263.00000,4065.00000,564.00000,2276.00000,3393.00000,672.00000,-146.00000,526.00000,-11.00000,537.00000,537.00000,,537.00000,1497.00000,672.00000,1772.95300,1785.04000,0.30000,0.30000
2020-03-31,7726.00000,3281.00000,4445.00000,578.00000,2548.00000,3687.00000,758.00000,-125.00000,633.00000,89.00000,544.00000,544.00000,20.00000,564.00000,1586.00000,758.00000,1768.90100,1780.57800,0.32000,0.31000
2019-12-31,8314.00000,3434.00000,4880.00000,595.00000,2413.00000,3491.00000,1389.00000,-149.00000,1240.00000,191.00000,1049.00000,1049.00000,,1049.00000,2145.00000,1389.00000,1768.00000,1781.00000,0.58000,0.59000
2019-09-30,8076.00000,3358.00000,4718.00000,596.00000,2440.00000,3520.00000,1198.00000,-95.00000,1103.00000,143.00000,960.00000,960.00000,,960.00000,1952.00000,1198.00000,1771.52100,1784.16700,0.54000,0.53000
2019-06-30,7979.00000,3279.00000,4700.00000,577.00000,2434.00000,3494.00000,1206.00000,-104.00000,1102.00000,96.00000,1006.00000,1006.00000,,1006.00000,1957.00000,1206.00000,1768.90400,1781.41700,0.57000,0.56000
2019-03-31,7535.00000,3160.00000,4375.00000,672.00000,2478.00000,3636.00000,739.00000,-107.00000,632.00000,-40.00000,672.00000,672.00000,0.00000,672.00000,1492.00000,739.00000,1763.27800,1776.57300,0.38000,0.38000
2018-12-31,7765.00000,3191.00000,4574.00000,562.00000,2359.00000,3409.00000,1165.00000,-218.00000,947.00000,292.00000,655.00000,655.00000,-1.00000,654.00000,1928.00000,1165.00000,1758.00000,1770.00000,0.36000,0.37000
2018-09-30,7656.00000,3166.00000,4490.00000,574.00000,2377.00000,3495.00000,995.00000,-277.00000,718.00000,166.00000,552.00000,552.00000,11.00000,563.00000,1808.00000,995.00000,1759.58500,1771.68000,0.32000,0.32000
2018-06-30,7767.00000,3282.00000,4485.00000,575.00000,2466.00000,3603.00000,882.00000,-105.00000,777.00000,59.00000,718.00000,718.00000,15.00000,733.00000,1732.00000,882.00000,1757.83600,1768.95000,0.42000,0.41000
2018-03-31,7390.00000,3067.00000,4323.00000,589.00000,2542.00000,3715.00000,608.00000,-177.00000,431.00000,22.00000,409.00000,409.00000,9.00000,418.00000,1492.00000,608.00000,1753.41200,1765.27800,0.24000,0.23000
2017-12-31,7589.00000,3282.00000,4307.00000,619.00000,2477.00000,3656.00000,651.00000,-77.00000,574.00000,1438.00000,-864.00000,-864.00000,36.00000,-828.00000,1566.00000,651.00000,1740.00000,1749.00000,-0.47000,-0.47000
2017-09-30,6829.00000,2876.00000,3953.00000,568.00000,2115.00000,3184.00000,769.00000,-143.00000,626.00000,65.00000,561.00000,561.00000,42.00000,603.00000,1543.00000,769.00000,1743.75700,1754.15600,0.34000,0.34000
2017-06-30,6637.00000,3189.00000,3448.00000,520.00000,2150.00000,3062.00000,386.00000,-91.00000,295.00000,25.00000,270.00000,270.00000,13.00000,283.00000,1464.00000,386.00000,1740.52400,1748.88300,0.16000,0.16000
2017-03-31,6335.00000,3062.00000,3273.00000,553.00000,2440.00000,3515.00000,-242.00000,978.00000,736.00000,350.00000,386.00000,386.00000,33.00000,419.00000,924.00000,-242.00000,1727.35600,1735.19500,0.24000,0.24000
2016-12-31,5333.00000,2382.00000,2951.00000,368.00000,1673.00000,2162.00000,789.00000,86.00000,875.00000,110.00000,765.00000,765.00000,33.00000,798.00000,1273.00000,789.00000,1477.00000,1483.00000,0.54000,0.54000
