,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,1901.54600,345.12110,1556.42500,397.84100,923.86910,1321.59790,234.82680,109.24900,344.07600,25.41300,318.66290,318.66290,318.66300,244.65280,234.82710,637.00000,680.00000,0.51000,0.47000
2022-09-30,2884.41000,401.14900,2483.26100,366.18200,913.54600,1279.78000,1203.48100,66.41800,1269.89900,55.61100,1214.28800,1214.28800,1214.28800,1217.33700,1203.48100,638.69600,680.05900,1.90000,1.79000
2022-06-30,2104.10700,390.10700,1714.00000,375.05000,881.38400,1345.17700,368.82290,14.28800,383.11100,4.27000,378.84100,378.84100,378.84100,395.86790,368.82290,638.40700,683.53600,0.59000,0.56000
2022-03-31,1508.93700,362.62300,1146.31400,362.92700,788.20100,1151.44500,-5.13100,-2.95500,-8.08600,10.70600,-18.79200,-18.79200,-18.79200,25.14200,-5.13100,635.31400,635.31400,-0.03000,-0.03000
2021-12-31,1532.43600,295.47800,1236.95800,367.79500,792.99190,1161.70800,75.25010,-2.82200,72.42800,17.89300,54.53490,54.53490,54.53500,98.37310,75.25010,616.00000,616.00000,0.15000,0.27000
2021-09-30,2237.43200,311.58000,1925.85200,344.41000,729.93400,1073.87900,851.97290,-1.51500,850.45800,16.56500,833.89300,833.89300,833.89300,886.69990,851.97290,621.01200,681.91600,1.34000,1.22000
2021-06-30,1335.19600,294.42700,1040.76900,349.73400,741.75100,1092.04700,-51.27800,-5.70600,-56.98400,11.23300,-68.21700,-68.21700,-68.21700,-14.78500,-51.27800,611.73900,611.73900,-0.11000,-0.11000
2021-03-31,886.93600,254.51500,632.42100,363.06100,604.32300,1079.36600,-446.94500,-718.95700,-1165.90200,6.30900,-1172.21100,-1172.21100,-1172.21100,-403.28800,-446.94500,600.96000,600.96000,-1.95000,-1.95000
2020-12-31,859.26400,209.74700,649.51700,2062.19500,1687.50200,3749.69700,-3100.18000,-892.32200,-3992.50200,-104.65100,-3887.85100,-3887.85100,-3887.85100,-3061.12500,-3100.18000,345.75500,345.75500,-11.24000,-11.24000
2020-09-30,1342.33100,227.32500,1115.00600,213.92000,459.62100,696.26900,418.73710,-111.68500,307.05200,87.72400,219.32800,219.32800,219.32800,460.08110,418.73710,265.13700,299.20600,0.82720,0.73300
2020-06-30,334.77400,161.19800,173.57600,217.93800,424.61200,756.79100,-583.21500,-56.18300,-639.39800,-63.81000,-575.58800,-575.58800,-575.58800,-553.28700,-583.21500,263.51700,263.51700,-2.18000,-2.18000
2020-03-31,841.83000,277.77200,564.05800,258.81900,630.72800,889.54700,-325.48900,-31.60100,-357.09000,-16.48500,-340.60500,-340.60500,-340.60500,-291.61690,-325.48900,262.50900,262.50900,-1.30000,-1.30000
2019-12-31,,,,,,,,,,,,,,,,,,,0.00000
2018-12-31,,,,,,,,,,,,,,,,,,,0.00000
2017-12-31,,,,,,,,,,,,,,,,,,,0.00000
