,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,4839.00000,3152.00000,1687.00000,860.00000,1001.00000,686.00000,28.00000,714.00000,193.00000,521.00000,521.00000,521.00000,827.00000,686.00000,518.00000,519.00000,1.02000,1.01000
2022-09-30,4857.00000,3080.00000,1777.00000,838.00000,979.00000,798.00000,14.00000,812.00000,183.00000,629.00000,629.00000,629.00000,939.00000,798.00000,516.00000,517.00000,1.22000,1.22000
2022-06-30,4906.00000,3119.00000,1787.00000,883.00000,1027.00000,760.00000,1.00000,761.00000,184.00000,577.00000,577.00000,577.00000,904.00000,760.00000,520.00000,521.00000,1.11000,1.11000
2022-03-31,4826.00000,3097.00000,1729.00000,862.00000,1005.00000,724.00000,5.00000,729.00000,170.00000,559.00000,563.00000,563.00000,867.00000,724.00000,524.00000,525.00000,1.07000,1.07000
2021-12-31,4777.00000,3030.00000,1747.00000,871.00000,1015.00000,732.00000,5.00000,737.00000,162.00000,575.00000,576.00000,576.00000,876.00000,732.00000,527.00000,528.00000,1.10000,1.10000
2021-09-30,4744.00000,2947.00000,1797.00000,924.00000,1068.00000,729.00000,2.00000,731.00000,187.00000,544.00000,544.00000,544.00000,873.00000,729.00000,525.00000,526.00000,1.04000,1.03000
2021-06-30,4585.00000,2863.00000,1722.00000,881.00000,1026.00000,696.00000,-2.00000,694.00000,184.00000,510.00000,512.00000,512.00000,841.00000,696.00000,527.00000,528.00000,0.97000,0.97000
2021-03-31,4401.00000,2764.00000,1637.00000,827.00000,968.00000,669.00000,-4.00000,665.00000,160.00000,505.00000,505.00000,505.00000,810.00000,669.00000,530.00000,531.00000,0.95000,0.95000
2020-12-31,4184.00000,2662.00000,1522.00000,874.00000,1057.00000,465.00000,2.00000,467.00000,152.00000,315.00000,316.00000,316.00000,613.00000,465.00000,540.00000,541.00000,0.60000,0.59000
2020-09-30,4243.00000,2647.00000,1596.00000,804.00000,993.00000,603.00000,21.00000,624.00000,276.00000,348.00000,348.00000,348.00000,741.00000,603.00000,542.00000,543.00000,0.64000,0.64000
2020-06-30,4000.00000,2615.00000,1385.00000,711.00000,918.00000,467.00000,28.00000,495.00000,134.00000,361.00000,361.00000,361.00000,604.00000,467.00000,541.00000,541.00000,0.67000,0.67000
2020-03-31,4225.00000,2747.00000,1478.00000,711.00000,899.00000,579.00000,-69.00000,510.00000,142.00000,368.00000,367.00000,367.00000,715.00000,579.00000,546.00000,546.00000,0.67000,0.67000
2019-12-31,4284.00000,2749.00000,1535.00000,676.00000,909.00000,626.00000,,626.00000,174.00000,452.00000,395.00000,395.00000,759.00000,626.00000,559.00000,560.00000,0.73000,0.72000
2019-09-30,4248.00000,2681.00000,1567.00000,706.00000,898.00000,669.00000,-11.00000,658.00000,160.00000,498.00000,497.00000,497.00000,796.00000,669.00000,551.00000,551.00000,0.90000,0.90000
2019-06-30,4141.00000,2629.00000,1512.00000,719.00000,893.00000,619.00000,57.00000,676.00000,167.00000,509.00000,509.00000,509.00000,752.00000,619.00000,564.00000,564.00000,0.90000,0.90000
2019-03-31,4110.00000,2575.00000,1535.00000,871.00000,996.00000,539.00000,44.00000,583.00000,142.00000,441.00000,441.00000,441.00000,672.00000,539.00000,573.00000,575.00000,0.77000,0.77000
2018-12-31,4129.00000,2540.00000,1589.00000,757.00000,896.00000,693.00000,122.00000,815.00000,168.00000,647.00000,648.00000,648.00000,824.00000,693.00000,582.00000,584.00000,1.12000,1.12000
2018-09-30,4078.00000,2480.00000,1598.00000,734.00000,853.00000,745.00000,-83.00000,662.00000,185.00000,477.00000,477.00000,477.00000,872.00000,745.00000,579.00000,580.00000,0.82000,0.82000
2018-06-30,4006.00000,2417.00000,1589.00000,805.00000,919.00000,670.00000,-47.00000,623.00000,168.00000,455.00000,456.00000,456.00000,793.00000,670.00000,585.00000,586.00000,0.78000,0.78000
2018-03-31,3912.00000,2401.00000,1511.00000,711.00000,818.00000,693.00000,4.00000,697.00000,177.00000,520.00000,520.00000,520.00000,810.00000,693.00000,587.00000,589.00000,0.89000,0.88000
2017-12-31,3828.00000,2360.00000,1468.00000,628.00000,811.00000,657.00000,56.00000,713.00000,732.00000,-19.00000,-18.00000,-18.00000,779.00000,657.00000,593.00000,595.00000,-0.02000,-0.03000
