,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,3177.00000,1268.00000,1909.00000,278.00000,-990.00000,1510.00000,399.00000,-21.00000,378.00000,763.00000,-385.00000,-385.00000,,-403.00000,673.00000,399.00000,571.00000,572.00000,-0.71000,-0.70000
2022-09-30,3475.00000,1318.00000,2157.00000,295.00000,-1111.00000,1652.00000,505.00000,-56.00000,449.00000,105.00000,344.00000,344.00000,,334.00000,854.00000,505.00000,571.00000,572.00000,0.58000,0.58000
2022-06-30,2818.00000,992.00000,1826.00000,264.00000,-896.00000,1379.00000,447.00000,-206.00000,241.00000,49.00000,192.00000,192.00000,,187.00000,782.00000,447.00000,571.00000,572.00000,0.33000,0.33000
2022-03-31,2989.00000,1015.00000,1974.00000,292.00000,-820.00000,1415.00000,559.00000,-188.00000,371.00000,83.00000,288.00000,288.00000,,288.00000,918.00000,559.00000,570.00000,571.00000,0.51000,0.50000
2021-12-31,2660.00000,877.00000,1783.00000,261.00000,-870.00000,1559.00000,224.00000,255.00000,479.00000,49.00000,430.00000,430.00000,-3.00000,427.00000,669.00000,224.00000,545.00000,546.00000,0.77000,0.77000
2021-09-30,3124.00000,1006.00000,2118.00000,275.00000,-856.00000,1487.00000,631.00000,-127.00000,504.00000,88.00000,416.00000,416.00000,47.00000,463.00000,1019.00000,631.00000,544.00000,545.00000,0.85000,0.85000
2021-06-30,2622.00000,726.00000,1896.00000,264.00000,-948.00000,1584.00000,312.00000,-158.00000,154.00000,96.00000,58.00000,58.00000,,58.00000,689.00000,312.00000,544.00000,545.00000,0.11000,0.11000
2021-03-31,2726.00000,836.00000,1890.00000,273.00000,-643.00000,1331.00000,559.00000,-137.00000,422.00000,87.00000,335.00000,335.00000,,335.00000,1013.00000,559.00000,543.00000,544.00000,0.62000,0.62000
2020-12-31,2537.00000,721.00000,1816.00000,254.00000,-875.00000,1422.00000,394.00000,-178.00000,216.00000,4.00000,212.00000,212.00000,30.00000,242.00000,789.00000,394.00000,542.00000,543.00000,0.44000,0.44000
2020-09-30,3022.00000,867.00000,2155.00000,272.00000,-937.00000,1434.00000,721.00000,-145.00000,576.00000,116.00000,460.00000,460.00000,-6.00000,454.00000,923.00000,721.00000,542.00000,543.00000,0.84000,0.84000
