,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-09-30,34236.00000,29147.00000,5089.00000,579.00000,3456.00000,173.00000,3862.00000,1227.00000,-143.00000,1084.00000,246.00000,838.00000,838.00000,,839.00000,1227.00000,1227.00000,1553.70400,1678.00000,0.54000,0.50000
2022-06-30,39952.00000,34593.00000,5359.00000,601.00000,4197.00000,,4798.00000,561.00000,224.00000,785.00000,184.00000,601.00000,601.00000,,653.00000,561.00000,561.00000,1560.50000,1588.00000,0.42000,0.41000
2022-03-31,37805.00000,32529.00000,5276.00000,692.00000,4204.00000,,4896.00000,380.00000,-840.00000,-460.00000,95.00000,-555.00000,-555.00000,,-472.00000,380.00000,380.00000,1558.00000,1558.00000,-0.30000,-0.30000
2021-12-31,45063.57000,38994.27000,6069.30500,678.21500,5444.26300,4.02800,6118.44000,-49.14060,-741.11900,-790.26200,33.37200,-823.63400,-823.63400,,-798.55200,-49.14060,-49.14450,1553.71900,1553.71900,-0.52000,-0.50000
2021-09-30,33943.00000,29117.49000,4825.51600,621.41100,3894.68300,89.81300,4426.28000,399.23440,-805.29300,-406.05700,101.22000,-507.27700,-507.27700,,-435.56800,399.23440,399.23440,1553.07100,1593.35100,-0.28000,-0.28000
2021-06-30,39308.69000,34394.40000,4914.28900,572.03600,4309.19800,13.52700,4867.71000,46.58200,115.60000,162.18100,88.22400,73.95700,73.95700,,123.01500,46.58200,46.58200,1552.77200,1595.04400,0.08000,0.08000
2021-03-31,31010.74000,26565.85000,4444.88900,691.33800,3512.85600,12.63200,4191.56000,253.32810,375.81200,629.13800,73.18400,555.95400,555.95400,,552.10500,253.32810,253.32810,1533.62500,1623.83800,0.36000,0.34000
2020-12-31,39534.65000,33995.25000,5539.39800,804.27110,4705.08600,174.33600,5335.02000,204.37500,3733.79900,3938.17100,-33.45600,3971.62700,3971.62700,,3978.78500,204.37500,204.37110,1510.90500,1554.51200,2.63000,2.59000
2020-09-30,25659.02000,21712.54000,3946.48000,604.85700,2746.68800,50.66300,3300.88000,645.59770,573.30600,1218.90300,101.68100,1117.22200,1117.22200,,1113.51800,645.59770,645.59770,1546.55300,1613.79400,0.72000,0.69000
2020-06-30,28457.36000,24404.27000,4053.09000,510.05600,2856.77500,27.68300,3339.14000,713.94140,1721.91500,2435.85700,112.74400,2323.11300,2323.11300,,2327.86800,713.94140,713.94140,1482.71800,1572.88400,1.57000,1.48000
2020-03-31,20648.12000,17465.50000,3182.62100,555.75100,2299.16200,,2854.91000,327.70700,-132.30400,195.40500,46.10300,149.30200,149.30200,,151.51100,327.70700,327.70700,1515.11000,1515.11000,0.10000,0.10000
2019-12-31,24067.16000,20687.24000,3379.92000,,1324.30400,127.69600,3296.45000,83.47070,457.81200,541.28590,68.69500,472.59090,472.59090,,483.75510,302.41770,83.47070,1456.31800,1456.31800,0.33000,0.33000
2019-09-30,18865.20000,16051.12000,2814.07500,,2536.20500,417.90800,2118.30000,695.77930,-534.11000,161.66900,84.62200,77.04700,77.04700,,85.65900,695.77930,695.77930,1459.85300,1485.62300,0.06000,0.06000
2019-06-30,21890.84000,18667.96000,3222.87300,,2892.71100,,2892.72000,330.16210,-186.72400,143.43800,63.91900,79.51900,79.51900,,90.14300,330.16210,330.16210,1502.38300,1802.86000,0.06000,0.05000
2019-03-31,18041.64000,15332.18000,2709.45900,,2539.24000,12.40000,2526.84000,182.61910,937.79700,1120.41500,41.66800,1078.74700,1078.74700,,1090.58700,182.61910,182.61910,1454.11600,1473.76600,0.75000,0.74000
2018-12-31,17499.63000,15005.48000,2494.14600,,2624.80100,0.00300,2624.79000,-130.64450,-581.10800,-711.75290,5.82000,-717.57300,-717.57310,,-708.04390,-130.64450,-130.64450,1438.95200,1438.95200,-0.50000,-0.50000
2018-09-30,15254.55000,12908.96000,2345.59100,,2437.09100,-3.24900,2440.34000,-94.74900,521.13500,426.38600,7.50600,418.88000,418.88000,,436.89900,-94.74900,-94.74900,1456.33000,1456.33000,0.30000,0.30000
2018-06-30,18481.06000,15985.41000,2495.64700,,2651.89700,,2651.90000,-156.25000,-163.20300,-319.45200,24.68400,-344.13600,-344.13600,,-334.35700,-156.25000,-156.25000,1453.73000,1453.73000,-0.23000,-0.23000
2018-03-31,15962.74000,13705.58000,2257.16600,,2256.46000,,2256.46000,0.70610,258.87700,259.58300,24.07600,235.50700,235.50700,,243.11100,0.70610,0.70610,1427.18400,1469.58900,0.17000,0.17000
2017-12-31,18280.01000,16064.50000,2215.51600,,2482.47700,,2482.47000,-266.95900,113.70700,-153.25300,2.41000,-155.66300,-155.66300,11.41800,-137.36000,-266.95900,-266.96190,1422.41300,1422.41300,-0.09800,-0.09800
2017-09-30,12587.18000,10635.85000,1951.32500,,1875.81600,,1875.82000,75.50880,79.50300,155.01200,7.99300,147.01900,147.01900,,152.44900,75.50880,75.50880,1385.90000,1385.90000,0.11000,0.11000
2017-06-30,13748.02000,11882.37000,1865.65300,,1925.09700,,1925.10000,-59.44340,11.15000,-48.29400,-2.40000,-45.89400,-45.89400,-10.35500,-73.22000,-59.44340,-59.44340,1422.68700,1422.68700,-0.05200,-0.05200
2017-03-31,11074.16000,9296.54300,1777.61700,,1655.13100,,1655.12700,122.48630,-57.35800,65.12800,13.45200,51.67600,51.67600,,34.73200,122.48630,122.48630,1418.60200,1443.78200,0.02000,0.02000
2016-12-31,10172.87000,8614.62600,1558.24400,,1616.74500,,1616.74400,-58.49900,-141.91600,-200.41400,15.73000,-216.14400,-216.14400,,-231.02600,-58.49900,-58.50000,1402.38400,1402.38400,-0.17000,-0.17000
